slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.5218579234972678,0.35304990757855825,2100,0,2100,1146,first 20%,True,True
1,0.7709288503990491,0.6272450953302017,1349,0,1349,2270,first 20%,True,True
2,0.8432946773713946,0.7290488431876607,1030,24,1054,2860,first 20%,True,True
3,0.8416374899003501,0.7265752150662637,1097,79,1176,3204,first 20%,True,True
4,0.8552747390921664,0.7471441124780316,1057,94,1151,3495,first 20%,True,True
5,0.84363894811656,0.7295636140135218,1046,274,1320,3835,first 20%,True,True
6,0.848029585114989,0.7361556982343499,1057,258,1315,3927,first 20%,True,True
7,0.8610463178940353,0.7559976594499708,1070,181,1251,4057,middle 60%,True,True
8,0.8762166737198477,0.7797025042364903,1148,22,1170,4163,middle 60%,True,True
9,0.8845393436140767,0.792981212336051,1132,36,1168,4510,middle 60%,True,True
10,0.893669446550417,0.8077779681343156,1068,54,1122,4769,middle 60%,True,True
11,0.9049436737733917,0.8263900697160347,984,37,1021,4897,middle 60%,True,True
12,0.9358080579447714,0.8793602177981964,657,52,709,5220,middle 60%,True,True
13,0.9526011560693641,0.9094922737306843,459,74,533,5430,middle 60%,True,True
14,0.9621793176408358,0.9271151885830785,355,74,429,5531,middle 60%,True,True
15,0.953760735664093,0.911608623548922,470,63,533,5560,middle 60%,True,True
16,0.9601816276632903,0.923412831709775,383,73,456,5571,middle 60%,True,True
17,0.9457025443735245,0.8969978437551833,559,62,621,5470,middle 60%,True,True
18,0.9170773886727194,0.8468540402427339,895,64,959,5367,middle 60%,True,True
19,0.8882476390346274,0.7989617744218971,1215,63,1278,5142,middle 60%,True,True
20,0.8646406348633782,0.7615567911040508,1437,64,1501,4858,middle 60%,True,True
21,0.8352764197066567,0.7171456247981918,1693,59,1752,4501,middle 60%,True,True
22,0.8186753528773073,0.6930147058823529,1766,71,1837,4218,middle 60%,True,True
23,0.806733432772214,0.6760714285714285,1762,52,1814,3838,middle 60%,True,True
24,0.8061200654052791,0.6752103306593622,1586,74,1660,3525,middle 60%,True,True
25,0.8051499867268384,0.6738502554987781,1391,77,1468,3110,middle 60%,True,True
26,0.7576447625243982,0.6098455092956271,1375,115,1490,2444,middle 60%,True,True
27,0.7155849524596941,0.5571290634052141,1291,85,1376,1816,middle 60%,True,True
28,0.6794231835829173,0.5144897102057959,1061,95,1156,1320,last 20%,True,True
29,0.7060881735479356,0.5457003785830179,809,31,840,1040,last 20%,True,True
30,0.7806377257011141,0.6402016383112792,484,87,571,1103,last 20%,True,True
31,0.7867998263135041,0.6485325697924124,367,124,491,1030,last 20%,True,True
32,0.770042194092827,0.6260720411663808,275,161,436,891,last 20%,True,True
33,0.6877887788778878,0.5241448692152918,369,104,473,625,last 20%,True,True
34,0.6797814207650273,0.5149006622516556,265,28,293,339,last 20%,True,True
