slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.5504429837096313,0.3797318611987382,1573,0,1573,963,first 20%,True,True
1,0.7611761893377958,0.6144345812427634,999,0,999,1592,first 20%,True,True
2,0.9014084507042254,0.8205128205128205,511,0,511,2336,first 20%,True,True
3,0.9216190170253774,0.8546321120047662,481,7,488,2876,first 20%,True,True
4,0.9070192713461809,0.8298584298584298,640,21,661,3245,first 20%,True,True
5,0.9095225534159852,0.834059022738268,635,51,686,3499,first 20%,True,True
6,0.8910529519172246,0.8035126234906695,675,220,895,3880,first 20%,True,True
7,0.8600234466588511,0.7544220485396956,963,231,1194,3899,middle 60%,True,True
8,0.8653603758450785,0.7626742072308624,1042,133,1175,3909,middle 60%,True,True
9,0.8756388415672913,0.7787878787878788,1133,35,1168,4147,middle 60%,True,True
10,0.9129485179407176,0.8398392652123995,788,49,837,4438,middle 60%,True,True
11,0.9289015635755729,0.8672420124862285,649,74,723,4797,middle 60%,True,True
12,0.9290114681072884,0.8674336283185841,679,70,749,4971,middle 60%,True,True
13,0.9385007278020379,0.884127528282482,584,92,676,5250,middle 60%,True,True
14,0.9311769359233542,0.8712171052631579,705,78,783,5375,middle 60%,True,True
15,0.9348514681962161,0.8776723999357017,677,84,761,5544,middle 60%,True,True
16,0.9354618405326959,0.8787489975942261,682,74,756,5553,middle 60%,True,True
17,0.9350119088125213,0.8779552715654952,683,81,764,5577,middle 60%,True,True
18,0.9396902310288137,0.8862412273543333,615,82,697,5512,middle 60%,True,True
19,0.9406695987792837,0.8879850872733435,583,78,661,5318,middle 60%,True,True
20,0.9370629370629371,0.881578947368421,573,102,675,5127,middle 60%,True,True
21,0.9250886974151039,0.8606186344775556,668,71,739,4634,middle 60%,True,True
22,0.9101065480500672,0.835041761579347,786,83,869,4482,middle 60%,True,True
23,0.8973547366041148,0.8138199712938282,846,62,908,4031,middle 60%,True,True
24,0.8829877531223476,0.7904906643508467,902,63,965,3704,middle 60%,True,True
25,0.8627398720682303,0.7586126083899696,974,56,1030,3293,middle 60%,True,True
26,0.8350997506234414,0.7168852020337169,1010,48,1058,2727,middle 60%,True,True
27,0.765625,0.620253164556962,1187,43,1230,2052,middle 60%,True,True
28,0.7344166868784865,0.5802989651207359,1054,41,1095,1555,last 20%,True,True
29,0.6758104738154613,0.5103578154425612,1027,13,1040,1097,last 20%,True,True
30,0.71475843812045,0.5561277033985582,839,23,862,1103,last 20%,True,True
31,0.7685525349008082,0.6241050119331742,581,49,630,1095,last 20%,True,True
32,0.7723292469352014,0.6291012838801712,457,63,520,945,last 20%,True,True
33,0.700888450148075,0.5395136778115501,562,44,606,754,last 20%,True,True
34,0.6373626373626373,0.46774193548387094,512,16,528,480,last 20%,True,True
