domain,error_type,error_voxels,<=1 voxel_count,<=1 voxel_percent,>1 to 2 voxels_count,>1 to 2 voxels_percent,>2 to 3 voxels_count,>2 to 3 voxels_percent,>3 to 5 voxels_count,>3 to 5 voxels_percent,>5 voxels_count,>5 voxels_percent,distance_voxels_mean,distance_voxels_median,distance_voxels_p95,distance_voxels_maximum,distance_mm_mean,distance_mm_median,distance_mm_p95,distance_mm_maximum,le1_voxel_distance_mm_mean,le1_voxel_distance_mm_median,le1_voxel_distance_mm_p95,le1_voxel_distance_mm_maximum,gt1_to_2_voxels_distance_mm_mean,gt1_to_2_voxels_distance_mm_median,gt1_to_2_voxels_distance_mm_p95,gt1_to_2_voxels_distance_mm_maximum,gt2_to_3_voxels_distance_mm_mean,gt2_to_3_voxels_distance_mm_median,gt2_to_3_voxels_distance_mm_p95,gt2_to_3_voxels_distance_mm_maximum,gt3_to_5_voxels_distance_mm_mean,gt3_to_5_voxels_distance_mm_median,gt3_to_5_voxels_distance_mm_p95,gt3_to_5_voxels_distance_mm_maximum,gt5_voxels_distance_mm_mean,gt5_voxels_distance_mm_median,gt5_voxels_distance_mm_p95,gt5_voxels_distance_mm_maximum
CAMRI,FP,12461,10972,88.05071824,1162,9.325094294,179,1.436481823,98,0.7864537357,50,0.4012519059,1.119545817,1,1.732050776,8.062257767,0.1723077893,0.200000003,0.2828427255,1.399999976,0.1525066346,0.1414213628,0.200000003,0.7280110121,0.2442441732,0.2236067951,0.400000006,0.5,0.3839872181,0.4472135901,0.6000000238,0.6000000238,0.7709049582,0.824621141,0.9828265429,1,0.9146127105,0.8742641211,1.289162689,1.399999976
CAMRI,FN,15651,15603,99.69331033,48,0.3066896684,0,0,0,0,0,0,0.01562717557,0,0,2,0.002067503752,0,0,0.5,0.001294392045,0,0,0.2828427255,0.25337708,0.2236067951,0.400000006,0.5,,,,,,,,,,,,
CAMRI,All,28112,26575,94.53258395,1210,4.304211725,179,0.6367387592,98,0.3486055777,50,0.1778599886,0.5049530268,0,1.414213538,8.062257767,0.07752867043,0,0.200000003,1.399999976,0.06372527033,0,0.200000003,0.7280110121,0.2446064651,0.2236067951,0.400000006,0.5,0.3839872181,0.4472135901,0.6000000238,0.6000000238,0.7709049582,0.824621141,0.9828265429,1,0.9146127105,0.8742641211,1.289162689,1.399999976
Mouse,FP,452000,336881,74.53119469,79043,17.48738938,26082,5.770353982,8594,1.901327434,1400,0.3097345133,1.26637435,1,2.449489832,8.944272041,0.1981922388,0.140625,0.4000005722,2.404165506,0.1589692384,0.1000000015,0.4000000954,0.4000005722,0.2534705102,0.200000003,0.6000000238,0.8000011444,0.3452315032,0.3000000119,0.8062258899,1.200001717,0.617089808,0.4099887908,1.657407373,2.000002861,1.204648495,1.135781765,2.202274084,2.404165506
Mouse,FN,228375,226718,99.27443897,777,0.3402298851,248,0.1085933224,323,0.1414340449,309,0.1353037767,0.0411253348,0,0,7.615773201,0.006255650427,0,0,1.509966969,0.002417068928,0,0,0.4000000954,0.2398587018,0.200000003,0.4242640734,0.6403124928,0.4334986508,0.4242640734,0.6403121948,0.6999999881,0.7525249124,0.7549832463,1.003483683,1.104535937,1.112290382,1.131370902,1.38564055,1.509966969
Mouse,All,680375,563599,82.83652398,79820,11.73176557,26330,3.869924674,8917,1.310600772,1709,0.2511850083,0.8551066518,1,2.23606801,8.944272041,0.1337666661,0.1000000015,0.4000000954,2.404165506,0.09599325806,0.1000000015,0.3999999762,0.4000005722,0.2533380389,0.200000003,0.6000000238,0.8000011444,0.3460628688,0.3000000119,0.8062257767,1.200001717,0.6219957471,0.4123105705,1.649244428,2.000002861,1.187949419,1.135781527,2.174859047,2.404165506
Combined,FP,464461,347853,74.89390928,80205,17.26840359,26261,5.654080752,8692,1.871416545,1450,0.3121898286,1.26243484,1,2.23606801,8.944272041,0.1974978,0.140625,0.4000005722,2.404165506,0.1587653905,0.1000000015,0.4000000954,0.7280110121,0.2533368468,0.200000003,0.5999999642,0.8000011444,0.3454956114,0.3000000119,0.8062257767,1.200001717,0.6188240647,0.4112197459,1.652273417,2.000002861,1.194647312,1.135781765,2.195452452,2.404165506
Combined,FN,244026,242321,99.30130396,825,0.3380787293,248,0.101628515,323,0.1323629449,309,0.1266258513,0.03948996961,0,0,7.615773201,0.005987036973,0,0,1.509966969,0.002344779903,0,0,0.4000000954,0.2406452,0.200000003,0.4218730867,0.6403124928,0.4334986508,0.4242640734,0.6403121948,0.6999999881,0.7525249124,0.7549832463,1.003483683,1.104535937,1.112290382,1.131370902,1.38564055,1.509966969
Combined,All,708487,590174,83.30061102,81030,11.43704825,26509,3.741635344,9015,1.27242984,1759,0.2482755506,0.8412130475,1,2.23606801,8.944272041,0.131535247,0.1000000015,0.4000000954,2.404165506,0.09454028308,0.1000000015,0.3999999762,0.7280110121,0.253207624,0.200000003,0.599999845,0.8000011444,0.3463189602,0.3000000119,0.8062257767,1.200001717,0.62361449,0.4123105705,1.649244428,2.000002861,1.180179834,1.131370902,2.174859047,2.404165506
