slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3271088216355441,0.19553502694380293,2090,0,2090,508,first 20%,True,True
1,0.6504587155963303,0.48198504418762744,1524,0,1524,1418,first 20%,True,True
2,0.8471711976487877,0.7348629700446144,827,5,832,2311,first 20%,True,True
3,0.8943011779687997,0.808810826374892,623,41,664,2850,first 20%,True,True
4,0.919526449872621,0.8510402219140083,443,94,537,3162,first 20%,True,True
5,0.9222268269097942,0.8556780312740323,426,137,563,3475,first 20%,True,True
6,0.915753781950965,0.8445994707721914,389,257,646,3768,first 20%,True,True
7,0.898476507489438,0.8156671315667131,603,190,793,3699,middle 60%,True,True
8,0.8797633136094675,0.7853369955630678,982,34,1016,3751,middle 60%,True,True
9,0.8797392721347094,0.7852986811481769,1069,38,1107,4087,middle 60%,True,True
10,0.8886612721499539,0.79963133640553,1018,69,1087,4407,middle 60%,True,True
11,0.8876921570547341,0.7980633802816901,1073,74,1147,4607,middle 60%,True,True
12,0.9140757490107405,0.8417490890161374,845,67,912,4918,middle 60%,True,True
13,0.9328537170263789,0.8741573033707866,661,67,728,5124,middle 60%,True,True
14,0.9410355629261102,0.8886375500261006,588,52,640,5159,middle 60%,True,True
15,0.9416975503932026,0.8898189272292449,591,54,645,5263,middle 60%,True,True
16,0.9580990386359514,0.9195682451253482,407,55,462,5337,middle 60%,True,True
17,0.9585100497879403,0.9203257790368272,389,61,450,5259,middle 60%,True,True
18,0.9577147152790829,0.9188604399567256,389,61,450,5157,middle 60%,True,True
19,0.928208027133974,0.8660337552742616,706,56,762,4982,middle 60%,True,True
20,0.8965450870946011,0.8124890982033839,1024,51,1075,4709,middle 60%,True,True
21,0.8741300457347385,0.7764040974920523,1211,55,1266,4451,middle 60%,True,True
22,0.8654253068133728,0.762775083923909,1228,44,1272,4134,middle 60%,True,True
23,0.8697344322344323,0.7694956451286206,1107,31,1138,3830,middle 60%,True,True
24,0.8986114749803511,0.8158896289248335,745,29,774,3459,middle 60%,True,True
25,0.9013227915462977,0.8203708829227788,607,42,649,3006,middle 60%,True,True
26,0.8688615045061615,0.7681300813008131,648,65,713,2427,middle 60%,True,True
27,0.8551467163483931,0.7469487388120423,574,48,622,1884,middle 60%,True,True
28,0.8381689232753062,0.7214206437291898,457,45,502,1345,last 20%,True,True
29,0.8524590163934426,0.7428571428571429,327,6,333,968,last 20%,True,True
30,0.9006622516556292,0.8192771084337349,185,40,225,1060,last 20%,True,True
31,0.907843137254902,0.8312387791741472,125,63,188,989,last 20%,True,True
32,0.9004796163069544,0.8189749182115594,71,95,166,846,last 20%,True,True
33,0.9112149532710281,0.8369098712446352,55,59,114,644,last 20%,True,True
34,0.8093567251461988,0.6797642436149313,153,10,163,356,last 20%,True,True
