domain,subject,partition,region,fp_voxels,fn_voxels
CAMRI,089,axis_halves,dorsal,75,4197
CAMRI,089,axis_halves,ventral,178,7308
CAMRI,089,axis_halves,rostral,90,6763
CAMRI,089,axis_halves,caudal,163,4742
CAMRI,089,center,center,22,3117
CAMRI,089,brain_position,first 20%,51,1769
CAMRI,089,brain_position,middle 60%,66,7755
CAMRI,089,brain_position,last 20%,124,1981
CAMRI,090,axis_halves,left,93,4499
CAMRI,090,axis_halves,right,269,4933
CAMRI,090,axis_halves,dorsal,162,3849
CAMRI,090,axis_halves,ventral,200,5583
CAMRI,090,axis_halves,rostral,77,4625
CAMRI,090,axis_halves,caudal,285,4807
CAMRI,090,center,center,16,3098
CAMRI,090,brain_position,first 20%,42,1479
CAMRI,090,brain_position,middle 60%,167,6158
CAMRI,090,brain_position,last 20%,153,1795
CAMRI,091,axis_halves,left,116,4629
CAMRI,091,axis_halves,right,451,6593
CAMRI,091,axis_halves,dorsal,267,4106
CAMRI,091,axis_halves,ventral,300,7116
CAMRI,091,axis_halves,rostral,192,6111
CAMRI,091,axis_halves,caudal,375,5111
CAMRI,091,center,center,51,2934
CAMRI,091,brain_position,first 20%,8,2285
CAMRI,091,brain_position,middle 60%,279,7266
CAMRI,091,brain_position,last 20%,280,1671
CAMRI,092,axis_halves,left,401,5785
CAMRI,092,axis_halves,right,103,6804
CAMRI,092,axis_halves,dorsal,45,4510
CAMRI,092,axis_halves,ventral,459,8079
CAMRI,092,axis_halves,rostral,391,6520
CAMRI,092,axis_halves,caudal,113,6069
CAMRI,092,center,center,37,3689
CAMRI,092,brain_position,first 20%,180,1989
CAMRI,092,brain_position,middle 60%,248,7864
CAMRI,092,brain_position,last 20%,66,2736
CAMRI,093,axis_halves,left,692,5908
CAMRI,093,axis_halves,right,1029,6390
CAMRI,093,axis_halves,dorsal,1485,3850
CAMRI,093,axis_halves,ventral,236,8448
CAMRI,093,axis_halves,rostral,1570,6062
CAMRI,093,axis_halves,caudal,151,6236
CAMRI,093,center,center,15,3874
CAMRI,093,brain_position,first 20%,342,2030
CAMRI,093,brain_position,middle 60%,1249,8037
CAMRI,093,brain_position,last 20%,130,2231
CAMRI,095,axis_halves,left,140,4468
CAMRI,095,axis_halves,right,253,5173
CAMRI,095,axis_halves,dorsal,155,3487
CAMRI,095,axis_halves,ventral,238,6154
CAMRI,095,axis_halves,rostral,124,5201
CAMRI,095,axis_halves,caudal,269,4440
CAMRI,095,center,center,100,2924
CAMRI,095,brain_position,first 20%,30,1474
CAMRI,095,brain_position,middle 60%,226,6221
CAMRI,095,brain_position,last 20%,137,1946
CAMRI,096,axis_halves,left,144,4464
CAMRI,096,axis_halves,right,220,5215
CAMRI,096,axis_halves,dorsal,157,3297
CAMRI,096,axis_halves,ventral,207,6382
CAMRI,096,axis_halves,rostral,148,4935
CAMRI,096,axis_halves,caudal,216,4744
CAMRI,096,center,center,104,2766
CAMRI,096,brain_position,first 20%,55,1551
CAMRI,096,brain_position,middle 60%,243,6153
CAMRI,096,brain_position,last 20%,66,1975
CAMRI,098,axis_halves,left,106,2447
CAMRI,098,axis_halves,right,264,2029
CAMRI,098,axis_halves,dorsal,298,1677
CAMRI,098,axis_halves,ventral,72,2799
CAMRI,098,axis_halves,rostral,261,2445
CAMRI,098,axis_halves,caudal,109,2031
CAMRI,098,center,center,143,1445
CAMRI,098,brain_position,first 20%,126,912
CAMRI,098,brain_position,middle 60%,204,2575
CAMRI,098,brain_position,last 20%,40,989
CAMRI,101,axis_halves,left,405,1969
CAMRI,101,axis_halves,right,292,1715
CAMRI,101,axis_halves,dorsal,390,1657
CAMRI,101,axis_halves,ventral,307,2027
CAMRI,101,axis_halves,rostral,447,1960
CAMRI,101,axis_halves,caudal,250,1724
CAMRI,101,center,center,331,1157
CAMRI,101,brain_position,first 20%,200,685
CAMRI,101,brain_position,middle 60%,429,2169
CAMRI,101,brain_position,last 20%,68,830
CAMRI,103,axis_halves,left,168,1933
CAMRI,103,axis_halves,right,170,2178
CAMRI,103,axis_halves,dorsal,155,1436
CAMRI,103,axis_halves,ventral,183,2675
CAMRI,103,axis_halves,rostral,248,2267
CAMRI,103,axis_halves,caudal,90,1844
CAMRI,103,center,center,102,1351
CAMRI,103,brain_position,first 20%,108,942
CAMRI,103,brain_position,middle 60%,188,2264
CAMRI,103,brain_position,last 20%,42,905
CAMRI,104,axis_halves,left,251,1737
CAMRI,104,axis_halves,right,270,1868
CAMRI,104,axis_halves,dorsal,289,1667
CAMRI,104,axis_halves,ventral,232,1938
CAMRI,104,axis_halves,rostral,308,1932
CAMRI,104,axis_halves,caudal,213,1673
CAMRI,104,center,center,243,1137
CAMRI,104,brain_position,first 20%,126,676
CAMRI,104,brain_position,middle 60%,279,2112
CAMRI,104,brain_position,last 20%,116,817
CAMRI,105,axis_halves,left,1719,4220
CAMRI,105,axis_halves,right,906,5434
CAMRI,105,axis_halves,dorsal,975,2559
CAMRI,105,axis_halves,ventral,1650,7095
CAMRI,105,axis_halves,rostral,1438,2806
CAMRI,105,axis_halves,caudal,1187,6848
CAMRI,105,center,center,72,3806
CAMRI,105,brain_position,first 20%,1334,438
CAMRI,105,brain_position,middle 60%,935,6950
CAMRI,105,brain_position,last 20%,356,2266
CAMRI,106,axis_halves,left,447,6583
CAMRI,106,axis_halves,right,1617,8682
CAMRI,106,axis_halves,dorsal,837,2891
CAMRI,106,axis_halves,ventral,1227,12374
CAMRI,106,axis_halves,rostral,1877,2328
CAMRI,106,axis_halves,caudal,187,12937
CAMRI,106,center,center,43,3484
CAMRI,106,brain_position,first 20%,765,462
CAMRI,106,brain_position,middle 60%,1272,8540
CAMRI,106,brain_position,last 20%,27,6263
CAMRI,107,axis_halves,left,434,5995
CAMRI,107,axis_halves,right,528,7223
CAMRI,107,axis_halves,dorsal,343,3354
CAMRI,107,axis_halves,ventral,619,9864
CAMRI,107,axis_halves,rostral,615,3981
CAMRI,107,axis_halves,caudal,347,9237
CAMRI,107,center,center,49,3207
CAMRI,107,brain_position,first 20%,560,786
CAMRI,107,brain_position,middle 60%,220,9647
CAMRI,107,brain_position,last 20%,182,2785
CAMRI,108,axis_halves,left,721,10953
CAMRI,108,axis_halves,right,351,13996
CAMRI,108,axis_halves,dorsal,262,5434
CAMRI,108,axis_halves,ventral,810,19515
CAMRI,108,axis_halves,rostral,957,3432
CAMRI,108,axis_halves,caudal,115,21517
CAMRI,108,center,center,87,5138
CAMRI,108,brain_position,first 20%,682,1317
CAMRI,108,brain_position,middle 60%,325,13295
CAMRI,108,brain_position,last 20%,65,10337
CAMRI,110,axis_halves,left,1219,6768
CAMRI,110,axis_halves,right,325,10790
CAMRI,110,axis_halves,dorsal,242,3984
CAMRI,110,axis_halves,ventral,1302,13574
CAMRI,110,axis_halves,rostral,557,4407
CAMRI,110,axis_halves,caudal,987,13151
CAMRI,110,center,center,98,3383
CAMRI,110,brain_position,first 20%,261,1760
CAMRI,110,brain_position,middle 60%,1135,8667
CAMRI,110,brain_position,last 20%,87,7131
CAMRI,111,axis_halves,left,312,6806
CAMRI,111,axis_halves,right,573,13268
CAMRI,111,axis_halves,dorsal,557,3867
CAMRI,111,axis_halves,ventral,328,16207
CAMRI,111,axis_halves,rostral,652,3501
CAMRI,111,axis_halves,caudal,233,16573
CAMRI,111,center,center,40,2924
CAMRI,111,brain_position,first 20%,452,952
CAMRI,111,brain_position,middle 60%,349,10787
CAMRI,111,brain_position,last 20%,84,8335
CAMRI,113,axis_halves,left,31,5447
CAMRI,113,axis_halves,right,174,6635
CAMRI,113,axis_halves,dorsal,24,4910
CAMRI,113,axis_halves,ventral,181,7172
CAMRI,113,axis_halves,rostral,61,6473
CAMRI,113,axis_halves,caudal,144,5609
CAMRI,113,center,center,19,3316
CAMRI,113,brain_position,first 20%,41,2815
CAMRI,113,brain_position,middle 60%,108,7426
CAMRI,113,brain_position,last 20%,56,1841
CAMRI,115,axis_halves,left,46,5936
CAMRI,115,axis_halves,right,68,7517
CAMRI,115,axis_halves,dorsal,62,4770
CAMRI,115,axis_halves,ventral,52,8683
CAMRI,115,axis_halves,rostral,49,6220
CAMRI,115,axis_halves,caudal,65,7233
CAMRI,115,center,center,2,3106
CAMRI,115,brain_position,first 20%,7,2767
CAMRI,115,brain_position,middle 60%,91,8595
CAMRI,115,brain_position,last 20%,16,2091
CAMRI,116,axis_halves,left,344,4333
CAMRI,116,axis_halves,right,745,7080
CAMRI,116,axis_halves,dorsal,194,4402
CAMRI,116,axis_halves,ventral,895,7011
CAMRI,116,axis_halves,rostral,355,6398
CAMRI,116,axis_halves,caudal,734,5015
CAMRI,116,center,center,39,2775
CAMRI,116,brain_position,first 20%,232,2175
CAMRI,116,brain_position,middle 60%,195,8526
CAMRI,116,brain_position,last 20%,570,712
CAMRI,117,axis_halves,left,134,5132
CAMRI,117,axis_halves,right,244,6127
CAMRI,117,axis_halves,dorsal,15,4273
CAMRI,117,axis_halves,ventral,363,6986
CAMRI,117,axis_halves,rostral,22,6111
CAMRI,117,axis_halves,caudal,356,5148
CAMRI,117,center,center,18,2905
CAMRI,117,brain_position,first 20%,21,2474
CAMRI,117,brain_position,middle 60%,167,7465
CAMRI,117,brain_position,last 20%,157,1320
CAMRI,118,axis_halves,left,211,4765
CAMRI,118,axis_halves,right,704,5497
CAMRI,118,axis_halves,dorsal,167,3915
CAMRI,118,axis_halves,ventral,748,6347
CAMRI,118,axis_halves,rostral,138,5394
CAMRI,118,axis_halves,caudal,777,4868
CAMRI,118,center,center,28,3073
CAMRI,118,brain_position,first 20%,62,1988
CAMRI,118,brain_position,middle 60%,502,7177
CAMRI,118,brain_position,last 20%,329,1097
CAMRI,119,axis_halves,left,51,5455
CAMRI,119,axis_halves,right,153,7238
CAMRI,119,axis_halves,dorsal,31,4961
CAMRI,119,axis_halves,ventral,173,7732
CAMRI,119,axis_halves,rostral,120,6316
CAMRI,119,axis_halves,caudal,84,6377
CAMRI,119,center,center,7,2947
CAMRI,119,brain_position,first 20%,98,2636
CAMRI,119,brain_position,middle 60%,81,8394
CAMRI,119,brain_position,last 20%,25,1663
CAMRI,121,axis_halves,left,240,1851
CAMRI,121,axis_halves,right,217,1838
CAMRI,121,axis_halves,dorsal,342,868
CAMRI,121,axis_halves,ventral,115,2821
CAMRI,121,axis_halves,rostral,285,2101
CAMRI,121,axis_halves,caudal,172,1588
CAMRI,121,center,center,200,786
CAMRI,121,brain_position,first 20%,127,694
CAMRI,121,brain_position,middle 60%,268,2250
CAMRI,121,brain_position,last 20%,62,745
CAMRI,122,axis_halves,left,219,1647
CAMRI,122,axis_halves,right,375,1347
CAMRI,122,axis_halves,dorsal,251,1187
CAMRI,122,axis_halves,ventral,343,1807
CAMRI,122,axis_halves,rostral,384,1604
CAMRI,122,axis_halves,caudal,210,1390
CAMRI,122,center,center,234,1106
CAMRI,122,brain_position,first 20%,141,548
CAMRI,122,brain_position,middle 60%,313,1836
CAMRI,122,brain_position,last 20%,140,610
CAMRI,124,axis_halves,left,253,1532
CAMRI,124,axis_halves,right,317,1747
CAMRI,124,axis_halves,dorsal,299,1208
CAMRI,124,axis_halves,ventral,271,2071
CAMRI,124,axis_halves,rostral,351,1802
CAMRI,124,axis_halves,caudal,219,1477
CAMRI,124,center,center,220,1246
CAMRI,124,brain_position,first 20%,161,589
CAMRI,124,brain_position,middle 60%,274,2046
CAMRI,124,brain_position,last 20%,135,644
CAMRI,128,axis_halves,left,292,1835
CAMRI,128,axis_halves,right,274,1576
CAMRI,128,axis_halves,dorsal,245,1432
CAMRI,128,axis_halves,ventral,321,1979
CAMRI,128,axis_halves,rostral,293,2029
CAMRI,128,axis_halves,caudal,273,1382
CAMRI,128,center,center,305,1211
CAMRI,128,brain_position,first 20%,89,756
CAMRI,128,brain_position,middle 60%,322,2067
CAMRI,128,brain_position,last 20%,155,588
CAMRI,129,axis_halves,left,350,1514
CAMRI,129,axis_halves,right,338,1608
CAMRI,129,axis_halves,dorsal,311,981
CAMRI,129,axis_halves,ventral,377,2141
CAMRI,129,axis_halves,rostral,460,1734
CAMRI,129,axis_halves,caudal,228,1388
CAMRI,129,center,center,354,986
CAMRI,129,brain_position,first 20%,126,677
CAMRI,129,brain_position,middle 60%,475,1771
CAMRI,129,brain_position,last 20%,87,674
CAMRI,130,axis_halves,left,415,1580
CAMRI,130,axis_halves,right,264,1450
CAMRI,130,axis_halves,dorsal,295,1014
CAMRI,130,axis_halves,ventral,384,2016
CAMRI,130,axis_halves,rostral,367,1800
CAMRI,130,axis_halves,caudal,312,1230
CAMRI,130,center,center,227,1113
CAMRI,130,brain_position,first 20%,188,559
CAMRI,130,brain_position,middle 60%,313,1908
CAMRI,130,brain_position,last 20%,178,563
Mouse,POLYIC_20190510_mouse30__E2_P1,axis_halves,left,8446,1418
Mouse,POLYIC_20190510_mouse30__E2_P1,axis_halves,right,12794,731
Mouse,POLYIC_20190510_mouse30__E2_P1,axis_halves,dorsal,1624,0
Mouse,POLYIC_20190510_mouse30__E2_P1,axis_halves,ventral,19616,2149
Mouse,POLYIC_20190510_mouse30__E2_P1,axis_halves,rostral,12871,1509
Mouse,POLYIC_20190510_mouse30__E2_P1,axis_halves,caudal,8369,640
Mouse,POLYIC_20190510_mouse30__E2_P1,center,center,5049,353
Mouse,POLYIC_20190510_mouse30__E2_P1,brain_position,first 20%,5174,712
Mouse,POLYIC_20190510_mouse30__E2_P1,brain_position,middle 60%,14311,1090
Mouse,POLYIC_20190510_mouse30__E2_P1,brain_position,last 20%,1755,347
Mouse,POLYIC_20190510_mouse31__E2_P1,axis_halves,left,8364,1246
Mouse,POLYIC_20190510_mouse31__E2_P1,axis_halves,right,11855,591
Mouse,POLYIC_20190510_mouse31__E2_P1,axis_halves,dorsal,2323,0
Mouse,POLYIC_20190510_mouse31__E2_P1,axis_halves,ventral,17896,1837
Mouse,POLYIC_20190510_mouse31__E2_P1,axis_halves,rostral,12384,984
Mouse,POLYIC_20190510_mouse31__E2_P1,axis_halves,caudal,7835,853
Mouse,POLYIC_20190510_mouse31__E2_P1,center,center,4766,452
Mouse,POLYIC_20190510_mouse31__E2_P1,brain_position,first 20%,5171,342
Mouse,POLYIC_20190510_mouse31__E2_P1,brain_position,middle 60%,12915,1141
Mouse,POLYIC_20190510_mouse31__E2_P1,brain_position,last 20%,2133,354
Mouse,POLYIC_20190510_mouse32__E2_P1,axis_halves,left,9946,1491
Mouse,POLYIC_20190510_mouse32__E2_P1,axis_halves,right,21142,493
Mouse,POLYIC_20190510_mouse32__E2_P1,axis_halves,dorsal,14406,101
Mouse,POLYIC_20190510_mouse32__E2_P1,axis_halves,ventral,16682,1883
Mouse,POLYIC_20190510_mouse32__E2_P1,axis_halves,rostral,23522,897
Mouse,POLYIC_20190510_mouse32__E2_P1,axis_halves,caudal,7566,1087
Mouse,POLYIC_20190510_mouse32__E2_P1,center,center,4945,596
Mouse,POLYIC_20190510_mouse32__E2_P1,brain_position,first 20%,13023,195
Mouse,POLYIC_20190510_mouse32__E2_P1,brain_position,middle 60%,16288,1386
Mouse,POLYIC_20190510_mouse32__E2_P1,brain_position,last 20%,1777,403
Mouse,POLYIC_20190510_mouse34__E2_P1,axis_halves,left,9083,1171
Mouse,POLYIC_20190510_mouse34__E2_P1,axis_halves,right,9098,529
Mouse,POLYIC_20190510_mouse34__E2_P1,axis_halves,dorsal,1654,8
Mouse,POLYIC_20190510_mouse34__E2_P1,axis_halves,ventral,16527,1692
Mouse,POLYIC_20190510_mouse34__E2_P1,axis_halves,rostral,11866,799
Mouse,POLYIC_20190510_mouse34__E2_P1,axis_halves,caudal,6315,901
Mouse,POLYIC_20190510_mouse34__E2_P1,center,center,5005,336
Mouse,POLYIC_20190510_mouse34__E2_P1,brain_position,first 20%,6609,190
Mouse,POLYIC_20190510_mouse34__E2_P1,brain_position,middle 60%,10129,1053
Mouse,POLYIC_20190510_mouse34__E2_P1,brain_position,last 20%,1443,457
Mouse,POLYIC_20190510_mouse35__E3_P1,axis_halves,left,6983,1377
Mouse,POLYIC_20190510_mouse35__E3_P1,axis_halves,right,11129,785
Mouse,POLYIC_20190510_mouse35__E3_P1,axis_halves,dorsal,984,0
Mouse,POLYIC_20190510_mouse35__E3_P1,axis_halves,ventral,17128,2162
Mouse,POLYIC_20190510_mouse35__E3_P1,axis_halves,rostral,10705,1350
Mouse,POLYIC_20190510_mouse35__E3_P1,axis_halves,caudal,7407,812
Mouse,POLYIC_20190510_mouse35__E3_P1,center,center,4039,523
Mouse,POLYIC_20190510_mouse35__E3_P1,brain_position,first 20%,6072,378
Mouse,POLYIC_20190510_mouse35__E3_P1,brain_position,middle 60%,10269,1469
Mouse,POLYIC_20190510_mouse35__E3_P1,brain_position,last 20%,1771,315
Mouse,POLYIC_20190510_mouse37__E2_P1,axis_halves,left,13491,1753
Mouse,POLYIC_20190510_mouse37__E2_P1,axis_halves,right,21571,1058
Mouse,POLYIC_20190510_mouse37__E2_P1,axis_halves,dorsal,27704,81
Mouse,POLYIC_20190510_mouse37__E2_P1,axis_halves,ventral,7358,2730
Mouse,POLYIC_20190510_mouse37__E2_P1,axis_halves,rostral,16462,1395
Mouse,POLYIC_20190510_mouse37__E2_P1,axis_halves,caudal,18600,1416
Mouse,POLYIC_20190510_mouse37__E2_P1,center,center,11487,375
Mouse,POLYIC_20190510_mouse37__E2_P1,brain_position,first 20%,8736,729
Mouse,POLYIC_20190510_mouse37__E2_P1,brain_position,middle 60%,22696,1452
Mouse,POLYIC_20190510_mouse37__E2_P1,brain_position,last 20%,3630,630
Mouse,POLYIC_20190510_mouse38__E2_P1,axis_halves,left,10298,1310
Mouse,POLYIC_20190510_mouse38__E2_P1,axis_halves,right,13303,716
Mouse,POLYIC_20190510_mouse38__E2_P1,axis_halves,dorsal,10734,44
Mouse,POLYIC_20190510_mouse38__E2_P1,axis_halves,ventral,12867,1982
Mouse,POLYIC_20190510_mouse38__E2_P1,axis_halves,rostral,17547,873
Mouse,POLYIC_20190510_mouse38__E2_P1,axis_halves,caudal,6054,1153
Mouse,POLYIC_20190510_mouse38__E2_P1,center,center,6159,354
Mouse,POLYIC_20190510_mouse38__E2_P1,brain_position,first 20%,8674,336
Mouse,POLYIC_20190510_mouse38__E2_P1,brain_position,middle 60%,14063,1065
Mouse,POLYIC_20190510_mouse38__E2_P1,brain_position,last 20%,864,625
Mouse,POLYIC_20190510_mouse39__E4_P1,axis_halves,left,14304,1490
Mouse,POLYIC_20190510_mouse39__E4_P1,axis_halves,right,26268,902
Mouse,POLYIC_20190510_mouse39__E4_P1,axis_halves,dorsal,26134,66
Mouse,POLYIC_20190510_mouse39__E4_P1,axis_halves,ventral,14438,2326
Mouse,POLYIC_20190510_mouse39__E4_P1,axis_halves,rostral,25282,1369
Mouse,POLYIC_20190510_mouse39__E4_P1,axis_halves,caudal,15290,1023
Mouse,POLYIC_20190510_mouse39__E4_P1,center,center,9958,561
Mouse,POLYIC_20190510_mouse39__E4_P1,brain_position,first 20%,13274,441
Mouse,POLYIC_20190510_mouse39__E4_P1,brain_position,middle 60%,24615,1599
Mouse,POLYIC_20190510_mouse39__E4_P1,brain_position,last 20%,2683,352
Mouse,POLYIC_20190510_mouse40__E2_P1,axis_halves,left,9000,1399
Mouse,POLYIC_20190510_mouse40__E2_P1,axis_halves,right,15160,696
Mouse,POLYIC_20190510_mouse40__E2_P1,axis_halves,dorsal,12530,37
Mouse,POLYIC_20190510_mouse40__E2_P1,axis_halves,ventral,11630,2058
Mouse,POLYIC_20190510_mouse40__E2_P1,axis_halves,rostral,14159,1234
Mouse,POLYIC_20190510_mouse40__E2_P1,axis_halves,caudal,10001,861
Mouse,POLYIC_20190510_mouse40__E2_P1,center,center,9624,311
Mouse,POLYIC_20190510_mouse40__E2_P1,brain_position,first 20%,6322,534
Mouse,POLYIC_20190510_mouse40__E2_P1,brain_position,middle 60%,16465,1243
Mouse,POLYIC_20190510_mouse40__E2_P1,brain_position,last 20%,1373,318
Mouse,POLYIC_20190510_mouse41__E2_P1,axis_halves,left,11983,933
Mouse,POLYIC_20190510_mouse41__E2_P1,axis_halves,right,25496,796
Mouse,POLYIC_20190510_mouse41__E2_P1,axis_halves,dorsal,21063,2
Mouse,POLYIC_20190510_mouse41__E2_P1,axis_halves,ventral,16416,1727
Mouse,POLYIC_20190510_mouse41__E2_P1,axis_halves,rostral,18047,898
Mouse,POLYIC_20190510_mouse41__E2_P1,axis_halves,caudal,19432,831
Mouse,POLYIC_20190510_mouse41__E2_P1,center,center,14389,459
Mouse,POLYIC_20190510_mouse41__E2_P1,brain_position,first 20%,8305,476
Mouse,POLYIC_20190510_mouse41__E2_P1,brain_position,middle 60%,25661,865
Mouse,POLYIC_20190510_mouse41__E2_P1,brain_position,last 20%,3513,388
Mouse,POLYIC_20190510_mouse42__E2_P1,axis_halves,left,10072,1405
Mouse,POLYIC_20190510_mouse42__E2_P1,axis_halves,right,20605,1187
Mouse,POLYIC_20190510_mouse42__E2_P1,axis_halves,dorsal,19218,153
Mouse,POLYIC_20190510_mouse42__E2_P1,axis_halves,ventral,11459,2439
Mouse,POLYIC_20190510_mouse42__E2_P1,axis_halves,rostral,15029,1234
Mouse,POLYIC_20190510_mouse42__E2_P1,axis_halves,caudal,15648,1358
Mouse,POLYIC_20190510_mouse42__E2_P1,center,center,9620,688
Mouse,POLYIC_20190510_mouse42__E2_P1,brain_position,first 20%,6657,412
Mouse,POLYIC_20190510_mouse42__E2_P1,brain_position,middle 60%,19424,1616
Mouse,POLYIC_20190510_mouse42__E2_P1,brain_position,last 20%,4596,564
Mouse,POLYIC_20190510_mouse43__E2_P1_1,axis_halves,left,4801,1124
Mouse,POLYIC_20190510_mouse43__E2_P1_1,axis_halves,right,7061,560
Mouse,POLYIC_20190510_mouse43__E2_P1_1,axis_halves,dorsal,821,16
Mouse,POLYIC_20190510_mouse43__E2_P1_1,axis_halves,ventral,11041,1668
Mouse,POLYIC_20190510_mouse43__E2_P1_1,axis_halves,rostral,10902,292
Mouse,POLYIC_20190510_mouse43__E2_P1_1,axis_halves,caudal,960,1392
Mouse,POLYIC_20190510_mouse43__E2_P1_1,center,center,2319,1582
Mouse,POLYIC_20190510_mouse43__E2_P1_1,brain_position,first 20%,2980,27
Mouse,POLYIC_20190510_mouse43__E2_P1_1,brain_position,middle 60%,8365,441
Mouse,POLYIC_20190510_mouse43__E2_P1_1,brain_position,last 20%,125,1216
Mouse,POLYIC_20190510_mouse43__E9_P1,axis_halves,left,9035,1781
Mouse,POLYIC_20190510_mouse43__E9_P1,axis_halves,right,12157,422
Mouse,POLYIC_20190510_mouse43__E9_P1,axis_halves,dorsal,1212,0
Mouse,POLYIC_20190510_mouse43__E9_P1,axis_halves,ventral,19980,2203
Mouse,POLYIC_20190510_mouse43__E9_P1,axis_halves,rostral,15840,718
Mouse,POLYIC_20190510_mouse43__E9_P1,axis_halves,caudal,5352,1485
Mouse,POLYIC_20190510_mouse43__E9_P1,center,center,3028,753
Mouse,POLYIC_20190510_mouse43__E9_P1,brain_position,first 20%,8330,175
Mouse,POLYIC_20190510_mouse43__E9_P1,brain_position,middle 60%,12180,1156
Mouse,POLYIC_20190510_mouse43__E9_P1,brain_position,last 20%,682,872
Mouse,POLYIC_20190510_mouse44__E4_P1,axis_halves,left,15760,805
Mouse,POLYIC_20190510_mouse44__E4_P1,axis_halves,right,14710,217
Mouse,POLYIC_20190510_mouse44__E4_P1,axis_halves,dorsal,2236,130
Mouse,POLYIC_20190510_mouse44__E4_P1,axis_halves,ventral,28234,892
Mouse,POLYIC_20190510_mouse44__E4_P1,axis_halves,rostral,20706,521
Mouse,POLYIC_20190510_mouse44__E4_P1,axis_halves,caudal,9764,501
Mouse,POLYIC_20190510_mouse44__E4_P1,center,center,4090,252
Mouse,POLYIC_20190510_mouse44__E4_P1,brain_position,first 20%,13420,38
Mouse,POLYIC_20190510_mouse44__E4_P1,brain_position,middle 60%,13913,826
Mouse,POLYIC_20190510_mouse44__E4_P1,brain_position,last 20%,3137,158
Mouse,POLYIC_20190517_mouse30__E3_P1,axis_halves,left,7040,1352
Mouse,POLYIC_20190517_mouse30__E3_P1,axis_halves,right,30008,1078
Mouse,POLYIC_20190517_mouse30__E3_P1,axis_halves,dorsal,28522,144
Mouse,POLYIC_20190517_mouse30__E3_P1,axis_halves,ventral,8526,2286
Mouse,POLYIC_20190517_mouse30__E3_P1,axis_halves,rostral,17972,1429
Mouse,POLYIC_20190517_mouse30__E3_P1,axis_halves,caudal,19076,1001
Mouse,POLYIC_20190517_mouse30__E3_P1,center,center,7723,876
Mouse,POLYIC_20190517_mouse30__E3_P1,brain_position,first 20%,9905,566
Mouse,POLYIC_20190517_mouse30__E3_P1,brain_position,middle 60%,22750,1359
Mouse,POLYIC_20190517_mouse30__E3_P1,brain_position,last 20%,4393,505
Mouse,POLYIC_20190517_mouse31__E3_P1,axis_halves,left,15994,3833
Mouse,POLYIC_20190517_mouse31__E3_P1,axis_halves,right,26388,1316
Mouse,POLYIC_20190517_mouse31__E3_P1,axis_halves,dorsal,34923,625
Mouse,POLYIC_20190517_mouse31__E3_P1,axis_halves,ventral,7459,4524
Mouse,POLYIC_20190517_mouse31__E3_P1,axis_halves,rostral,29424,2556
Mouse,POLYIC_20190517_mouse31__E3_P1,axis_halves,caudal,12958,2593
Mouse,POLYIC_20190517_mouse31__E3_P1,center,center,6668,2281
Mouse,POLYIC_20190517_mouse31__E3_P1,brain_position,first 20%,16756,756
Mouse,POLYIC_20190517_mouse31__E3_P1,brain_position,middle 60%,21440,3767
Mouse,POLYIC_20190517_mouse31__E3_P1,brain_position,last 20%,4186,626
Mouse,POLYIC_20190517_mouse32__E3_P1,axis_halves,left,7582,1189
Mouse,POLYIC_20190517_mouse32__E3_P1,axis_halves,right,12019,1369
Mouse,POLYIC_20190517_mouse32__E3_P1,axis_halves,dorsal,8008,5
Mouse,POLYIC_20190517_mouse32__E3_P1,axis_halves,ventral,11593,2553
Mouse,POLYIC_20190517_mouse32__E3_P1,axis_halves,rostral,12274,1439
Mouse,POLYIC_20190517_mouse32__E3_P1,axis_halves,caudal,7327,1119
Mouse,POLYIC_20190517_mouse32__E3_P1,center,center,6247,540
Mouse,POLYIC_20190517_mouse32__E3_P1,brain_position,first 20%,5363,766
Mouse,POLYIC_20190517_mouse32__E3_P1,brain_position,middle 60%,12814,1222
Mouse,POLYIC_20190517_mouse32__E3_P1,brain_position,last 20%,1424,570
Mouse,POLYIC_20190517_mouse33__E2_P1,axis_halves,left,8263,2348
Mouse,POLYIC_20190517_mouse33__E2_P1,axis_halves,right,28313,604
Mouse,POLYIC_20190517_mouse33__E2_P1,axis_halves,dorsal,23227,249
Mouse,POLYIC_20190517_mouse33__E2_P1,axis_halves,ventral,13349,2703
Mouse,POLYIC_20190517_mouse33__E2_P1,axis_halves,rostral,23080,1478
Mouse,POLYIC_20190517_mouse33__E2_P1,axis_halves,caudal,13496,1474
Mouse,POLYIC_20190517_mouse33__E2_P1,center,center,7975,1902
Mouse,POLYIC_20190517_mouse33__E2_P1,brain_position,first 20%,13904,241
Mouse,POLYIC_20190517_mouse33__E2_P1,brain_position,middle 60%,20740,2358
Mouse,POLYIC_20190517_mouse33__E2_P1,brain_position,last 20%,1932,353
Mouse,POLYIC_20190517_mouse35__E2_P1,axis_halves,left,10642,1021
Mouse,POLYIC_20190517_mouse35__E2_P1,axis_halves,right,17071,697
Mouse,POLYIC_20190517_mouse35__E2_P1,axis_halves,dorsal,12080,45
Mouse,POLYIC_20190517_mouse35__E2_P1,axis_halves,ventral,15633,1673
Mouse,POLYIC_20190517_mouse35__E2_P1,axis_halves,rostral,19098,941
Mouse,POLYIC_20190517_mouse35__E2_P1,axis_halves,caudal,8615,777
