domain,subject,partition,region,fp_voxels,fn_voxels
Mouse,POLYIC_20190517_mouse35__E2_P1,center,center,7593,396
Mouse,POLYIC_20190517_mouse35__E2_P1,brain_position,first 20%,8670,229
Mouse,POLYIC_20190517_mouse35__E2_P1,brain_position,middle 60%,17115,1306
Mouse,POLYIC_20190517_mouse35__E2_P1,brain_position,last 20%,1928,183
Mouse,POLYIC_20190517_mouse36__E2_P1,axis_halves,left,9849,1330
Mouse,POLYIC_20190517_mouse36__E2_P1,axis_halves,right,15320,923
Mouse,POLYIC_20190517_mouse36__E2_P1,axis_halves,dorsal,11051,18
Mouse,POLYIC_20190517_mouse36__E2_P1,axis_halves,ventral,14118,2235
Mouse,POLYIC_20190517_mouse36__E2_P1,axis_halves,rostral,12769,1275
Mouse,POLYIC_20190517_mouse36__E2_P1,axis_halves,caudal,12400,978
Mouse,POLYIC_20190517_mouse36__E2_P1,center,center,9545,651
Mouse,POLYIC_20190517_mouse36__E2_P1,brain_position,first 20%,5026,629
Mouse,POLYIC_20190517_mouse36__E2_P1,brain_position,middle 60%,18227,1206
Mouse,POLYIC_20190517_mouse36__E2_P1,brain_position,last 20%,1916,418
Mouse,POLYIC_20190517_mouse37__E3_P1,axis_halves,left,20313,2801
Mouse,POLYIC_20190517_mouse37__E3_P1,axis_halves,right,26744,1663
Mouse,POLYIC_20190517_mouse37__E3_P1,axis_halves,dorsal,18303,21
Mouse,POLYIC_20190517_mouse37__E3_P1,axis_halves,ventral,28754,4443
Mouse,POLYIC_20190517_mouse37__E3_P1,axis_halves,rostral,29635,3314
Mouse,POLYIC_20190517_mouse37__E3_P1,axis_halves,caudal,17422,1150
Mouse,POLYIC_20190517_mouse37__E3_P1,center,center,12035,1200
Mouse,POLYIC_20190517_mouse37__E3_P1,brain_position,first 20%,17796,297
Mouse,POLYIC_20190517_mouse37__E3_P1,brain_position,middle 60%,22404,3866
Mouse,POLYIC_20190517_mouse37__E3_P1,brain_position,last 20%,6857,301
Mouse,POLYIC_20190517_mouse38__E3_P1,axis_halves,left,4809,1852
Mouse,POLYIC_20190517_mouse38__E3_P1,axis_halves,right,16953,813
Mouse,POLYIC_20190517_mouse38__E3_P1,axis_halves,dorsal,13611,67
Mouse,POLYIC_20190517_mouse38__E3_P1,axis_halves,ventral,8151,2598
Mouse,POLYIC_20190517_mouse38__E3_P1,axis_halves,rostral,12518,1233
Mouse,POLYIC_20190517_mouse38__E3_P1,axis_halves,caudal,9244,1432
Mouse,POLYIC_20190517_mouse38__E3_P1,center,center,4888,953
Mouse,POLYIC_20190517_mouse38__E3_P1,brain_position,first 20%,5939,477
Mouse,POLYIC_20190517_mouse38__E3_P1,brain_position,middle 60%,12416,1604
Mouse,POLYIC_20190517_mouse38__E3_P1,brain_position,last 20%,3407,584
Mouse,POLYIC_20190517_mouse39__E12_P1,axis_halves,left,18804,2476
Mouse,POLYIC_20190517_mouse39__E12_P1,axis_halves,right,26164,1159
Mouse,POLYIC_20190517_mouse39__E12_P1,axis_halves,dorsal,6444,0
Mouse,POLYIC_20190517_mouse39__E12_P1,axis_halves,ventral,38524,3635
Mouse,POLYIC_20190517_mouse39__E12_P1,axis_halves,rostral,29788,2600
Mouse,POLYIC_20190517_mouse39__E12_P1,axis_halves,caudal,15180,1035
Mouse,POLYIC_20190517_mouse39__E12_P1,center,center,11614,959
Mouse,POLYIC_20190517_mouse39__E12_P1,brain_position,first 20%,15020,646
Mouse,POLYIC_20190517_mouse39__E12_P1,brain_position,middle 60%,22950,2829
Mouse,POLYIC_20190517_mouse39__E12_P1,brain_position,last 20%,6998,160
Mouse,POLYIC_20190517_mouse40__E3_P1,axis_halves,left,3701,1117
Mouse,POLYIC_20190517_mouse40__E3_P1,axis_halves,right,9116,842
Mouse,POLYIC_20190517_mouse40__E3_P1,axis_halves,dorsal,156,0
Mouse,POLYIC_20190517_mouse40__E3_P1,axis_halves,ventral,12661,1959
Mouse,POLYIC_20190517_mouse40__E3_P1,axis_halves,rostral,7228,1296
Mouse,POLYIC_20190517_mouse40__E3_P1,axis_halves,caudal,5589,663
Mouse,POLYIC_20190517_mouse40__E3_P1,center,center,3294,434
Mouse,POLYIC_20190517_mouse40__E3_P1,brain_position,first 20%,3887,397
Mouse,POLYIC_20190517_mouse40__E3_P1,brain_position,middle 60%,7084,1221
Mouse,POLYIC_20190517_mouse40__E3_P1,brain_position,last 20%,1846,341
Mouse,POLYIC_20190517_mouse41__E3_P1,axis_halves,left,3377,1602
Mouse,POLYIC_20190517_mouse41__E3_P1,axis_halves,right,25259,1594
Mouse,POLYIC_20190517_mouse41__E3_P1,axis_halves,dorsal,20515,27
Mouse,POLYIC_20190517_mouse41__E3_P1,axis_halves,ventral,8121,3169
Mouse,POLYIC_20190517_mouse41__E3_P1,axis_halves,rostral,16413,1807
Mouse,POLYIC_20190517_mouse41__E3_P1,axis_halves,caudal,12223,1389
Mouse,POLYIC_20190517_mouse41__E3_P1,center,center,7020,883
Mouse,POLYIC_20190517_mouse41__E3_P1,brain_position,first 20%,6242,761
Mouse,POLYIC_20190517_mouse41__E3_P1,brain_position,middle 60%,18841,1648
Mouse,POLYIC_20190517_mouse41__E3_P1,brain_position,last 20%,3432,787
Mouse,POLYIC_20190517_mouse42__E4_P1,axis_halves,left,8230,1237
Mouse,POLYIC_20190517_mouse42__E4_P1,axis_halves,right,16871,1238
Mouse,POLYIC_20190517_mouse42__E4_P1,axis_halves,dorsal,12593,0
Mouse,POLYIC_20190517_mouse42__E4_P1,axis_halves,ventral,12508,2475
Mouse,POLYIC_20190517_mouse42__E4_P1,axis_halves,rostral,10642,1533
Mouse,POLYIC_20190517_mouse42__E4_P1,axis_halves,caudal,14459,942
Mouse,POLYIC_20190517_mouse42__E4_P1,center,center,7744,657
Mouse,POLYIC_20190517_mouse42__E4_P1,brain_position,first 20%,5028,649
Mouse,POLYIC_20190517_mouse42__E4_P1,brain_position,middle 60%,16026,1381
Mouse,POLYIC_20190517_mouse42__E4_P1,brain_position,last 20%,4047,445
Mouse,POLYIC_20190517_mouse43__E3_P1,axis_halves,left,9312,1224
Mouse,POLYIC_20190517_mouse43__E3_P1,axis_halves,right,25349,638
Mouse,POLYIC_20190517_mouse43__E3_P1,axis_halves,dorsal,18658,71
Mouse,POLYIC_20190517_mouse43__E3_P1,axis_halves,ventral,16003,1791
Mouse,POLYIC_20190517_mouse43__E3_P1,axis_halves,rostral,19274,1246
Mouse,POLYIC_20190517_mouse43__E3_P1,axis_halves,caudal,15387,616
Mouse,POLYIC_20190517_mouse43__E3_P1,center,center,8224,598
Mouse,POLYIC_20190517_mouse43__E3_P1,brain_position,first 20%,8838,384
Mouse,POLYIC_20190517_mouse43__E3_P1,brain_position,middle 60%,22592,1168
Mouse,POLYIC_20190517_mouse43__E3_P1,brain_position,last 20%,3231,310
Mouse,POLYIC_20190517_mouse44__E3_P1,axis_halves,left,6856,1801
Mouse,POLYIC_20190517_mouse44__E3_P1,axis_halves,right,20419,436
Mouse,POLYIC_20190517_mouse44__E3_P1,axis_halves,dorsal,12614,122
Mouse,POLYIC_20190517_mouse44__E3_P1,axis_halves,ventral,14661,2115
Mouse,POLYIC_20190517_mouse44__E3_P1,axis_halves,rostral,13416,1219
Mouse,POLYIC_20190517_mouse44__E3_P1,axis_halves,caudal,13859,1018
Mouse,POLYIC_20190517_mouse44__E3_P1,center,center,4928,1168
Mouse,POLYIC_20190517_mouse44__E3_P1,brain_position,first 20%,5514,299
Mouse,POLYIC_20190517_mouse44__E3_P1,brain_position,middle 60%,16729,1689
Mouse,POLYIC_20190517_mouse44__E3_P1,brain_position,last 20%,5032,249
Mouse,POLYIC_20190524_polyic___E3_P1,axis_halves,left,16684,3150
Mouse,POLYIC_20190524_polyic___E3_P1,axis_halves,right,30333,2277
Mouse,POLYIC_20190524_polyic___E3_P1,axis_halves,dorsal,42038,211
Mouse,POLYIC_20190524_polyic___E3_P1,axis_halves,ventral,4979,5216
Mouse,POLYIC_20190524_polyic___E3_P1,axis_halves,rostral,24716,1968
Mouse,POLYIC_20190524_polyic___E3_P1,axis_halves,caudal,22301,3459
Mouse,POLYIC_20190524_polyic___E3_P1,center,center,11862,1246
Mouse,POLYIC_20190524_polyic___E3_P1,brain_position,first 20%,9714,848
Mouse,POLYIC_20190524_polyic___E3_P1,brain_position,middle 60%,32320,2644
Mouse,POLYIC_20190524_polyic___E3_P1,brain_position,last 20%,4983,1935
Mouse,POLYIC_20190524_polyic___E3_P1_1,axis_halves,left,7079,1976
Mouse,POLYIC_20190524_polyic___E3_P1_1,axis_halves,right,14266,1368
Mouse,POLYIC_20190524_polyic___E3_P1_1,axis_halves,dorsal,14491,109
Mouse,POLYIC_20190524_polyic___E3_P1_1,axis_halves,ventral,6854,3235
Mouse,POLYIC_20190524_polyic___E3_P1_1,axis_halves,rostral,10232,1952
Mouse,POLYIC_20190524_polyic___E3_P1_1,axis_halves,caudal,11113,1392
Mouse,POLYIC_20190524_polyic___E3_P1_1,center,center,8051,602
Mouse,POLYIC_20190524_polyic___E3_P1_1,brain_position,first 20%,6352,1099
Mouse,POLYIC_20190524_polyic___E3_P1_1,brain_position,middle 60%,12475,1721
Mouse,POLYIC_20190524_polyic___E3_P1_1,brain_position,last 20%,2494,524
Mouse,POLYIC_20190524_polyic___E3_P1_10,axis_halves,left,3237,2034
Mouse,POLYIC_20190524_polyic___E3_P1_10,axis_halves,right,8379,1107
Mouse,POLYIC_20190524_polyic___E3_P1_10,axis_halves,dorsal,3219,16
Mouse,POLYIC_20190524_polyic___E3_P1_10,axis_halves,ventral,8397,3125
Mouse,POLYIC_20190524_polyic___E3_P1_10,axis_halves,rostral,8260,1724
Mouse,POLYIC_20190524_polyic___E3_P1_10,axis_halves,caudal,3356,1417
Mouse,POLYIC_20190524_polyic___E3_P1_10,center,center,3240,1030
Mouse,POLYIC_20190524_polyic___E3_P1_10,brain_position,first 20%,4126,903
Mouse,POLYIC_20190524_polyic___E3_P1_10,brain_position,middle 60%,6979,1616
Mouse,POLYIC_20190524_polyic___E3_P1_10,brain_position,last 20%,495,622
Mouse,POLYIC_20190524_polyic___E3_P1_12,axis_halves,left,8228,2618
Mouse,POLYIC_20190524_polyic___E3_P1_12,axis_halves,right,15160,821
Mouse,POLYIC_20190524_polyic___E3_P1_12,axis_halves,dorsal,15376,299
Mouse,POLYIC_20190524_polyic___E3_P1_12,axis_halves,ventral,8012,3140
Mouse,POLYIC_20190524_polyic___E3_P1_12,axis_halves,rostral,17375,1971
Mouse,POLYIC_20190524_polyic___E3_P1_12,axis_halves,caudal,6013,1468
Mouse,POLYIC_20190524_polyic___E3_P1_12,center,center,4371,1905
Mouse,POLYIC_20190524_polyic___E3_P1_12,brain_position,first 20%,8386,711
Mouse,POLYIC_20190524_polyic___E3_P1_12,brain_position,middle 60%,12696,2539
Mouse,POLYIC_20190524_polyic___E3_P1_12,brain_position,last 20%,2306,189
Mouse,POLYIC_20190524_polyic___E3_P1_13,axis_halves,left,15552,2050
Mouse,POLYIC_20190524_polyic___E3_P1_13,axis_halves,right,22747,841
Mouse,POLYIC_20190524_polyic___E3_P1_13,axis_halves,dorsal,25679,80
Mouse,POLYIC_20190524_polyic___E3_P1_13,axis_halves,ventral,12620,2811
Mouse,POLYIC_20190524_polyic___E3_P1_13,axis_halves,rostral,27342,1083
Mouse,POLYIC_20190524_polyic___E3_P1_13,axis_halves,caudal,10957,1808
Mouse,POLYIC_20190524_polyic___E3_P1_13,center,center,9597,668
Mouse,POLYIC_20190524_polyic___E3_P1_13,brain_position,first 20%,12671,396
Mouse,POLYIC_20190524_polyic___E3_P1_13,brain_position,middle 60%,24505,1672
Mouse,POLYIC_20190524_polyic___E3_P1_13,brain_position,last 20%,1123,823
Mouse,POLYIC_20190524_polyic___E3_P1_3,axis_halves,left,21154,2527
Mouse,POLYIC_20190524_polyic___E3_P1_3,axis_halves,right,21898,884
Mouse,POLYIC_20190524_polyic___E3_P1_3,axis_halves,dorsal,33312,350
Mouse,POLYIC_20190524_polyic___E3_P1_3,axis_halves,ventral,9740,3061
Mouse,POLYIC_20190524_polyic___E3_P1_3,axis_halves,rostral,29206,1788
Mouse,POLYIC_20190524_polyic___E3_P1_3,axis_halves,caudal,13846,1623
Mouse,POLYIC_20190524_polyic___E3_P1_3,center,center,10352,594
Mouse,POLYIC_20190524_polyic___E3_P1_3,brain_position,first 20%,12834,625
Mouse,POLYIC_20190524_polyic___E3_P1_3,brain_position,middle 60%,28984,2169
Mouse,POLYIC_20190524_polyic___E3_P1_3,brain_position,last 20%,1234,617
Mouse,POLYIC_20190524_polyic___E3_P1_4,axis_halves,left,9219,1752
Mouse,POLYIC_20190524_polyic___E3_P1_4,axis_halves,right,24240,1043
Mouse,POLYIC_20190524_polyic___E3_P1_4,axis_halves,dorsal,23518,41
Mouse,POLYIC_20190524_polyic___E3_P1_4,axis_halves,ventral,9941,2754
Mouse,POLYIC_20190524_polyic___E3_P1_4,axis_halves,rostral,14440,1674
Mouse,POLYIC_20190524_polyic___E3_P1_4,axis_halves,caudal,19019,1121
Mouse,POLYIC_20190524_polyic___E3_P1_4,center,center,11229,936
Mouse,POLYIC_20190524_polyic___E3_P1_4,brain_position,first 20%,8390,671
Mouse,POLYIC_20190524_polyic___E3_P1_4,brain_position,middle 60%,19647,1714
Mouse,POLYIC_20190524_polyic___E3_P1_4,brain_position,last 20%,5422,410
Mouse,POLYIC_20190524_polyic___E3_P1_5,axis_halves,left,13557,1852
Mouse,POLYIC_20190524_polyic___E3_P1_5,axis_halves,right,20668,1183
Mouse,POLYIC_20190524_polyic___E3_P1_5,axis_halves,dorsal,29138,75
Mouse,POLYIC_20190524_polyic___E3_P1_5,axis_halves,ventral,5087,2960
Mouse,POLYIC_20190524_polyic___E3_P1_5,axis_halves,rostral,16019,1527
Mouse,POLYIC_20190524_polyic___E3_P1_5,axis_halves,caudal,18206,1508
Mouse,POLYIC_20190524_polyic___E3_P1_5,center,center,11099,1021
Mouse,POLYIC_20190524_polyic___E3_P1_5,brain_position,first 20%,7107,659
Mouse,POLYIC_20190524_polyic___E3_P1_5,brain_position,middle 60%,23095,1597
Mouse,POLYIC_20190524_polyic___E3_P1_5,brain_position,last 20%,3764,779
Mouse,POLYIC_20190524_polyic___E3_P1_6,axis_halves,left,8547,1681
Mouse,POLYIC_20190524_polyic___E3_P1_6,axis_halves,right,13536,984
Mouse,POLYIC_20190524_polyic___E3_P1_6,axis_halves,dorsal,8789,2
Mouse,POLYIC_20190524_polyic___E3_P1_6,axis_halves,ventral,13294,2663
Mouse,POLYIC_20190524_polyic___E3_P1_6,axis_halves,rostral,16962,1534
Mouse,POLYIC_20190524_polyic___E3_P1_6,axis_halves,caudal,5121,1131
Mouse,POLYIC_20190524_polyic___E3_P1_6,center,center,3375,870
Mouse,POLYIC_20190524_polyic___E3_P1_6,brain_position,first 20%,11786,227
Mouse,POLYIC_20190524_polyic___E3_P1_6,brain_position,middle 60%,7838,2217
Mouse,POLYIC_20190524_polyic___E3_P1_6,brain_position,last 20%,2459,221
Mouse,POLYIC_20190524_polyic___E3_P1_7,axis_halves,left,14818,1986
Mouse,POLYIC_20190524_polyic___E3_P1_7,axis_halves,right,13312,1603
Mouse,POLYIC_20190524_polyic___E3_P1_7,axis_halves,dorsal,19029,119
Mouse,POLYIC_20190524_polyic___E3_P1_7,axis_halves,ventral,9101,3470
Mouse,POLYIC_20190524_polyic___E3_P1_7,axis_halves,rostral,12430,1980
Mouse,POLYIC_20190524_polyic___E3_P1_7,axis_halves,caudal,15700,1609
Mouse,POLYIC_20190524_polyic___E3_P1_7,center,center,11317,704
Mouse,POLYIC_20190524_polyic___E3_P1_7,brain_position,first 20%,4890,1117
Mouse,POLYIC_20190524_polyic___E3_P1_7,brain_position,middle 60%,20433,1548
Mouse,POLYIC_20190524_polyic___E3_P1_7,brain_position,last 20%,2807,924
Mouse,POLYIC_20190524_polyic___E3_P1_9,axis_halves,left,8391,2433
Mouse,POLYIC_20190524_polyic___E3_P1_9,axis_halves,right,13795,1689
Mouse,POLYIC_20190524_polyic___E3_P1_9,axis_halves,dorsal,12119,8
Mouse,POLYIC_20190524_polyic___E3_P1_9,axis_halves,ventral,10067,4114
Mouse,POLYIC_20190524_polyic___E3_P1_9,axis_halves,rostral,6721,2315
Mouse,POLYIC_20190524_polyic___E3_P1_9,axis_halves,caudal,15465,1807
Mouse,POLYIC_20190524_polyic___E3_P1_9,center,center,10048,824
Mouse,POLYIC_20190524_polyic___E3_P1_9,brain_position,first 20%,3386,834
Mouse,POLYIC_20190524_polyic___E3_P1_9,brain_position,middle 60%,16838,2097
Mouse,POLYIC_20190524_polyic___E3_P1_9,brain_position,last 20%,1962,1191
Mouse,POLYIC_20190524_polyic___E4_P1_1,axis_halves,left,9526,1926
Mouse,POLYIC_20190524_polyic___E4_P1_1,axis_halves,right,12771,1308
Mouse,POLYIC_20190524_polyic___E4_P1_1,axis_halves,dorsal,16916,148
Mouse,POLYIC_20190524_polyic___E4_P1_1,axis_halves,ventral,5381,3086
Mouse,POLYIC_20190524_polyic___E4_P1_1,axis_halves,rostral,12043,1697
Mouse,POLYIC_20190524_polyic___E4_P1_1,axis_halves,caudal,10254,1537
Mouse,POLYIC_20190524_polyic___E4_P1_1,center,center,8220,929
Mouse,POLYIC_20190524_polyic___E4_P1_1,brain_position,first 20%,5900,807
Mouse,POLYIC_20190524_polyic___E4_P1_1,brain_position,middle 60%,15268,1650
Mouse,POLYIC_20190524_polyic___E4_P1_1,brain_position,last 20%,1023,777
Mouse,POLYIC_20190524_polyic___E4_P1_7,axis_halves,left,9376,1694
Mouse,POLYIC_20190524_polyic___E4_P1_7,axis_halves,right,10548,1252
Mouse,POLYIC_20190524_polyic___E4_P1_7,axis_halves,dorsal,8188,0
Mouse,POLYIC_20190524_polyic___E4_P1_7,axis_halves,ventral,11736,2946
Mouse,POLYIC_20190524_polyic___E4_P1_7,axis_halves,rostral,15711,1949
Mouse,POLYIC_20190524_polyic___E4_P1_7,axis_halves,caudal,4213,997
Mouse,POLYIC_20190524_polyic___E4_P1_7,center,center,6426,592
Mouse,POLYIC_20190524_polyic___E4_P1_7,brain_position,first 20%,4980,1099
Mouse,POLYIC_20190524_polyic___E4_P1_7,brain_position,middle 60%,13744,1433
Mouse,POLYIC_20190524_polyic___E4_P1_7,brain_position,last 20%,1200,414
Mouse,POLYIC_20190524_polyic___E4_P1_9,axis_halves,left,10401,3454
Mouse,POLYIC_20190524_polyic___E4_P1_9,axis_halves,right,18006,1604
Mouse,POLYIC_20190524_polyic___E4_P1_9,axis_halves,dorsal,14287,118
Mouse,POLYIC_20190524_polyic___E4_P1_9,axis_halves,ventral,14120,4940
Mouse,POLYIC_20190524_polyic___E4_P1_9,axis_halves,rostral,24169,1647
Mouse,POLYIC_20190524_polyic___E4_P1_9,axis_halves,caudal,4238,3411
Mouse,POLYIC_20190524_polyic___E4_P1_9,center,center,4675,1989
Mouse,POLYIC_20190524_polyic___E4_P1_9,brain_position,first 20%,11497,266
Mouse,POLYIC_20190524_polyic___E4_P1_9,brain_position,middle 60%,15366,3515
Mouse,POLYIC_20190524_polyic___E4_P1_9,brain_position,last 20%,1218,1277
Mouse,POLYIC_20190524_polyic___E8_P1_1,axis_halves,left,16296,1966
Mouse,POLYIC_20190524_polyic___E8_P1_1,axis_halves,right,17588,967
Mouse,POLYIC_20190524_polyic___E8_P1_1,axis_halves,dorsal,27058,242
Mouse,POLYIC_20190524_polyic___E8_P1_1,axis_halves,ventral,6826,2691
Mouse,POLYIC_20190524_polyic___E8_P1_1,axis_halves,rostral,18406,1442
Mouse,POLYIC_20190524_polyic___E8_P1_1,axis_halves,caudal,15478,1491
Mouse,POLYIC_20190524_polyic___E8_P1_1,center,center,9831,444
Mouse,POLYIC_20190524_polyic___E8_P1_1,brain_position,first 20%,11734,568
Mouse,POLYIC_20190524_polyic___E8_P1_1,brain_position,middle 60%,16403,1853
Mouse,POLYIC_20190524_polyic___E8_P1_1,brain_position,last 20%,5747,512
Mouse,POLYIC_20190524_polyic___E9_P1_1,axis_halves,left,15782,1769
Mouse,POLYIC_20190524_polyic___E9_P1_1,axis_halves,right,22339,869
Mouse,POLYIC_20190524_polyic___E9_P1_1,axis_halves,dorsal,22183,416
Mouse,POLYIC_20190524_polyic___E9_P1_1,axis_halves,ventral,15938,2222
Mouse,POLYIC_20190524_polyic___E9_P1_1,axis_halves,rostral,31747,1501
Mouse,POLYIC_20190524_polyic___E9_P1_1,axis_halves,caudal,6374,1137
Mouse,POLYIC_20190524_polyic___E9_P1_1,center,center,4201,1185
Mouse,POLYIC_20190524_polyic___E9_P1_1,brain_position,first 20%,16647,104
Mouse,POLYIC_20190524_polyic___E9_P1_1,brain_position,middle 60%,18495,2435
Mouse,POLYIC_20190524_polyic___E9_P1_1,brain_position,last 20%,2979,99
Mouse,POLYIC_20190531_polyic_m__E3_P1,axis_halves,left,8745,2422
Mouse,POLYIC_20190531_polyic_m__E3_P1,axis_halves,right,16079,1207
Mouse,POLYIC_20190531_polyic_m__E3_P1,axis_halves,dorsal,15347,104
Mouse,POLYIC_20190531_polyic_m__E3_P1,axis_halves,ventral,9477,3525
Mouse,POLYIC_20190531_polyic_m__E3_P1,axis_halves,rostral,20318,1813
Mouse,POLYIC_20190531_polyic_m__E3_P1,axis_halves,caudal,4506,1816
Mouse,POLYIC_20190531_polyic_m__E3_P1,center,center,5180,914
Mouse,POLYIC_20190531_polyic_m__E3_P1,brain_position,first 20%,11404,559
Mouse,POLYIC_20190531_polyic_m__E3_P1,brain_position,middle 60%,12420,2140
Mouse,POLYIC_20190531_polyic_m__E3_P1,brain_position,last 20%,1000,930
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,axis_halves,left,9524,1795
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,axis_halves,right,14116,1614
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,axis_halves,dorsal,9224,4
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,axis_halves,ventral,14416,3405
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,axis_halves,rostral,20063,1527
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,axis_halves,caudal,3577,1882
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,center,center,6558,594
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,brain_position,first 20%,10244,667
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,brain_position,middle 60%,12977,1584
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,brain_position,last 20%,419,1158
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,axis_halves,left,11084,3419
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,axis_halves,right,30391,2229
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,axis_halves,dorsal,34371,204
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,axis_halves,ventral,7104,5444
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,axis_halves,rostral,30344,2388
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,axis_halves,caudal,11131,3260
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,center,center,10109,2166
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,brain_position,first 20%,14616,575
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,brain_position,middle 60%,26491,3223
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,brain_position,last 20%,368,1850
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,axis_halves,left,11182,2303
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,axis_halves,right,12614,1766
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,axis_halves,dorsal,14538,3
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,axis_halves,ventral,9258,4066
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,axis_halves,rostral,21196,1773
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,axis_halves,caudal,2600,2296
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,center,center,4880,737
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,brain_position,first 20%,10196,760
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,brain_position,middle 60%,12995,2063
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,brain_position,last 20%,605,1246
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,axis_halves,left,9612,2004
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,axis_halves,right,18683,1831
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,axis_halves,dorsal,14063,4
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,axis_halves,ventral,14232,3831
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,axis_halves,rostral,23903,1331
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,axis_halves,caudal,4392,2504
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,center,center,7900,1082
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,brain_position,first 20%,9895,552
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,brain_position,middle 60%,17488,1875
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,brain_position,last 20%,912,1408
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,axis_halves,left,9697,1851
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,axis_halves,right,12416,1680
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,axis_halves,dorsal,9151,0
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,axis_halves,ventral,12962,3531
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,axis_halves,rostral,18122,1712
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,axis_halves,caudal,3991,1819
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,center,center,3688,630
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,brain_position,first 20%,8015,739
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,brain_position,middle 60%,12984,1839
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,brain_position,last 20%,1114,953
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,axis_halves,left,14730,2277
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,axis_halves,right,24280,2156
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,axis_halves,dorsal,29889,60
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,axis_halves,ventral,9121,4373
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,axis_halves,rostral,26641,2025
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,axis_halves,caudal,12369,2408
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,center,center,9224,749
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,brain_position,first 20%,12398,853
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,brain_position,middle 60%,25122,2223
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,brain_position,last 20%,1490,1357
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,axis_halves,left,19490,3695
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,axis_halves,right,15696,1804
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,axis_halves,dorsal,23432,407
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,axis_halves,ventral,11754,5092
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,axis_halves,rostral,31748,2402
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,axis_halves,caudal,3438,3097
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,center,center,2715,2341
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,brain_position,first 20%,18638,617
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,brain_position,middle 60%,15394,3464
