domain,subject,level,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
CAMRI,106,level2,0.22097167372703552,0.2074650079011917,0.2645065486431122,0.28658080101013184,0.26293855905532837,0.19655866920948029,0.18389743566513062,0.31025516986846924,0.24540583789348602,0.2540886700153351,0.2638853192329407,0.2551582157611847,0.27173206210136414,0.258449912071228,0.271101176738739,0.2559562623500824,0.25792327523231506,0.2727890610694885,0.20832595229148865,0.29375559091567993,0.23394811153411865,0.25548452138900757,0.23061004281044006,0.266483873128891,0.23615285754203796,0.23620852828025818,0.22437159717082977,0.22081272304058075,0.2563014626502991,0.24419522285461426,0.23921938240528107,0.26966506242752075
CAMRI,106,level1,0.2551814615726471,0.2719644606113434,0.2738294005393982,0.27923527359962463,0.24148938059806824,0.18884727358818054,0.2751534581184387,0.27885013818740845,0.23344488441944122,0.23803123831748962,0.26206955313682556,0.2892252802848816,0.29855111241340637,0.19839578866958618,0.25724321603775024,0.29699763655662537,0.27793675661087036,0.2765156626701355,0.26979851722717285,0.2930523753166199,0.2530474066734314,0.1875160187482834,0.23581843078136444,0.31246915459632874,0.2870453894138336,0.30184414982795715,0.28170841932296753,0.2875143885612488,0.2795462906360626,0.284396767616272,0.17895135283470154,0.3109791874885559
CAMRI,058,level4,0.35199159383773804,0.3107263147830963,-0.20991913974285126,-1.1842974424362183,-0.3158451020717621,1.7801752090454102,-0.2946534752845764,0.3248980939388275,-1.0083805322647095,1.3086473941802979,-0.5915231704711914,0.470400333404541,0.588159441947937,0.9281333684921265,1.0031647682189941,-1.0953470468521118,0.6274124383926392,1.3944752216339111,-0.2763116955757141,1.9071052074432373,-1.5606478452682495,1.1325528621673584,0.0768589973449707,2.568498134613037,0.5999623537063599,-0.1431259661912918,-0.8195196986198425,0.7764123678207397,-0.5017514228820801,0.5236172676086426,1.1698311567306519,0.9547492861747742
CAMRI,058,level3,0.20232844352722168,0.2556702196598053,0.2671559453010559,0.29339390993118286,0.2801586091518402,0.25799670815467834,0.2407621145248413,0.2595890164375305,0.23322567343711853,0.26894837617874146,0.26371851563453674,0.2742158770561218,0.25306063890457153,0.2608356475830078,0.2792428433895111,0.26391226053237915,0.22985216975212097,0.2792862355709076,0.22594842314720154,0.23669187724590302,0.2795764207839966,0.2445727288722992,0.22588491439819336,0.22654442489147186,0.23385119438171387,0.27188071608543396,0.22506770491600037,0.24204397201538086,0.23484928905963898,0.24319525063037872,0.27732405066490173,0.2606112062931061
CAMRI,058,level2,0.21712222695350647,0.20256051421165466,0.26360881328582764,0.28918808698654175,0.2663179039955139,0.1857300102710724,0.17781305313110352,0.31842052936553955,0.26024550199508667,0.25213780999183655,0.2726597189903259,0.2618550658226013,0.2622203826904297,0.2594720721244812,0.26534223556518555,0.26192641258239746,0.2572906017303467,0.273627370595932,0.19737204909324646,0.29715853929519653,0.23240876197814941,0.24773244559764862,0.22289976477622986,0.2652893364429474,0.2320389300584793,0.22780874371528625,0.22439508140087128,0.21082648634910583,0.2553331255912781,0.2379390001296997,0.22486603260040283,0.2682446539402008
CAMRI,058,level1,0.2496718466281891,0.26198089122772217,0.27373504638671875,0.2732242941856384,0.23677177727222443,0.18434962630271912,0.27004024386405945,0.27878454327583313,0.22487854957580566,0.23919475078582764,0.26376551389694214,0.285401850938797,0.304963082075119,0.19213148951530457,0.2575013339519501,0.2994801998138428,0.27606505155563354,0.27335166931152344,0.2623177766799927,0.2923465669155121,0.25326067209243774,0.18343165516853333,0.23539045453071594,0.3165529668331146,0.2933593690395355,0.3024643063545227,0.2864198684692383,0.28143689036369324,0.2840732932090759,0.28568872809410095,0.17427948117256165,0.3123738467693329
CAMRI,062,level4,0.32165098190307617,0.28490936756134033,-0.1456073373556137,-1.2060229778289795,-0.32898277044296265,1.8057607412338257,-0.3327878713607788,0.357244074344635,-1.0236847400665283,1.3138427734375,-0.6377793550491333,0.5198632478713989,0.6381794214248657,1.0210649967193604,1.0365618467330933,-1.1426751613616943,0.6477342844009399,1.4022079706192017,-0.2554074227809906,1.9338996410369873,-1.5952064990997314,1.126665472984314,0.10748817026615143,2.5734589099884033,0.6724197268486023,-0.15062999725341797,-0.8765003085136414,0.7661256790161133,-0.5039681196212769,0.5119895935058594,1.1978203058242798,0.9491537809371948
CAMRI,062,level3,0.21496805548667908,0.2707936763763428,0.2638677954673767,0.29626449942588806,0.2815214693546295,0.2696663737297058,0.2524721920490265,0.26817530393600464,0.22616159915924072,0.25725388526916504,0.26021701097488403,0.27181190252304077,0.2595638334751129,0.27044782042503357,0.2864699065685272,0.26941028237342834,0.24247102439403534,0.2770790755748749,0.23883871734142303,0.2506009638309479,0.2775403559207916,0.2495521754026413,0.23636236786842346,0.2344520539045334,0.24267034232616425,0.2833571434020996,0.23333272337913513,0.24853229522705078,0.24199143052101135,0.24659478664398193,0.29124894738197327,0.2691219449043274
CAMRI,062,level2,0.2232954055070877,0.21710748970508575,0.2659330368041992,0.27809056639671326,0.2538948059082031,0.19752033054828644,0.18780581653118134,0.3150652348995209,0.2563914656639099,0.25097495317459106,0.26938289403915405,0.25519514083862305,0.2606681287288666,0.2694503962993622,0.25434011220932007,0.2672891318798065,0.26155009865760803,0.2671242952346802,0.2012617290019989,0.2991383671760559,0.24341726303100586,0.24795527756214142,0.22332057356834412,0.26779279112815857,0.25280240178108215,0.23067808151245117,0.2356325089931488,0.20573711395263672,0.2598842680454254,0.23086874186992645,0.22704729437828064,0.26327118277549744
CAMRI,062,level1,0.25366324186325073,0.2775198221206665,0.2820209562778473,0.2718094289302826,0.23770523071289062,0.19043511152267456,0.2806425988674164,0.28156009316444397,0.233620285987854,0.23931784927845,0.26096612215042114,0.2808648943901062,0.2903420925140381,0.2032858431339264,0.2605783939361572,0.2999611496925354,0.2770642638206482,0.2589326500892639,0.27581748366355896,0.2954748868942261,0.25675469636917114,0.18907229602336884,0.23818747699260712,0.30887171626091003,0.2808587849140167,0.30345821380615234,0.2866300940513611,0.29310932755470276,0.2921725809574127,0.27433887124061584,0.17903465032577515,0.30037257075309753
