domain,subject,shape_x,shape_y,shape_z,spacing_x,spacing_y,spacing_z,fov_x_mm,fov_y_mm,fov_z_mm,slice_count,anisotropy,brain_volume_voxels,brain_volume_mm3,brain_occupancy_percent,crop_x,crop_y,crop_z,scale_x,scale_y,scale_z,padding_x,padding_y,padding_z,model_x,model_y,model_z,whole_mean,whole_median,whole_std,whole_min,whole_max,whole_p01,whole_p05,whole_p25,whole_p75,whole_p95,whole_p99,brain_mean,brain_median,brain_std,brain_min,brain_max,brain_p01,brain_p05,brain_p25,brain_p75,brain_p95,brain_p99,background_mean,background_median,background_std,background_min,background_max,background_p01,background_p05,background_p25,background_p75,background_p95,background_p99,boundary_mean,boundary_median,boundary_std,boundary_min,boundary_max,boundary_p01,boundary_p05,boundary_p25,boundary_p75,boundary_p95,boundary_p99,contrast,cnr,boundary_gradient_mean,boundary_sharpness,dice,precision,recall,false_positives,false_negatives,hd95_mm,assd_mm,surface_dice,boundary_precision,boundary_recall,connected_components,compactness,contour_roughness,volume_ratio
CAMRI,086,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,245312,1962.496087730409,18.484760802469136,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1327.8583984375,891.0,1306.7783203125,18.0,32766.0,76.0,108.0,253.0,2080.0,3899.0,5333.0,2996.261474609375,2835.0,1072.4959716796875,60.0,9284.0,689.0,1476.0,2245.0,3667.0,4917.0,5962.0,949.5237426757812,631.0,1029.4273681640625,18.0,32766.0,73.0,102.0,200.0,1334.0,2850.0,4537.0,1951.0289306640625,1652.0,1422.9510498046875,53.0,13309.0,166.0,278.0,807.0,2717.0,4703.0,5996.0,2046.7377319335938,1.9470816782177254,0.07278021425008774,0.04781751334667206,0.9770134556396736,0.9979509416315946,0.9569364727367597,482,10564,0.20000000298023224,0.10196881270289795,0.4982427224470999,0.5063303611015321,0.4904093902089894,2,0.7481933776822658,5.326960844221404,0.95890131750587
CAMRI,087,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,249056,1992.4480890693676,18.76687885802469,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1772.12890625,1101.0,1864.5145263671875,22.0,32766.0,89.0,125.0,285.0,2761.0,5396.0,7636.0,4011.20361328125,3774.0,1521.6817626953125,106.0,11955.0,867.0,2021.0,2905.0,4943.0,6900.0,8116.450000000012,1254.846435546875,735.0,1522.759033203125,22.0,32766.0,86.0,118.0,224.0,1731.0,4009.0,6941.0,2651.73193359375,2265.0,1934.3123779296875,52.0,14160.0,203.0,354.0,1074.0,3734.0,6415.0,8130.5,2756.357177734375,1.8107476479016453,0.0701351910829544,0.047110844403505325,0.9773511484343446,0.9985630197532416,0.957021713992034,343,10704,0.20000000298023224,0.10283119998744512,0.4919747081712062,0.4999011564693091,0.48429570046921383,1,0.7778462819495123,5.258390860507408,0.9583989143003983
CAMRI,089,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,248978,1991.8240890414727,18.76100139853395,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,2751.68603515625,1882.0,2579.831787109375,43.0,32766.0,171.0,243.0,640.0,4268.0,7883.0,10762.0,6337.15576171875,6088.0,2206.11669921875,183.0,18496.0,1780.0,3195.0,4773.0,7657.0,10441.0,12640.23000000001,1923.6724853515625,1376.0,1847.7435302734375,43.0,32766.0,164.0,230.0,492.0,2720.0,5570.0,7945.0,4035.192626953125,3315.0,2978.342041015625,106.0,20631.0,395.0,639.0,1579.0,5839.0,9695.0,12702.23999999999,4413.4832763671875,2.168963700958678,0.07425332814455032,0.04775168374180794,0.9758415792761104,0.9989357495604183,0.9537910980086594,253,11505,0.20000000298023224,0.10755799697655004,0.4808975722990618,0.4896110290497292,0.4724888339827045,2,0.7629146755511248,5.292474832039547,0.9548072520463655
CAMRI,090,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,242482,1939.856086718322,18.271514515817902,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1904.9814453125,1219.0,1936.0596923828125,30.0,32766.0,102.0,144.0,317.0,2990.0,5670.0,7907.0,4179.59716796875,3954.0,1551.790771484375,85.0,12612.0,915.0,2150.0,3057.0,5143.0,7077.0,8497.0,1396.4598388671875,820.0,1622.552978515625,30.0,32766.0,98.0,137.0,258.0,1953.0,4528.0,7324.790000000037,2796.89111328125,2429.0,2002.46533203125,69.0,12612.0,229.0,387.0,1128.0,3993.0,6563.0,8454.910000000003,2783.1373291015625,1.7530842871806116,0.07186532765626907,0.04734926298260689,0.9794197867592364,0.9984490943053485,0.9611022673847955,362,9432,0.20000000298023224,0.0936854065310167,0.5352035613917282,0.5428311976591665,0.5277873154461177,1,0.791145419264317,5.228759723371214,0.9625951617027243
CAMRI,091,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,242520,1940.1600867319119,18.27437789351852,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1573.4166259765625,925.0,1720.0057373046875,20.0,32766.0,87.0,121.0,250.0,2455.0,4929.0,6878.0,3646.2919921875,3470.0,1338.85498046875,105.0,10482.0,695.0,1705.0,2688.0,4558.0,5960.0,7073.809999999998,1109.9073486328125,619.0,1429.5047607421875,20.0,32766.0,84.0,115.0,207.0,1469.0,3625.8499999999767,6625.0,2386.603515625,2006.0,1732.490966796875,68.0,11225.0,210.0,355.0,994.0,3307.0,5811.0,7143.0,2536.3846435546875,1.831428121793834,0.06908818334341049,0.04505596309900284,0.9751488769670205,0.9975546115196343,0.9537275276265875,567,11222,0.20000000298023224,0.11190038559782359,0.45038167938931295,0.4575497997871154,0.4434346907697598,1,0.7917855082837024,5.227350345899629,0.9560654791357414
CAMRI,092,144,144,64,0.20000000298023224,0.19122400879859924,0.2084067016839981,28.800000429153442,27.53625726699829,13.338028907775879,64,1.0898563574383382,259570,2068.8957051810994,19.559130256558642,144,144,64,2.0000000298023224,1.9122400879859924,2.084067016839981,0,0,27,288,275,133,1691.0811767578125,1124.0,1599.9403076171875,27.0,32766.0,116.0,165.0,418.0,2610.0,4704.0,6258.0,3547.39794921875,3479.0,1165.173583984375,100.0,8952.0,940.0,1908.4500000000007,2654.0,4320.0,5574.0,6428.0,1239.7188720703125,814.0,1345.5556640625,27.0,32766.0,111.0,156.0,326.0,1685.0,3652.0,6055.0,2227.265380859375,1917.0,1636.28662109375,56.0,10091.0,219.0,330.0,792.0,3292.0,5367.0,6469.0,2307.6790771484375,1.8335281203541887,0.07417101413011551,0.048587314784526825,0.9741783435721963,0.9979635129401782,0.9515005586161729,504,12589,0.2084067016839981,0.12112181868853819,0.7227775711363214,0.7247689203772345,0.7208220061742616,2,0.7141865187072537,5.4102031778173245,0.9534422313826714
CAMRI,093,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,270528,2164.2240967483535,20.384837962962962,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,2015.5933837890625,1457.0,1760.2919921875,37.0,32766.0,126.0,183.0,542.0,3139.0,5347.0,7188.0,4227.119140625,4096.0,1376.18115234375,167.0,11913.0,1588.27,2401.0,3170.0,5051.0,6782.0,8033.0,1449.34912109375,1041.0,1354.3260498046875,37.0,32766.0,121.0,172.0,404.0,2086.0,4005.0,5787.0,2693.559326171875,2441.0,1904.66015625,67.0,11913.0,236.0,378.0,1024.0,3929.0,6245.0,7967.0,2777.77001953125,2.0345531724425445,0.07295867055654526,0.04900084435939789,0.973572940681912,0.9933795215252105,0.9545407499408564,1721,12298,0.2828427166893039,0.11886364614274808,0.4617239575039243,0.4670901224339501,0.4564796905222437,2,0.7452397865264775,5.333988973398452,0.9609023834871067
CAMRI,095,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,242236,1937.8880866303457,18.252977912808642,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1934.3414306640625,1274.0,1963.6129150390625,26.0,32766.0,100.0,142.0,360.0,2969.0,5656.0,8126.969999999972,4258.66259765625,4053.0,1527.107421875,82.0,12479.0,1013.0,2238.0,3160.0,5184.0,7118.0,8452.0,1415.352783203125,909.0,1649.3502197265625,26.0,32766.0,96.0,135.0,279.0,1964.0,4275.0,7748.3300000000745,2778.522216796875,2406.0,1993.6334228515625,66.0,13767.0,222.0,380.0,1142.0,3928.5,6626.299999999988,8409.0,2843.309814453125,1.7889151840905992,0.06864562630653381,0.04600169137120247,0.9788857465111189,0.9983132178481295,0.9601999702769201,393,9641,0.20000000298023224,0.09618653200323483,0.5233055058636454,0.5309034079451502,0.5159220066627475,2,0.7866058669677563,5.23879893697158,0.9618223550587031
CAMRI,096,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,242759,1942.072086817385,18.292387032214506,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1829.124755859375,1245.0,1802.681640625,25.0,32766.0,97.0,138.0,374.0,2799.0,5261.0,7587.0,3933.212890625,3714.0,1436.298583984375,138.0,12630.0,970.0,2070.0,2907.0,4780.0,6673.0,7952.0,1358.0687255859375,890.0,1517.3333740234375,25.0,32766.0,93.0,131.0,286.0,1894.0,4054.0,7161.0,2596.614501953125,2252.5,1878.529296875,55.0,12630.0,218.0,364.0,1048.0,3653.0,6235.0,7988.0,2575.1441650390625,1.7430577501108744,0.06901510059833527,0.04620515555143356,0.9789102546603025,0.9984407395349634,0.9601291816163355,364,9679,0.20000000298023224,0.09521238188320692,0.5283381364073007,0.5360087960417812,0.5208839242350656,2,0.769381347113766,5.277605295022799,0.9616286110916588
CAMRI,098,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,146668,1466.6800437104705,18.649800618489586,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,5.69746732711792,2.1969187259674072,7.823159694671631,0.0,92.28748321533203,0.20279249548912048,0.4675493538379669,1.1857727766036987,6.137289524078369,25.132186889648438,33.26360321044922,19.481250762939453,17.906295776367188,8.140800476074219,0.04224843531847,74.7262191772461,4.740274429321289,8.151131629943848,13.28290843963623,25.76309585571289,33.39598083496094,37.678084831237754,2.537487745285034,1.7490853071212769,2.5490005016326904,0.0,92.28748321533203,0.18307656049728394,0.4196678102016449,1.0364949703216553,3.0559701919555664,7.57936954498291,11.609869956970215,15.48351764678955,14.398266792297363,9.820664405822754,0.019715936854481697,74.7262191772461,0.6816081404685974,1.7631680965423584,7.187867164611816,22.321256637573242,32.68339157104492,37.0490608215332,16.94376301765442,2.808979512712264,0.046168867498636246,0.029659496620297432,0.9832451682052346,0.9974046379820709,0.9694820956173126,370,4476,0.10000000149011612,0.01716469348456038,0.9769247008005716,0.9792304186470473,0.9746298156368467,1,0.02311995634312722,16.975469237492984,0.972004799956364
CAMRI,101,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,148092,1480.9200441348555,18.83087158203125,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,5.927377700805664,2.1802566051483154,8.245828628540039,0.0019209309248253703,62.94122314453125,0.1978558897972107,0.45718157291412354,1.1679260730743408,6.373648643493652,26.818117141723633,34.31299499511708,20.582117080688477,19.007612228393555,8.396431922912598,0.09412561357021332,62.94122314453125,5.460861144065857,9.05334758758545,14.0247163772583,27.411684036254883,34.48839569091797,39.587062797546366,2.5275442600250244,1.7249959707260132,2.45554256439209,0.0019209309248253703,51.363773345947266,0.17864657938480377,0.4110792279243469,1.0161725282669067,3.0542802810668945,7.766324043273926,11.633157730102539,16.412172317504883,15.181117057800293,10.197994232177734,0.02689303271472454,62.94122314453125,0.7798979878425598,2.009293794631958,7.969942569732666,23.76191520690918,33.750755310058594,38.74709701538086,18.054572820663452,2.9186837771526086,0.04846000298857689,0.03107314556837082,0.985057828013247,0.9951965817856036,0.975123571833725,697,3684,0.10000000149011612,0.01437953249301174,0.9845408946344087,0.9844618494188985,0.9846202631996195,1,0.02186883679212541,17.293207928571846,0.9798301056100261
CAMRI,103,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,136821,1368.2100407758358,17.397689819335938,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,5.426458358764648,1.8014929294586182,8.047135353088379,0.0,71.37571716308594,0.16991105675697327,0.3899241089820862,0.97807776927948,5.748657703399658,25.86133575439453,34.92979431152344,20.00503158569336,18.31118392944336,9.14328384399414,0.09149057418107986,69.61560821533203,4.236884593963623,7.576290607452393,12.73461627960205,27.272903442382812,35.40685272216797,42.046015930175756,2.3559226989746094,1.457314133644104,2.568147897720337,0.0,71.37571716308594,0.15466263890266418,0.350713849067688,0.8648037314414978,2.688080072402954,7.940074443817139,11.876129722595266,15.4108304977417,13.666948318481445,10.612810134887695,0.015248429030179977,67.47429656982422,0.5663701891899109,1.4507790803909302,6.160365104675293,23.126965522766113,34.25014877319336,39.8175471878052,17.64910888671875,2.6281278796277006,0.047470416873693466,0.03089919500052929,0.983514223567731,0.9974595634658169,0.9699534428194503,338,4111,0.10000000149011612,0.017108159499124302,0.9778466541334282,0.9802215727587847,0.9754870513556403,1,0.022907688459661336,17.02774097533434,0.9724238238282135
CAMRI,104,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,136041,1360.4100405433776,17.298507690429688,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,6.047081470489502,1.9038344621658325,9.01408863067627,0.0,90.27647399902344,0.1763319969177246,0.4105229377746582,1.0359504222869873,6.4829559326171875,28.14423942565918,38.17312240600586,22.406034469604492,20.680437088012695,10.010141372680664,0.17908717691898346,90.27647399902344,5.179752349853516,9.172019004821777,14.67137336730957,29.53836441040039,38.762733459472656,51.45587997436532,2.6253092288970947,1.5429049730300903,3.0992166996002197,0.0,58.076595306396484,0.15980087220668793,0.3691951036453247,0.914722204208374,2.8378429412841797,9.32906436920166,14.70719051361084,17.476627349853516,15.869879722595215,11.619128227233887,0.008265562355518341,79.7819595336914,0.5840997099876404,1.5153530836105347,7.8688154220581055,25.879474639892578,37.33003616333008,45.14066070556642,19.780725240707397,2.669562360528672,0.04992636293172836,0.0334509052336216,0.9846615959969962,0.9960814398640162,0.9735006358377254,521,3605,0.10000000149011612,0.014934326287246932,0.984391939563938,0.9855610561056105,0.9832202046652655,1,0.023683129453660606,16.839832272071213,0.9773303636403731
CAMRI,105,144,144,64,0.20000000298023224,0.2068415880203247,0.1929159164428711,28.800000429153442,29.785188674926758,12.34661865234375,64,1.0721851873822836,247500,1975.200237749043,18.64963107638889,144,144,64,2.0000000298023224,2.068415880203247,1.929159164428711,0,0,37,288,298,123,3001.00048828125,1751.0,2984.864501953125,68.0,32766.0,310.0,454.0,801.0,4365.0,9194.0,12694.0,6745.35009765625,6463.0,2733.621826171875,470.0,24210.0,2040.0,3001.0,4568.0,8585.0,11460.049999999988,14045.020000000019,2142.60546875,1230.0,2299.5244140625,68.0,32766.0,297.0,431.0,722.0,2774.0,6431.0,11460.0,4880.4189453125,4023.0,3324.84716796875,237.0,24210.0,688.0,964.0,2237.0,6920.0,11201.0,13835.040000000037,4602.74462890625,1.8222082889293738,0.06874414533376694,0.047024257481098175,0.974836619389267,0.989083922801502,0.9609939393939394,2625,9654,0.28772112144724904,0.12684715100347066,0.8358349445405515,0.8422988505747127,0.8294227943039578,3,0.8708526240901946,5.064103457457869,0.9716
CAMRI,106,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,269590,2156.7200964128983,20.314157744984566,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,2877.60791015625,1746.0,2797.383544921875,82.0,32766.0,328.0,454.0,811.0,4139.0,8492.0,12316.0,6011.5517578125,5665.0,2680.843994140625,222.0,24157.0,1827.0,2602.0,3945.0,7571.0,10575.549999999988,14955.0,2078.677001953125,1197.0,2201.366455078125,82.0,32766.0,316.0,430.0,721.0,2677.0,6350.0,10858.0,4393.8564453125,3541.0,3108.288330078125,135.0,24157.0,618.0,913.0,1992.0,6157.0,10116.0,14390.0,3932.874755859375,1.6033903312834472,0.06588509678840637,0.045164041221141815,0.9670538177379705,0.9919497326328353,0.9433769798583034,2064,15265,0.6000000089406967,0.15609087426413118,0.4963520773218852,0.49004076338706687,0.5028280811825657,1,0.7389480751826074,5.34908481046469,0.9510330501873215
CAMRI,107,144,144,64,0.20000000298023224,0.21939626336097717,0.178508460521698,28.800000429153442,31.593061923980713,11.424541473388672,64,1.2290524646270713,277735,2175.4476961412333,20.927900149498456,144,144,64,2.0000000298023224,2.1939626336097717,1.78508460521698,0,0,46,288,316,114,2995.561279296875,1755.0,3054.278076171875,83.0,32766.0,304.0,445.0,816.0,4240.0,9137.0,13682.0,6506.736328125,6014.0,2926.949951171875,240.0,32359.0,1974.0,2989.0,4303.0,8051.0,11849.0,16211.0,2066.26416015625,1228.0,2324.578125,83.0,32766.0,290.0,418.0,713.0,2549.0,6165.0,12016.0,4443.65869140625,3386.0,3468.715576171875,139.0,30404.0,565.0,836.0,1807.0,6129.0,11333.5,15595.5,4440.47216796875,1.6800997796010682,0.06587665528059006,0.0428350456058979,0.973896107243186,0.9963763612187782,0.9524078708121051,962,13218,0.3464101500341449,0.11473058047614575,0.8029746645419062,0.8199548829777235,0.7865673675128286,3,0.8186037982080541,5.169630933416053,0.955871604227051
CAMRI,108,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,306455,2451.64010959685,23.092010874807098,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1517.4871826171875,1009.0,1482.29248046875,25.0,32766.0,135.0,208.0,459.0,2115.0,4392.0,6776.0,3013.37353515625,2754.0,1409.106689453125,132.0,12404.0,852.0,1257.0,1955.0,3807.0,5567.0,7561.0,1068.33984375,706.0,1177.760498046875,25.0,32766.0,128.0,192.0,377.0,1357.0,2872.0,6208.0,2037.99609375,1511.0,1578.455810546875,78.0,12279.0,282.0,414.0,821.0,2893.0,5226.0,6810.0,1945.03369140625,1.497797758923477,0.06083530932664871,0.039510954171419144,0.9558242067931678,0.9962063571827956,0.9185883734969245,1072,24949,0.9165151526483079,0.1992437404099156,0.46765710454078746,0.46287539406006306,0.4725386406944739,3,0.644533535757904,5.598464793660569,0.9220864400972411
CAMRI,110,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,275230,2201.8400984299196,20.739143277391975,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,2508.1103515625,1586.0,2534.494384765625,53.0,32766.0,266.0,388.0,748.0,3480.0,7173.0,12143.0,4666.77783203125,4352.0,2029.021484375,278.0,22396.0,1385.0,2112.0,3123.0,5855.0,8187.549999999988,10921.0,1943.2803955078125,1122.0,2342.84521484375,53.0,32766.0,255.0,365.0,653.0,2355.0,5918.0,12535.0,3334.381591796875,2616.0,2431.802001953125,117.0,22396.0,489.0,715.0,1477.0,4639.0,8037.0,10555.940000000002,2723.4974365234375,1.2427221115607188,0.05527573451399803,0.03792690858244896,0.9642583160880612,0.994043577556941,0.9362060821858083,1544,17558,0.48989795585668394,0.15405397356735268,0.45513446347741193,0.45436824384192803,0.45590327169274536,5,0.6607936455888866,5.552162542274502,0.9418159357628165
CAMRI,111,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,295427,2363.4161056529297,22.261028525270063,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,4055.86181640625,3033.0,3493.52294921875,97.0,32766.0,403.0,577.0,1282.0,5835.0,10869.0,15496.0,8010.76611328125,7368.0,3461.62939453125,407.0,32766.0,2692.0,3970.0,5487.0,9758.0,14239.0,20124.47999999998,2923.352294921875,2092.0,2550.818359375,97.0,32766.0,385.0,540.0,1042.0,4075.0,7729.0,12218.0,5655.56103515625,4441.0,4276.7314453125,193.0,32766.0,697.0,1056.0,2423.0,7802.0,13716.049999999988,19773.0,5087.413818359375,1.673203886182097,0.0732184648513794,0.050057195127010345,0.9633369193496191,0.9967962409226826,0.9320508958219798,885,20074,0.48989795585668394,0.15440934448602403,0.4693095997090349,0.4744560280313189,0.4642736200474094,1,0.6985939117857476,5.450159250974429,0.9350465597254144
CAMRI,113,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,250775,2006.20008968413,18.896409022955247,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1689.43359375,1141.0,1731.20751953125,23.0,32766.0,88.0,125.0,314.0,2573.0,4855.0,7263.0,3440.082275390625,3299.0,1252.60009765625,80.0,10201.0,674.7400000000002,1711.0,2543.0,4195.0,5773.0,6771.0,1281.5477294921875,769.0,1565.046875,23.0,32766.0,84.0,118.0,244.0,1761.0,3957.0,7634.0,2303.123779296875,2021.0,1591.5745849609375,57.0,10870.0,211.0,349.0,987.0,3234.0,5402.0,6734.119999999995,2158.5345458984375,1.522819987838728,0.06411144137382507,0.044757429510354996,0.9749077445560609,0.9991418931929108,0.9518213538032101,205,12082,0.20000000298023224,0.11555973906881352,0.4285469709198523,0.4350265653706738,0.4222575669944091,2,0.7902485281779483,5.230737099170435,0.952638819659057
CAMRI,115,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,274807,2198.456098278643,20.70726936246142,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1707.2733154296875,1059.0,1828.1263427734375,23.0,32766.0,81.0,112.0,222.0,2698.0,5206.0,7323.0,3815.931640625,3643.0,1443.8895263671875,85.0,11926.0,733.06,1878.0,2748.0,4733.0,6442.0,7722.0,1156.5989990234375,592.0,1485.241455078125,23.0,32766.0,78.0,106.0,182.0,1641.0,3728.0,6749.0,2539.735595703125,2191.0,1821.8768310546875,44.0,15838.0,196.0,342.0,1073.0,3546.0,6034.0,7783.0,2659.3326416015625,1.8156017545759051,0.0686674565076828,0.0463409423828125,0.9747014125215607,0.9995640001835788,0.9510456429421376,114,13453,0.20000000298023224,0.12144240279739947,0.40315056611734923,0.4100033376245649,0.3965231024624182,1,0.8381230654722603,5.129182992639245,0.9514604795365474
CAMRI,116,144,144,64,0.21840564906597137,0.20000000298023224,0.17971910536289215,31.450413465499878,28.800000429153442,11.502022743225098,64,1.215261163385844,260984,2048.8114872933816,19.665678047839506,144,144,64,2.1840564906597137,2.0000000298023224,1.7971910536289215,0,0,45,315,288,115,1498.7012939453125,847.0,1634.2755126953125,23.0,32766.0,82.0,111.0,191.0,2454.0,4730.0,6043.0,3499.84716796875,3395.0,1227.5771484375,72.0,9922.0,560.0,1667.0,2611.0,4394.0,5528.0,6348.169999999984,1008.8251953125,460.0,1317.3785400390625,23.0,32766.0,79.0,106.0,168.0,1387.0,3536.0,5664.0,2459.56884765625,2199.0,1561.5394287109375,55.0,11468.0,202.0,388.0,1215.0,3411.0,5409.0,6411.049999999988,2491.02197265625,1.9563976219246086,0.07285565137863159,0.051399387419223785,0.9755650413177913,0.9956554695603607,0.9562693498452013,1089,11413,0.21840564906597137,0.11072035212779409,0.7961167425689242,0.8040223353263823,0.7883523416646445,1,0.8492483341533179,5.106686805469862,0.9604420194341415
CAMRI,117,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,261848,2094.7840936441435,19.730782214506174,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1838.5823974609375,1223.0,1894.2586669921875,18.0,32766.0,93.0,132.0,309.0,2836.0,5368.84999999986,7633.0,4002.56494140625,3853.0,1414.0703125,91.0,11219.0,801.0,2084.0,2982.0,4892.0,6599.0,7737.0,1306.6591796875,805.0,1595.2100830078125,18.0,32766.0,90.0,125.0,240.0,1821.0,3932.25,7503.0,2641.546630859375,2330.0,1829.04443359375,34.0,12892.0,213.0,371.0,1145.0,3709.0,6168.0,7693.0,2695.90576171875,1.7884906853505833,0.06761173903942108,0.046509068459272385,0.9773076060567651,0.9984938258814904,0.9570017720204088,378,11259,0.20000000298023224,0.10635066396402494,0.47750273198080484,0.48354503464203236,0.47160957297043643,2,0.7934109880392943,5.223778106736673,0.9584453576120497
CAMRI,118,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,244229,1953.832087343098,18.403154538001544,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1133.9827880859375,658.0,1308.1207275390625,14.0,32766.0,65.0,90.0,173.0,1724.0,3433.0,4848.0,2427.015625,2384.0,886.7740478515625,36.0,7135.0,443.0,1124.0,1732.0,3069.0,3883.0,4556.0,842.3553466796875,417.0,1207.3231201171875,14.0,32766.0,63.0,86.0,147.0,1106.0,2853.0,5085.0,1725.1492919921875,1520.0,1096.6282958984375,36.0,7135.0,153.0,275.0,861.0,2434.0,3792.0,4566.0,1584.6602783203125,1.4960289644936466,0.06328398734331131,0.04425913468003273,0.9766713767790762,0.9961044269037219,0.9579820578227811,915,10262,0.20000000298023224,0.10995385705232766,0.47273098311310646,0.47985499741066806,0.46581540317715664,4,0.8665727427657586,5.072426735701803,0.9617285416555773
CAMRI,119,144,144,64,0.20000000298023224,0.20000000298023224,0.20000000298023224,28.800000429153442,28.800000429153442,12.800000190734863,64,1.0,269867,2158.9360965119613,20.335030261381174,144,144,64,2.0000000298023224,2.0000000298023224,2.0000000298023224,0,0,32,288,288,128,1578.99609375,933.0,1717.3577880859375,20.0,32766.0,79.0,111.0,241.0,2438.0,4886.0,6980.0,3506.72900390625,3385.0,1295.6798095703125,93.0,10672.0,623.0,1718.0,2546.0,4342.0,5841.0,6852.0,1086.929443359375,606.0,1443.2347412109375,20.0,32766.0,76.0,105.0,191.0,1403.0,3610.0,7118.0,2281.74755859375,1953.0,1632.4134521484375,39.0,19840.0,182.0,314.0,947.0,3213.0,5466.0,6756.0,2419.799560546875,1.7644184094049185,0.06495585292577744,0.044637762010097504,0.9755388860965964,0.9992073914631399,0.9529657201510373,204,12693,0.20000000298023224,0.11792598974195816,0.4219690610384938,0.4284114152137918,0.41571759368649874,2,0.8653156213240785,5.074881936541758,0.9537216480710868
