domain,subject,region,bin_center,density
CAMRI,004,whole,0.029999999329447746,10.597737867086233
CAMRI,004,whole,0.04999999701976776,8.18220792621342
CAMRI,004,whole,0.07000000029802322,4.644775494443823
CAMRI,004,whole,0.09000000357627869,2.556991158024926
CAMRI,004,whole,0.10999999940395355,1.517105419031916
CAMRI,004,whole,0.12999999523162842,1.0843275200187754
CAMRI,004,whole,0.15000000596046448,0.8682252787821576
CAMRI,004,whole,0.17000000178813934,0.7347738774837117
CAMRI,004,whole,0.1899999976158142,0.6362280583460055
CAMRI,004,whole,0.21000000834465027,0.5657833008115423
CAMRI,004,whole,0.22999998927116394,0.5042395054204226
CAMRI,004,whole,0.25,0.4508973108613841
CAMRI,004,whole,0.26999998092651367,0.41573820064601463
CAMRI,004,whole,0.2900000214576721,0.37415802275604776
CAMRI,004,whole,0.3100000023841858,0.361379332268396
CAMRI,004,whole,0.32999998331069946,0.3510791166795065
CAMRI,004,whole,0.3500000238418579,0.35037975588930825
CAMRI,004,whole,0.3700000047683716,0.3492994460736396
CAMRI,004,whole,0.38999998569488525,0.3558474857035853
CAMRI,004,whole,0.4099999964237213,0.35400424385475526
CAMRI,004,whole,0.4300000071525574,0.34217816116789274
CAMRI,004,whole,0.44999998807907104,0.3330864708953159
CAMRI,004,whole,0.4699999988079071,0.31941762232871596
CAMRI,004,whole,0.49000000953674316,0.2991992616975295
CAMRI,004,whole,0.5099999904632568,0.29970833432674504
CAMRI,004,whole,0.5299999713897705,0.2815876658371704
CAMRI,004,whole,0.550000011920929,0.26963577553664103
CAMRI,004,whole,0.5699999928474426,0.2524060431220148
CAMRI,004,whole,0.5900000333786011,0.24407655207696932
CAMRI,004,whole,0.6100000143051147,0.23752870959794645
CAMRI,004,whole,0.6299999952316284,0.22977215109394497
CAMRI,004,whole,0.6499999761581421,0.21552995872386715
CAMRI,004,whole,0.6700000166893005,0.20809193429177694
CAMRI,004,whole,0.6899999976158142,0.2060574271431864
CAMRI,004,whole,0.7100000381469727,0.20631112568110588
CAMRI,004,whole,0.7300000190734863,0.20593027044639947
CAMRI,004,whole,0.75,0.20751972915623584
CAMRI,004,whole,0.7699999809265137,0.22532166670640316
CAMRI,004,whole,0.7899999618530273,0.21813666323940653
CAMRI,004,whole,0.8100000023841858,0.21998108544135295
CAMRI,004,whole,0.8299999833106995,0.21368682895040095
CAMRI,004,whole,0.8500000238418579,0.19760091790966935
CAMRI,004,whole,0.8700000047683716,0.18342353511511655
CAMRI,004,whole,0.8899999856948853,0.17865515898560747
CAMRI,004,whole,0.9099999666213989,0.16276008682392326
CAMRI,004,whole,0.9300000071525574,0.14839186515032307
CAMRI,004,whole,0.949999988079071,0.1322429646583856
CAMRI,004,whole,0.9700000286102295,0.11259691943951879
CAMRI,004,whole,0.9900000095367432,0.5944575574788006
CAMRI,004,brain,0.009999999776482582,0.015662220888712608
CAMRI,004,brain,0.029999999329447746,0.022946974790439403
CAMRI,004,brain,0.04999999701976776,0.044436998800533443
CAMRI,004,brain,0.07000000029802322,0.06483430972536847
CAMRI,004,brain,0.09000000357627869,0.10052958511873494
CAMRI,004,brain,0.10999999940395355,0.123476601633579
CAMRI,004,brain,0.12999999523162842,0.17519829870330256
CAMRI,004,brain,0.15000000596046448,0.20870823815941228
CAMRI,004,brain,0.17000000178813934,0.2968535556155126
CAMRI,004,brain,0.1899999976158142,0.3715225181895297
CAMRI,004,brain,0.21000000834465027,0.44874092393088294
CAMRI,004,brain,0.22999998927116394,0.522316952042927
CAMRI,004,brain,0.25,0.5693036234610147
CAMRI,004,brain,0.26999998092651367,0.6774817342881636
CAMRI,004,brain,0.2900000214576721,0.7845675568046798
CAMRI,004,brain,0.3100000023841858,0.9506612695476676
CAMRI,004,brain,0.32999998331069946,1.1203945240163395
CAMRI,004,brain,0.3500000238418579,1.3112549695899942
CAMRI,004,brain,0.3700000047683716,1.4697004684386357
CAMRI,004,brain,0.38999998569488525,1.5986383504251345
CAMRI,004,brain,0.4099999964237213,1.69224990740171
CAMRI,004,brain,0.4300000071525574,1.6896977233133283
CAMRI,004,brain,0.44999998807907104,1.6886050108386703
CAMRI,004,brain,0.4699999988079071,1.6434420108042438
CAMRI,004,brain,0.49000000953674316,1.5516517140148263
CAMRI,004,brain,0.5099999904632568,1.5640381193247834
CAMRI,004,brain,0.5299999713897705,1.4777093012723446
CAMRI,004,brain,0.550000011920929,1.4241707141499542
CAMRI,004,brain,0.5699999928474426,1.3345681577098292
CAMRI,004,brain,0.5900000333786011,1.2948623529758898
CAMRI,004,brain,0.6100000143051147,1.2620847888822484
CAMRI,004,brain,0.6299999952316284,1.23440269827473
CAMRI,004,brain,0.6499999761581421,1.1513529951495887
CAMRI,004,brain,0.6700000166893005,1.1193034794329437
CAMRI,004,brain,0.6899999976158142,1.1200319555015625
