domain,condition,subjects,dice,iou,precision,recall,hd95_mm,assd_mm,surface_dice_0.1mm,surface_dice_0.2mm,surface_dice_0.5mm,surface_dice_1mm,fp_voxels,fn_voxels,fp_fn_ratio,total_residual_error
CAMRI,baseline_raw,6,0.9884950103092595,0.9772539373629213,0.9882417904661215,0.9887613427188362,0.13333333532015482,0.02039649178026916,0.8928779147926087,0.9375281160610344,0.9976768335126472,0.9985534678314681,12270,12308,1.195122476630483,24578
CAMRI,baseline_filtered,6,0.9888344176413911,0.9779172456549725,0.9889227454633153,0.9887613427188362,0.13333333532015482,0.01781695212227931,0.894310994258483,0.9390374271781865,0.9992841762771719,1.0,11622,12308,1.1407934196852862,23930
CAMRI,unetr_style_raw,6,0.9882550463199181,0.9767869390771026,0.9874412401905008,0.9890780812842572,0.14714045427166678,0.03251006829675433,0.889068662560215,0.9330679155149982,0.9932814985165114,0.9954283287209148,13822,11993,1.2579713687604421,25815
CAMRI,unetr_style_filtered,6,0.9884014629873162,0.9770723841725916,0.9877343740345085,0.9890780812842572,0.13333333532015482,0.03116375594365661,0.8897877581139465,0.9338037535012723,0.9940678408270083,0.9961140725934735,13456,11993,1.234403761427542,25449
Mouse,baseline_raw,80,0.9791400308078714,0.9591687222611018,0.9774925729634099,0.980839639523165,0.12057844799568873,0.033600866645862516,0.7975030875920757,0.9696021868690036,0.9977754447303319,0.9984778562586211,221610,178788,1.2696681649639117,400398
Mouse,baseline_filtered,80,0.9795373497258911,0.9599207936327362,0.9782745726101927,0.980839538566092,0.11505781976442339,0.026014212537706204,0.7986276158155088,0.9709883677088044,0.9992037904031532,0.9999015882048887,213959,178789,1.227544562114666,392748
Mouse,unetr_style_raw,80,0.9801145367773845,0.9610410593764313,0.9823667835260818,0.9779094134038584,0.17067890609803463,0.03215920419620081,0.8104789585085639,0.9718624097617582,0.9971885618965022,0.9983286289274517,171902,208065,0.8359573107084575,379967
Mouse,unetr_style_filtered,80,0.9805814268283305,0.961925113800729,0.9832928411924513,0.9779090961594866,0.11137612942719485,0.02461596788511467,0.8117932644037514,0.9734352935934656,0.9987858700800991,0.9998478213231241,162892,208068,0.7940611537089891,370960
