domain,subject,baseline_dice,unetr_style_dice,dice_change,baseline_hd95_mm,unetr_style_hd95_mm,hd95_change_mm,baseline_assd_mm,unetr_style_assd_mm
Mouse,POLYIC_20190517_mouse35__E2_P1,0.9795426874138692,0.9807768662143052,0.00123417880043597,0.10000000149011612,0.10000000149011612,0.0,0.025215071915302038,0.023614002199304932
Mouse,POLYIC_20190517_mouse36__E2_P1,0.9804691384715166,0.9802808627176557,-0.00018827575386093365,0.10000000149011612,0.10000000149011612,0.0,0.023005462249557407,0.0239387177634288
Mouse,POLYIC_20190517_mouse37__E3_P1,0.9742176125116561,0.9749400920594973,0.0007224795478412149,0.1988737822087165,0.15722352966795397,-0.04165025254076252,0.036972372037906855,0.034271884885661755
Mouse,POLYIC_20190517_mouse38__E3_P1,0.9814981325217872,0.9827138108189786,0.0012156782971913804,0.10000000149011612,0.10000000149011612,0.0,0.022161587572418328,0.02050931518571041
Mouse,POLYIC_20190517_mouse39__E12_P1,0.9763518471575521,0.9794147583551962,0.003062911197644125,0.15722352966795397,0.140625,-0.01659852966795397,0.03535949383157628,0.02837306250273251
Mouse,POLYIC_20190517_mouse42__E4_P1,0.9818470499333486,0.9824588221806092,0.0006117722472606113,0.10000000149011612,0.10000000149011612,0.0,0.021296577181448263,0.020755487979792504
Mouse,POLYIC_20190517_mouse43__E3_P1,0.9819619947911643,0.9817846437629698,-0.00017735102819449455,0.10000000149011612,0.10000000149011612,0.0,0.021463668631316487,0.022814032346586917
Mouse,POLYIC_20190524_polyic___E3_P1,0.9793026124004933,0.9800546742922916,0.0007520618917983279,0.10000000149011612,0.10000000149011612,0.0,0.026302667017409374,0.02456552152402407
Mouse,POLYIC_20190524_polyic___E3_P1_1,0.9812994598000111,0.9818799305404449,0.0005804707404337694,0.10000000149011612,0.10000000149011612,0.0,0.02262324116743698,0.02146708578070769
Mouse,POLYIC_20190524_polyic___E3_P1_10,0.9794620484732909,0.9803886769012334,0.0009266284279425552,0.10000000149011612,0.10000000149011612,0.0,0.02491561696344552,0.02428948256320931
Mouse,POLYIC_20190524_polyic___E3_P1_12,0.9787804201913627,0.9811075138840754,0.0023270936927126673,0.10000000149011612,0.10000000149011612,0.0,0.026689191923131118,0.022431783124039987
Mouse,POLYIC_20190524_polyic___E3_P1_13,0.980219820296224,0.9804546644679121,0.00023484417168806448,0.10000000149011612,0.10000000149011612,0.0,0.023642062176327017,0.022715137463973415
Mouse,POLYIC_20190524_polyic___E3_P1_3,0.9764336529400994,0.9784898182130072,0.0020561652729077506,0.14142135834465194,0.10000000149011612,-0.041421356854535823,0.028711301388196785,0.0261028270461993
Mouse,POLYIC_20190524_polyic___E3_P1_4,0.9807887554225287,0.9825024498335879,0.0017136944110591745,0.10000000149011612,0.10000000149011612,0.0,0.023057890543396943,0.01993248816863001
Mouse,POLYIC_20190524_polyic___E3_P1_5,0.9788653358153455,0.9804524409434494,0.001587105128103894,0.10000000149011612,0.10000000149011612,0.0,0.02836738455578804,0.02520151864137257
Mouse,POLYIC_20190524_polyic___E3_P1_6,0.976444071616801,0.9767736881986837,0.0003296165818826857,0.14142135834465194,0.20000000298023224,0.058578644635580296,0.03079691263220829,0.032307816072831556
Mouse,POLYIC_20190524_polyic___E3_P1_7,0.9784941715140048,0.9800950000703357,0.0016008285563309244,0.10000000149011612,0.10000000149011612,0.0,0.02490220538732102,0.02265327562533711
Mouse,POLYIC_20190524_polyic___E3_P1_9,0.9815923768233753,0.9827343406854643,0.0011419638620889794,0.10000000149011612,0.10000000149011612,0.0,0.020744587988785052,0.019569387174867735
Mouse,POLYIC_20190524_polyic___E4_P1_1,0.9784569896782352,0.979999820867182,0.001542831188946714,0.10000000149011612,0.10000000149011612,0.0,0.027792490143404066,0.02491353837791525
Mouse,POLYIC_20190524_polyic___E4_P1_7,0.9789330210944218,0.9808393701291866,0.0019063490347648315,0.10000000149011612,0.10000000149011612,0.0,0.025593005832881585,0.022488495866184573
Mouse,POLYIC_20190524_polyic___E4_P1_9,0.975835941070989,0.9774006840305183,0.0015647429595292417,0.14142135834465194,0.10000000149011612,-0.041421356854535823,0.029718683697193,0.027699856770026513
Mouse,POLYIC_20190524_polyic___E8_P1_1,0.9762383323099486,0.9792139784658954,0.0029756461559468095,0.14142135834465194,0.10000000149011612,-0.041421356854535823,0.03096047760845959,0.02577737107139233
Mouse,POLYIC_20190524_polyic___E9_P1_1,0.9730556274894258,0.9716772342430999,-0.0013783932463258264,0.20000000298023224,0.22360680108197992,0.023606798101747678,0.046534533176108735,0.05152419841561236
Mouse,POLYIC_20190531_polyic_m__E3_P1,0.9798429838244038,0.9810072390441348,0.0011642552197309586,0.10000000149011612,0.10000000149011612,0.0,0.023989534995794457,0.02230905405610871
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,0.9790750692069695,0.9806205233318401,0.0015454541248706155,0.10000000149011612,0.10000000149011612,0.0,0.026007890295038947,0.02395297869639304
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,0.9800799604139024,0.9809041686842452,0.0008242082703427966,0.10000000149011612,0.10000000149011612,0.0,0.02342708637906802,0.022538995986828
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,0.9794262837219285,0.9791171074692111,-0.00030917625271742466,0.10000000149011612,0.10000000149011612,0.0,0.026312746754098084,0.027408033162743473
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,0.9795723118898712,0.9808358572718338,0.0012635453819626052,0.10000000149011612,0.10000000149011612,0.0,0.02536898507443814,0.024182070965079475
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,0.9821516336280757,0.9827218808821963,0.0005702472541205816,0.10000000149011612,0.10000000149011612,0.0,0.02127230388840247,0.02072238612448843
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,0.9820229914044932,0.9837929284385045,0.001769937034011293,0.10000000149011612,0.10000000149011612,0.0,0.021605006549793748,0.01831423049871365
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,0.9782849378491268,0.98153036518932,0.0032454273401931744,0.10000000149011612,0.10000000149011612,0.0,0.027111078051307243,0.023234037109264437
Mouse,POLYIC_20190531_polyic_m__E3_P1_4,0.9759028102262867,0.9767865148390568,0.0008837046127700976,0.20000000298023224,0.20000000298023224,0.0,0.034735625097164324,0.032216785506599586
Mouse,POLYIC_20190531_polyic_m__E3_P1_5,0.9797440578666863,0.9821953162061356,0.002451258339449369,0.10000000149011612,0.10000000149011612,0.0,0.025754049174193955,0.021418527623715662
Mouse,POLYIC_20190531_polyic_m__E3_P1_6,0.9789694735134614,0.9803324051209303,0.0013629316074689202,0.10000000149011612,0.10000000149011612,0.0,0.026347873037069168,0.02536000486864062
Mouse,POLYIC_20190531_polyic_m__E3_P1_7,0.9807858855683069,0.980640874897828,-0.0001450106704788956,0.10000000149011612,0.10000000149011612,0.0,0.023358279767458613,0.02458555905327241
Mouse,POLYIC_20190531_polyic_m__E3_P1_8,0.9793268087359602,0.9813019733554246,0.0019751646194643424,0.10000000149011612,0.10000000149011612,0.0,0.026475062103464772,0.022153962118674556
Mouse,POLYIC_20190531_polyic_m__E3_P1_9,0.9805135722590103,0.9827681716501537,0.0022545993911434747,0.10000000149011612,0.10000000149011612,0.0,0.024615693742786365,0.020770675959344134
Mouse,POLYIC_20190531_polyic_m__E5_P1_11,0.9790453004086601,0.9807007027009025,0.0016554022922423695,0.10000000149011612,0.10000000149011612,0.0,0.026185093275350804,0.023535774835706146
Mouse,POLYIC_20190612_polyic___E10_P1_1,0.9823748246630482,0.9823116149788799,-6.32096841682861e-05,0.10000000149011612,0.10000000149011612,0.0,0.01976970970185417,0.020074732664926525
Mouse,POLYIC_20190612_polyic___E12_P1,0.9822278530014693,0.9828044251179635,0.0005765721164942006,0.10000000149011612,0.10000000149011612,0.0,0.021329042576857592,0.02046647654543431
Mouse,POLYIC_20190612_polyic___E3_P1,0.9815566960027279,0.9825084510704689,0.0009517550677410336,0.10000000149011612,0.10000000149011612,0.0,0.02246175998375366,0.020842262678729746
Mouse,POLYIC_20190612_polyic___E3_P1_1,0.9816537988139197,0.9824411635200345,0.0007873647061148459,0.10000000149011612,0.10000000149011612,0.0,0.021656145522797463,0.021124424589253933
Mouse,POLYIC_20190612_polyic___E3_P1_2,0.9820203370746983,0.9817866971767835,-0.00023363989791480577,0.10000000149011612,0.10000000149011612,0.0,0.020703129682060433,0.021495233802820587
Mouse,POLYIC_20190612_polyic___E3_P1_3,0.9810555477594847,0.9812577110095072,0.00020216325002253566,0.10000000149011612,0.10000000149011612,0.0,0.022351527953660077,0.022648519199305654
Mouse,POLYIC_20190612_polyic___E3_P1_4,0.9816059569329845,0.9816182401548692,1.228322188473463e-05,0.10000000149011612,0.10000000149011612,0.0,0.0214875274861034,0.02216570892800299
Mouse,POLYIC_20190614_polyic___E3_P1,0.9822385724994692,0.9829964374730853,0.0007578649736160736,0.10000000149011612,0.10000000149011612,0.0,0.02087656607086709,0.019884250853450275
Mouse,POLYIC_20190614_polyic___E3_P1_1,0.9810156980712353,0.9819016964780423,0.0008859984068069204,0.10000000149011612,0.10000000149011612,0.0,0.0235942032164561,0.022840381319812246
Mouse,POLYIC_20190614_polyic___E3_P1_3,0.9798361636369679,0.98039477138345,0.0005586077464820871,0.10000000149011612,0.10000000149011612,0.0,0.026913371258009303,0.026683348702053362
Mouse,POLYIC_20190614_polyic___E3_P1_4,0.9817475534749371,0.9825068019830075,0.0007592485080704092,0.10000000149011612,0.10000000149011612,0.0,0.022446061391205963,0.021261372182948903
Mouse,POLYIC_20190614_polyic___E3_P1_5,0.9789771285657327,0.9802658920995063,0.001288763533773607,0.10000000149011612,0.10000000149011612,0.0,0.02748811164192572,0.026326373965883717
Mouse,POLYIC_20190614_polyic___E3_P1_6,0.9821217888545372,0.9828876727061415,0.0007658838516043653,0.10000000149011612,0.10000000149011612,0.0,0.022539770877514704,0.021246058394817146
Mouse,POLYIC_20190614_polyic___E4_P1_5,0.9817799368095277,0.9833814465163455,0.0016015097068178274,0.10000000149011612,0.10000000149011612,0.0,0.02219739145926697,0.01915204747229288
Mouse,POLYIC_20190618_mouse33__E3_P1,0.9806378487886942,0.9818517655075947,0.0012139167189004763,0.10000000149011612,0.10000000149011612,0.0,0.023970804621528136,0.021720276539006766
Mouse,POLYIC_20190618_mouse34__E3_P1,0.9807221321808032,0.9826750391895688,0.001952907008765603,0.10000000149011612,0.10000000149011612,0.0,0.024129337130656296,0.0205706310167996
Mouse,POLYIC_20190618_mouse35__E3_P1,0.9811905903653875,0.9812049317971605,1.434143177303504e-05,0.10000000149011612,0.10000000149011612,0.0,0.02278769567022354,0.022984683318906428
Mouse,POLYIC_20190618_mouse36__E3_P1,0.9813942635913478,0.9820146380380866,0.0006203744467387917,0.10000000149011612,0.10000000149011612,0.0,0.022459627007651896,0.020923661323915495
Mouse,POLYIC_20190619_mouse38__E3_P1,0.9795827903224377,0.9807979527327362,0.0012151624102985092,0.10000000149011612,0.10000000149011612,0.0,0.025345486174946457,0.02340716079685037
Mouse,POLYIC_20190619_mouse39__E3_P1,0.9816612079242863,0.9823623684324512,0.000701160508164822,0.10000000149011612,0.10000000149011612,0.0,0.022433551598412992,0.021323852728906335
Mouse,POLYIC_20190619_mouse42__E3_P1,0.9819466857670501,0.9833019122003771,0.0013552264333269726,0.10000000149011612,0.10000000149011612,0.0,0.021270493845654537,0.019842750454342493
Mouse,POLYIC_20190619_mouse43__E3_P1,0.9823107945408468,0.9829417553225187,0.0006309607816719076,0.10000000149011612,0.10000000149011612,0.0,0.02099578060472869,0.020097608884575145
Mouse,POLYIC_20190628_mouse33__E3_P1,0.9822463879597192,0.9830557912600764,0.0008094033003571699,0.10000000149011612,0.10000000149011612,0.0,0.021207623090680215,0.02050150845973875
Mouse,POLYIC_20190628_mouse34__E6_P1,0.9815154306359157,0.9821879975890825,0.0006725669531667533,0.10000000149011612,0.10000000149011612,0.0,0.022105979448186836,0.02130784185462493
Mouse,POLYIC_20190628_mouse35__E3_P1,0.9818923121822878,0.9826910287374426,0.0007987165551548436,0.10000000149011612,0.10000000149011612,0.0,0.022456243835319703,0.02074703328630247
Mouse,POLYIC_20190628_mouse36__E3_P1,0.9818653068461,0.9830248222738763,0.0011595154277763697,0.10000000149011612,0.10000000149011612,0.0,0.021095016996685707,0.019716250539931035
Mouse,POLYIC_20190629_polyic_mo__E3_P1,0.9825648806265436,0.983264430644687,0.00069955001814348,0.10000000149011612,0.10000000149011612,0.0,0.0208123997290862,0.0199361067557332
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,0.9778829788991887,0.9781320236410556,0.0002490447418668218,0.20000000298023224,0.14142135834465194,-0.058578644635580296,0.03220919818100256,0.03218311786466115
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,0.9798559059188421,0.9788828060813614,-0.0009730998374807287,0.10000000149011612,0.10000000149011612,0.0,0.025250253400660404,0.02626252027374755
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,0.9802870714134442,0.9811209388318418,0.000833867418397638,0.10000000149011612,0.10000000149011612,0.0,0.02920081505268195,0.0274586029522734
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,0.9813578375432201,0.9820014645489232,0.0006436270057030846,0.10000000149011612,0.10000000149011612,0.0,0.022598591648016985,0.02139041399106493
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,0.9819406509908615,0.982526914985769,0.0005862639949075765,0.10000000149011612,0.10000000149011612,0.0,0.022563394823380337,0.022372470344531322
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,0.9810138170360435,0.98021061286717,-0.0008032041688734726,0.10000000149011612,0.10000000149011612,0.0,0.022905076480833418,0.025118930020417814
