slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3526985218288072,0.2141068447412354,1883,0,1883,513,first 20%,True,True
1,0.5887615320100643,0.4171949286846276,1471,0,1471,1053,first 20%,True,True
2,0.8685142738070432,0.7675874769797422,620,11,631,2095,first 20%,True,True
3,0.8915500084331253,0.8043213633597078,596,47,643,2690,first 20%,True,True
4,0.9041647313825669,0.8250918338513704,562,57,619,2977,first 20%,True,True
5,0.9251399941055114,0.8607074307650123,436,72,508,3211,first 20%,True,True
6,0.9011239152084223,0.8200414293112377,504,191,695,3358,first 20%,True,True
7,0.9004121792314852,0.818863361547763,516,233,749,3619,middle 60%,True,True
8,0.9090909090909091,0.8333333333333334,579,145,724,3765,middle 60%,True,True
9,0.9199294532627866,0.8517308948399739,586,95,681,4007,middle 60%,True,True
10,0.9191038516720009,0.8503165203185624,620,113,733,4277,middle 60%,True,True
11,0.9310418445772843,0.8709806271220292,559,87,646,4448,middle 60%,True,True
12,0.9433684210526316,0.8928073321378761,482,56,538,4537,middle 60%,True,True
13,0.9618618002870617,0.9265257752320758,309,63,372,4754,middle 60%,True,True
14,0.9659250350771698,0.9340957549912774,287,53,340,4872,middle 60%,True,True
15,0.9596018735362998,0.9223410241980866,349,65,414,4982,middle 60%,True,True
16,0.9606253618992473,0.9242339832869081,346,62,408,5039,middle 60%,True,True
17,0.9623609095307208,0.9274524431182395,330,59,389,5032,middle 60%,True,True
18,0.9528506608798579,0.9099472494348154,417,61,478,4891,middle 60%,True,True
19,0.9451833937928255,0.8960641956438671,498,46,544,4736,middle 60%,True,True
20,0.9366015099803495,0.8807624975685664,552,61,613,4589,middle 60%,True,True
21,0.9245937161430119,0.8597622405802942,639,57,696,4324,middle 60%,True,True
22,0.9286944540130899,0.8668810289389067,574,47,621,4091,middle 60%,True,True
23,0.9226894988667842,0.8564749883122955,593,21,614,3685,middle 60%,True,True
24,0.9289768794129863,0.8673733195449845,483,30,513,3385,middle 60%,True,True
25,0.9228351406569228,0.8567259994163992,463,28,491,2964,middle 60%,True,True
26,0.8981567678272202,0.815140250084488,505,42,547,2454,middle 60%,True,True
27,0.8523663762655993,0.7427164546573656,582,45,627,1855,middle 60%,True,True
28,0.7828535669586983,0.6431876606683805,650,44,694,1295,last 20%,True,True
29,0.8271103896103896,0.7051903114186852,421,5,426,1024,last 20%,True,True
30,0.8807420494699647,0.7868981846882399,219,51,270,1048,last 20%,True,True
31,0.8879492600422833,0.7984790874524715,128,84,212,924,last 20%,True,True
32,0.8627450980392157,0.7586206896551724,111,92,203,730,last 20%,True,True
33,0.8016614745586709,0.6689774696707106,166,25,191,411,last 20%,True,True
34,0.847457627118644,0.7352941176470589,76,14,90,264,last 20%,True,True
