slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3230586840545347,0.19264757864969953,2284,0,2284,545,first 20%,True,True
1,0.6837678721614803,0.5194888178913738,1504,0,1504,1626,first 20%,True,True
2,0.84998362266623,0.739105667900883,913,3,916,2598,first 20%,True,True
3,0.8606336127290808,0.7553615960099751,962,19,981,3048,first 20%,True,True
4,0.8665248604094655,0.7644851043865822,975,29,1004,3288,first 20%,True,True
5,0.855144346941371,0.746945123305932,1109,30,1139,3392,first 20%,True,True
6,0.8699137616907567,0.7697764402407566,923,148,1071,3729,first 20%,True,True
7,0.8454758451411358,0.7323154232701972,1193,192,1385,3981,middle 60%,True,True
8,0.8474435072373216,0.7352728586917239,1396,69,1465,4138,middle 60%,True,True
9,0.8520675022204678,0.7422627235213205,1465,34,1499,4351,middle 60%,True,True
10,0.858083325496097,0.7514412782078735,1454,55,1509,4617,middle 60%,True,True
11,0.8696380385223783,0.7693447481066842,1315,86,1401,4759,middle 60%,True,True
12,0.9008519801516712,0.8195911413969336,1014,45,1059,4856,middle 60%,True,True
13,0.9171157777364802,0.8469195126136949,830,62,892,4997,middle 60%,True,True
14,0.933945796968305,0.8760772147535333,641,78,719,5161,middle 60%,True,True
15,0.944917972688113,0.895587213342599,552,49,601,5204,middle 60%,True,True
16,0.9444646758922068,0.8947731585302743,568,42,610,5229,middle 60%,True,True
17,0.9459358687546607,0.8974177573399363,525,55,580,5129,middle 60%,True,True
18,0.9514469762522835,0.9073904272877316,462,43,505,4991,middle 60%,True,True
19,0.9506148353827846,0.9058779058779058,450,48,498,4841,middle 60%,True,True
20,0.9474675596483885,0.9001789620202824,435,67,502,4594,middle 60%,True,True
21,0.9383412939643943,0.8838445807770962,501,67,568,4389,middle 60%,True,True
22,0.9091737891737892,0.8334726284997911,746,51,797,4040,middle 60%,True,True
23,0.8967830083219476,0.8128799819860392,788,43,831,3653,middle 60%,True,True
24,0.9038514824050984,0.8245702730030333,656,38,694,3300,middle 60%,True,True
25,0.8816364772017489,0.7883272828818766,703,55,758,2878,middle 60%,True,True
26,0.8547137729076139,0.7462883536786539,685,84,769,2346,middle 60%,True,True
27,0.7954843791021265,0.6604184829991282,736,43,779,1558,middle 60%,True,True
28,0.740819209039548,0.588334268087493,728,6,734,1055,last 20%,True,True
29,0.8360128617363344,0.7182320441988951,387,21,408,1061,last 20%,True,True
30,0.8906810035842294,0.802907915993538,212,32,244,1026,last 20%,True,True
31,0.9029395452024404,0.8230535894843276,129,46,175,860,last 20%,True,True
32,0.8661916072842438,0.7639664804469274,117,52,169,599,last 20%,True,True
33,0.7576126674786845,0.6098039215686275,178,21,199,332,last 20%,True,True
34,0.5260416666666666,0.3568904593639576,177,5,182,106,last 20%,True,True
