slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.5081830790568654,0.3406470806991447,1773,0,1773,916,first 20%,True,True
1,0.8149033672046224,0.687626092804304,929,0,929,2045,first 20%,True,True
2,0.9167094236360527,0.8462267129775813,432,55,487,2735,first 20%,True,True
3,0.9108669108669109,0.8363228699551569,513,71,584,3055,first 20%,True,True
4,0.9173756308579668,0.8473628129994673,476,97,573,3278,first 20%,True,True
5,0.9189340030696247,0.8500258131130615,438,143,581,3436,first 20%,True,True
6,0.9063545150501672,0.8287461773700305,465,263,728,3786,first 20%,True,True
7,0.8949805983226937,0.8099229723606706,657,182,839,3757,middle 60%,True,True
8,0.8917579250720461,0.8046598710214271,924,15,939,3883,middle 60%,True,True
9,0.8819510144013455,0.7888303873636705,1113,10,1123,4205,middle 60%,True,True
10,0.8900933453778982,0.801953336950624,1065,30,1095,4464,middle 60%,True,True
11,0.9066978648727698,0.8293204922418406,893,64,957,4714,middle 60%,True,True
12,0.9243601895734597,0.8593584772647163,735,63,798,4939,middle 60%,True,True
13,0.9409166206515737,0.8884254431699687,563,79,642,5191,middle 60%,True,True
14,0.9424810674359899,0.8912190963341858,546,92,638,5319,middle 60%,True,True
15,0.9418101545253863,0.8900200267022697,595,64,659,5397,middle 60%,True,True
16,0.9385170199665758,0.8841564468014584,652,47,699,5382,middle 60%,True,True
17,0.943470836703514,0.8929908132017693,578,51,629,5300,middle 60%,True,True
18,0.9443024105186267,0.8944819235426397,559,51,610,5222,middle 60%,True,True
19,0.9166207529843894,0.8460756060349212,865,43,908,5034,middle 60%,True,True
20,0.8969605721275995,0.8131718136836718,1045,50,1095,4816,middle 60%,True,True
21,0.8901076984443558,0.8019766397124888,1059,43,1102,4506,middle 60%,True,True
22,0.8828125,0.7902097902097902,1048,62,1110,4243,middle 60%,True,True
23,0.848912672207674,0.7374876360039565,1300,27,1327,3755,middle 60%,True,True
24,0.8619725470259278,0.7574268483359392,1051,35,1086,3426,middle 60%,True,True
25,0.8541846419327006,0.7454819277108434,944,70,1014,3040,middle 60%,True,True
26,0.8025609967122339,0.6702312138728324,1081,60,1141,2379,middle 60%,True,True
27,0.7608797379503978,0.6140483383685801,954,68,1022,1694,middle 60%,True,True
28,0.7389194435457781,0.5859415084658799,769,38,807,1180,last 20%,True,True
29,0.804858934169279,0.6734426229508197,483,15,498,1042,last 20%,True,True
30,0.8621128553245652,0.7576435495898584,264,61,325,1077,last 20%,True,True
31,0.8781204111600588,0.7827225130890052,154,95,249,992,last 20%,True,True
32,0.8817966903073287,0.7885835095137421,99,101,200,847,last 20%,True,True
33,0.8894308943089431,0.8008784773060029,67,69,136,616,last 20%,True,True
34,0.8376534788540245,0.7206572769953051,80,39,119,346,last 20%,True,True
