task,transform,self_consistency_dice,transformed_vs_expert_dice,baseline_vs_expert_dice,accuracy_delta,subject
lesion,axis2_+10deg,0.9754354371254115,0.933368712777876,0.9381863635010863,-0.004817650723210276,20170714CH_Exp7_ZFPtm1a_M28
lesion,axis2_+20deg,0.9711839103123856,0.9333530106257379,0.9381863635010863,-0.004833352875348362,20170714CH_Exp7_ZFPtm1a_M28
lesion,axis2_+30deg,0.9655308142150247,0.9310984770377353,0.9381863635010863,-0.007087886463351012,20170714CH_Exp7_ZFPtm1a_M28
lesion,resampling_floor,0.9999250093738282,0.8232078299973548,0.8232804232804233,-7.259328306852275e-05,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis0_+5deg,0.9479386096900391,0.8245707204815012,0.8232804232804233,0.0012902972010778724,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis0_+10deg,0.934672619047619,0.8133845885025336,0.8232804232804233,-0.00989583477788969,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis0_+20deg,0.8131587352283616,0.6797452602298514,0.8232804232804233,-0.1435351630505719,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis0_+30deg,0.4955352010117656,0.38590812896800697,0.8232804232804233,-0.4373722943124163,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis1_+5deg,0.9521260324258183,0.8422667388558022,0.8232804232804233,0.018986315575378887,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis1_+10deg,0.9432247130421385,0.8490033676162738,0.8232804232804233,0.02572294433585054,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis1_+20deg,0.8350828729281768,0.7469165465321159,0.8232804232804233,-0.07636387674830736,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis1_+30deg,0.6892722371967654,0.5631795119594105,0.8232804232804233,-0.26010091132101276,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis2_+5deg,0.9524308936999026,0.8204315279612505,0.8232804232804233,-0.0028488953191727617,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis2_+10deg,0.9508564589722492,0.8186373626373626,0.8232804232804233,-0.004643060643060637,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis2_+20deg,0.9344409519533005,0.8168543279380718,0.8232804232804233,-0.006426095342351501,20170714CH_Exp7_ZFPtm1a_M29
lesion,axis2_+30deg,0.9090506095308459,0.8028767004592323,0.8232804232804233,-0.02040372282119096,20170714CH_Exp7_ZFPtm1a_M29
