task,transform,stage,relative_l2,cosine,subject
lesion,axis2_+30deg,encoder_level4,0.28880733251571655,0.9574692249298096,20170222CH_Exp3_zfp_M03
lesion,axis2_+30deg,canvas_level4,0.28880733251571655,0.9574692249298096,20170222CH_Exp3_zfp_M03
lesion,axis2_+30deg,canvas_level3,0.3716866374015808,0.9289426207542419,20170222CH_Exp3_zfp_M03
lesion,axis2_+30deg,canvas_level2,0.4598686397075653,0.8896396160125732,20170222CH_Exp3_zfp_M03
lesion,axis2_+30deg,canvas_level1,0.3620535731315613,0.9326426386833191,20170222CH_Exp3_zfp_M03
lesion,axis2_+30deg,canvas_level0,0.378458708524704,0.9264630079269409,20170222CH_Exp3_zfp_M03
lesion,axis2_+30deg,output_logits,0.23781386017799377,0.9715280532836914,20170222CH_Exp3_zfp_M03
lesion,axis2_+30deg,query_mask_embedding,0.03167484328150749,0.9995180368423462,20170222CH_Exp3_zfp_M03
lesion,resampling_floor,input,1.8680318589758826e-06,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,encoder_level0,1.9017003069166094e-05,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,encoder_level1,1.984524897125084e-05,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,encoder_level2,2.303004112036433e-05,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,encoder_level3,6.134072236818611e-07,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,encoder_level4,4.460875970835332e-06,0.9999999403953552,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,canvas_level4,4.460875970835332e-06,0.9999999403953552,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,canvas_level3,7.23830598872155e-05,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,canvas_level2,0.00015997583977878094,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,canvas_level1,0.00016952464648056775,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,canvas_level0,0.00022620460367761552,0.9999998807907104,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,output_logits,6.845260213594884e-05,1.0,20170222CH_Exp3_zfp_M08
lesion,resampling_floor,query_mask_embedding,3.3171709219459444e-06,1.0,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,input,0.12471116334199905,0.9924395680427551,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,encoder_level0,0.3874935805797577,0.9230244159698486,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,encoder_level1,0.2524144649505615,0.9676852226257324,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,encoder_level2,0.27437737584114075,0.9616355895996094,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,encoder_level3,0.23064106702804565,0.973038911819458,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,encoder_level4,0.16292758285999298,0.9868814945220947,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,canvas_level4,0.16292758285999298,0.9868814945220947,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,canvas_level3,0.30411991477012634,0.9526909589767456,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,canvas_level2,0.3169710040092468,0.9484424591064453,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,canvas_level1,0.24084608256816864,0.9705721139907837,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,canvas_level0,0.2022344022989273,0.9793822765350342,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,output_logits,0.07754756510257721,0.9969898462295532,20170222CH_Exp3_zfp_M08
lesion,axis0_+5deg,query_mask_embedding,0.007274254225194454,0.9999743103981018,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,input,0.12836243212223053,0.9919897317886353,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,encoder_level0,0.4217553734779358,0.9076036214828491,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,encoder_level1,0.2626284956932068,0.9649246335029602,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,encoder_level2,0.31756120920181274,0.9482733011245728,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,encoder_level3,0.24449722468852997,0.9696530103683472,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,encoder_level4,0.24210241436958313,0.9709423184394836,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,canvas_level4,0.24210241436958313,0.9709423184394836,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,canvas_level3,0.35914596915245056,0.9333229064941406,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,canvas_level2,0.39602309465408325,0.9187260866165161,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,canvas_level1,0.29430249333381653,0.9558254480361938,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,canvas_level0,0.24701303243637085,0.9691824913024902,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,output_logits,0.10085078328847885,0.9949022531509399,20170222CH_Exp3_zfp_M08
lesion,axis0_+10deg,query_mask_embedding,0.00975797139108181,0.99995356798172,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,input,0.129762664437294,0.991823673248291,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,encoder_level0,0.49860480427742004,0.8669033050537109,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,encoder_level1,0.3342032730579376,0.9425121545791626,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,encoder_level2,0.3861859440803528,0.9227926731109619,20170222CH_Exp3_zfp_M08
