transform,stage,n,mean_relative_l2,sd_relative_l2,mean_cosine
axis2_+20deg,input,15,0.10127894630034764,0.0036910166437414526,0.9950060288111369
axis2_+20deg,encoder_level0,15,0.41142959197362267,0.003054280466537713,0.9118062814076742
axis2_+20deg,encoder_level1,15,0.28438400228818256,0.0017332947888586258,0.9587107261021932
axis2_+20deg,encoder_level2,15,0.32470770279566447,0.0020045173780653056,0.9458308974901836
axis2_+20deg,encoder_level3,15,0.21491980652014414,0.004743948681317425,0.9766199111938476
axis2_+20deg,encoder_level4,15,0.23019659916559856,0.005388956036903109,0.9732117454210917
axis2_+20deg,canvas_level4,15,0.23019659916559856,0.005388956036903109,0.9732117454210917
axis2_+20deg,canvas_level3,15,0.333069258928299,0.006088939293309356,0.9430716554323832
axis2_+20deg,canvas_level2,15,0.3973559101422628,0.0033653907531516185,0.9182072798411052
axis2_+20deg,canvas_level1,15,0.30544023315111796,0.004084758277800492,0.9523378888765971
axis2_+20deg,canvas_level0,15,0.3056896289189657,0.0035107654194335954,0.9523695270220439
axis2_+20deg,output_logits,15,0.1795786420504252,0.0021500935403880013,0.9838558475176493
axis2_+20deg,query_mask_embedding,15,0.02232206513484319,0.00689335418836777,0.9997396389643352
axis2_+30deg,input,15,0.10374130060275395,0.0035363502896465044,0.9947555065155029
axis2_+30deg,encoder_level0,15,0.47600969672203064,0.0029233928235431615,0.8794362902641296
axis2_+30deg,encoder_level1,15,0.34450123508771263,0.0016307039203260756,0.9388801256815592
axis2_+30deg,encoder_level2,15,0.3918327073256175,0.002028102861473993,0.9202736179033916
axis2_+30deg,encoder_level3,15,0.24501157104969024,0.003915958400563041,0.9695125500361125
axis2_+30deg,encoder_level4,15,0.2849001963933309,0.005922577998121167,0.9585553566614787
axis2_+30deg,canvas_level4,15,0.2849001963933309,0.005922577998121167,0.9585553566614787
axis2_+30deg,canvas_level3,15,0.37612426082293193,0.007096949686405454,0.9271500507990519
axis2_+30deg,canvas_level2,15,0.4640512724717458,0.004432044436364035,0.8875047485033671
axis2_+30deg,canvas_level1,15,0.3680070479710897,0.0062358254018455754,0.9303411642710367
axis2_+30deg,canvas_level0,15,0.37641279101371766,0.004074351700931775,0.9272546609242757
axis2_+30deg,output_logits,15,0.23815753658612568,0.002038017855134858,0.9714027484258015
axis2_+30deg,query_mask_embedding,15,0.02620816541214784,0.005424908552699261,0.9996585408846538
