slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.5439629785443837,0.3735914475585091,2168,0,2168,1293,first 20%,True,True
1,0.6814206674995538,0.5167839740119112,1785,0,1785,1909,first 20%,True,True
2,0.8055051421657592,0.6743479361863763,1277,9,1286,2672,first 20%,True,True
3,0.836528221512247,0.7189931350114417,1222,6,1228,3148,first 20%,True,True
4,0.86848760748609,0.767545820295038,1022,18,1040,3452,first 20%,True,True
5,0.8787068546426835,0.7836548883589854,856,142,998,3757,first 20%,True,True
6,0.8881387498544989,0.798785594639866,786,175,961,3990,first 20%,True,True
7,0.8782858405124807,0.7829854273335959,1047,55,1102,4031,middle 60%,True,True
8,0.8854848933023453,0.7945023696682465,1072,12,1084,4203,middle 60%,True,True
9,0.906140438745868,0.8283882783882784,920,17,937,4540,middle 60%,True,True
10,0.9162542455118874,0.8454512893982808,858,5,863,4726,middle 60%,True,True
11,0.9364990689013035,0.8805813342672036,669,13,682,5042,middle 60%,True,True
12,0.9584522111269614,0.9202191405581236,426,40,466,5415,middle 60%,True,True
13,0.9573368374945247,0.9181650142833138,411,76,487,5540,middle 60%,True,True
14,0.9587378640776699,0.9207459207459208,434,42,476,5572,middle 60%,True,True
15,0.9594325750367615,0.9220282626766417,421,48,469,5594,middle 60%,True,True
16,0.953615520282187,0.9113433338951626,466,60,526,5467,middle 60%,True,True
17,0.942319920065401,0.8909309515630368,521,114,635,5301,middle 60%,True,True
18,0.9468074983347606,0.898988073726057,517,42,559,5017,middle 60%,True,True
19,0.9355191256830601,0.8788501026694046,546,103,649,4811,middle 60%,True,True
20,0.9320062860136197,0.872670198155778,525,124,649,4572,middle 60%,True,True
21,0.933452234979378,0.8752090301003345,501,96,597,4283,middle 60%,True,True
22,0.9382924767540152,0.8837579617834395,467,44,511,3929,middle 60%,True,True
23,0.9344978165938864,0.8770491803278688,472,23,495,3554,middle 60%,True,True
24,0.9371239470517448,0.8816869515992075,386,32,418,3147,middle 60%,True,True
25,0.9262599469496021,0.8626482213438735,401,16,417,2635,middle 60%,True,True
26,0.9253226147662366,0.8610236220472441,334,19,353,2206,middle 60%,True,True
27,0.9178367134685388,0.8481499279192696,297,19,316,1784,last 20%,True,True
28,0.9085640695428203,0.8324483775811209,228,56,284,1467,last 20%,True,True
29,0.9213197969543148,0.8541176470588235,95,91,186,1180,last 20%,True,True
30,0.9214549288350027,0.8543499511241447,26,123,149,997,last 20%,True,True
31,0.8505603985056039,0.7399783315276273,7,233,240,916,last 20%,True,True
32,0.8395677472984207,0.7234957020057307,28,165,193,670,last 20%,True,True
33,0.7452054794520548,0.5938864628820961,1,185,186,457,last 20%,True,True
34,1.0,1.0,0,0,0,0,empty expert,False,False
