scan_id,mouse_id,timepoint,geometry_correction_status,dice,iou,precision,recall,false_positives,false_negatives,hd95,brain_volume_voxels,brain_volume_mm3,expert_brain_volume_mm3,predicted_brain_volume_mm3,volume_error_percentage,inference_seconds,slice_count,spacing_x,spacing_y,spacing_z,mean_spacing,image_path,ground_truth_path,prediction_path
POLYIC_20190517_mouse37__E3_P1,mouse-37,20190517,original_geometry_valid,0.9201906588337685,0.8521788280162687,0.8632350205810634,0.9851929985178008,47057,4464,1.643943211785505,301479,447.1401585514541,447.1401585514541,510.31218968192115,14.128015550005141,9.775163917000015,43,0.0703125,0.0703125,0.3000001907348633,0.14687506357828775,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse37__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse37__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190517_mouse37__E3_P1_prediction.nii.gz
POLYIC_20190517_mouse38__E3_P1,mouse-38,20190517,original_geometry_valid,0.9025916281556894,0.8224756173910613,0.8387199573241002,0.9769933354072142,21762,2665,4.311612157870837,115836,463.34415880036795,463.34415880036795,539.7321849805764,16.48623916571706,9.823285083999991,35,0.10000000149011612,0.10000000149011612,0.40000012516975403,0.20000004271666208,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse38__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse38__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190517_mouse38__E3_P1_prediction.nii.gz
POLYIC_20190517_mouse39__E12_P1,mouse-39,20190517,original_geometry_valid,0.9230808187126315,0.8571495751532858,0.8664060225469128,0.9876891918898466,44968,3635,4.246689043251067,295269,437.9297645120532,437.9297645120532,499.233020040323,13.99842177810742,9.657389832999996,43,0.0703125,0.0703125,0.3000001907348633,0.14687506357828775,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse39__E12_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse39__E12_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190517_mouse39__E12_P1_prediction.nii.gz
POLYIC_20190517_mouse40__E3_P1,mouse-40,20190517,original_geometry_valid,0.9384235837366574,0.8839906099691455,0.8977992185712623,0.9828985962721822,12817,1959,0.5385164887379713,114552,458.20802048349407,458.20802048349407,501.6400224250558,9.478664711222853,9.68194895800002,35,0.10000000149011612,0.10000000149011612,0.4000000059604645,0.20000000298023224,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse40__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse40__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190517_mouse40__E3_P1_prediction.nii.gz
POLYIC_20190517_mouse41__E3_P1,mouse-41,20190517,original_geometry_valid,0.8783533835782282,0.7830927947597277,0.8005266164337393,0.9729423119276535,28636,3196,5.310555532927822,118118,472.4719859192364,472.4719859192364,574.2319828865519,21.537784249648663,9.731066583,35,0.10000000149011612,0.10000000149011612,0.3999999761581421,0.19999999304612479,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse41__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse41__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190517_mouse41__E3_P1_prediction.nii.gz
POLYIC_20190517_mouse42__E4_P1,mouse-42,20190517,original_geometry_valid,0.8932941222035641,0.8071648846662542,0.8213807924526515,0.9790079896881302,25101,2475,4.700000070035458,117902,471.6077751197745,471.6077751197745,562.111731964103,19.190514155824335,9.873630958000035,35,0.10000000149011612,0.10000000149011612,0.39999979734420776,0.19999993344148,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse42__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse42__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190517_mouse42__E4_P1_prediction.nii.gz
POLYIC_20190517_mouse43__E3_P1,mouse-43,20190517,original_geometry_valid,0.8655824344118395,0.763019245009472,0.7723505149371881,0.9844128012603353,34661,1862,4.346607769869735,119457,477.8277009519246,477.8277009519246,609.0236188430669,27.456741756447933,9.777009209000028,35,0.10000000149011612,0.10000000149011612,0.399999737739563,0.19999991357326508,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse43__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse43__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190517_mouse43__E3_P1_prediction.nii.gz
POLYIC_20190517_mouse44__E3_P1,mouse-44,20190517,original_geometry_valid,0.8884479017875683,0.7992858843269096,0.8116341386060835,0.9813209752854608,27275,2237,3.93573417111899,119760,479.0405210924301,479.0405210924301,579.1926300362533,20.90681362725451,9.749293292000004,35,0.10000000149011612,0.10000000149011612,0.4000004231929779,0.20000014205773672,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse44__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse44__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190517_mouse44__E3_P1_prediction.nii.gz
POLYIC_20190524_polyic___E3_P1,anonymous-POLYIC_20190524_polyic___E3_P1,20190524,original_geometry_valid,0.8014522711688036,0.6686861540031533,0.6924259472673471,0.9512284990248191,47017,5427,5.099019589574096,111274,445.0955887882584,445.0955887882584,611.4554350929087,37.3762064812984,9.840386166999963,37,0.10000000149011612,0.10000000149011612,0.39999961853027344,0.19999987383683523,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz
POLYIC_20190524_polyic___E3_P1_1,anonymous-POLYIC_20190524_polyic___E3_P1_1,20190524,original_geometry_valid,0.9025755967475514,0.8224489942811412,0.8427149268034756,0.9715907160115208,21345,3344,4.680918664951006,117708,470.8321262869869,470.8321262869869,542.8361455999652,15.292928263159679,9.58532754099997,36,0.10000000149011612,0.10000000149011612,0.40000009536743164,0.20000003278255463,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mouse_external_evaluation/native_predictions/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz
