slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.49730700179533216,0.3309438470728793,1680,0,1680,831,first 20%,True,True
1,0.6905852417302799,0.5273999222697241,1216,0,1216,1357,first 20%,True,True
2,0.8599738268835296,0.7543456871105281,746,3,749,2303,first 20%,True,True
3,0.8708978328173375,0.7713188922401975,778,56,834,2869,first 20%,True,True
4,0.8881770529994176,0.7988475641697224,630,138,768,3188,first 20%,True,True
5,0.8996049584525269,0.8175290913592473,595,142,737,3444,first 20%,True,True
6,0.8784852807677344,0.7833024976873265,618,319,937,3706,first 20%,True,True
7,0.8819891455256847,0.7888913976066833,612,323,935,3817,first 20%,True,True
8,0.8937412720578901,0.8078953408308469,714,123,837,3643,middle 60%,True,True
9,0.8826682549136391,0.7899786780383795,906,79,985,3784,middle 60%,True,True
10,0.893353941267388,0.8072625698324022,877,89,966,4135,middle 60%,True,True
11,0.9155470249520153,0.8442477876106195,722,70,792,4363,middle 60%,True,True
12,0.9325622224517195,0.8736455108359134,581,72,653,4587,middle 60%,True,True
13,0.9418524021792967,0.8900954877363789,539,48,587,4802,middle 60%,True,True
14,0.9588509316770186,0.9209545115585384,377,47,424,4987,middle 60%,True,True
15,0.9627814943936681,0.928234011627907,331,64,395,5173,middle 60%,True,True
16,0.9605482496758659,0.9240912330719886,391,35,426,5221,middle 60%,True,True
17,0.9617233727810651,0.9262689225289403,376,38,414,5239,middle 60%,True,True
18,0.9620679966282664,0.9269085002707093,353,52,405,5188,middle 60%,True,True
19,0.9656354117087101,0.9335542057794957,320,41,361,5113,middle 60%,True,True
20,0.9644012944983819,0.93125,321,42,363,4959,middle 60%,True,True
21,0.964546191247974,0.931520250440227,293,57,350,4818,middle 60%,True,True
22,0.9365770742590035,0.8807192807192807,554,43,597,4451,middle 60%,True,True
23,0.9274640715174833,0.8647393964971513,595,46,641,4144,middle 60%,True,True
24,0.9369391824526421,0.8813599062133646,457,49,506,3808,middle 60%,True,True
25,0.9408022130013831,0.8882214677461479,361,67,428,3468,middle 60%,True,True
26,0.9509279647687953,0.9064467766116941,235,77,312,3100,middle 60%,True,True
27,0.9443507588532883,0.8945686900958466,213,84,297,2604,middle 60%,True,True
28,0.9101825168107589,0.8351696782723667,318,56,374,1951,middle 60%,True,True
29,0.8710999054522534,0.7716359575656058,357,52,409,1434,middle 60%,True,True
30,0.8894854586129753,0.8009669621273167,210,37,247,1031,last 20%,True,True
31,0.9194270367054611,0.8508699254349628,137,43,180,1070,last 20%,True,True
32,0.9218604651162791,0.8550474547023296,85,83,168,1074,last 20%,True,True
33,0.9134615384615384,0.8407079646017699,39,123,162,978,last 20%,True,True
34,0.8924205378973105,0.8057395143487859,55,121,176,851,last 20%,True,True
35,0.8202054794520548,0.6952104499274311,81,129,210,608,last 20%,True,True
36,0.8355957767722474,0.7176165803108808,47,62,109,339,last 20%,True,True
37,0.6083650190114068,0.4371584699453552,54,49,103,129,last 20%,True,True
