transform,stage,n,mean_relative_l2,sd_relative_l2,mean_cosine
resampling_floor,input,6,1.7102706427370624e-06,2.0914907507008657e-07,0.999999980131785
resampling_floor,encoder_level0,6,1.872897731421593e-05,7.105132311653346e-07,1.0000000099341075
resampling_floor,encoder_level1,6,1.845082473058331e-05,1.2330833131491204e-06,1.0
resampling_floor,encoder_level2,6,2.0841782315983437e-05,2.018238100858348e-06,0.9999999701976776
resampling_floor,encoder_level3,6,9.128546404705654e-07,6.299316889749238e-08,0.9999999900658926
resampling_floor,encoder_level4,6,3.549003054104105e-06,6.075765469952692e-07,0.9999999900658926
resampling_floor,output_logits,6,0.00011266386475957309,2.2818606836486412e-06,0.999999980131785
axis0_+5deg,input,6,0.11751959597071011,0.01606270554675617,0.9932057758172353
axis0_+5deg,encoder_level0,6,0.3666028330723445,0.021368425535028816,0.9311081369717916
axis0_+5deg,encoder_level1,6,0.2552109584212303,0.0046199299591544165,0.9670042196909586
axis0_+5deg,encoder_level2,6,0.2769043892621994,0.008844824796719887,0.9609101613362631
axis0_+5deg,encoder_level3,6,0.26254237443208694,0.037477581563946656,0.9641664723555247
axis0_+5deg,encoder_level4,6,0.1318573815127214,0.00839134339733512,0.9916847745577494
axis0_+5deg,output_logits,6,0.15042626609404883,0.018212113190405225,0.9884664217631022
axis0_+10deg,input,6,0.11508052796125412,0.01622752402264183,0.9934864540894827
axis0_+10deg,encoder_level0,6,0.3815380781888962,0.020654154120161153,0.9248653948307037
axis0_+10deg,encoder_level1,6,0.27394095559914905,0.0028812615977411894,0.9618228177229563
axis0_+10deg,encoder_level2,6,0.299465075135231,0.004675378570685132,0.954103042682012
axis0_+10deg,encoder_level3,6,0.3055634746948878,0.024850335954401753,0.951816976070404
axis0_+10deg,encoder_level4,6,0.2051763484875361,0.012514855435303139,0.979846308628718
axis0_+10deg,output_logits,6,0.1637416109442711,0.01682813413528337,0.9863887627919515
axis0_+20deg,input,6,0.11325971161325772,0.01604749243229047,0.9937071700890859
axis0_+20deg,encoder_level0,6,0.4493850866953532,0.022088720567132177,0.8930987318356832
axis0_+20deg,encoder_level1,6,0.3308503081401189,0.00301790897564942,0.943687895933787
axis0_+20deg,encoder_level2,6,0.3651791165272395,0.005997608123731339,0.9310063719749451
axis0_+20deg,encoder_level3,6,0.31893999377886456,0.026899633857431045,0.9473517636458079
axis0_+20deg,encoder_level4,6,0.31490178406238556,0.010694507041991484,0.9508561988671621
axis0_+20deg,output_logits,6,0.21918502698342004,0.013753615700508343,0.9756354093551636
axis0_+30deg,input,6,0.11151204258203506,0.01619685269055316,0.9939123690128326
axis0_+30deg,encoder_level0,6,0.5122513175010681,0.021499979646176923,0.858632763226827
axis0_+30deg,encoder_level1,6,0.3891531676054001,0.0029999924119367195,0.9212027192115784
axis0_+30deg,encoder_level2,6,0.42754679918289185,0.004137099854774605,0.9044281045595804
axis0_+30deg,encoder_level3,6,0.32513990501562756,0.027827252384998006,0.9452095131079356
axis0_+30deg,encoder_level4,6,0.39219994843006134,0.0035709816916422907,0.9204340974489847
axis0_+30deg,output_logits,6,0.263776366909345,0.010007745881848313,0.9646353920300802
axis1_+5deg,input,6,0.10151867320140202,0.009033075377846058,0.9949268102645874
axis1_+5deg,encoder_level0,6,0.33940604825814563,0.02795162064046829,0.9405729571978251
axis1_+5deg,encoder_level1,6,0.23181267082691193,0.014558582552458095,0.9726832012335459
axis1_+5deg,encoder_level2,6,0.2581822797656059,0.02497981647345485,0.9658102095127106
axis1_+5deg,encoder_level3,6,0.2522492731610934,0.007657209075164458,0.9676675299803416
axis1_+5deg,encoder_level4,6,0.14446667085091272,0.013522815597332462,0.9897204637527466
axis1_+5deg,output_logits,6,0.12006987258791924,0.006435200878044216,0.9927741686503092
axis1_+10deg,input,6,0.10469281673431396,0.010559433525907875,0.9945860703786215
axis1_+10deg,encoder_level0,6,0.3590377966562907,0.027861508719919305,0.9330572883288065
axis1_+10deg,encoder_level1,6,0.2501530001560847,0.011812248878648257,0.9681333700815836
axis1_+10deg,encoder_level2,6,0.2870415697495143,0.024943541040170263,0.9575804571310679
axis1_+10deg,encoder_level3,6,0.26819122831026715,0.007647945771465867,0.9633440673351288
axis1_+10deg,encoder_level4,6,0.22307966649532318,0.021846791681346973,0.9753400186697642
axis1_+10deg,output_logits,6,0.13885950793822607,0.004133658647518262,0.9903187950452169
axis1_+20deg,input,6,0.13671705747644106,0.026142211193682437,0.9904017547766367
axis1_+20deg,encoder_level0,6,0.43608194092909497,0.02333663959103067,0.8996113141377767
axis1_+20deg,encoder_level1,6,0.3302093545595805,0.008611487205829554,0.9440145889918009
axis1_+20deg,encoder_level2,6,0.36647552251815796,0.02024860432728395,0.9302728573481241
axis1_+20deg,encoder_level3,6,0.2886208047469457,0.006242824114971389,0.9574326475461324
axis1_+20deg,encoder_level4,6,0.3174883673588435,0.031228360684180636,0.9481971363226572
axis1_+20deg,output_logits,6,0.21240725616614023,0.00355048680485914,0.9771921634674072
axis1_+30deg,input,6,0.17332187046607336,0.03841627597893967,0.9842351575692495
axis1_+30deg,encoder_level0,6,0.5076225946346918,0.019891844019791244,0.8624525666236877
axis1_+30deg,encoder_level1,6,0.3994795233011246,0.007769917616162283,0.917432963848114
axis1_+30deg,encoder_level2,6,0.43835894266764325,0.018833562635584306,0.899201879898707
axis1_+30deg,encoder_level3,6,0.31432077288627625,0.004286767101391032,0.9493151108423868
axis1_+30deg,encoder_level4,6,0.3914954165617625,0.042109151953014956,0.9190860788027445
axis1_+30deg,output_logits,6,0.2664255251487096,0.010563246489320948,0.9638725419839224
axis2_+5deg,input,6,0.09942410265405972,0.021024155492603613,0.99501500527064
axis2_+5deg,encoder_level0,6,0.32332996527353924,0.013330439907654227,0.9469183186690012
axis2_+5deg,encoder_level1,6,0.22365382313728333,0.021844416880409123,0.9744940797487894
axis2_+5deg,encoder_level2,6,0.2557116498549779,0.014323979725269729,0.9667210082213084
axis2_+5deg,encoder_level3,6,0.26496843496958417,0.04224853772093856,0.9632865687211355
axis2_+5deg,encoder_level4,6,0.13085635751485825,0.017654698272997527,0.9916336139043173
axis2_+5deg,output_logits,6,0.13883567104736963,0.005904272259591203,0.9903894464174906
axis2_+10deg,input,6,0.09832178925474484,0.020861468727451732,0.9951272010803223
axis2_+10deg,encoder_level0,6,0.3418954213460286,0.013263049529292584,0.9401799937089285
axis2_+10deg,encoder_level1,6,0.24304684499899545,0.01980771279600752,0.9698508183161417
axis2_+10deg,encoder_level2,6,0.2742092361052831,0.017785670311441428,0.9615131119887034
axis2_+10deg,encoder_level3,6,0.29421735803286236,0.03841210270176594,0.9549020727475485
axis2_+10deg,encoder_level4,6,0.2019729589422544,0.033737530105119075,0.9796242018540701
axis2_+10deg,output_logits,6,0.1549198478460312,0.005160937964563578,0.9880323112010956
axis2_+20deg,input,6,0.0964948336283366,0.020883186293280856,0.9953107138474783
axis2_+20deg,encoder_level0,6,0.40688109894593555,0.01173312045691974,0.9134961366653442
axis2_+20deg,encoder_level1,6,0.3079790125290553,0.02158867072245392,0.9511235853036245
axis2_+20deg,encoder_level2,6,0.34836961328983307,0.020134636974874998,0.9371150732040405
axis2_+20deg,encoder_level3,6,0.3042776882648468,0.04922815932501803,0.9511650602022806
axis2_+20deg,encoder_level4,6,0.2949773172537486,0.05412821411115879,0.9543921649456024
axis2_+20deg,output_logits,6,0.21172859271367392,0.005254157199112143,0.9774515529473623
axis2_+30deg,input,6,0.0951208546757698,0.02057014252919412,0.9954549272855123
axis2_+30deg,encoder_level0,6,0.46975263953208923,0.010943992892845677,0.8827745815118154
axis2_+30deg,encoder_level1,6,0.3669515748818715,0.02447107993670282,0.9298995534578959
axis2_+30deg,encoder_level2,6,0.41991690794626874,0.02282893555634151,0.9074625273545583
axis2_+30deg,encoder_level3,6,0.3354901323715846,0.05224365714657237,0.9403867324193319
axis2_+30deg,encoder_level4,6,0.3704322775204976,0.07009624453940101,0.9257373114426931
axis2_+30deg,output_logits,6,0.2626042564709981,0.004761895528137451,0.965024600426356
