transform,stage,relative_l2,cosine,subject
resampling_floor,input,1.8405938817522838e-06,1.0,064
resampling_floor,encoder_level0,1.803374289011117e-05,1.0,064
resampling_floor,encoder_level1,1.7508678865851834e-05,1.0000001192092896,064
resampling_floor,encoder_level2,1.886932659544982e-05,0.9999999403953552,064
resampling_floor,encoder_level3,1.0121993909706362e-06,1.0,064
resampling_floor,encoder_level4,3.18364755003131e-06,1.0,064
resampling_floor,output_logits,0.00011480338434921578,0.9999999403953552,064
axis0_+5deg,input,0.11577770859003067,0.9936857223510742,064
axis0_+5deg,encoder_level0,0.3196048438549042,0.9485544562339783,064
axis0_+5deg,encoder_level1,0.2562592923641205,0.9668023586273193,064
axis0_+5deg,encoder_level2,0.26916879415512085,0.9632014036178589,064
axis0_+5deg,encoder_level3,0.31187042593955994,0.9501856565475464,064
axis0_+5deg,encoder_level4,0.13212601840496063,0.9916498064994812,064
axis0_+5deg,output_logits,0.1221533864736557,0.9925235509872437,064
axis0_+10deg,input,0.11461756378412247,0.9938198924064636,064
axis0_+10deg,encoder_level0,0.3365187644958496,0.9423685073852539,064
axis0_+10deg,encoder_level1,0.2711184322834015,0.9626809358596802,064
axis0_+10deg,encoder_level2,0.29759275913238525,0.9547078013420105,064
axis0_+10deg,encoder_level3,0.3389873802661896,0.9408056735992432,064
axis0_+10deg,encoder_level4,0.21429851651191711,0.9778597950935364,064
axis0_+10deg,output_logits,0.13726189732551575,0.9905350804328918,064
axis0_+20deg,input,0.11342273652553558,0.9939651489257812,064
axis0_+20deg,encoder_level0,0.4027980864048004,0.915381908416748,064
axis0_+20deg,encoder_level1,0.32876354455947876,0.9444396495819092,064
axis0_+20deg,encoder_level2,0.3604268431663513,0.9328030347824097,064
axis0_+20deg,encoder_level3,0.3556787669658661,0.9346104860305786,064
axis0_+20deg,encoder_level4,0.3237983286380768,0.9477969408035278,064
axis0_+20deg,output_logits,0.1977711021900177,0.9802765846252441,064
axis0_+30deg,input,0.11154135316610336,0.994182825088501,064
axis0_+30deg,encoder_level0,0.4672147035598755,0.8842922449111938,064
axis0_+30deg,encoder_level1,0.3863297998905182,0.9223766922950745,064
axis0_+30deg,encoder_level2,0.4249679744243622,0.9054866433143616,064
axis0_+30deg,encoder_level3,0.3613963723182678,0.9324151277542114,064
axis0_+30deg,encoder_level4,0.39108315110206604,0.920745849609375,064
axis0_+30deg,output_logits,0.2499268352985382,0.9684973955154419,064
axis1_+5deg,input,0.10458246618509293,0.9946776628494263,064
axis1_+5deg,encoder_level0,0.32092347741127014,0.9475152492523193,064
axis1_+5deg,encoder_level1,0.21708731353282928,0.97618567943573,064
axis1_+5deg,encoder_level2,0.22673405706882477,0.974066972732544,064
axis1_+5deg,encoder_level3,0.2594194710254669,0.9658504724502563,064
axis1_+5deg,encoder_level4,0.12366104125976562,0.9924705624580383,064
axis1_+5deg,output_logits,0.11739115417003632,0.9930858016014099,064
axis1_+10deg,input,0.1150946095585823,0.9935240149497986,064
axis1_+10deg,encoder_level0,0.34255555272102356,0.9396581649780273,064
axis1_+10deg,encoder_level1,0.23839224874973297,0.9711695313453674,064
axis1_+10deg,encoder_level2,0.2535422444343567,0.96735680103302,064
axis1_+10deg,encoder_level3,0.27068978548049927,0.9626906514167786,064
axis1_+10deg,encoder_level4,0.18599426746368408,0.982970654964447,064
axis1_+10deg,output_logits,0.13383321464061737,0.9910102486610413,064
axis1_+20deg,input,0.18049293756484985,0.9837545156478882,064
axis1_+20deg,encoder_level0,0.42968112230300903,0.9031354188919067,064
axis1_+20deg,encoder_level1,0.32220858335494995,0.9469192028045654,064
axis1_+20deg,encoder_level2,0.34025973081588745,0.9403558969497681,064
axis1_+20deg,encoder_level3,0.2895331382751465,0.9571809768676758,064
axis1_+20deg,encoder_level4,0.2675211727619171,0.963721752166748,064
axis1_+20deg,output_logits,0.21743275225162506,0.9761420488357544,064
axis1_+30deg,input,0.23786404728889465,0.9714744091033936,064
axis1_+30deg,encoder_level0,0.5065883994102478,0.8637195229530334,064
axis1_+30deg,encoder_level1,0.3913422226905823,0.9211817383766174,064
