domain,subject,native_coordinate_axis,candidate_factor_pixels,expected_level1_footprint_pixels,expert_best_residue,expert_max_alignment_fraction,prediction_best_residue,prediction_max_alignment_fraction,prediction_minus_expert_alignment,expert_transition_count,prediction_transition_count
Mouse,POLYIC_20190517_mouse35__E2_P1,y,2,4.999999925,0,0.5039047247,0,0.5529551765,0.0490504518,5122,5042
Mouse,POLYIC_20190517_mouse35__E2_P1,y,3,4.999999925,2,0.3606013276,0,0.393296311,0.03269498338,5122,5042
Mouse,POLYIC_20190517_mouse35__E2_P1,y,4,4.999999925,1,0.2672784069,0,0.2830226101,0.0157442032,5122,5042
Mouse,POLYIC_20190517_mouse35__E2_P1,y,5,4.999999925,3,0.230964467,2,0.5095200317,0.2785555647,5122,5042
Mouse,POLYIC_20190517_mouse35__E2_P1,y,6,4.999999925,2,0.196212417,2,0.2241174137,0.0279049967,5122,5042
Mouse,POLYIC_20190517_mouse35__E2_P1,y,7,4.999999925,5,0.1591175322,0,0.1608488695,0.001731337282,5122,5042
Mouse,POLYIC_20190517_mouse35__E2_P1,y,8,4.999999925,1,0.1491604842,4,0.1933756446,0.0442151604,5122,5042
Mouse,POLYIC_20190517_mouse36__E2_P1,x,2,3.199999881,1,0.512066365,0,0.5034102833,-0.008656081692,3978,3812
Mouse,POLYIC_20190517_mouse36__E2_P1,x,3,3.199999881,1,0.3350930116,2,0.3444386149,0.009345603337,3978,3812
Mouse,POLYIC_20190517_mouse36__E2_P1,x,4,3.199999881,3,0.2561588738,2,0.258656873,0.002497999227,3978,3812
Mouse,POLYIC_20190517_mouse36__E2_P1,x,5,3.199999881,2,0.2048768225,2,0.212749213,0.007872390488,3978,3812
Mouse,POLYIC_20190517_mouse36__E2_P1,x,6,3.199999881,1,0.1804927099,1,0.1778593914,-0.002633318509,3978,3812
Mouse,POLYIC_20190517_mouse36__E2_P1,x,7,3.199999881,2,0.1543489191,2,0.1545120672,0.0001631481015,3978,3812
Mouse,POLYIC_20190517_mouse36__E2_P1,x,8,3.199999881,3,0.1342383107,2,0.1348373557,0.0005990450099,3978,3812
Mouse,POLYIC_20190517_mouse36__E2_P1,y,2,4.999999925,1,0.5068728522,0,0.5635758998,0.05670304761,5238,5112
Mouse,POLYIC_20190517_mouse36__E2_P1,y,3,4.999999925,0,0.3411607484,0,0.3730438185,0.03188307009,5238,5112
Mouse,POLYIC_20190517_mouse36__E2_P1,y,4,4.999999925,1,0.2733867889,0,0.2983176839,0.02493089503,5238,5112
Mouse,POLYIC_20190517_mouse36__E2_P1,y,5,4.999999925,3,0.2300496373,2,0.5185837246,0.2885340873,5238,5112
Mouse,POLYIC_20190517_mouse36__E2_P1,y,6,4.999999925,3,0.1928216877,2,0.2413928013,0.04857111358,5238,5112
Mouse,POLYIC_20190517_mouse36__E2_P1,y,7,4.999999925,6,0.1613211149,5,0.1701877934,0.008866678498,5238,5112
Mouse,POLYIC_20190517_mouse36__E2_P1,y,8,4.999999925,1,0.1557846506,4,0.1895539906,0.03376933998,5238,5112
Mouse,POLYIC_20190517_mouse37__E3_P1,x,2,4.551111009,1,0.503270646,1,0.5272727273,0.02400208132,7338,7040
Mouse,POLYIC_20190517_mouse37__E3_P1,x,3,4.551111009,0,0.3408285636,2,0.3399147727,-0.000913790914,7338,7040
Mouse,POLYIC_20190517_mouse37__E3_P1,x,4,4.551111009,1,0.2583810303,3,0.2694602273,0.01107919702,7338,7040
Mouse,POLYIC_20190517_mouse37__E3_P1,x,5,4.551111009,3,0.2089125102,3,0.2130681818,0.004155671597,7338,7040
Mouse,POLYIC_20190517_mouse37__E3_P1,x,6,4.551111009,0,0.174161897,5,0.1779829545,0.003821057571,7338,7040
Mouse,POLYIC_20190517_mouse37__E3_P1,x,7,4.551111009,2,0.1514036522,0,0.1649147727,0.01351112051,7338,7040
Mouse,POLYIC_20190517_mouse37__E3_P1,x,8,4.551111009,1,0.1304170074,3,0.1410511364,0.010634129,7338,7040
Mouse,POLYIC_20190517_mouse37__E3_P1,y,2,7.111111111,1,0.5104187538,0,0.6044362292,0.09401747545,9982,9738
Mouse,POLYIC_20190517_mouse37__E3_P1,y,3,7.111111111,2,0.3402123823,1,0.3347710002,-0.005441382083,9982,9738
Mouse,POLYIC_20190517_mouse37__E3_P1,y,4,7.111111111,3,0.2600681226,0,0.3527418361,0.09267371349,9982,9738
Mouse,POLYIC_20190517_mouse37__E3_P1,y,5,7.111111111,3,0.2019635344,1,0.2386527008,0.0366891664,9982,9738
Mouse,POLYIC_20190517_mouse37__E3_P1,y,6,7.111111111,5,0.1795231417,0,0.2134935305,0.03397038884,9982,9738
Mouse,POLYIC_20190517_mouse37__E3_P1,y,7,7.111111111,0,0.1668002404,3,0.2545697268,0.08776948641,9982,9738
Mouse,POLYIC_20190517_mouse37__E3_P1,y,8,7.111111111,2,0.1344419956,4,0.2254056274,0.09096363185,9982,9738
Mouse,POLYIC_20190517_mouse38__E3_P1,x,2,3.199999881,0,0.5015592516,1,0.5037695207,0.002210269173,3848,3714
Mouse,POLYIC_20190517_mouse38__E3_P1,x,3,3.199999881,1,0.3562889813,1,0.352180937,-0.004108044294,3848,3714
Mouse,POLYIC_20190517_mouse38__E3_P1,x,4,3.199999881,0,0.2609147609,1,0.2576736672,-0.00324109371,3848,3714
Mouse,POLYIC_20190517_mouse38__E3_P1,x,5,3.199999881,3,0.2081600832,3,0.2129779214,0.004817838218,3848,3714
Mouse,POLYIC_20190517_mouse38__E3_P1,x,6,3.199999881,4,0.1800935551,3,0.1895530425,0.009459487448,3848,3714
Mouse,POLYIC_20190517_mouse38__E3_P1,x,7,3.199999881,1,0.1559251559,0,0.15455035,-0.001374805898,3848,3714
Mouse,POLYIC_20190517_mouse38__E3_P1,x,8,3.199999881,4,0.136954262,3,0.1389337641,0.001979502181,3848,3714
Mouse,POLYIC_20190517_mouse38__E3_P1,y,2,4.999999925,0,0.5026197605,0,0.575229709,0.07260994856,5344,5224
Mouse,POLYIC_20190517_mouse38__E3_P1,y,3,4.999999925,1,0.3405688623,1,0.4343415008,0.09377263849,5344,5224
Mouse,POLYIC_20190517_mouse38__E3_P1,y,4,4.999999925,3,0.2572979042,2,0.3367151608,0.0794172566,5344,5224
Mouse,POLYIC_20190517_mouse38__E3_P1,y,5,4.999999925,4,0.2249251497,2,0.5367534456,0.3118282959,5344,5224
Mouse,POLYIC_20190517_mouse38__E3_P1,y,6,4.999999925,4,0.1846931138,4,0.2884762634,0.1037831496,5344,5224
Mouse,POLYIC_20190517_mouse38__E3_P1,y,7,4.999999925,5,0.1579341317,4,0.1697932619,0.01185913013,5344,5224
Mouse,POLYIC_20190517_mouse38__E3_P1,y,8,4.999999925,2,0.1349176647,2,0.2454058193,0.1104881546,5344,5224
Mouse,POLYIC_20190517_mouse39__E12_P1,x,2,4.551111009,1,0.5019701661,1,0.5058771672,0.003907001149,7106,6806
Mouse,POLYIC_20190517_mouse39__E12_P1,x,3,4.551111009,2,0.3401350971,2,0.3448427858,0.004707688676,7106,6806
Mouse,POLYIC_20190517_mouse39__E12_P1,x,4,4.551111009,1,0.2549957782,3,0.2630032324,0.008007454226,7106,6806
Mouse,POLYIC_20190517_mouse39__E12_P1,x,5,4.551111009,1,0.2075710667,1,0.2127534528,0.005182386132,7106,6806
Mouse,POLYIC_20190517_mouse39__E12_P1,x,6,4.551111009,5,0.1770334928,5,0.1795474581,0.002513965302,7106,6806
Mouse,POLYIC_20190517_mouse39__E12_P1,x,7,4.551111009,6,0.1556431185,5,0.1558918601,0.000248741632,7106,6806
Mouse,POLYIC_20190517_mouse39__E12_P1,x,8,4.551111009,1,0.1312974951,3,0.1392888628,0.007991367694,7106,6806
Mouse,POLYIC_20190517_mouse39__E12_P1,y,2,7.111111111,0,0.5028682647,1,0.5432572614,0.04038899671,9762,9640
Mouse,POLYIC_20190517_mouse39__E12_P1,y,3,7.111111111,0,0.3363040361,1,0.4386929461,0.10238891,9762,9640
Mouse,POLYIC_20190517_mouse39__E12_P1,y,4,7.111111111,2,0.2607047736,3,0.3011410788,0.04043630523,9762,9640
Mouse,POLYIC_20190517_mouse39__E12_P1,y,5,7.111111111,0,0.2061053063,4,0.2730290456,0.06692373935,9762,9640
Mouse,POLYIC_20190517_mouse39__E12_P1,y,6,7.111111111,0,0.1753738988,1,0.2597510373,0.08437713855,9762,9640
Mouse,POLYIC_20190517_mouse39__E12_P1,y,7,7.111111111,5,0.1626715837,3,0.3076763485,0.1450047649,9762,9640
Mouse,POLYIC_20190517_mouse39__E12_P1,y,8,7.111111111,2,0.1322474903,3,0.2002074689,0.06795997861,9762,9640
Mouse,POLYIC_20190517_mouse42__E4_P1,x,2,3.199999881,0,0.506585613,0,0.5167353244,0.01014971144,3948,3884
Mouse,POLYIC_20190517_mouse42__E4_P1,x,3,3.199999881,2,0.3497973658,2,0.3697219361,0.01992457039,3948,3884
Mouse,POLYIC_20190517_mouse42__E4_P1,x,4,3.199999881,2,0.2689969605,2,0.2754891864,0.006492225919,3948,3884
Mouse,POLYIC_20190517_mouse42__E4_P1,x,5,3.199999881,1,0.2170719352,1,0.2278578785,0.01078594332,3948,3884
Mouse,POLYIC_20190517_mouse42__E4_P1,x,6,3.199999881,2,0.178064843,5,0.1884654995,0.01040065653,3948,3884
Mouse,POLYIC_20190517_mouse42__E4_P1,x,7,3.199999881,4,0.1628672746,6,0.170700309,0.00783303439,3948,3884
Mouse,POLYIC_20190517_mouse42__E4_P1,x,8,3.199999881,2,0.1420972644,2,0.1511328527,0.009035588291,3948,3884
Mouse,POLYIC_20190517_mouse42__E4_P1,y,2,4.999999925,1,0.5041698256,1,0.5158976347,0.01172780912,5276,5158
Mouse,POLYIC_20190517_mouse42__E4_P1,y,3,4.999999925,1,0.3426838514,2,0.4263280341,0.08364418272,5276,5158
Mouse,POLYIC_20190517_mouse42__E4_P1,y,4,4.999999925,2,0.2602350265,3,0.3115548662,0.05131983969,5276,5158
Mouse,POLYIC_20190517_mouse42__E4_P1,y,5,4.999999925,1,0.2196739955,0,0.5188057387,0.2991317432,5276,5158
Mouse,POLYIC_20190517_mouse42__E4_P1,y,6,4.999999925,5,0.1842304776,2,0.2231485072,0.03891802954,5276,5158
Mouse,POLYIC_20190517_mouse42__E4_P1,y,7,4.999999925,1,0.1590219864,1,0.1733229934,0.01430100705,5276,5158
Mouse,POLYIC_20190517_mouse42__E4_P1,y,8,4.999999925,3,0.1542835481,4,0.1748739822,0.02059043402,5276,5158
Mouse,POLYIC_20190517_mouse43__E3_P1,x,2,3.199999881,1,0.5002492522,0,0.5046583851,0.00440913285,4012,3864
Mouse,POLYIC_20190517_mouse43__E3_P1,x,3,3.199999881,1,0.3397308076,1,0.3460144928,0.006283685176,4012,3864
Mouse,POLYIC_20190517_mouse43__E3_P1,x,4,3.199999881,1,0.2522432702,0,0.2536231884,0.001379918216,4012,3864
Mouse,POLYIC_20190517_mouse43__E3_P1,x,5,3.199999881,0,0.2078763709,4,0.2287784679,0.02090209702,4012,3864
Mouse,POLYIC_20190517_mouse43__E3_P1,x,6,3.199999881,1,0.1747258225,4,0.1733954451,-0.001330377398,4012,3864
Mouse,POLYIC_20190517_mouse43__E3_P1,x,7,3.199999881,6,0.1493020937,4,0.1661490683,0.0168469746,4012,3864
Mouse,POLYIC_20190517_mouse43__E3_P1,x,8,3.199999881,7,0.1340977069,0,0.1394927536,0.005395046744,4012,3864
Mouse,POLYIC_20190517_mouse43__E3_P1,y,2,4.999999925,1,0.5116937005,0,0.5647149461,0.05302124558,5302,5192
Mouse,POLYIC_20190517_mouse43__E3_P1,y,3,4.999999925,2,0.3360995851,0,0.3936825886,0.05758300354,5302,5192
Mouse,POLYIC_20190517_mouse43__E3_P1,y,4,4.999999925,1,0.2819690683,2,0.3000770416,0.01810797333,5302,5192
Mouse,POLYIC_20190517_mouse43__E3_P1,y,5,4.999999925,4,0.2106752169,0,0.5227272727,0.3120520558,5302,5192
Mouse,POLYIC_20190517_mouse43__E3_P1,y,6,4.999999925,3,0.1769143719,2,0.218027735,0.04111336304,5302,5192
Mouse,POLYIC_20190517_mouse43__E3_P1,y,7,4.999999925,5,0.1759713316,6,0.1700693374,-0.005901994131,5302,5192
Mouse,POLYIC_20190517_mouse43__E3_P1,y,8,4.999999925,1,0.1612599019,4,0.1793143297,0.01805442781,5302,5192
Mouse,POLYIC_20190524_polyic___E3_P1,x,2,3.199999881,1,0.5081632653,1,0.5083467959,0.0001835306013,3920,3714
Mouse,POLYIC_20190524_polyic___E3_P1,x,3,3.199999881,1,0.3515306122,1,0.3427571352,-0.008773477081,3920,3714
Mouse,POLYIC_20190524_polyic___E3_P1,x,4,3.199999881,3,0.262755102,2,0.2617124394,-0.001042662622,3920,3714
Mouse,POLYIC_20190524_polyic___E3_P1,x,5,3.199999881,4,0.218877551,3,0.2226709747,0.00379342367,3920,3714
Mouse,POLYIC_20190524_polyic___E3_P1,x,6,3.199999881,1,0.1841836735,1,0.1793214863,-0.004862187201,3920,3714
Mouse,POLYIC_20190524_polyic___E3_P1,x,7,3.199999881,6,0.1609693878,0,0.15455035,-0.006419037728,3920,3714
Mouse,POLYIC_20190524_polyic___E3_P1,x,8,3.199999881,3,0.1492346939,2,0.1373182553,-0.01191643863,3920,3714
Mouse,POLYIC_20190524_polyic___E3_P1,y,2,4.999999925,1,0.5037313433,0,0.5139379662,0.01020662295,5360,5094
Mouse,POLYIC_20190524_polyic___E3_P1,y,3,4.999999925,2,0.3526119403,2,0.3561052218,0.003493281531,5360,5094
Mouse,POLYIC_20190524_polyic___E3_P1,y,4,4.999999925,3,0.260261194,0,0.2742442089,0.01398301484,5360,5094
Mouse,POLYIC_20190524_polyic___E3_P1,y,5,4.999999925,4,0.2304104478,0,0.5121711818,0.281760734,5360,5094
Mouse,POLYIC_20190524_polyic___E3_P1,y,6,4.999999925,2,0.1807835821,2,0.1800157048,-0.0007678773389,5360,5094
Mouse,POLYIC_20190524_polyic___E3_P1,y,7,4.999999925,3,0.1595149254,3,0.1839418924,0.02442696705,5360,5094
Mouse,POLYIC_20190524_polyic___E3_P1,y,8,4.999999925,0,0.1393656716,2,0.2094621123,0.07009644065,5360,5094
Mouse,POLYIC_20190524_polyic___E3_P1_1,x,2,3.199999881,0,0.5056352459,0,0.5081236897,0.002488443826,3904,3816
Mouse,POLYIC_20190524_polyic___E3_P1_1,x,3,3.199999881,1,0.3429815574,2,0.3466981132,0.00371655583,3904,3816
Mouse,POLYIC_20190524_polyic___E3_P1_1,x,4,3.199999881,0,0.2640881148,2,0.2659853249,0.001897210193,3904,3816
Mouse,POLYIC_20190524_polyic___E3_P1_1,x,5,3.199999881,0,0.2177254098,2,0.2054507338,-0.01227467608,3904,3816
Mouse,POLYIC_20190524_polyic___E3_P1_1,x,6,3.199999881,4,0.1736680328,2,0.1784591195,0.00479108671,3904,3816
Mouse,POLYIC_20190524_polyic___E3_P1_1,x,7,3.199999881,6,0.1539446721,6,0.1632599581,0.00931528594,3904,3816
Mouse,POLYIC_20190524_polyic___E3_P1_1,x,8,3.199999881,0,0.1355020492,2,0.1462264151,0.01072436591,3904,3816
Mouse,POLYIC_20190524_polyic___E3_P1_1,y,2,4.999999925,0,0.5003671072,0,0.5116322702,0.01126516297,5448,5330
Mouse,POLYIC_20190524_polyic___E3_P1_1,y,3,4.999999925,2,0.3474669604,0,0.3943714822,0.04690452182,5448,5330
Mouse,POLYIC_20190524_polyic___E3_P1_1,y,4,4.999999925,1,0.2630323054,2,0.2714821764,0.008449870927,5448,5330
Mouse,POLYIC_20190524_polyic___E3_P1_1,y,5,4.999999925,1,0.2334801762,0,0.5303939962,0.29691382,5448,5330
Mouse,POLYIC_20190524_polyic___E3_P1_1,y,6,4.999999925,5,0.1762114537,3,0.2106941839,0.03448273012,5448,5330
Mouse,POLYIC_20190524_polyic___E3_P1_1,y,7,4.999999925,1,0.168318649,0,0.1923076923,0.02398904326,5448,5330
Mouse,POLYIC_20190524_polyic___E3_P1_1,y,8,4.999999925,4,0.1468428781,4,0.2101313321,0.06328845396,5448,5330
Mouse,POLYIC_20190524_polyic___E3_P1_10,x,2,3.199999881,1,0.5010498688,0,0.5045748116,0.003524942859,3810,3716
Mouse,POLYIC_20190524_polyic___E3_P1_10,x,3,3.199999881,0,0.3356955381,1,0.3449946179,0.009299079811,3810,3716
Mouse,POLYIC_20190524_polyic___E3_P1_10,x,4,3.199999881,2,0.2572178478,1,0.2650699677,0.007852119938,3810,3716
Mouse,POLYIC_20190524_polyic___E3_P1_10,x,5,3.199999881,0,0.2133858268,1,0.2082884822,-0.005097344533,3810,3716
Mouse,POLYIC_20190524_polyic___E3_P1_10,x,6,3.199999881,3,0.1782152231,1,0.1883745963,0.01015937324,3810,3716
Mouse,POLYIC_20190524_polyic___E3_P1_10,x,7,3.199999881,5,0.156167979,5,0.1646932185,0.008525239512,3810,3716
Mouse,POLYIC_20190524_polyic___E3_P1_10,x,8,3.199999881,2,0.1362204724,1,0.1496232508,0.01340277837,3810,3716
Mouse,POLYIC_20190524_polyic___E3_P1_10,y,2,4.999999925,1,0.5094304036,0,0.5587099266,0.04927952299,5302,5178
Mouse,POLYIC_20190524_polyic___E3_P1_10,y,3,4.999999925,1,0.3415692192,2,0.3794901506,0.03792093147,5302,5178
Mouse,POLYIC_20190524_polyic___E3_P1_10,y,4,4.999999925,3,0.270841192,0,0.2921977598,0.02135656775,5302,5178
Mouse,POLYIC_20190524_polyic___E3_P1_10,y,5,4.999999925,1,0.2480196152,0,0.5005793743,0.252559759,5302,5178
Mouse,POLYIC_20190524_polyic___E3_P1_10,y,6,4.999999925,1,0.1929460581,2,0.2350328312,0.04208677312,5302,5178
Mouse,POLYIC_20190524_polyic___E3_P1_10,y,7,4.999999925,0,0.1737080347,0,0.1714947856,-0.002213249072,5302,5178
Mouse,POLYIC_20190524_polyic___E3_P1_10,y,8,4.999999925,3,0.1593738212,4,0.242371572,0.08299775084,5302,5178
Mouse,POLYIC_20190524_polyic___E3_P1_12,x,2,3.199999881,0,0.51,0,0.5152729094,0.005272909364,4100,3994
Mouse,POLYIC_20190524_polyic___E3_P1_12,x,3,3.199999881,0,0.3417073171,0,0.3470205308,0.005313213723,4100,3994
Mouse,POLYIC_20190524_polyic___E3_P1_12,x,4,3.199999881,0,0.2624390244,0,0.2606409614,-0.001798062948,4100,3994
Mouse,POLYIC_20190524_polyic___E3_P1_12,x,5,3.199999881,2,0.2070731707,1,0.2138207311,0.006747560365,4100,3994
Mouse,POLYIC_20190524_polyic___E3_P1_12,x,6,3.199999881,4,0.183902439,3,0.1795192789,-0.004383160106,4100,3994
Mouse,POLYIC_20190524_polyic___E3_P1_12,x,7,3.199999881,2,0.1575609756,1,0.1562343515,-0.001326624082,4100,3994
Mouse,POLYIC_20190524_polyic___E3_P1_12,x,8,3.199999881,6,0.1409756098,5,0.146219329,0.005243719237,4100,3994
Mouse,POLYIC_20190524_polyic___E3_P1_12,y,2,4.999999925,1,0.5184418517,0,0.5192752506,0.0008333988658,5314,5188
Mouse,POLYIC_20190524_polyic___E3_P1_12,y,3,4.999999925,1,0.3438088069,2,0.3781804163,0.03437160942,5314,5188
Mouse,POLYIC_20190524_polyic___E3_P1_12,y,4,4.999999925,3,0.273428679,0,0.2821896685,0.008760989504,5314,5188
Mouse,POLYIC_20190524_polyic___E3_P1_12,y,5,4.999999925,4,0.2160331201,0,0.515612953,0.2995798329,5314,5188
Mouse,POLYIC_20190524_polyic___E3_P1_12,y,6,4.999999925,1,0.1868648852,5,0.1969930609,0.0101281757,5314,5188
Mouse,POLYIC_20190524_polyic___E3_P1_12,y,7,4.999999925,5,0.1599548363,4,0.1717424827,0.01178764637,5314,5188
Mouse,POLYIC_20190524_polyic___E3_P1_12,y,8,4.999999925,3,0.1575084682,2,0.184464148,0.02695567984,5314,5188
Mouse,POLYIC_20190524_polyic___E3_P1_13,x,2,3.199999881,1,0.5054715998,1,0.5029538131,-0.002517786687,3838,3724
Mouse,POLYIC_20190524_polyic___E3_P1_13,x,3,3.199999881,0,0.3394997394,1,0.3625134264,0.02301368698,3838,3724
Mouse,POLYIC_20190524_polyic___E3_P1_13,x,4,3.199999881,1,0.2634184471,1,0.2706766917,0.007258244621,3838,3724
Mouse,POLYIC_20190524_polyic___E3_P1_13,x,5,3.199999881,1,0.2055758207,2,0.2134801289,0.007904308154,3838,3724
Mouse,POLYIC_20190524_polyic___E3_P1_13,x,6,3.199999881,1,0.181865555,1,0.1968313641,0.01496580915,3838,3724
Mouse,POLYIC_20190524_polyic___E3_P1_13,x,7,3.199999881,2,0.1490359562,4,0.1595059076,0.0104699514,3838,3724
Mouse,POLYIC_20190524_polyic___E3_P1_13,x,8,3.199999881,5,0.1519020323,5,0.1562835661,0.00438153375,3838,3724
Mouse,POLYIC_20190524_polyic___E3_P1_13,y,2,4.999999925,0,0.5051350323,1,0.5119420517,0.006807019352,5258,5108
Mouse,POLYIC_20190524_polyic___E3_P1_13,y,3,4.999999925,1,0.3448079118,1,0.3555207518,0.01071284001,5258,5108
Mouse,POLYIC_20190524_polyic___E3_P1_13,y,4,4.999999925,2,0.2613160898,1,0.2666405638,0.005324474053,5258,5108
Mouse,POLYIC_20190524_polyic___E3_P1_13,y,5,4.999999925,1,0.2213769494,2,0.5019577134,0.280580764,5258,5108
Mouse,POLYIC_20190524_polyic___E3_P1_13,y,6,4.999999925,1,0.1745910993,4,0.1887235709,0.01413247159,5258,5108
Mouse,POLYIC_20190524_polyic___E3_P1_13,y,7,4.999999925,1,0.1616584253,4,0.1850039154,0.02334549017,5258,5108
Mouse,POLYIC_20190524_polyic___E3_P1_13,y,8,4.999999925,6,0.1409281095,7,0.2208300705,0.07990196093,5258,5108
Mouse,POLYIC_20190524_polyic___E3_P1_3,x,2,3.199999881,1,0.5077279753,0,0.519129979,0.01140200377,3882,3816
Mouse,POLYIC_20190524_polyic___E3_P1_3,x,3,3.199999881,1,0.338742916,1,0.3362159329,-0.002526983109,3882,3816
Mouse,POLYIC_20190524_polyic___E3_P1_3,x,4,3.199999881,1,0.2679031427,2,0.2623165618,-0.005586580865,3882,3816
Mouse,POLYIC_20190524_polyic___E3_P1_3,x,5,3.199999881,1,0.2114889232,3,0.2046645702,-0.006824353005,3882,3816
Mouse,POLYIC_20190524_polyic___E3_P1_3,x,6,3.199999881,3,0.1816074189,4,0.178721174,-0.002886244852,3882,3816
Mouse,POLYIC_20190524_polyic___E3_P1_3,x,7,3.199999881,3,0.1602266873,6,0.1585429769,-0.001683710335,3882,3816
Mouse,POLYIC_20190524_polyic___E3_P1_3,x,8,3.199999881,1,0.156877898,1,0.1399371069,-0.01694079107,3882,3816
Mouse,POLYIC_20190524_polyic___E3_P1_3,y,2,4.999999925,0,0.5135083714,1,0.5065528197,-0.006955551687,5256,5036
Mouse,POLYIC_20190524_polyic___E3_P1_3,y,3,4.999999925,1,0.350456621,0,0.3955520254,0.04509540441,5256,5036
Mouse,POLYIC_20190524_polyic___E3_P1_3,y,4,4.999999925,0,0.2671232877,3,0.2611199365,-0.006003351214,5256,5036
Mouse,POLYIC_20190524_polyic___E3_P1_3,y,5,4.999999925,4,0.2146118721,0,0.5129070691,0.298295197,5256,5036
Mouse,POLYIC_20190524_polyic___E3_P1_3,y,6,4.999999925,1,0.1767503805,3,0.2021445592,0.02539417866,5256,5036
Mouse,POLYIC_20190524_polyic___E3_P1_3,y,7,4.999999925,5,0.1641933029,2,0.1596505163,-0.004542786609,5256,5036
Mouse,POLYIC_20190524_polyic___E3_P1_3,y,8,4.999999925,0,0.1409817352,7,0.1826846704,0.04170293521,5256,5036
Mouse,POLYIC_20190524_polyic___E3_P1_4,x,2,3.199999881,1,0.5077962578,1,0.511789925,0.003993667177,3848,3732
Mouse,POLYIC_20190524_polyic___E3_P1_4,x,3,3.199999881,2,0.343035343,1,0.3518220793,0.008786736279,3848,3732
Mouse,POLYIC_20190524_polyic___E3_P1_4,x,4,3.199999881,3,0.2642931393,1,0.2564308682,-0.007862271126,3848,3732
Mouse,POLYIC_20190524_polyic___E3_P1_4,x,5,3.199999881,3,0.2068607069,0,0.2119506967,0.005089989817,3848,3732
Mouse,POLYIC_20190524_polyic___E3_P1_4,x,6,3.199999881,1,0.1751559252,1,0.1902465166,0.01509059146,3848,3732
Mouse,POLYIC_20190524_polyic___E3_P1_4,x,7,3.199999881,0,0.1541060291,1,0.1554126474,0.001306618268,3848,3732
Mouse,POLYIC_20190524_polyic___E3_P1_4,x,8,3.199999881,7,0.1340956341,1,0.139335477,0.00523984286,3848,3732
Mouse,POLYIC_20190524_polyic___E3_P1_4,y,2,4.999999925,1,0.5319626168,0,0.5555131629,0.02355054609,5350,5242
Mouse,POLYIC_20190524_polyic___E3_P1_4,y,3,4.999999925,1,0.3579439252,0,0.3920259443,0.03408201906,5350,5242
Mouse,POLYIC_20190524_polyic___E3_P1_4,y,4,4.999999925,3,0.2682242991,2,0.3216329645,0.05340866545,5350,5242
Mouse,POLYIC_20190524_polyic___E3_P1_4,y,5,4.999999925,1,0.2347663551,0,0.5356734071,0.300907052,5350,5242
Mouse,POLYIC_20190524_polyic___E3_P1_4,y,6,4.999999925,5,0.1985046729,0,0.2111789393,0.01267426644,5350,5242
Mouse,POLYIC_20190524_polyic___E3_P1_4,y,7,4.999999925,0,0.1614953271,6,0.2083174361,0.04682210899,5350,5242
Mouse,POLYIC_20190524_polyic___E3_P1_4,y,8,4.999999925,3,0.1560747664,4,0.2109881725,0.0549134061,5350,5242
Mouse,POLYIC_20190524_polyic___E3_P1_5,x,2,3.199999881,1,0.5010515247,0,0.5037715517,0.002720027013,3804,3712
Mouse,POLYIC_20190524_polyic___E3_P1_5,x,3,3.199999881,2,0.3441114616,1,0.3504849138,0.006373452174,3804,3712
Mouse,POLYIC_20190524_polyic___E3_P1_5,x,4,3.199999881,1,0.2542060988,0,0.2640086207,0.009802521846,3804,3712
Mouse,POLYIC_20190524_polyic___E3_P1_5,x,5,3.199999881,4,0.2042586751,0,0.2214439655,0.01718529044,3804,3712
Mouse,POLYIC_20190524_polyic___E3_P1_5,x,6,3.199999881,2,0.1792849632,1,0.1834590517,0.004174088528,3804,3712
Mouse,POLYIC_20190524_polyic___E3_P1_5,x,7,3.199999881,5,0.1603575184,5,0.1557112069,-0.004646311505,3804,3712
Mouse,POLYIC_20190524_polyic___E3_P1_5,x,8,3.199999881,0,0.1380126183,0,0.1443965517,0.006383933428,3804,3712
Mouse,POLYIC_20190524_polyic___E3_P1_5,y,2,4.999999925,0,0.5039277298,0,0.5561347233,0.05220699356,5092,4988
Mouse,POLYIC_20190524_polyic___E3_P1_5,y,3,4.999999925,1,0.3375883739,1,0.3841218925,0.04653351862,5092,4988
Mouse,POLYIC_20190524_polyic___E3_P1_5,y,4,4.999999925,2,0.2521602514,2,0.2985164395,0.04635618808,5092,4988
Mouse,POLYIC_20190524_polyic___E3_P1_5,y,5,4.999999925,2,0.2160251375,0,0.5122293504,0.296204213,5092,4988
Mouse,POLYIC_20190524_polyic___E3_P1_5,y,6,4.999999925,4,0.1926551453,4,0.2497995188,0.05714437352,5092,4988
Mouse,POLYIC_20190524_polyic___E3_P1_5,y,7,4.999999925,3,0.1624116261,2,0.1661988773,0.003787251225,5092,4988
Mouse,POLYIC_20190524_polyic___E3_P1_5,y,8,4.999999925,2,0.1357030636,2,0.2173215718,0.08161850814,5092,4988
Mouse,POLYIC_20190524_polyic___E3_P1_6,x,2,3.199999881,1,0.5166912126,0,0.5055415617,-0.01114965085,4074,3970
Mouse,POLYIC_20190524_polyic___E3_P1_6,x,3,3.199999881,1,0.3465881198,1,0.3478589421,0.001270822281,4074,3970
Mouse,POLYIC_20190524_polyic___E3_P1_6,x,4,3.199999881,3,0.2731958763,2,0.2652392947,-0.007956581578,4074,3970
