domain,split,subject,original_voxels,old_dice,old_hd95_mm,old_assd_mm,old_added_voxels,old_lost_voxels,old_net_volume_change_percent,old_mean_inward_shift_mm,old_mean_outward_shift_mm,old_unique_values,corrected_dice,corrected_hd95_mm,corrected_assd_mm,corrected_added_voxels,corrected_lost_voxels,corrected_net_volume_change_percent,corrected_mean_inward_shift_mm,corrected_mean_outward_shift_mm,corrected_unique_values
Mouse,test,POLYIC_20190524_polyic___E3_P1_6,118485,0.9762647672742141,0.10000000149011612,0.02705290762745434,450,5065,-3.8950078068953875,0.10792970763605267,0.10000000149011612,"0,1",0.9821103916647334,0.10000000149011612,0.019246784026155754,2168,2073,0.08017892560239692,0.10000000149011612,0.10313335136287621,"0,1"
Mouse,test,POLYIC_20190524_polyic___E3_P1_7,106787,0.9740082472449317,0.10000000149011612,0.02812906005818312,325,5102,-4.4733909558279565,0.10817907774990608,0.10000000149011612,"0,1",0.980335326533005,0.10000000149011612,0.020015930539851158,1922,2271,-0.3268188075327521,0.10000000149011612,0.10323267762340456,"0,1"
Mouse,test,POLYIC_20190524_polyic___E3_P1_9,110502,0.9743326725902515,0.10000000149011612,0.027794190712257118,487,5068,-4.145626323505457,0.10809979392894697,0.10000000149011612,"0,1",0.9802861541247849,0.10000000149011612,0.020115588756932833,2105,2249,-0.1303143834500733,0.10000000149011612,0.10303035253790639,"0,1"
Mouse,test,POLYIC_20190524_polyic___E4_P1_1,112579,0.975577904941552,0.10000000149011612,0.027385232635487776,383,5003,-4.10378489771627,0.10875239520426487,0.10000000149011612,"0,1",0.9816509276747029,0.10000000149011612,0.019620231381782146,1998,2131,-0.11813926220698354,0.10009385414285203,0.1027987418181253,"0,1"
Mouse,test,POLYIC_20190524_polyic___E4_P1_7,109158,0.9750021049874169,0.10000000149011612,0.027543329791503396,403,4941,-4.157276608219279,0.1082194894021331,0.10000000149011612,"0,1",0.9813342867882322,0.10000000149011612,0.019237233798897094,1955,2117,-0.1484087286318914,0.10000000149011612,0.10311454852726024,"0,1"
Mouse,test,POLYIC_20190524_polyic___E4_P1_9,114367,0.974889045658716,0.10000000149011612,0.027885331615088445,428,5196,-4.16903477401698,0.10816116065462837,0.10000000149011612,"0,1",0.9808865926162488,0.10000000149011612,0.020038672948125287,2109,2260,-0.1320310928851854,0.10000000149011612,0.10296568422365567,"0,1"
Mouse,test,POLYIC_20190524_polyic___E8_P1_1,112465,0.9752132910156693,0.10000000149011612,0.027817607650027363,384,5075,-4.171075445694216,0.10947551396616761,0.10000000149011612,"0,1",0.9815942190105614,0.10000000149011612,0.019424204176523248,2042,2097,-0.048904103498866314,0.1000476886629774,0.1029007135519176,"0,1"
Mouse,test,POLYIC_20190524_polyic___E9_P1_1,121464,0.9769344144582968,0.10000000149011612,0.025422193728638447,356,5137,-3.9361456892577222,0.10802463460062912,0.10000000149011612,"0,1",0.982399907714872,0.10000000149011612,0.018377431664090088,2035,2237,-0.1663044194164526,0.10004470421764858,0.1031549451325992,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1,116419,0.9762787087267513,0.10000000149011612,0.026245982217311233,297,5112,-4.135922830465818,0.10753754716382288,0.10000000149011612,"0,1",0.9820044344373593,0.10000000149011612,0.018860178179833383,2037,2151,-0.09792216047208789,0.10009298150079964,0.10286716463026808,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_1,110713,0.9752098883822573,0.10000000149011612,0.02726641277422909,426,4951,-4.087144237804052,0.1076985337989869,0.10000000149011612,"0,1",0.9811815203885689,0.10000000149011612,0.019622491375823736,2032,2133,-0.09122686586037773,0.10000000149011612,0.1028334506056577,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_10,114207,0.9751553628712938,0.10000000149011612,0.027864398845451763,324,5229,-4.294833066274396,0.10921613641890698,0.10000000149011612,"0,1",0.9812856123016551,0.10000000149011612,0.019742804105507272,2093,2180,-0.07617746723055505,0.10000000149011612,0.10292898420128253,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_11,114853,0.9761251298995444,0.10000000149011612,0.026984483225782507,422,4954,-3.9459134720033435,0.10828618398506863,0.10000000149011612,"0,1",0.9820176642571121,0.10000000149011612,0.019186288945043466,1962,2165,-0.17674766875919654,0.10009238024437951,0.10274453583827597,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_12,112790,0.9756468453137941,0.10000000149011612,0.026949740060171527,379,5002,-4.098767621243018,0.10734985386486716,0.10000000149011612,"0,1",0.9812669241354819,0.10000000149011612,0.019691892155322,1955,2265,-0.2748470609096551,0.10000000149011612,0.10286029978953419,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_13,113250,0.9754485491096554,0.10000000149011612,0.028142740761985544,529,4924,-3.880794701986755,0.10855513634537861,0.10000000149011612,"0,1",0.9813832250552417,0.10000000149011612,0.02011259015061593,2226,1995,0.20397350993377483,0.10000000149011612,0.10314474960710468,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_2,118390,0.975289625266973,0.10000000149011612,0.028267310169282456,356,5371,-4.235999662133626,0.109136849799235,0.10000000149011612,"0,1",0.9810721957519002,0.10000000149011612,0.02034851640146455,2329,2156,0.1461272066897542,0.10000000149011612,0.10288117787931096,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_3,119339,0.9761747979646812,0.10000000149011612,0.025746242901172493,382,5190,-4.028858964797761,0.10804700758896205,0.10000000149011612,"0,1",0.9824735047538364,0.10000000149011612,0.017693864477926678,1970,2209,-0.20026981958957257,0.10004527084343895,0.10288057300741126,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_4,112340,0.9766802845703559,0.10000000149011612,0.02542817197109613,503,4640,-3.6825707673135124,0.10780874949026442,0.10000000149011612,"0,1",0.9820415794862664,0.10000000149011612,0.01854997427447608,1992,2042,-0.04450774434751647,0.1000489730873199,0.1031190795665119,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_5,114764,0.974410088236472,0.10000000149011612,0.02869192970576917,480,5271,-4.174654072705726,0.10841201014552874,0.10000000149011612,"0,1",0.9805300940151941,0.10000000149011612,0.020662429175267314,2185,2282,-0.08452127844968806,0.10001815282966675,0.10290044432706988,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_6,114325,0.9752248430341083,0.10000000149011612,0.02695398310627735,416,5132,-4.125082003061448,0.10809090957530233,0.10000000149011612,"0,1",0.9811482433590403,0.10000000149011612,0.019121553335748307,2197,2115,0.07172534441285808,0.10004728281469774,0.1029600165225067,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_7,115099,0.9761130265991863,0.10000000149011612,0.026384364191165237,419,4971,-3.954856254181183,0.10790680609716508,0.10000000149011612,"0,1",0.9817378984241223,0.10000000149011612,0.01918296678754128,2049,2153,-0.09035699701995674,0.10000000149011612,0.10325468106726608,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_8,111178,0.9744049589817165,0.10000000149011612,0.028206886182401913,337,5229,-4.400151109032363,0.10750944982458803,0.10000000149011612,"0,1",0.9801797087851614,0.10000000149011612,0.020690375659623783,1865,2529,-0.5972404612423321,0.10003954281138544,0.10295391058483637,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E3_P1_9,117878,0.9763168604902887,0.10000000149011612,0.02717703975845977,340,5130,-4.06352330375473,0.10762288316060965,0.10000000149011612,"0,1",0.9819317762205707,0.10000000149011612,0.01938919643298483,2054,2203,-0.12640187312305942,0.10001880374016357,0.10276276969316937,"0,1"
Mouse,test,POLYIC_20190531_polyic_m__E5_P1_11,120878,0.976637387777154,0.10000000149011612,0.02650629095509185,348,5187,-4.003209847945863,0.10832487501270202,0.10000000149011612,"0,1",0.9826690993641062,0.10000000149011612,0.01855790672486239,2070,2119,-0.04053673952249375,0.10004719356255129,0.10318164194416017,"0,1"
Mouse,test,POLYIC_20190612_polyic___E10_P1_1,114971,0.9754813932400477,0.10000000149011612,0.027672438461261828,273,5243,-4.322829235198442,0.10860951849080293,0.10000000149011612,"0,1",0.9814194334450198,0.10000000149011612,0.01968704392298133,2069,2201,-0.11481156117629664,0.10004543538447783,0.10302301980091114,"0,1"
Mouse,test,POLYIC_20190612_polyic___E12_P1,113808,0.9749006756301767,0.10000000149011612,0.028450757643588356,365,5226,-4.271228736116969,0.1085259974551833,0.10000000149011612,"0,1",0.9810356186042426,0.10000000149011612,0.02029357891638383,2196,2122,0.06502179108674258,0.10000000149011612,0.10252753419435465,"0,1"
Mouse,test,POLYIC_20190612_polyic___E3_P1,115947,0.9758543866292125,0.10000000149011612,0.026754243404138497,356,5128,-4.115673540496951,0.10850799482763344,0.10000000149011612,"0,1",0.9817745430685418,0.10000000149011612,0.0192160411358112,1991,2231,-0.20699112525550467,0.10001856776391914,0.10282938598645809,"0,1"
Mouse,test,POLYIC_20190612_polyic___E3_P1_1,111564,0.9747433838099553,0.10000000149011612,0.028124378676961694,454,5065,-4.133053673227923,0.10854992903843136,0.10000000149011612,"0,1",0.9809964001201454,0.10000000149011612,0.019904835586373498,2087,2152,-0.05826252196048905,0.10000000149011612,0.10305648877118871,"0,1"
Mouse,test,POLYIC_20190612_polyic___E3_P1_2,113510,0.9745229815678996,0.10000000149011612,0.028630219298424568,320,5336,-4.4189939212404195,0.1091044091067052,0.10000000149011612,"0,1",0.9809258069343098,0.10000000149011612,0.020362324366478318,2266,2068,0.1744339705752797,0.10000000149011612,0.10288816317723733,"0,1"
Mouse,test,POLYIC_20190612_polyic___E3_P1_3,110548,0.9749997689442601,0.10000000149011612,0.027416340126229267,356,5054,-4.249737670514166,0.10850437801537786,0.10000000149011612,"0,1",0.9812517818273969,0.10000000149011612,0.01951813893447561,2014,2129,-0.10402720989977204,0.10001945727069599,0.10277650753547975,"0,1"
Mouse,test,POLYIC_20190612_polyic___E3_P1_4,111899,0.9760639509976392,0.10000000149011612,0.027152510946189895,436,4816,-3.9142440951214934,0.10732433954299017,0.10000000149011612,"0,1",0.9817768672672458,0.10000000149011612,0.019639025893673792,1919,2155,-0.2109044763581444,0.10000000149011612,0.10300029779172137,"0,1"
Mouse,test,POLYIC_20190614_polyic___E3_P1,115244,0.9755719785812276,0.10000000149011612,0.02734802052118485,501,5019,-3.9203776335427443,0.10780514437131876,0.10000000149011612,"0,1",0.9815295877875837,0.10000000149011612,0.019549750523542648,2178,2081,0.08416924091492832,0.100019906034496,0.10277663973656342,"0,1"
Mouse,test,POLYIC_20190614_polyic___E3_P1_1,118491,0.9759101518426968,0.10000000149011612,0.02738667910118766,413,5181,-4.0239343072469635,0.10748388724861747,0.10000000149011612,"0,1",0.9817351598173516,0.10000000149011612,0.019531888443392802,2152,2176,-0.020254702888827,0.10000000149011612,0.10277169079636758,"0,1"
Mouse,test,POLYIC_20190614_polyic___E3_P1_3,120239,0.9768059384941675,0.10000000149011612,0.02530203292174792,370,5098,-3.9321684312078444,0.10740621075102495,0.10000000149011612,"0,1",0.9825788032395268,0.10000000149011612,0.018124858808224585,1995,2191,-0.16300867439017291,0.10004564275049499,0.10311438922353987,"0,1"
Mouse,test,POLYIC_20190614_polyic___E3_P1_4,120280,0.976294228215257,0.10000000149011612,0.026697611629745942,354,5233,-4.056368473561689,0.10805460651522333,0.10000000149011612,"0,1",0.9820565362506183,0.10000000149011612,0.01907788866726107,2173,2144,0.02411040904556036,0.10000000149011612,0.10327863627105499,"0,1"
Mouse,test,POLYIC_20190614_polyic___E3_P1_5,109669,0.9751050849979541,0.10000000149011612,0.027613023136569406,540,4814,-3.897181518934248,0.10822417461319411,0.10000000149011612,"0,1",0.9817222141190198,0.10000000149011612,0.01919479289483708,2032,1978,0.04923907394067603,0.10000000149011612,0.1028130660796466,"0,1"
Mouse,test,POLYIC_20190614_polyic___E3_P1_6,115770,0.9764107979671309,0.10000000149011612,0.02643122789953489,543,4818,-3.6926664939103393,0.10841911821160997,0.10000000149011612,"0,1",0.9821393895718891,0.10000000149011612,0.01894815526386719,2169,1970,0.1718925455644813,0.10010152433426853,0.10284545200709438,"0,1"
Mouse,test,POLYIC_20190614_polyic___E4_P1_5,115660,0.9756347373858223,0.10000000149011612,0.027436543120537497,355,5164,-4.157876534670586,0.10780369556568171,0.10000000149011612,"0,1",0.9816297488202294,0.10000000149011612,0.019448703888473595,2058,2189,-0.11326301227736468,0.10004568445105268,0.10287816185464412,"0,1"
Mouse,test,POLYIC_20190618_mouse33__E3_P1,111526,0.9747588829580078,0.10000000149011612,0.027976519542859443,356,5153,-4.301239172928286,0.1073498971045901,0.10000000149011612,"0,1",0.9806009308677917,0.10000000149011612,0.020555760080718452,1927,2391,-0.41604648243458925,0.10001732535329241,0.10326728028715268,"0,1"
Mouse,test,POLYIC_20190618_mouse34__E3_P1,110215,0.9744435284418796,0.10000000149011612,0.028011194591187488,501,5017,-4.097445901193122,0.10793068231377202,0.10000000149011612,"0,1",0.9811188874667538,0.10000000149011612,0.01963928764724897,2028,2132,-0.09436102163952276,0.10000000149011612,0.10271649086962957,"0,1"
Mouse,test,POLYIC_20190618_mouse35__E3_P1,111340,0.9746412405776876,0.10000000149011612,0.0280964725808637,339,5185,-4.3524339859888626,0.10847301804468257,0.10000000149011612,"0,1",0.9806826251494423,0.10000000149011612,0.020323111099446605,2056,2242,-0.16705586491826838,0.10000000149011612,0.10304213421630043,"0,1"
Mouse,test,POLYIC_20190618_mouse36__E3_P1,115587,0.9755621500362107,0.10000000149011612,0.02720904061477953,406,5128,-4.0852344986892986,0.10892237107009399,0.10000000149011612,"0,1",0.981418918918919,0.10000000149011612,0.019662468505538534,1998,2292,-0.25435386332373017,0.10008726152632041,0.10306825014600766,"0,1"
Mouse,test,POLYIC_20190619_mouse38__E3_P1,111802,0.9748986449468571,0.10000000149011612,0.027856026584638816,463,5035,-4.0893722831434145,0.10893768172873625,0.10000000149011612,"0,1",0.9812187687164222,0.10000000149011612,0.019815153358956155,2166,2036,0.11627698967818106,0.10009823331869187,0.10305975084225173,"0,1"
Mouse,test,POLYIC_20190619_mouse39__E3_P1,116309,0.9751729644594779,0.10000000149011612,0.027888489447760966,489,5170,-4.0246240617665014,0.10765454929025471,0.10000000149011612,"0,1",0.9810379670636797,0.10000000149011612,0.020254050430981975,2181,2229,-0.041269377262292684,0.10008972782613237,0.10334257774247665,"0,1"
Mouse,test,POLYIC_20190619_mouse42__E3_P1,115175,0.9753002673476717,0.10000000149011612,0.02760145546157271,385,5186,-4.168439331452138,0.10804659753281731,0.10000000149011612,"0,1",0.9812159879087423,0.10000000149011612,0.019896109388936177,2112,2213,-0.08769264163229867,0.10000000149011612,0.10288302206663923,"0,1"
Mouse,test,POLYIC_20190619_mouse43__E3_P1,118630,0.9759287159399079,0.10000000149011612,0.02672082754865248,321,5271,-4.172637612745511,0.10945489695197158,0.10000000149011612,"0,1",0.9825145361085362,0.10000000149011612,0.018455490104846834,2115,2035,0.06743656747871533,0.100147421639733,0.10285934810986186,"0,1"
Mouse,test,POLYIC_20190628_mouse33__E3_P1,113538,0.9759363451443864,0.10000000149011612,0.026961240620898268,492,4867,-3.8533354471630643,0.10712577071859222,0.10000000149011612,"0,1",0.9815420416582192,0.10000000149011612,0.019491390041634585,2003,2185,-0.16029875460198348,0.10018306785440008,0.10324670794351708,"0,1"
Mouse,test,POLYIC_20190628_mouse34__E6_P1,111597,0.9749490788419728,0.10000000149011612,0.02795437400968227,377,5096,-4.2286082959219335,0.1093952478218454,0.10000000149011612,"0,1",0.9814888561750795,0.10000000149011612,0.019468600968437534,2215,1922,0.2625518607131016,0.10000000149011612,0.10259935526112311,"0,1"
Mouse,test,POLYIC_20190628_mouse35__E3_P1,114523,0.9754316187486624,0.10000000149011612,0.027108164769122575,368,5142,-4.168594954725251,0.10756286140432665,0.10000000149011612,"0,1",0.9810702393749509,0.10000000149011612,0.019875156773647915,2066,2266,-0.1746374090793989,0.10001828099446498,0.10296726229092508,"0,1"
Mouse,test,POLYIC_20190628_mouse36__E3_P1,118567,0.9763937978896313,0.10000000149011612,0.026242741731465197,461,5029,-3.85267401553552,0.1064553527556619,0.10000000149011612,"0,1",0.9821093192762694,0.10000000149011612,0.018874045808051996,2022,2217,-0.16446397395565376,0.10009021348965615,0.10292940506588201,"0,1"
Mouse,test,POLYIC_20190629_polyic_mo__E3_P1,115920,0.9753831658014891,0.10000000149011612,0.02753003885678129,436,5155,-4.070910973084886,0.10775717427290211,0.10000000149011612,"0,1",0.9816946284095913,0.10000000149011612,0.019470462795892197,2013,2227,-0.18461007591442374,0.10000000149011612,0.10242807904045653,"0,1"
Mouse,test,POLYIC_20190629_polyic_mo__E3_P1_1,120683,0.9774731813539723,0.10000000149011612,0.023888123947153065,467,4871,-3.6492298003861356,0.10725658212445442,0.10000000149011612,"0,1",0.9829330616538489,0.10000000149011612,0.017063308509842227,2108,2013,0.07871862648426042,0.1000496785897138,0.10296709109402263,"0,1"
Mouse,test,POLYIC_20190629_polyic_mo__E3_P1_2,123815,0.9781728995575422,0.10000000149011612,0.024687500259439717,548,4765,-3.405887816500424,0.10711848972825477,0.10000000149011612,"0,1",0.9837902418547579,0.10000000149011612,0.01737872067461003,2069,1947,0.09853410329927714,0.10010272362826723,0.103103099756164,"0,1"
Mouse,test,POLYIC_20190629_polyic_mo__E3_P1_3,115179,0.9765505033742671,0.10000000149011612,0.02606988301355367,458,4841,-3.805381189279296,0.10637406773867948,0.10000000149011612,"0,1",0.9821449501855831,0.10000000149011612,0.018881123004609507,2055,2058,-0.002604641471101503,0.10004859235575758,0.10280173803648132,"0,1"
Mouse,test,POLYIC_20190629_polyic_mo__E3_P1_5,117721,0.9759266798915445,0.10000000149011612,0.026633312215864336,497,5061,-3.8769633285480074,0.10795093955800492,0.10000000149011612,"0,1",0.9820952963515184,0.10000000149011612,0.018792906708071846,2093,2122,-0.02463451720593607,0.1000471268442585,0.10290919377755844,"0,1"
Mouse,test,POLYIC_20190629_polyic_mo__E4_P1_2,121786,0.9762235770995946,0.10000000149011612,0.027288963522155325,457,5221,-3.9117796791092574,0.10851637032620952,0.10000000149011612,"0,1",0.9823750574637158,0.10000000149011612,0.01912206249736234,2177,2117,0.0492667465882778,0.10009447480281344,0.10275888837294006,"0,1"
Mouse,test,POLYIC_20190629_polyic_mo__E4_P1_4,117811,0.9758593499527758,0.10000000149011612,0.026675259280940257,382,5190,-4.081112969077591,0.10684566424812948,0.10000000149011612,"0,1",0.9816975676135398,0.10000000149011612,0.01924683465805418,1921,2383,-0.3921535340503009,0.10004196540177794,0.10291092453819646,"0,1"
