slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.5086841330585811,0.3410975128306356,1669,0,1669,864,first 20%,True,True
1,0.6151168572849328,0.44416517055655297,1548,0,1548,1237,first 20%,True,True
2,0.7612877895563408,0.6145800316957211,1214,2,1216,1941,first 20%,True,True
3,0.7946387305499923,0.6592535787321063,1251,82,1333,2661,first 20%,True,True
4,0.7913888888888889,0.6547920018386578,1326,176,1502,3025,first 20%,True,True
5,0.7980282786353613,0.6639326570256853,1348,209,1557,3285,first 20%,True,True
6,0.7918514080287598,0.6554255108113469,1358,379,1737,3683,first 20%,True,True
7,0.7955685131195336,0.6605344694035631,1449,304,1753,3715,middle 60%,True,True
8,0.7997689196995956,0.6663457835964575,1637,96,1733,3557,middle 60%,True,True
9,0.8199416026819509,0.6948313782991202,1614,51,1665,3842,middle 60%,True,True
10,0.8322189075198025,0.7126497533474278,1559,72,1631,4117,middle 60%,True,True
11,0.8446419753086419,0.7310651393400581,1472,101,1573,4377,middle 60%,True,True
12,0.8675274988043998,0.7660472972972973,1318,67,1385,4602,middle 60%,True,True
13,0.8826343934703068,0.7899244332493702,1202,49,1251,4753,middle 60%,True,True
14,0.8849752339020364,0.7936821322803553,1177,77,1254,4901,middle 60%,True,True
15,0.8835891812865497,0.7914552299885415,1205,69,1274,4904,middle 60%,True,True
16,0.8831700801424756,0.7907829692234093,1183,129,1312,5088,middle 60%,True,True
17,0.8848246944419663,0.79344,1186,105,1291,5064,middle 60%,True,True
18,0.8834222664375508,0.7911874291268427,1164,125,1289,5009,middle 60%,True,True
19,0.8660730847709145,0.7637821037133977,1313,131,1444,4800,middle 60%,True,True
20,0.8458829128986197,0.732926426921808,1514,105,1619,4548,middle 60%,True,True
21,0.8202701370403234,0.6953033595186361,1698,125,1823,4285,middle 60%,True,True
22,0.8021741359860527,0.6696917808219178,1828,101,1929,4012,middle 60%,True,True
23,0.7858384013900955,0.6472271914132379,1855,117,1972,3735,middle 60%,True,True
24,0.7736866791744841,0.6309045706636068,1821,109,1930,3408,middle 60%,True,True
25,0.764056616023893,0.618197100231141,1688,129,1817,3071,middle 60%,True,True
26,0.7406189265959037,0.5880816714150048,1573,162,1735,2639,middle 60%,True,True
27,0.6879739978331527,0.5243600330305532,1503,225,1728,2130,middle 60%,True,True
28,0.6484410302756439,0.47977265128719493,1361,195,1556,1630,middle 60%,True,True
29,0.5944428852090935,0.4229233226837061,1242,203,1445,1262,middle 60%,True,True
30,0.5960757780784844,0.42457831325301204,1088,106,1194,987,last 20%,True,True
31,0.6000710984713828,0.4286439817166074,928,197,1125,1041,last 20%,True,True
32,0.5619765494137353,0.39079790331974373,726,320,1046,991,last 20%,True,True
33,0.5243019648397105,0.3552908199018921,558,362,920,869,last 20%,True,True
34,0.48174048174048173,0.3172978505629478,312,355,667,665,last 20%,True,True
35,0.4905109489051095,0.32495164410058025,129,220,349,388,last 20%,True,True
36,0.1568627450980392,0.0851063829787234,0,172,172,188,last 20%,True,True
