domain,subject,image_path,ground_truth_path,baseline_raw_prediction_path,baseline_filtered_prediction_path,baseline_probability_path,level0_raw_prediction_path,level0_filtered_prediction_path,level0_probability_path,level0_inference_seconds,baseline_raw_dice,baseline_raw_hd95_mm,baseline_raw_assd_mm,baseline_raw_fp_voxels,baseline_raw_fn_voxels,baseline_raw_surface_dice_0.1mm,baseline_raw_surface_dice_0.2mm,baseline_raw_surface_dice_0.5mm,baseline_raw_surface_dice_1mm,baseline_raw_iou,baseline_raw_precision,baseline_raw_recall,baseline_raw_fp_fn_ratio,baseline_raw_total_residual_error,baseline_filtered_dice,baseline_filtered_hd95_mm,baseline_filtered_assd_mm,baseline_filtered_fp_voxels,baseline_filtered_fn_voxels,baseline_filtered_surface_dice_0.1mm,baseline_filtered_surface_dice_0.2mm,baseline_filtered_surface_dice_0.5mm,baseline_filtered_surface_dice_1mm,baseline_filtered_iou,baseline_filtered_precision,baseline_filtered_recall,baseline_filtered_fp_fn_ratio,baseline_filtered_total_residual_error,level0_raw_dice,level0_raw_hd95_mm,level0_raw_assd_mm,level0_raw_fp_voxels,level0_raw_fn_voxels,level0_raw_surface_dice_0.1mm,level0_raw_surface_dice_0.2mm,level0_raw_surface_dice_0.5mm,level0_raw_surface_dice_1mm,level0_raw_iou,level0_raw_precision,level0_raw_recall,level0_raw_fp_fn_ratio,level0_raw_total_residual_error,level0_filtered_dice,level0_filtered_hd95_mm,level0_filtered_assd_mm,level0_filtered_fp_voxels,level0_filtered_fn_voxels,level0_filtered_surface_dice_0.1mm,level0_filtered_surface_dice_0.2mm,level0_filtered_surface_dice_0.5mm,level0_filtered_surface_dice_1mm,level0_filtered_iou,level0_filtered_precision,level0_filtered_recall,level0_filtered_fp_fn_ratio,level0_filtered_total_residual_error
Mouse,POLYIC_20190524_polyic___E3_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_probability.nii.gz,9.423020916999974,0.9555459839735825,0.39999961853027344,0.25197986181520954,5121,4787,0.6466637676958014,0.8782432236556023,0.9521911388123883,0.9524085616272889,0.914876068559646,0.9541161923876424,0.9569800672214533,1.0697722999791102,9908,0.9677601116013614,0.20000000298023224,0.045088123068316444,2308,4787,0.6789772727272727,0.9221286525974026,0.9997717126623377,1.0,0.9375341163212481,0.9787857897881337,0.9569800672214533,0.48213912680175475,7095,0.9654930328451585,0.22360680108197992,0.07261632659162782,5137,2629,0.6769772044271788,0.9041755234674681,0.9920594199711695,0.9952112194287669,0.9332880913315752,0.9548522613418643,0.9763736362492585,1.9539748953974896,7766,0.9663517984843634,0.22360680108197992,0.04944479054122329,4937,2629,0.6802346991382908,0.9085262563523433,0.996833034640218,1.0,0.9348942871156776,0.9565336056769559,0.9763736362492585,1.8779003423354887,7566
Mouse,POLYIC_20190524_polyic___E3_P1_1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_1_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_1_probability.nii.gz,9.235631624999996,0.9717926160149261,0.20000000298023224,0.03688409855104394,3257,3380,0.7127288474029879,0.9457742921067193,0.9996150792696129,1.0,0.9451328896788327,0.9723008887187992,0.9712848744350426,0.9636094674556213,6637,0.9717926160149261,0.20000000298023224,0.03688409855104394,3257,3380,0.7127288474029879,0.9457742921067193,0.9996150792696129,1.0,0.9451328896788327,0.9723008887187992,0.9712848744350426,0.9636094674556213,6637,0.9650100628240883,0.22360680108197992,0.11651026044307358,4944,3349,0.6766321646664938,0.9064909343833258,0.9815622568552095,0.9850281753236036,0.9323859374490429,0.958559298592659,0.9715482380127094,1.476261570618095,8293,0.9675849931463963,0.20000000298023224,0.04801094155925596,4309,3353,0.6868865801694835,0.9200220232680615,0.9943026763058361,0.9996888016469574,0.9372054713687437,0.9636873862333986,0.9715142556155911,1.2851178049507903,7662
Mouse,POLYIC_20190524_polyic___E3_P1_10,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_10.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_10.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_10_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_10_probability.nii.gz,9.160814166999955,0.9700629463852177,0.20000000298023224,0.04070506811945841,4297,2485,0.7075045759609518,0.93339841366687,0.9994142769981696,1.0,0.9418662460784145,0.9623654501344404,0.977884572598229,1.7291750503018108,6782,0.9700629463852177,0.20000000298023224,0.04070506811945841,4297,2485,0.7075045759609518,0.93339841366687,0.9994142769981696,1.0,0.9418662460784145,0.9623654501344404,0.977884572598229,1.7291750503018108,6782,0.9641152090656314,0.22360680108197992,0.053337392314455626,6105,2103,0.6640437577967565,0.898234334516841,0.9984166586699933,1.0,0.9307166371233223,0.9475366727680528,0.9812842077159257,2.902995720399429,8208,0.9641152090656314,0.22360680108197992,0.053337392314455626,6105,2103,0.6640437577967565,0.898234334516841,0.9984166586699933,1.0,0.9307166371233223,0.9475366727680528,0.9812842077159257,2.902995720399429,8208
Mouse,POLYIC_20190524_polyic___E3_P1_12,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_12_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_12_probability.nii.gz,9.193961208000019,0.967037854439568,0.20000000298023224,0.056524956253790115,4428,3428,0.676322009547203,0.9106687676692775,0.9927700792510543,0.9948092876674236,0.9361793736544946,0.9629973175562185,0.9711124406953913,1.2917152858809802,7856,0.967171770156231,0.20000000298023224,0.052939132388611664,4395,3428,0.6768395909185779,0.9113656918902623,0.9935298346513299,0.9955706036501937,0.9364304171880841,0.963262952003611,0.9711124406953913,1.282088681446908,7823,0.9590609412095593,0.360555132919089,0.06904303990601506,7169,2729,0.6228504875653703,0.8485464386033021,0.9946790289798808,1.0,0.9213420642741346,0.9417661059078688,0.9770028735874338,2.6269695859289115,9898,0.9590609412095593,0.360555132919089,0.06904303990601506,7169,2729,0.6228504875653703,0.8485464386033021,0.9946790289798808,1.0,0.9213420642741346,0.9417661059078688,0.9770028735874338,2.6269695859289115,9898
Mouse,POLYIC_20190524_polyic___E3_P1_13,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_13_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_13_probability.nii.gz,9.130640374999984,0.9557937878638735,4.104875246371255,0.32937726583735016,7135,2745,0.6610161420884719,0.8858625779724775,0.9375267844388362,0.9380029522403696,0.9153304938768865,0.9373815207470336,0.9749438633002903,2.599271402550091,9880,0.9706247188560679,0.20000000298023224,0.03807755276693496,3720,2745,0.7047058226305903,0.9444134220011168,0.999492360018275,1.0,0.9429260024365698,0.9663436745107619,0.9749438633002903,1.355191256830601,6465,0.9558128523313053,0.360555132919089,0.15168529271867257,7325,2567,0.6210480306930212,0.8526055072604536,0.9783400514788014,0.9802098003982322,0.9153654634279896,0.9359209881727203,0.9765686328203443,2.8535255161667314,9892,0.9595246636771301,0.30000000447034836,0.06063770354676919,6459,2567,0.6337752447032586,0.8700780572419774,0.9981414942386322,1.0,0.9221983743201193,0.9430654231969395,0.9765686328203443,2.5161667315932994,9026
Mouse,POLYIC_20190524_polyic___E3_P1_3,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_3_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_3_probability.nii.gz,9.175498542000014,0.9590961658215461,0.30000000447034836,0.2351757066201932,5639,3557,0.6520134464844025,0.8791226874162533,0.9640800206868991,0.9646912245233785,0.9214070832763571,0.95029572238235,0.9680611301169985,1.5853247118358167,9196,0.9660313790847916,0.20000000298023224,0.04621926006181627,4025,3557,0.6758778663157639,0.91129955893462,0.9993664254209615,1.0,0.9342946773662408,0.9640101218737984,0.9680611301169985,1.131571549058195,7582,0.9310247564494781,4.328971906700188,0.4309261122642402,11801,4094,0.5740996168582375,0.773552271483306,0.9043021346469622,0.9235249042145594,0.8709507185191199,0.9008952265779838,0.9632393215347179,2.8825109916951637,15895,0.9516269249875807,0.39999961853027344,0.0851291727992366,6812,4094,0.616451559818511,0.830618050168089,0.9710134706255731,0.991654324470461,0.9077178226618492,0.9402911812914705,0.9632393215347179,1.6638983878847093,10906
Mouse,POLYIC_20190524_polyic___E3_P1_4,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_4_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_4_probability.nii.gz,9.379486125000028,0.9716106707155594,0.14142135834465194,0.036841742091489625,2988,3444,0.7048043461933254,0.9502290764339183,0.9999499286483239,1.0,0.9447887517382273,0.973570152316592,0.9696590608756938,0.867595818815331,6432,0.9716106707155594,0.14142135834465194,0.036841742091489625,2988,3444,0.7048043461933254,0.9502290764339183,0.9999499286483239,1.0,0.9447887517382273,0.973570152316592,0.9696590608756938,0.867595818815331,6432,0.9693052176738712,0.20000000298023224,0.056862711407236644,3848,3142,0.6947015127958343,0.9304558130352163,0.9959527158757188,0.9963475728634535,0.9404386577821708,0.9663094487637459,0.9723196194167915,1.2246976448122215,6990,0.9699355825255517,0.20000000298023224,0.042288901893370846,3700,3142,0.6972481608996112,0.933866693086964,0.9996036955390979,1.0,0.9416261411142394,0.9675632079110706,0.9723196194167915,1.1775938892425206,6842
Mouse,POLYIC_20190524_polyic___E3_P1_5,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_5_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_5_probability.nii.gz,9.042694958000027,0.9661899267448413,0.20000000298023224,0.1082425185139892,5217,2343,0.685046404288054,0.9126507518983572,0.9828279319072907,0.9840190580177677,0.9345913255638902,0.9539288931277486,0.9787702511688594,2.2266325224071704,7560,0.9693198133524766,0.20000000298023224,0.04268772866801407,4495,2343,0.6961718868210016,0.9274726383214809,0.9987895294295658,1.0,0.9404661367415701,0.9600501262042732,0.9787702511688594,1.9184805804524114,6838,0.960467642098385,0.3162277707289988,0.13502847182571429,7362,1592,0.6519502475546431,0.874145634585195,0.9764762709817655,0.9776355512619249,0.9239420348945857,0.9366077117812183,0.9855750063426479,4.624371859296482,8954,0.9646414033469612,0.22360680108197992,0.05235513861781759,6382,1592,0.6668643000074113,0.8941426418636824,0.9988141999555324,1.0,0.9316978740170969,0.9445785643572955,0.9855750063426479,4.008793969849246,7974
Mouse,POLYIC_20190524_polyic___E3_P1_6,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_6_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_6_probability.nii.gz,9.108528666999973,0.9682788799360444,0.20000000298023224,0.04602850185556318,4117,3422,0.6779995665888132,0.91611085695023,0.9997592160073199,1.0,0.9385083440726905,0.9654556133579459,0.9711187070093261,1.2030976037405026,7539,0.9682788799360444,0.20000000298023224,0.04602850185556318,4117,3422,0.6779995665888132,0.91611085695023,0.9997592160073199,1.0,0.9385083440726905,0.9654556133579459,0.9711187070093261,1.2030976037405026,7539,0.9665020552040778,0.22360680108197992,0.05301839868278209,5095,2916,0.667922458809223,0.9033119530747037,0.9963756884999643,0.9982116884045876,0.9351755947564331,0.9577753099516011,0.9753892897835169,1.7472565157750344,8011,0.9665020552040778,0.22360680108197992,0.05301839868278209,5095,2916,0.667922458809223,0.9033119530747037,0.9963756884999643,0.9982116884045876,0.9351755947564331,0.9577753099516011,0.9753892897835169,1.7472565157750344,8011
Mouse,POLYIC_20190524_polyic___E3_P1_7,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/corrected_label_retraining/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_7_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/full_resolution_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_7_probability.nii.gz,9.037872917000016,0.9694738514151163,0.20000000298023224,0.03867102313077646,3503,3031,0.7116263629631521,0.9405531012997626,0.9981359005132657,1.0,0.9407561882310272,0.9673407359755358,0.9716163952541039,1.1557241834378094,6534,0.9694738514151163,0.20000000298023224,0.03867102313077646,3503,3031,0.7116263629631521,0.9405531012997626,0.9981359005132657,1.0,0.9407561882310272,0.9673407359755358,0.9716163952541039,1.1557241834378094,6534,0.9668635536238345,0.20000000298023224,0.04865323371589132,4457,2679,0.6924081140791324,0.9164239807190199,0.9972132958425387,0.9991464149427596,0.9358527201467045,0.9589462533965827,0.9749126766366693,1.6636804777902203,7136,0.9670162271616864,0.20000000298023224,0.04700664471826943,4423,2679,0.6929996482235288,0.9172068948188351,0.9980652294085129,1.0,0.9361388364355724,0.9592466668509458,0.9749126766366693,1.650989175065323,7102
