domain,subject,baseline_dice,level0_dice,dice_change,baseline_hd95_mm,level0_hd95_mm,baseline_assd_mm,level0_assd_mm
CAMRI,064,0.9869860027998241,0.9859195545934474,-0.0010664482063766911,0.20000000298023224,0.20000000298023224,0.03869130370559149,0.04102930497593628
CAMRI,007,0.9861910044061033,0.9865487504641919,0.0003577460580885816,0.10000000149011612,0.10000000149011612,0.013673964349371346,0.012872791401213599
CAMRI,043,0.9872546290374762,0.986356440357128,-0.0008981886803481887,0.10000000149011612,0.10000000149011612,0.01119174731118449,0.012495613016133526
CAMRI,078,0.9888709318219431,0.9876857679911871,-0.001185163830755953,0.20000000298023224,0.20000000298023224,0.03164703490536551,0.035427104696152935
CAMRI,009,0.986199096751515,0.9867574262163911,0.0005583294648761061,0.10000000149011612,0.10000000149011612,0.011516787252836285,0.012115806258648705
CAMRI,099,0.9866694057565827,0.9877764167365096,0.0011070109799269368,0.10000000149011612,0.10000000149011612,0.013109839370708443,0.01093235825687257
Mouse,POLYIC_20190510_mouse34__E2_P1,0.9666573535191859,0.9545222658170317,-0.012135087702154213,0.20000000298023224,0.3999999165534973,0.0471528564906049,0.07730688971276548
Mouse,POLYIC_20190510_mouse35__E3_P1,0.9670163046241893,0.9561755158559009,-0.010840788768288423,0.20000000298023224,0.3162277707289988,0.044364055717833584,0.07024429188696316
Mouse,POLYIC_20190510_mouse37__E2_P1,0.9719678572459316,0.9694894402296493,-0.002478417016282264,0.20000000298023224,0.20000000298023224,0.041217050607011085,0.046836470860281296
Mouse,POLYIC_20190510_mouse38__E2_P1,0.9714357314760006,0.9669867304223385,-0.004449001053662083,0.20000000298023224,0.22360680108197992,0.038695616814109254,0.05101515828660248
Mouse,POLYIC_20190510_mouse39__E4_P1,0.9694154346941544,0.9623580386913325,-0.007057396002821847,0.20000000298023224,0.30000000447034836,0.042024251384579325,0.060911943657918556
Mouse,POLYIC_20190510_mouse42__E2_P1,0.9680646602775741,0.9601738182036782,-0.007890842073895898,0.20000000298023224,0.30000000447034836,0.0452464336809348,0.06621965698242627
Mouse,POLYIC_20190510_mouse43__E2_P1_1,0.9607624505559536,0.957925357430216,-0.0028370931257375442,0.22360680108197992,0.2828427166893039,0.0462725450239077,0.05186316918696224
Mouse,POLYIC_20190510_mouse43__E9_P1,0.9527066337955657,0.941928491372409,-0.010778142423156778,0.3999999463558197,0.41231056870567223,0.08008795410312183,0.10949678101560771
Mouse,POLYIC_20190517_mouse33__E2_P1,0.9666261721789219,0.9511261729585765,-0.015499999220345395,0.20000000298023224,0.4000000059604645,0.045584355797157625,0.08876945434162116
Mouse,POLYIC_20190517_mouse35__E2_P1,0.9693583177254853,0.9620408306194629,-0.0073174871060224245,0.20000000298023224,0.360555132919089,0.04106251914003169,0.06295659664349568
Mouse,POLYIC_20190517_mouse36__E2_P1,0.9691356423228261,0.9665375132088764,-0.002598129113949743,0.20000000298023224,0.22360680108197992,0.04058616353367348,0.051165120930211035
Mouse,POLYIC_20190517_mouse37__E3_P1,0.9612160431979566,0.9566642254110564,-0.00455181778690017,0.28990586430124177,0.3000001907348633,0.06513592887940205,0.07502253345907538
Mouse,POLYIC_20190517_mouse38__E3_P1,0.9724356272099246,0.9660918294947126,-0.006343797715211985,0.20000000298023224,0.30000000447034836,0.036648354348110375,0.056504253837019625
Mouse,POLYIC_20190517_mouse39__E12_P1,0.9668420912739547,0.9604394193105424,-0.006402671963412265,0.22234764798058917,0.3000001907348633,0.05288823239473203,0.07096078954484739
Mouse,POLYIC_20190517_mouse42__E4_P1,0.9706056856130596,0.9694331992350912,-0.001172486377968407,0.20000000298023224,0.20000000298023224,0.03950841967412389,0.04329021354793369
Mouse,POLYIC_20190517_mouse43__E3_P1,0.9715021373396995,0.9622502641782514,-0.009251873161448043,0.20000000298023224,0.399999737739563,0.03915659796481472,0.06904566488341118
