domain,subject,baseline_dice,level0_dice,dice_change,baseline_hd95_mm,level0_hd95_mm,baseline_assd_mm,level0_assd_mm
Mouse,POLYIC_20190524_polyic___E3_P1,0.9677601116013614,0.9663517984843634,-0.0014083131169980723,0.20000000298023224,0.22360680108197992,0.045088123068316444,0.04944479054122329
Mouse,POLYIC_20190524_polyic___E3_P1_1,0.9717926160149261,0.9675849931463963,-0.0042076228685297146,0.20000000298023224,0.20000000298023224,0.03688409855104394,0.04801094155925596
Mouse,POLYIC_20190524_polyic___E3_P1_10,0.9700629463852177,0.9641152090656314,-0.00594773731958631,0.20000000298023224,0.22360680108197992,0.04070506811945841,0.053337392314455626
Mouse,POLYIC_20190524_polyic___E3_P1_12,0.967171770156231,0.9590609412095593,-0.0081108289466717,0.20000000298023224,0.360555132919089,0.052939132388611664,0.06904303990601506
Mouse,POLYIC_20190524_polyic___E3_P1_13,0.9706247188560679,0.9595246636771301,-0.011100055178937862,0.20000000298023224,0.30000000447034836,0.03807755276693496,0.06063770354676919
Mouse,POLYIC_20190524_polyic___E3_P1_3,0.9660313790847916,0.9516269249875807,-0.014404454097210917,0.20000000298023224,0.39999961853027344,0.04621926006181627,0.0851291727992366
Mouse,POLYIC_20190524_polyic___E3_P1_4,0.9716106707155594,0.9699355825255517,-0.001675088190007723,0.14142135834465194,0.20000000298023224,0.036841742091489625,0.042288901893370846
Mouse,POLYIC_20190524_polyic___E3_P1_5,0.9693198133524766,0.9646414033469612,-0.004678410005515388,0.20000000298023224,0.22360680108197992,0.04268772866801407,0.05235513861781759
Mouse,POLYIC_20190524_polyic___E3_P1_6,0.9682788799360444,0.9665020552040778,-0.0017768247319666086,0.20000000298023224,0.22360680108197992,0.04602850185556318,0.05301839868278209
Mouse,POLYIC_20190524_polyic___E3_P1_7,0.9694738514151163,0.9670162271616864,-0.0024576242534298798,0.20000000298023224,0.20000000298023224,0.03867102313077646,0.04700664471826943
Mouse,POLYIC_20190524_polyic___E3_P1_9,0.9694715482060298,0.9691161192539656,-0.0003554289520641962,0.20000000298023224,0.20000000298023224,0.039454656414908154,0.04177513447769786
Mouse,POLYIC_20190524_polyic___E4_P1_1,0.9695904672533154,0.9648812100699228,-0.004709257183392657,0.20000000298023224,0.22360680108197992,0.04126047850055229,0.05220791274966019
Mouse,POLYIC_20190524_polyic___E4_P1_7,0.9688340292754554,0.9646980120596291,-0.004136017215826238,0.20000000298023224,0.22360680108197992,0.04370826114022722,0.052341849859567316
Mouse,POLYIC_20190524_polyic___E4_P1_9,0.9639848981777783,0.9597696186791932,-0.004215279498585134,0.22360680108197992,0.3162277707289988,0.06803539698929427,0.07196032315088617
Mouse,POLYIC_20190524_polyic___E8_P1_1,0.9660121045537436,0.9661609446406086,0.0001488400868649986,0.20000000298023224,0.2828427166893039,0.0478082712531302,0.052354337252230834
Mouse,POLYIC_20190524_polyic___E9_P1_1,0.9681257235756336,0.9505145636124008,-0.017611159963232814,0.22360680108197992,0.5099024031559682,0.04877277763010731,0.11600837105464384
Mouse,POLYIC_20190531_polyic_m__E3_P1,0.9710364479844819,0.9657605665572877,-0.005275881427194151,0.20000000298023224,0.22360680108197992,0.03784975279732152,0.05003937910777974
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,0.9688612422811479,0.9570242522892816,-0.011836989991866331,0.20000000298023224,0.4000000059604645,0.041679697258004876,0.07183476383465834
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,0.9716572484003606,0.9685084814899997,-0.003148766910360923,0.14142135834465194,0.20000000298023224,0.03563835145025167,0.04394084511987707
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,0.9696519664488802,0.9660874231589786,-0.003564543289901634,0.20000000298023224,0.2828427166893039,0.041464274818080946,0.054120397410097616
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,0.966888657926783,0.9585291752300956,-0.008359482696687404,0.20000000298023224,0.30000000447034836,0.04594155094986099,0.06482370297314005
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,0.970506715940587,0.9641997195247797,-0.006306996415807342,0.20000000298023224,0.22360680108197992,0.0397542425882928,0.05600805194729991
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,0.9727301486871244,0.9697996427283477,-0.0029305059587766413,0.14142135834465194,0.20000000298023224,0.035817098698776854,0.0437120684658374
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,0.9708264295134075,0.9680562443478514,-0.0027701851655560494,0.20000000298023224,0.20000000298023224,0.03661220276147824,0.044162944216070754
Mouse,POLYIC_20190531_polyic_m__E3_P1_4,0.9682230984709261,0.9641801143178493,-0.004042984153076801,0.20000000298023224,0.40000057220458984,0.045976618122612334,0.06365205499264164
Mouse,POLYIC_20190531_polyic_m__E3_P1_5,0.9693911611071374,0.9653068280034572,-0.004084333103680171,0.20000000298023224,0.22360680108197992,0.04037013637326214,0.050613841807421345
Mouse,POLYIC_20190531_polyic_m__E3_P1_6,0.9687749212433635,0.9672963550756813,-0.0014785661676821604,0.20000000298023224,0.20000000298023224,0.0412556679308812,0.04626582934014489
Mouse,POLYIC_20190531_polyic_m__E3_P1_7,0.9713126856467891,0.9671000770956593,-0.004212608551129815,0.20000000298023224,0.22360680108197992,0.03918840784001993,0.04978399715583057
Mouse,POLYIC_20190531_polyic_m__E3_P1_8,0.9676139458870529,0.9606795352913418,-0.0069344105957110935,0.20000000298023224,0.2828427166893039,0.041635256424114614,0.05846153180058857
Mouse,POLYIC_20190531_polyic_m__E3_P1_9,0.969978730380247,0.9667843991883971,-0.003194331191849864,0.20000000298023224,0.2828427166893039,0.04284179177150497,0.053919050201476276
Mouse,POLYIC_20190531_polyic_m__E5_P1_11,0.9696136225553785,0.9686671773423835,-0.0009464452129950285,0.20000000298023224,0.2828427166893039,0.04384702264259662,0.049777820504239935
Mouse,POLYIC_20190612_polyic___E10_P1_1,0.9731175802353512,0.9696520137831696,-0.0034655664521816565,0.14142135834465194,0.20000000298023224,0.03435339407608435,0.045230229223049284
Mouse,POLYIC_20190612_polyic___E12_P1,0.9711020766948687,0.9688868684925999,-0.002215208202268837,0.20000000298023224,0.20000000298023224,0.040586992386569355,0.04558517026447843
Mouse,POLYIC_20190612_polyic___E3_P1,0.9720080369562604,0.9666892048031908,-0.005318832153069608,0.20000000298023224,0.2828427166893039,0.03646785972946131,0.052723265686478664
Mouse,POLYIC_20190612_polyic___E3_P1_1,0.9699640787222417,0.9684945306719206,-0.0014695480503210678,0.20000000298023224,0.20000000298023224,0.04041372421186923,0.04412341740833751
Mouse,POLYIC_20190612_polyic___E3_P1_2,0.9720411542933652,0.9648358671528565,-0.0072052871405087204,0.20000000298023224,0.30000000447034836,0.036820062619922156,0.05626398314741511
Mouse,POLYIC_20190612_polyic___E3_P1_3,0.9701471769759373,0.9619752866128385,-0.008171890363098844,0.20000000298023224,0.360555132919089,0.04195469682742272,0.06236283137012333
Mouse,POLYIC_20190612_polyic___E3_P1_4,0.9710976478973627,0.9667632611230873,-0.004334386774275445,0.20000000298023224,0.22360680108197992,0.037544056499119065,0.04981495594937818
Mouse,POLYIC_20190614_polyic___E3_P1,0.9722777665009695,0.9686692422710261,-0.0036085242299433995,0.20000000298023224,0.20000000298023224,0.03638234958400387,0.045138810658402834
Mouse,POLYIC_20190614_polyic___E3_P1_1,0.9729152869815372,0.9720002848990913,-0.0009150020824458815,0.14142135834465194,0.20000000298023224,0.03546472194433228,0.03777945330119334
Mouse,POLYIC_20190614_polyic___E3_P1_3,0.9715803189997856,0.9671357636344173,-0.004444555365368252,0.20000000298023224,0.22360680108197992,0.04156515263264949,0.054213675708431934
Mouse,POLYIC_20190614_polyic___E3_P1_4,0.9722020468801584,0.9713103436906249,-0.000891703189533577,0.20000000298023224,0.20000000298023224,0.03689434953339441,0.04137957501246531
Mouse,POLYIC_20190614_polyic___E3_P1_5,0.9687751721890867,0.9697435248612793,0.0009683526721926405,0.20000000298023224,0.20000000298023224,0.04323901807888469,0.04153584372627275
Mouse,POLYIC_20190614_polyic___E3_P1_6,0.972713040553071,0.9691889927088456,-0.003524047844225331,0.14142135834465194,0.22360680108197992,0.03523703810024038,0.04813269130381105
Mouse,POLYIC_20190614_polyic___E4_P1_5,0.9712294135573287,0.9693865703412243,-0.001842843216104395,0.20000000298023224,0.20000000298023224,0.03761774612808775,0.04225853575518742
Mouse,POLYIC_20190618_mouse33__E3_P1,0.9712719004948509,0.9655903956682866,-0.005681504826564265,0.20000000298023224,0.2828427166893039,0.03811704433629855,0.05293116901210261
Mouse,POLYIC_20190618_mouse34__E3_P1,0.971266102832837,0.964079168064408,-0.007186934768429021,0.20000000298023224,0.3162277707289988,0.03717671389137922,0.05882710527523656
Mouse,POLYIC_20190618_mouse35__E3_P1,0.9703028573466985,0.9648775192293265,-0.005425338117372003,0.20000000298023224,0.360555132919089,0.0402405754039517,0.05832323643802079
Mouse,POLYIC_20190618_mouse36__E3_P1,0.9719216321466726,0.9672543433088409,-0.00466728883783174,0.20000000298023224,0.22360680108197992,0.03616379473346004,0.048873790784906224
Mouse,POLYIC_20190619_mouse38__E3_P1,0.9670342287599306,0.9646968736797634,-0.0023373550801671916,0.20000000298023224,0.30000000447034836,0.04529823292425201,0.0557528436368777
Mouse,POLYIC_20190619_mouse39__E3_P1,0.970888436394813,0.9702130564253961,-0.0006753799694169116,0.20000000298023224,0.20000000298023224,0.039326138004005695,0.04340658934313738
Mouse,POLYIC_20190619_mouse42__E3_P1,0.9692660452159005,0.9665549838458777,-0.0027110613700228603,0.20000000298023224,0.22360680108197992,0.04113586340979532,0.04970577127572314
Mouse,POLYIC_20190619_mouse43__E3_P1,0.9696962140010058,0.9655934710702592,-0.004102742930746639,0.20000000298023224,0.30000000447034836,0.04365918474661041,0.05629255097604064
Mouse,POLYIC_20190628_mouse33__E3_P1,0.9700143793781248,0.9699762810003837,-3.8098377741158096e-05,0.20000000298023224,0.20000000298023224,0.041806948635499754,0.04245628887928789
Mouse,POLYIC_20190628_mouse34__E6_P1,0.9708150760571408,0.9657910244083987,-0.005024051648742089,0.20000000298023224,0.2828427166893039,0.0390181573740817,0.05349543521900523
Mouse,POLYIC_20190628_mouse35__E3_P1,0.9712775406746247,0.9673692831587568,-0.0039082575158678745,0.20000000298023224,0.2828427166893039,0.039459301323879974,0.052440425139508307
Mouse,POLYIC_20190628_mouse36__E3_P1,0.9730284090670276,0.9689535551174224,-0.004074853949605162,0.14142135834465194,0.20000000298023224,0.03397684538035514,0.0415739307568897
Mouse,POLYIC_20190629_polyic_mo__E3_P1,0.9718214656282156,0.9700935864493009,-0.001727879178914704,0.20000000298023224,0.20000000298023224,0.03703057040712029,0.04350973477233056
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,0.9650897226753671,0.9623856044474065,-0.0027041182279605724,0.360555132919089,0.40000009536743164,0.05893968055625281,0.06983888953017281
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,0.9693318025995713,0.9668761705234422,-0.0024556320761290884,0.20000000298023224,0.22360680108197992,0.04301294778445111,0.049648844742281206
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,0.9708551205065976,0.9708745384595523,1.9417952954681184e-05,0.20000000298023224,0.20000000298023224,0.0418749964126127,0.04145776542144285
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,0.9706424116160012,0.9712626431267462,0.000620231510744973,0.20000000298023224,0.20000000298023224,0.04081591485670657,0.04071088074347381
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,0.9733213760682711,0.9704604903966035,-0.0028608856716675346,0.20000000298023224,0.20000000298023224,0.036550568671317146,0.0453969842811791
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,0.9728804343208639,0.9675456303612765,-0.005334803959587409,0.14142135834465194,0.22360680108197992,0.034479284581084714,0.04858925819397847
