domain,subject,baseline_dice,unetr_style_dice,dice_change,baseline_hd95_mm,unetr_style_hd95_mm,hd95_change_mm,baseline_assd_mm,unetr_style_assd_mm
CAMRI,064,0.9873471741637831,0.9881255252392411,0.0007783510754579837,0.20000000298023224,0.20000000298023224,0.0,0.03804505576516614,0.03997719814818404
CAMRI,007,0.9879251379174042,0.9882649217145393,0.00033978379713506257,0.10000000149011612,0.10000000149011612,0.0,0.011416409673941138,0.01083115121209365
CAMRI,043,0.9893833432090006,0.9882867594373421,-0.0010965837716584437,0.10000000149011612,0.10000000149011612,0.0,0.009655559352078538,0.012268870356685068
CAMRI,078,0.9902644832412222,0.9900547611120529,-0.00020972212916925415,0.20000000298023224,0.20000000298023224,0.0,0.027812486582450602,0.02888021630181658
CAMRI,009,0.9887403479144617,0.9869593276130032,-0.0017810203014585468,0.10000000149011612,0.10000000149011612,0.0,0.010032371806573922,0.012290676335262464
CAMRI,099,0.9893460194024758,0.9900270932782866,0.0006810738758108448,0.10000000149011612,0.10000000149011612,0.0,0.009939829553465519,0.009165638853081741
Mouse,POLYIC_20190510_mouse34__E2_P1,0.9749279593539092,0.9771919290119044,0.002263969657995246,0.20000000298023224,0.14142135834465194,-0.058578644635580296,0.03470856034128311,0.03156792090753447
Mouse,POLYIC_20190510_mouse35__E3_P1,0.9777070505673854,0.9806102412462921,0.002903190678906764,0.14142135834465194,0.10000000149011612,-0.041421356854535823,0.028407452406270656,0.023080904424004324
Mouse,POLYIC_20190510_mouse37__E2_P1,0.9810286870127125,0.9812534414576763,0.00022475444496383723,0.10000000149011612,0.10000000149011612,0.0,0.02421230213200227,0.0233186303210078
Mouse,POLYIC_20190510_mouse38__E2_P1,0.9800141178712329,0.981267217630854,0.001253099759621068,0.10000000149011612,0.10000000149011612,0.0,0.02443820450517168,0.02229679344881597
Mouse,POLYIC_20190510_mouse39__E4_P1,0.9793219226819717,0.9799341992528874,0.0006122765709156708,0.10000000149011612,0.10000000149011612,0.0,0.025302355629467813,0.023966436205106606
Mouse,POLYIC_20190510_mouse42__E2_P1,0.9796471947842393,0.980191945308734,0.0005447505244946527,0.10000000149011612,0.10000000149011612,0.0,0.026509234064009596,0.02498409581823567
Mouse,POLYIC_20190510_mouse43__E2_P1_1,0.9722420109912477,0.9802102461402622,0.007968235149014458,0.20000000298023224,0.10000000149011612,-0.10000000149011612,0.030568430214321523,0.021701356794720957
Mouse,POLYIC_20190510_mouse43__E9_P1,0.9531438429585958,0.9595720104565627,0.00642816749796693,0.4000000059604645,0.3999999463558197,-5.960464477539063e-08,0.08674332226720438,0.07113476205104023
Mouse,POLYIC_20190517_mouse33__E2_P1,0.9780392619016323,0.9788390074594997,0.0007997455578674373,0.14142135834465194,0.10000000149011612,-0.041421356854535823,0.02924265948764805,0.02833209693308566
Mouse,POLYIC_20190517_mouse35__E2_P1,0.9795426874138692,0.9808005497030622,0.0012578622891930014,0.10000000149011612,0.10000000149011612,0.0,0.025215071915302038,0.023634473115234665
Mouse,POLYIC_20190517_mouse36__E2_P1,0.9804691384715166,0.9815811428250316,0.0011120043535149948,0.10000000149011612,0.10000000149011612,0.0,0.023005462249557407,0.022191382373574608
Mouse,POLYIC_20190517_mouse37__E3_P1,0.9742176125116561,0.9711711887059312,-0.0030464238057248405,0.1988737822087165,0.2109375,0.012063717791283513,0.036972372037906855,0.04127375304867014
Mouse,POLYIC_20190517_mouse38__E3_P1,0.9814981325217872,0.9823514402971842,0.0008533077753970497,0.10000000149011612,0.10000000149011612,0.0,0.022161587572418328,0.021269342937384444
