domain,error_type,error_voxels,<=1 voxel_count,<=1 voxel_percent,>1 to 2 voxels_count,>1 to 2 voxels_percent,>2 to 3 voxels_count,>2 to 3 voxels_percent,>3 to 5 voxels_count,>3 to 5 voxels_percent,>5 voxels_count,>5 voxels_percent,distance_voxels_mean,distance_voxels_median,distance_voxels_p95,distance_voxels_maximum,distance_mm_mean,distance_mm_median,distance_mm_p95,distance_mm_maximum,le1_voxel_distance_mm_mean,le1_voxel_distance_mm_median,le1_voxel_distance_mm_p95,le1_voxel_distance_mm_maximum,gt1_to_2_voxels_distance_mm_mean,gt1_to_2_voxels_distance_mm_median,gt1_to_2_voxels_distance_mm_p95,gt1_to_2_voxels_distance_mm_maximum,gt2_to_3_voxels_distance_mm_mean,gt2_to_3_voxels_distance_mm_median,gt2_to_3_voxels_distance_mm_p95,gt2_to_3_voxels_distance_mm_maximum,gt3_to_5_voxels_distance_mm_mean,gt3_to_5_voxels_distance_mm_median,gt3_to_5_voxels_distance_mm_p95,gt3_to_5_voxels_distance_mm_maximum,gt5_voxels_distance_mm_mean,gt5_voxels_distance_mm_median,gt5_voxels_distance_mm_p95,gt5_voxels_distance_mm_maximum
CAMRI,FP,11622,10337,88.94338324,915,7.872999484,268,2.305971433,101,0.8690414731,1,0.00860437102,1.103996038,1,1.732050776,5.099019527,0.1713364422,0.200000003,0.3000000119,0.9055384994,0.1583334059,0.200000003,0.200000003,0.9055384994,0.2352007478,0.200000003,0.3605551422,0.8485281467,0.3473011255,0.3000000119,0.5385164618,0.608276248,0.4533136189,0.4242640734,0.6403124332,0.6999999881,0.5099019408,0.5099019408,0.5099019408,0.5099019408
CAMRI,FN,12308,12220,99.28501787,61,0.4956126097,24,0.1949951251,3,0.02437439064,0,0,0.03194699064,0,0,3.741657495,0.00534354616,0,0,0.7483314872,0.00283539528,0,0,0.200000003,0.2838487923,0.2828427255,0.5,0.5,0.4862952232,0.4898979664,0.6000000238,0.6000000238,0.7113240361,0.6928203106,0.7427803695,0.7483314872,,,,
CAMRI,All,23930,22557,94.26243209,976,4.078562474,292,1.220225658,104,0.4346009193,1,0.004178854994,0.5526053309,0,1.414213538,5.099019527,0.08596075326,0,0.200000003,0.9055384994,0.07409410924,0,0.200000003,0.9055384994,0.2382412553,0.200000003,0.3605551422,0.8485281467,0.3587253094,0.3162277639,0.565685451,0.608276248,0.4607562423,0.4242640734,0.670820415,0.7483314872,0.5099019408,0.5099019408,0.5099019408,0.5099019408
Mouse,FP,213959,192993,90.20092635,15481,7.23549839,3603,1.683967489,1558,0.7281768937,324,0.1514308816,1.094426394,1,1.414213538,7.280109882,0.1413373798,0.1000000015,0.3999998569,1.982424617,0.1265702844,0.1000000015,0.3000001907,0.4000005722,0.2133550346,0.200000003,0.4242640138,0.8000011444,0.3447219431,0.3000000119,0.8062257767,1.077033877,0.5970088243,0.5385164618,1.24455955,1.612452865,1.043527722,0.9082576036,1.802359593,1.982424617
Mouse,FN,178789,178600,99.8942888,178,0.09955869768,10,0.005593185263,1,0.0005593185263,0,0,0.01090665255,0,0,3.162277699,0.001215249533,0,0,0.412310183,0.001007534913,0,0,0.3605551422,0.1927431226,0.200000003,0.2854163185,0.412310183,0.2619193196,0.28125,0.3000000119,0.3000000119,0.400000006,0.400000006,0.400000006,0.400000006,,,,
Mouse,All,392748,371593,94.61359447,15659,3.987034944,3613,0.9199283001,1559,0.3969466426,324,0.08249564606,0.6011803746,1,1.414213538,7.280109882,0.07755018771,0.1000000015,0.2828427255,1.982424617,0.06622063369,0.0703125,0.200000003,0.4000005722,0.2131207138,0.200000003,0.4242640138,0.8000011444,0.3444927633,0.3000000119,0.8062257767,1.077033877,0.5968824029,0.5385164618,1.243362403,1.612452865,1.043527722,0.9082576036,1.802359593,1.982424617
Combined,FP,225581,203330,90.13613735,16396,7.268342635,3871,1.716013317,1659,0.7354342786,325,0.1440724174,1.094919562,1,1.414213538,7.280109882,0.1428829581,0.1000000015,0.3999997377,1.982424617,0.1281850934,0.1000000015,0.3000001907,0.9055384994,0.2145741433,0.200000003,0.4242640138,0.8485281467,0.3449005187,0.3000000119,0.8062256575,1.077033877,0.588260591,0.5099019408,1.236931682,1.612452865,1.041885853,0.9000000358,1.802220917,1.982424617
Combined,FN,191097,190820,99.85504744,239,0.1250673742,34,0.01779201139,4,0.00209317781,0,0,0.01226179954,0,0,3.741657495,0.001481140964,0,0,0.7483314872,0.001124590053,0,0,0.3605551422,0.2159960717,0.200000003,0.400000006,0.5,0.4203023016,0.4472135901,0.6000000238,0.6000000238,0.6334930658,0.6928203106,0.7400048107,0.7483314872,,,,
Combined,All,416678,394150,94.59342706,16635,3.99229141,3905,0.9371745089,1663,0.3991091442,325,0.07799787846,0.5983906388,1,1.414213538,7.280109882,0.0780332014,0.1000000015,0.2828427255,1.982424617,0.06667123735,0.0703125,0.200000003,0.9055384994,0.2145945877,0.200000003,0.4242640138,0.8485281467,0.3455570042,0.3000000119,0.8062256575,1.077033877,0.5883694291,0.5099019408,1.236931682,1.612452865,1.041885853,0.9000000358,1.802220917,1.982424617
