slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3136261261261261,0.18597662771285475,2438,0,2438,557,first 20%,True,True
1,0.43023556821123476,0.27407651715039577,2201,0,2201,831,first 20%,True,True
2,0.6508313539192399,0.4823943661971831,1911,0,1911,1781,first 20%,True,True
3,0.7803193785066896,0.6397735314932768,1518,9,1527,2721,first 20%,True,True
4,0.7966036279428792,0.6619627966645285,1483,98,1581,3194,first 20%,True,True
5,0.7978851237683249,0.663734506197521,1521,161,1682,3481,first 20%,True,True
6,0.8030112923462986,0.6708595387840671,1467,260,1727,3780,first 20%,True,True
7,0.7938998784396066,0.6582371266263515,1532,333,1865,3925,middle 60%,True,True
8,0.800533689126084,0.6674082313681868,1605,189,1794,3789,middle 60%,True,True
9,0.8043364953612009,0.6727114210985179,1786,91,1877,3949,middle 60%,True,True
10,0.8205670350792889,0.6957301173402868,1781,86,1867,4355,middle 60%,True,True
11,0.8230221222347207,0.6992672825740682,1777,111,1888,4501,middle 60%,True,True
12,0.848678796744994,0.7371346886912326,1552,103,1655,4744,middle 60%,True,True
13,0.8622078968573731,0.7577903682719547,1442,97,1539,4912,middle 60%,True,True
14,0.8845346396081175,0.7929736511919699,1243,77,1320,5133,middle 60%,True,True
15,0.89375,0.807909604519774,1178,46,1224,5194,middle 60%,True,True
16,0.9007633587786259,0.8194444444444444,1107,50,1157,5301,middle 60%,True,True
17,0.9203616013775291,0.8524720893141946,870,55,925,5400,middle 60%,True,True
18,0.9471166622375764,0.8995456839979808,553,44,597,5390,middle 60%,True,True
19,0.9732679678105634,0.9479279279279279,227,62,289,5323,middle 60%,True,True
20,0.9736613603473228,0.9486745628877609,189,84,273,5130,middle 60%,True,True
21,0.9722081859525012,0.9459193706981318,202,73,275,4883,middle 60%,True,True
22,0.9619281220006398,0.926648859667146,282,75,357,4585,middle 60%,True,True
23,0.9387483355525965,0.8845671267252195,478,74,552,4304,middle 60%,True,True
24,0.9024362347020474,0.8222175906627761,784,69,853,4014,middle 60%,True,True
25,0.8746673118799904,0.777252203827134,942,94,1036,3709,middle 60%,True,True
26,0.8483833569496328,0.7366890380313199,1074,103,1177,3396,middle 60%,True,True
27,0.8302604623939128,0.7097823367525644,1045,115,1160,2952,middle 60%,True,True
28,0.7835795259361045,0.6441683140355832,1163,97,1260,2378,middle 60%,True,True
29,0.7271540469973891,0.5712820512820512,1176,78,1254,1749,middle 60%,True,True
30,0.681039574719433,0.516345723242275,1039,41,1080,1194,last 20%,True,True
31,0.774078052273541,0.6314252336448598,606,25,631,1106,last 20%,True,True
32,0.8137404580152672,0.685971685971686,401,87,488,1153,last 20%,True,True
33,0.8378378378378378,0.7209302325581395,225,135,360,1065,last 20%,True,True
34,0.7969924812030075,0.6625,214,164,378,906,last 20%,True,True
35,0.7648766328011611,0.6192714453584018,200,124,324,651,last 20%,True,True
36,0.6378132118451025,0.4682274247491639,248,70,318,350,last 20%,True,True
37,0.0,0.0,192,0,192,0,empty expert,False,True
