domain,split,subject,image_path,mask_path,original_shape,native_spacing_mm,processed_shape,processed_spacing_mm,original_unique_values,pre_integer_resample_unique_count,pre_integer_resample_min,pre_integer_resample_max,post_integer_unique_values,original_voxels,current_processed_voxels,nearest_processed_voxels,current_processed_volume_mm3,nearest_processed_volume_mm3,processed_volume_change_percent,processed_current_vs_nn_dice,processed_current_vs_nn_hd95_mm,processed_current_vs_nn_assd_mm,processed_current_vs_nn_added_voxels,processed_current_vs_nn_lost_voxels,tile_current_vs_nn_dice,tile_current_vs_nn_hd95_mm,tile_current_vs_nn_assd_mm,tile_current_vs_nn_added_voxels,tile_current_vs_nn_lost_voxels,native_original_vs_current_dice,native_original_vs_current_hd95_mm,native_original_vs_current_assd_mm,native_original_vs_current_added_voxels,native_original_vs_current_lost_voxels,native_original_vs_nn_dice,native_original_vs_nn_hd95_mm,native_original_vs_nn_assd_mm,native_original_vs_nn_added_voxels,native_original_vs_nn_lost_voxels,lost_added_ratio,net_processed_voxel_change,mean_inward_shift_mm,mean_outward_shift_mm,current_contour_direction_changes,nearest_contour_direction_changes,current_normalized_perimeter,nearest_normalized_perimeter
CAMRI,train,030,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-030/ses-1/anat/sub-030_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-030_ses-1_acq-RARE_T2w_040.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",251,0.0,1.0,"[0, 1]",137126,167195,171135,1337.559990034401,1369.0799897995587,-2.3022759809507116,0.9883545650696066,0.1599999964237213,0.03090217206715314,0,3940,0.9883545650696066,0.1599999964237213,0.03090217206715314,0,3940,0.9881492437370537,0.10000000149011612,0.008958316957339021,383,2838,0.9903123282085634,0.10000000149011612,0.007139768864266457,1544,1117,3940.0,-3940,0.18418781483914645,0.0,15595,15740,15.068545635908217,15.025181672744376
