domain,subject,component_rank,component_label,is_largest_component,voxel_volume,physical_volume_mm3,centroid_i,centroid_j,centroid_k,centroid_world_x,centroid_world_y,centroid_world_z,centroid_distance_to_largest_mm,minimum_distance_to_largest_mm,bbox_i0,bbox_j0,bbox_k0,bbox_i1_exclusive,bbox_j1_exclusive,bbox_k1_exclusive,occupied_slices,average_image_intensity,brain_intensity_zscore,locally_brain_like,expert_overlap_voxels,expert_overlap_fraction
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,1,2,1,107293,429.1721151129039,90.88851090005872,124.11493760077545,15.616815635689187,1.3378905280793072,-4.243188904612687,-1.9672078747595299,0.0,0.0,40,95,0,140,157,37,37,25.9819393157959,0.05149639440027946,1,106060,0.9885081039769603
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,2,1,0,9,0.036000009655952715,8.0,146.33333333333334,1.0,9.794059492032659,-5.7040174867313596,-7.81400496169051,10.383922662896106,4.923413879328231,7,145,1,10,150,2,1,25.39971160888672,-0.06892564588452336,1,0,0.0
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,1,1,1,113617,454.4678510137749,89.1125447776301,117.04200075692899,15.894989306177772,1.6845352988117437,-2.5524681481095985,2.005779040161749,0.0,0.0,38,85,0,140,150,38,38,23.83702278137207,0.040453822643765014,1,112297,0.9883820202962584
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,1,1,1,111967,447.868120127562,92.12799306938652,112.79368921199996,15.741111220270259,0.6644779300475179,-5.191254677536675,-0.2578811676644701,0.0,0.0,42,75,0,142,150,37,37,28.38296127319336,0.06221274875065671,1,111101,0.9922655782507346
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,2,2,0,6351,25.404006813883967,82.68666351755628,23.825066918595496,3.978113682884585,1.6086108992992187,3.705754736372448,-4.9628032395623505,10.108632710581952,4.384062141314032,63,5,0,106,50,11,11,22.9489688873291,-1.0084295441033777,0,0,0.0
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,3,3,0,41,0.16400004398822904,83.26829268292683,174.21951219512195,33.26829268292683,1.55044798189547,-11.334056182267233,6.752801105206286,9.363152203741844,5.13127706223789,81,172,33,87,177,35,2,23.565513610839844,-0.8869536918103659,1,0,0.0
Mouse,POLYIC_20190531_polyic_m__E3_P1_4,1,1,1,107271,429.08462659730367,84.97239701317224,129.67449730122775,14.845037335346925,1.695123985410321,-2.6569987581284487,-2.3078499986016423,0.0,0.0,34,92,0,133,162,36,36,27.14642906188965,0.07617740597779389,1,105550,0.9839565213338181
Mouse,POLYIC_20190531_polyic_m__E3_P1_5,1,1,1,110896,443.5841189785036,91.43845585052662,118.58487231279757,15.675669095368633,2.0104139603950806,-3.3371761100215203,2.660069794273256,0.0,0.0,40,87,0,142,152,37,37,25.0881404876709,0.04756089654702232,1,109056,0.9834078776511326
Mouse,POLYIC_20190531_polyic_m__E3_P1_5,2,2,0,21,0.08400002253055634,121.85714285714286,97.28571428571429,8.857142857142858,-1.031454785593919,-1.2071750340984195,-0.067274781553885,4.607415597333497,0.22360680108197992,120,95,8,124,100,10,2,34.93864059448242,2.079863875615714,0,0,0.0
Mouse,POLYIC_20190531_polyic_m__E3_P1_6,1,1,1,107642,430.56811548734026,97.64294606194608,120.62095650396685,16.092231656788243,0.9909952797391703,-3.6444083615994796,3.648498502003269,0.0,0.0,47,87,0,148,155,38,38,20.372840881347656,0.08286474760990642,1,106587,0.9901989929581391
Mouse,POLYIC_20190531_polyic_m__E3_P1_7,1,1,1,110697,442.78811876499975,90.03434600757022,120.07964082134114,15.623576068005457,0.7708743974216699,-1.2897532582953701,4.130047837522631,0.0,0.0,40,85,0,139,155,36,36,24.1606388092041,0.03882190330665252,1,109042,0.9850492786615717
Mouse,POLYIC_20190531_polyic_m__E3_P1_8,1,1,1,104302,417.20801865065124,89.7897739257157,116.2884796072942,15.268892255182067,0.8986822712996965,-2.2087506445729144,-0.33728373201761475,0.0,0.0,40,87,0,138,150,36,36,28.63176727294922,0.0810693653943207,1,103259,0.9900001917508773
Mouse,POLYIC_20190531_polyic_m__E3_P1_9,1,1,1,114744,458.97612310695985,91.79637279509168,121.24452694694276,16.14148887959283,1.0969624677367804,-3.204210175422146,-0.9036060302366113,0.0,0.0,42,87,0,143,155,37,37,26.238252639770508,0.029486823947944964,1,112665,0.9818814055636896
Mouse,POLYIC_20190531_polyic_m__E3_P1_9,2,2,0,12,0.04800001287460362,90.5,68.0,26.0,1.2265997491776943,2.120119348807327,3.0399657666454782,6.626993981020721,2.097617744646484,89,67,26,93,70,27,1,18.219032287597656,-1.5230584142062003,0,0,0.0
Mouse,POLYIC_20190531_polyic_m__E5_P1_11,1,2,1,117836,471.3439859528534,86.22409110967786,124.17018568179503,15.855358294578906,1.2552505582167637,-2.2602555234589836,4.911156119358984,0.0,0.0,35,85,0,137,160,37,37,26.278505325317383,0.04531283189205373,1,115508,0.9802437285719136
Mouse,POLYIC_20190531_polyic_m__E5_P1_11,2,1,0,7,0.027999999165534927,20.714285714285715,111.57142857142857,15.0,7.806231195373194,-1.000369100916327,4.569052198248016,6.679797616615739,1.529705876872229,20,110,15,22,115,16,1,24.129558563232422,-0.37620432826287625,1,0,0.0
Mouse,POLYIC_20190612_polyic___E10_P1_1,1,1,1,110814,443.25611889052715,89.3223238940928,118.99856516324652,15.639919143790495,0.320458176861516,1.1830342197314394,-1.1874736602736222,0.0,0.0,39,87,0,138,152,37,37,14.855595588684082,0.04834073332445079,1,109469,0.9878625444438428
Mouse,POLYIC_20190612_polyic___E12_P1,1,1,1,108814,435.2561167447599,88.80021872185564,121.75075817449961,15.506047016008969,0.329658631339969,0.43025483328069214,-1.0235218566094435,0.0,0.0,38,92,0,138,155,37,37,16.827945709228516,0.050393848322352,1,107439,0.9873637583399195
Mouse,POLYIC_20190612_polyic___E3_P1,1,1,1,111999,447.996654214759,85.30596701756265,112.31994928526147,15.214966205055402,0.6814800578885158,2.26752954741346,-3.91373501732044,0.0,0.0,34,75,0,135,147,36,36,15.043747901916504,0.03579975952260296,1,110386,0.9855980856971938
Mouse,POLYIC_20190612_polyic___E3_P1,2,2,0,19,0.07600011098385183,117.05263157894737,87.47368421052632,9.68421052631579,-2.559974387564015,4.664442800376971,-6.125962797786394,4.598496690967758,0.3162277707289988,116,85,9,119,90,11,2,24.603836059570312,3.505124961465561,0,0,0.0
Mouse,POLYIC_20190612_polyic___E3_P1_1,1,1,1,106661,426.6441144348414,98.09836772578544,123.90365738179841,15.530653190950769,-1.1234926964477276,-5.869121671162848,-1.013686112925801,0.0,0.0,48,92,0,148,155,37,37,17.06793975830078,0.04983647825204394,1,105265,0.9869118046896241
Mouse,POLYIC_20190612_polyic___E3_P1_2,1,1,1,108723,434.89211664712747,88.6175326287906,117.49789832878048,15.071981089557868,0.5048399282553326,1.809674874797489,-0.8183240940410919,0.0,0.0,38,82,0,138,150,36,36,14.450845718383789,0.04154457047716189,1,107429,0.9880981944942653
Mouse,POLYIC_20190612_polyic___E3_P1_3,1,1,1,107664,430.6561155109437,87.97689106850943,119.17249034031802,15.10838348937435,0.4836031612003229,1.752363862459399,-0.8554913662330295,0.0,0.0,38,85,0,138,150,36,36,12.514860153198242,0.007870218296303908,1,105759,0.9823060633080696
Mouse,POLYIC_20190612_polyic___E3_P1_4,1,1,1,108250,433.0001161396535,88.28584757505773,124.00323325635104,14.915584295612009,0.4377585208467618,0.6374998499550344,-1.4772233100779602,0.0,0.0,38,92,0,136,157,36,36,13.018804550170898,0.04991081945553228,1,106656,0.9852748267898384
Mouse,POLYIC_20190614_polyic___E3_P1,1,1,1,111509,446.0361196361813,90.29487305957366,123.57192692966487,15.972100906653274,-0.298545668046275,0.3423888698939166,-1.3812181532974854,0.0,0.0,39,90,0,140,157,37,37,14.099384307861328,0.026889649521262264,1,109865,0.9852567954156167
Mouse,POLYIC_20190614_polyic___E3_P1_1,1,1,1,113595,454.37958021103054,98.52825388441393,122.20722743078481,15.571979400501784,-0.7855380901915723,-1.8211659304970365,-4.541304763017102,0.0,0.0,49,85,0,148,157,37,37,14.3618803024292,0.046018539062192616,1,112206,0.9877723491350852
Mouse,POLYIC_20190614_polyic___E3_P1_1,2,2,0,121,0.4839995528459412,88.62809917355372,74.94214876033058,22.421487603305785,0.204477395646828,2.905256374931387,-1.8013563738192033,5.552163150243276,1.5652476075738595,81,72,21,96,80,25,4,13.07992935180664,-0.39017161186328,1,0,0.0
Mouse,POLYIC_20190614_polyic___E3_P1_1,3,3,0,22,0.08799991869926205,91.27272727272727,70.5,26.454545454545453,-0.059985418211329744,3.349420837733608,-0.18812088910733316,6.797911741681232,2.1840329283719764,89,70,26,95,72,28,2,11.804737091064453,-0.824062085131393,1,0,0.0
Mouse,POLYIC_20190614_polyic___E3_P1_3,1,1,1,117117,468.4681256529127,82.15908023600332,119.66803282187898,15.357565511411666,-0.20968575189700367,-0.34467445788706286,-0.4162581468070714,0.0,0.0,31,77,0,135,157,36,36,15.019866943359375,0.02117850161781898,1,114918,0.9812239043008274
Mouse,POLYIC_20190614_polyic___E3_P1_4,1,1,1,117040,468.1601255703007,89.45403280929597,121.66678058783322,15.866498632946001,0.18912569954303748,0.49928494634449017,-1.4234531184856962,0.0,0.0,38,82,0,140,155,37,37,13.639379501342773,0.02114813441695583,1,115183,0.9841336295283664
Mouse,POLYIC_20190614_polyic___E3_P1_5,1,1,1,106575,426.30062253178994,93.7045085620455,123.86901243255923,16.504743138634765,-0.7754254454148821,-0.3468574884327644,-3.447329549347444,0.0,0.0,44,90,0,143,157,37,37,14.464607238769531,0.021989761979952064,1,104420,0.979779498006099
Mouse,POLYIC_20190614_polyic___E3_P1_5,2,3,0,393,1.5720022956133564,98.44783715012723,89.69211195928753,36.089058524173026,-1.3430751154109615,3.056331843783367,4.386514623797675,8.559967190817735,2.6981496514929635,88,80,34,116,97,38,4,11.294347763061523,-1.0416335909956105,0,0,0.0
Mouse,POLYIC_20190614_polyic___E3_P1_5,3,5,0,33,0.13200019276142688,100.84848484848484,67.0909090909091,36.39393939393939,-1.6448822204570952,5.309034708364548,4.508537783918737,9.800045747341766,5.048765170948375,99,65,36,104,70,38,2,22.20667266845703,2.6194558856136907,0,0,0.0
Mouse,POLYIC_20190614_polyic___E3_P1_5,4,2,0,9,0.036000052571298236,84.0,78.0,35.0,0.06918022817557912,4.264645374169907,3.950927133642045,8.758625425433632,3.921736447825417,83,77,35,86,80,36,1,17.267269134521484,0.9622839762731854,1,0,0.0
Mouse,POLYIC_20190614_polyic___E3_P1_5,5,4,0,6,0.024000035047532158,94.0,90.5,32.0,-0.8962490572738631,2.987792755811288,2.7508863501551843,7.039344496007192,2.2715649675301006,93,90,32,96,92,33,1,9.100239753723145,-1.7777577270686813,0,0,0.0
Mouse,POLYIC_20190614_polyic___E3_P1_6,1,1,1,111683,446.73211982286307,89.67729197818826,130.94458422499395,15.710878110365947,0.7051165090056966,0.6877765800703539,3.646554778923644,0.0,0.0,38,97,0,140,165,37,37,14.031577110290527,0.04548428003273148,1,110078,0.9856289677032315
Mouse,POLYIC_20190614_polyic___E4_P1_5,1,1,1,112325,449.3001205116543,89.98613843756955,117.91226352103271,15.66680614288894,0.6067832465795195,-0.3304610404001771,-0.8651333748831567,0.0,0.0,40,85,0,141,152,37,37,15.938796997070312,0.02507697295519486,1,110513,0.9838682394836412
Mouse,POLYIC_20190618_mouse33__E3_P1,1,1,1,108076,432.30411595297176,88.86836115326251,115.30860690625116,15.462202524149673,-0.35630158731902384,1.2386827285117032,0.7707056527560603,0.0,0.0,39,82,0,138,147,37,37,13.469862937927246,0.02657514538259145,1,106295,0.9835208556941412
Mouse,POLYIC_20190618_mouse34__E3_P1,1,1,1,107217,428.86817893767864,93.52683809470513,125.1528302414729,15.336579087271607,-0.4107586557768652,-0.04453369730757828,1.0239983350449107,0.0,0.0,43,95,0,143,157,37,37,13.704374313354492,0.026331080134238464,1,105416,0.9832022906815151
Mouse,POLYIC_20190618_mouse35__E3_P1,1,1,1,107952,431.80808364773014,88.94440121535497,114.85337001630354,14.748638283681636,-0.2716467077066138,0.8892618465403572,-0.12247995749570162,0.0,0.0,39,82,0,139,147,36,36,14.218134880065918,0.02279252729141295,1,106088,0.9827330665480954
Mouse,POLYIC_20190618_mouse35__E3_P1,2,2,0,552,2.208000427722942,95.19202898550725,28.452898550724637,11.701086956521738,-1.0066945543559154,9.579591488734845,-0.8041194323119125,8.747957304450889,5.273518868645117,87,22,9,105,35,16,7,12.46851921081543,-0.661145458797052,1,0,0.0
Mouse,POLYIC_20190618_mouse36__E3_P1,1,1,1,111688,446.7518535432769,90.56382959673375,119.50074314160877,15.205259293746867,-0.05566911806474284,0.9077583247776406,1.1767299476062867,0.0,0.0,40,87,0,140,152,37,37,15.09485149383545,0.03414462931645662,1,110115,0.9859161234868562
Mouse,POLYIC_20190619_mouse38__E3_P1,1,1,1,109554,438.2159869401448,89.86946163535791,122.36072621720795,15.32799350092192,-0.7377151673060212,0.32703880876715274,1.048467095956207,0.0,0.0,38,92,0,140,155,36,36,13.557451248168945,0.033993852344451014,1,106966,0.9763769465286526
Mouse,POLYIC_20190619_mouse39__E3_P1,1,1,1,112314,449.2558192502204,93.32998557615257,125.47124134123973,15.76677885214666,-0.4827728331686778,0.42392418021339395,0.6094100322165295,0.0,0.0,42,92,0,144,160,38,38,12.782750129699707,0.05660851724627762,1,110460,0.9834927079438004
Mouse,POLYIC_20190619_mouse42__E3_P1,1,1,1,113327,453.30775007181586,96.17991299513797,117.15408508122513,15.59101538027125,-0.4017817262901726,1.033350530736044,-1.1732404955604938,0.0,0.0,45,85,0,146,150,37,37,13.573244094848633,0.02702725427681915,1,110845,0.9780987761080766
Mouse,POLYIC_20190619_mouse43__E3_P1,1,1,1,117001,468.00391631436065,90.0213587918052,114.55310638370612,14.365646447466261,-0.6443194169812969,1.1124007135083787,0.5744083886950158,0.0,0.0,39,72,0,141,150,36,36,13.321573257446289,0.002524771754525984,1,114411,0.9778634370646405
Mouse,POLYIC_20190628_mouse33__E3_P1,1,1,1,109459,437.8360195727947,84.78207365314867,124.73197270210764,15.176422222019204,-0.24963413964704628,-6.229397798639409,0.38897100901752246,0.0,0.0,34,95,0,134,157,37,37,13.85347843170166,0.04014025066628728,1,107662,0.983582894051654
Mouse,POLYIC_20190628_mouse34__E6_P1,1,1,1,108273,433.0922452358078,88.4520425221431,127.39994273733987,15.221929751646302,-0.24333235758226035,-7.170952798420199,0.03454956802192832,0.0,0.0,35,95,0,138,160,37,37,15.052599906921387,0.044818202377019514,1,106418,0.982867381526327
Mouse,POLYIC_20190628_mouse35__E3_P1,1,1,1,111358,445.43188716327785,91.83045672515671,122.22870382011172,14.929309075234828,-0.5376788561183599,-5.511801179696548,0.7830584850623685,0.0,0.0,42,90,0,141,155,36,36,13.282090187072754,0.030166273655037164,1,109426,0.9826505504768405
Mouse,POLYIC_20190628_mouse35__E3_P1,2,2,0,3,0.01199999696016302,42.0,168.0,0.0,4.454884706128039,-9.852237033879526,-5.355121185849511,9.024540099071169,4.004996831424775,42,167,0,43,170,1,1,17.653390884399414,1.8031488958847162,0,0,0.0
Mouse,POLYIC_20190628_mouse36__E3_P1,1,1,1,114601,458.404020492256,89.78118864582333,124.39619200530537,15.952496051517874,-0.90145049615424,-6.60827586404784,-0.915146384987322,0.0,0.0,39,92,0,140,157,38,38,13.209364891052246,0.039745132781524015,1,113041,0.9863875533372309
Mouse,POLYIC_20190629_polyic_mo__E3_P1,1,1,1,111287,445.14811939800114,93.57405626892628,122.38088006685417,15.875349322023236,-0.4458771666466941,-4.903273333630562,-0.5053135419687393,0.0,0.0,42,92,0,143,155,37,37,14.76217269897461,0.038298124913201094,1,109911,0.9876355728881181
Mouse,POLYIC_20190629_polyic_mo__E3_P1,2,2,0,14,0.05600001502037089,124.28571428571429,97.64285714285714,9.357142857142858,-3.5269074614661733,-2.4518943981272834,-3.1221201814148154,4.727545171785634,0.3162277707289988,123,95,9,127,100,11,2,27.197282791137695,4.331968232363142,0,0,0.0
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,1,1,1,119344,477.3761280422246,85.42321356750234,125.39136445904276,16.264512669258615,1.3393833212805628,-3.499842311218517,-0.29372971061184927,0.0,0.0,34,75,0,138,165,37,37,14.22962474822998,-0.006945209431636373,1,115855,0.9707651830004022
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,1,2,1,120036,480.14412878466004,81.41493385317737,132.71391915758605,16.39314039121597,2.0585179162913434,-3.939558457361846,-0.9630486330390333,0.0,0.0,28,92,0,131,170,37,37,14.785685539245605,0.04789417971540919,1,117939,0.9825302409277217
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,2,1,0,6,0.02400000643730181,23.5,108.0,13.0,7.840814652811981,-1.4547914920296972,-2.335017126348392,6.441375626977261,1.2529964272852683,23,107,13,25,110,14,1,25.350296020507812,3.753764209113185,0,0,0.0
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,1,1,1,112242,448.9680535211576,89.73227490600667,125.48926426827747,15.812138058837155,-0.060660540004469965,-2.2989591833078595,5.305732280842633,0.0,0.0,37,92,0,140,157,37,37,13.827972412109375,0.05452648331654732,1,110045,0.9804262219133658
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,1,1,1,113377,453.50812164032794,93.23795831606057,126.11355036735846,16.596046817255704,0.28006261437232816,-4.4136852030304805,-0.15310999419195603,0.0,0.0,42,92,0,143,160,37,37,15.836785316467285,0.03776245551773283,1,111543,0.9838238796228512
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,1,1,1,117208,468.8321257505451,86.3939577503242,124.42626783154734,16.320652173913043,0.12855605246821433,-5.290765551961794,-1.238834126126597,0.0,0.0,35,90,0,138,160,38,38,14.250768661499023,0.04180138583592394,1,115694,0.9870827929834141
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,1,1,1,112701,450.80358351479686,85.50164594812823,112.21478070292189,16.0933887010763,1.375024777578167,-4.121761348366263,-0.8828643430750045,0.0,0.0,36,75,0,135,147,37,37,15.589924812316895,0.04685356410586765,1,111457,0.9889619435497466
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,2,2,0,25,0.09999990761279777,79.08,59.6,27.04,2.001819237512062,1.161904772820331,3.4712164982976503,6.875174103132751,2.1377557920053936,77,57,26,81,62,29,3,13.859539985656738,-0.5222748039919974,1,0,0.0
