slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3624205951186894,0.2213148223764802,1907,0,1907,542,first 20%,True,True
1,0.655367231638418,0.48739495798319327,1464,0,1464,1392,first 20%,True,True
2,0.8201881331403763,0.6951855259122969,989,5,994,2272,first 20%,True,True
3,0.8420424007166318,0.7271789582258896,1020,38,1058,2858,first 20%,True,True
4,0.8578398156931833,0.7510678690080683,975,74,1049,3239,first 20%,True,True
5,0.8592021871504909,0.7531590413943355,936,197,1133,3654,first 20%,True,True
6,0.8586538461538461,0.7523167649536647,1014,162,1176,3734,first 20%,True,True
7,0.854494250176015,0.7459536980127023,1184,56,1240,3697,middle 60%,True,True
8,0.8597176981541802,0.7539516282612836,1244,48,1292,4007,middle 60%,True,True
9,0.8731016206299053,0.7747829232995659,1222,23,1245,4306,middle 60%,True,True
10,0.8770595690747782,0.781038374717833,1228,33,1261,4531,middle 60%,True,True
11,0.8933232456969926,0.8072124423175525,1086,42,1128,4765,middle 60%,True,True
12,0.9100138440239963,0.8348856900931414,914,61,975,4991,middle 60%,True,True
13,0.933012220140933,0.8744357130914563,716,35,751,5265,middle 60%,True,True
14,0.9416438598040081,0.889723056389723,620,41,661,5374,middle 60%,True,True
15,0.9339008077825067,0.8759980446472218,723,38,761,5414,middle 60%,True,True
16,0.9277579466258712,0.8652504755865568,805,45,850,5503,middle 60%,True,True
17,0.9150239073903196,0.8433585897634143,974,39,1013,5493,middle 60%,True,True
18,0.9024390243902439,0.8222222222222222,1103,49,1152,5377,middle 60%,True,True
19,0.8828937193917004,0.7903399477003538,1316,47,1363,5185,middle 60%,True,True
20,0.8660690512115026,0.7637758296806513,1471,38,1509,4917,middle 60%,True,True
21,0.8511666821604537,0.7408965852079624,1566,35,1601,4613,middle 60%,True,True
22,0.8395727071504187,0.7235030685022392,1625,42,1667,4404,middle 60%,True,True
23,0.8207903604615542,0.6960512642881884,1730,25,1755,4044,middle 60%,True,True
24,0.8057538157461294,0.6746965796248621,1729,40,1769,3709,middle 60%,True,True
25,0.7996053767418917,0.6661187589891103,1586,39,1625,3281,middle 60%,True,True
26,0.7808498253783469,0.6404869897350203,1461,45,1506,2728,middle 60%,True,True
27,0.7482040229885057,0.5977044476327116,1358,44,1402,2127,middle 60%,True,True
28,0.7098244814223843,0.5501766784452297,1227,46,1273,1603,last 20%,True,True
29,0.7095771144278606,0.5498795180722892,896,38,934,1179,last 20%,True,True
30,0.7806664225558404,0.6402402402402403,564,35,599,1101,last 20%,True,True
31,0.8241491085899514,0.7008959338387319,363,71,434,1088,last 20%,True,True
32,0.8682572614107884,0.7671860678276811,150,104,254,941,last 20%,True,True
33,0.8567585743106927,0.7494117647058823,145,68,213,705,last 20%,True,True
34,0.7995867768595041,0.6660929432013769,168,26,194,413,last 20%,True,True
