transform,stage,n,mean_relative_l2,sd_relative_l2,mean_cosine
axis1_+6mm,encoder_level1,15,0.36567359964052837,0.008921105769785217,0.9308454751968384
axis1_+6mm,encoder_level2,15,0.4229657590389252,0.0030791738287082094,0.9061408003171285
axis1_+6mm,encoder_level3,15,0.4115980684757233,0.006239796366029715,0.9114340782165528
axis1_+6mm,encoder_level4,15,0.22420676549275717,0.004812778453573509,0.9745946486790975
axis1_+6mm,output_logits,15,0.32247188488642375,0.01308474724734117,0.94671710729599
axis2_+1mm,input,15,2.530984685715036e-06,4.6445271438957476e-07,1.000000003973643
axis2_+1mm,encoder_level0,15,1.8179168788871416e-05,6.561903320004853e-07,0.9999999880790711
axis2_+1mm,encoder_level1,15,0.29364773631095886,0.015531016228464764,0.9557851394017537
axis2_+1mm,encoder_level2,15,0.2660746117432912,0.007556311417012126,0.9639303644498189
axis2_+1mm,encoder_level3,15,0.2827286591132482,0.022677927237761665,0.9589144746462505
axis2_+1mm,encoder_level4,15,0.2966255416472753,0.022747606054102223,0.9554283817609152
axis2_+1mm,output_logits,15,0.1361240764458974,0.020523643240823862,0.9905231515566508
axis2_+2mm,input,15,2.530984685715036e-06,4.6445271438957476e-07,1.000000003973643
axis2_+2mm,encoder_level0,15,0.043403669943412146,0.0009230333743976759,0.9990572015444438
axis2_+2mm,encoder_level1,15,0.11252324481805166,0.0021007847510969417,0.9936495423316956
axis2_+2mm,encoder_level2,15,0.30513786474863686,0.008576530040256436,0.9522677620251974
axis2_+2mm,encoder_level3,15,0.2722037037213643,0.019928734386819552,0.9620521783828735
axis2_+2mm,encoder_level4,15,0.3109030216932297,0.024369623060028916,0.9505520224571228
axis2_+2mm,output_logits,15,0.1669174204270045,0.02068633802468656,0.9858036915461222
axis2_+4mm,input,15,2.530984685715036e-06,4.6445271438957476e-07,1.000000003973643
axis2_+4mm,encoder_level0,15,0.10631683866182963,0.002260961268368046,0.9943296988805135
axis2_+4mm,encoder_level1,15,0.2482663055260976,0.0023794006302752797,0.968691599369049
axis2_+4mm,encoder_level2,15,0.32247822880744936,0.007596151363578633,0.9468560298283895
axis2_+4mm,encoder_level3,15,0.33127229412396747,0.020975708828934753,0.9434373259544373
axis2_+4mm,encoder_level4,15,0.306192484498024,0.02876402947863936,0.9520616412162781
axis2_+4mm,output_logits,15,0.26635348002115883,0.037868884568232994,0.9632622599601746
axis2_+6mm,input,15,0.10096656878789266,0.011952035175152753,0.9948174198468526
axis2_+6mm,encoder_level0,15,0.22085850636164348,0.011098848557404749,0.975283169746399
axis2_+6mm,encoder_level1,15,0.37370753089586894,0.001213775469737872,0.9276751160621644
axis2_+6mm,encoder_level2,15,0.45247629284858704,0.005160155203273457,0.8917593042055766
axis2_+6mm,encoder_level3,15,0.437221231063207,0.010345640345645519,0.8993670384089152
axis2_+6mm,encoder_level4,15,0.2552907019853592,0.00908951025019865,0.9670778354008992
axis2_+6mm,output_logits,15,0.34900840918223064,0.013615217834435474,0.9372399012247722
