transform,stage,relative_l2,cosine,subject
axis2_+1mm,encoder_level0,1.7542926798341796e-05,1.0,POLYIC_20190510_mouse35__E3_P1
axis2_+1mm,encoder_level1,0.2923741042613983,0.9563076496124268,POLYIC_20190510_mouse35__E3_P1
axis2_+1mm,encoder_level2,0.2674058973789215,0.9635920524597168,POLYIC_20190510_mouse35__E3_P1
axis2_+1mm,encoder_level3,0.286410927772522,0.958109438419342,POLYIC_20190510_mouse35__E3_P1
axis2_+1mm,encoder_level4,0.3007308542728424,0.9539284706115723,POLYIC_20190510_mouse35__E3_P1
axis2_+1mm,output_logits,0.14237073063850403,0.9898903369903564,POLYIC_20190510_mouse35__E3_P1
axis2_+2mm,input,2.2450549295172095e-06,1.0,POLYIC_20190510_mouse35__E3_P1
axis2_+2mm,encoder_level0,0.044068340212106705,0.9990284442901611,POLYIC_20190510_mouse35__E3_P1
axis2_+2mm,encoder_level1,0.11250234395265579,0.9936541318893433,POLYIC_20190510_mouse35__E3_P1
axis2_+2mm,encoder_level2,0.30637121200561523,0.9519124031066895,POLYIC_20190510_mouse35__E3_P1
axis2_+2mm,encoder_level3,0.27961084246635437,0.9601681232452393,POLYIC_20190510_mouse35__E3_P1
axis2_+2mm,encoder_level4,0.3016367554664612,0.9537737369537354,POLYIC_20190510_mouse35__E3_P1
axis2_+2mm,output_logits,0.16902059316635132,0.9856449961662292,POLYIC_20190510_mouse35__E3_P1
axis2_+4mm,input,2.2450549295172095e-06,1.0,POLYIC_20190510_mouse35__E3_P1
axis2_+4mm,encoder_level0,0.10794493556022644,0.9941568374633789,POLYIC_20190510_mouse35__E3_P1
axis2_+4mm,encoder_level1,0.2483615130186081,0.9686701893806458,POLYIC_20190510_mouse35__E3_P1
axis2_+4mm,encoder_level2,0.32372361421585083,0.9464788436889648,POLYIC_20190510_mouse35__E3_P1
axis2_+4mm,encoder_level3,0.33347994089126587,0.9428915977478027,POLYIC_20190510_mouse35__E3_P1
axis2_+4mm,encoder_level4,0.29161858558654785,0.9569185972213745,POLYIC_20190510_mouse35__E3_P1
axis2_+4mm,output_logits,0.2394348382949829,0.9709253907203674,POLYIC_20190510_mouse35__E3_P1
axis2_+6mm,input,0.09645012021064758,0.9953378438949585,POLYIC_20190510_mouse35__E3_P1
axis2_+6mm,encoder_level0,0.22082869708538055,0.9753514528274536,POLYIC_20190510_mouse35__E3_P1
axis2_+6mm,encoder_level1,0.37188202142715454,0.9283987283706665,POLYIC_20190510_mouse35__E3_P1
axis2_+6mm,encoder_level2,0.45358020067214966,0.8912153840065002,POLYIC_20190510_mouse35__E3_P1
axis2_+6mm,encoder_level3,0.43762409687042236,0.8992352485656738,POLYIC_20190510_mouse35__E3_P1
axis2_+6mm,encoder_level4,0.2515376806259155,0.968235969543457,POLYIC_20190510_mouse35__E3_P1
axis2_+6mm,output_logits,0.3532484173774719,0.9358529448509216,POLYIC_20190510_mouse35__E3_P1
resampling_floor,input,2.3760105705150636e-06,1.000000238418579,POLYIC_20190510_mouse37__E2_P1
resampling_floor,encoder_level0,1.8295584595762193e-05,0.9999998807907104,POLYIC_20190510_mouse37__E2_P1
resampling_floor,encoder_level1,1.8806753359967843e-05,1.0,POLYIC_20190510_mouse37__E2_P1
resampling_floor,encoder_level2,2.095130184898153e-05,1.0,POLYIC_20190510_mouse37__E2_P1
resampling_floor,encoder_level3,7.234291388158454e-07,1.0,POLYIC_20190510_mouse37__E2_P1
resampling_floor,encoder_level4,4.408258973853663e-06,1.0,POLYIC_20190510_mouse37__E2_P1
resampling_floor,output_logits,0.00012457947013899684,1.0,POLYIC_20190510_mouse37__E2_P1
axis0_+1mm,input,2.1582548015430802e-06,1.000000238418579,POLYIC_20190510_mouse37__E2_P1
axis0_+1mm,encoder_level0,1.939840876730159e-05,0.9999998807907104,POLYIC_20190510_mouse37__E2_P1
axis0_+1mm,encoder_level1,0.2103627771139145,0.9776380062103271,POLYIC_20190510_mouse37__E2_P1
axis0_+1mm,encoder_level2,0.2311105728149414,0.972943127155304,POLYIC_20190510_mouse37__E2_P1
axis0_+1mm,encoder_level3,0.23615042865276337,0.9717228412628174,POLYIC_20190510_mouse37__E2_P1
axis0_+1mm,encoder_level4,0.21105585992336273,0.9777690172195435,POLYIC_20190510_mouse37__E2_P1
axis0_+1mm,output_logits,0.10936830192804337,0.9940213561058044,POLYIC_20190510_mouse37__E2_P1
axis0_+2mm,input,2.1750934138253797e-06,1.0000001192092896,POLYIC_20190510_mouse37__E2_P1
axis0_+2mm,encoder_level0,1.923173294926528e-05,0.9999998807907104,POLYIC_20190510_mouse37__E2_P1
axis0_+2mm,encoder_level1,0.07302088290452957,0.9973465204238892,POLYIC_20190510_mouse37__E2_P1
axis0_+2mm,encoder_level2,0.24412494897842407,0.9697626829147339,POLYIC_20190510_mouse37__E2_P1
axis0_+2mm,encoder_level3,0.22446249425411224,0.9744912385940552,POLYIC_20190510_mouse37__E2_P1
axis0_+2mm,encoder_level4,0.2292545586824417,0.9736879467964172,POLYIC_20190510_mouse37__E2_P1
axis0_+2mm,output_logits,0.11093350499868393,0.9938482046127319,POLYIC_20190510_mouse37__E2_P1
axis0_+4mm,input,2.221830982307438e-06,1.0000001192092896,POLYIC_20190510_mouse37__E2_P1
axis0_+4mm,encoder_level0,0.08721379190683365,0.996189534664154,POLYIC_20190510_mouse37__E2_P1
axis0_+4mm,encoder_level1,0.20933763682842255,0.9778584241867065,POLYIC_20190510_mouse37__E2_P1
axis0_+4mm,encoder_level2,0.2802557945251465,0.9601866006851196,POLYIC_20190510_mouse37__E2_P1
axis0_+4mm,encoder_level3,0.26956722140312195,0.9630653262138367,POLYIC_20190510_mouse37__E2_P1
axis0_+4mm,encoder_level4,0.22720763087272644,0.9740241765975952,POLYIC_20190510_mouse37__E2_P1
axis0_+4mm,output_logits,0.193200945854187,0.9811817407608032,POLYIC_20190510_mouse37__E2_P1
axis0_+6mm,input,0.15819530189037323,0.987407922744751,POLYIC_20190510_mouse37__E2_P1
axis0_+6mm,encoder_level0,0.23066984117031097,0.9731673002243042,POLYIC_20190510_mouse37__E2_P1
axis0_+6mm,encoder_level1,0.33689162135124207,0.9418205618858337,POLYIC_20190510_mouse37__E2_P1
axis0_+6mm,encoder_level2,0.3904244005680084,0.9206352233886719,POLYIC_20190510_mouse37__E2_P1
axis0_+6mm,encoder_level3,0.3652331233024597,0.9310289621353149,POLYIC_20190510_mouse37__E2_P1
axis0_+6mm,encoder_level4,0.19433461129665375,0.980974555015564,POLYIC_20190510_mouse37__E2_P1
