transform,self_consistency_dice,transformed_vs_expert_dice,baseline_vs_expert_dice,accuracy_delta,subject
axis0_+4mm,0.9972870150929275,0.9340577181877087,0.9335924523287489,0.00046526585895978467,POLYIC_20190517_mouse37__E3_P1
axis0_+6mm,0.9957370533452831,0.9336743591234087,0.9335924523287489,8.190679465980288e-05,POLYIC_20190517_mouse37__E3_P1
axis1_+1mm,0.9949392160073611,0.9341155159663307,0.9335924523287489,0.000523063637581811,POLYIC_20190517_mouse37__E3_P1
axis1_+2mm,0.9955312655705032,0.9328765532458483,0.9335924523287489,-0.0007158990829005951,POLYIC_20190517_mouse37__E3_P1
axis1_+4mm,0.9974598722144304,0.9336300084685253,0.9335924523287489,3.7556139776406816e-05,POLYIC_20190517_mouse37__E3_P1
axis1_+6mm,0.9935728733082912,0.9359421423637407,0.9335924523287489,0.002349690034991858,POLYIC_20190517_mouse37__E3_P1
axis2_+1mm,0.9937640270562014,0.9305977249224405,0.9335924523287489,-0.0029947274063083507,POLYIC_20190517_mouse37__E3_P1
axis2_+2mm,0.9931494599659417,0.9317946466294974,0.9335924523287489,-0.0017978056992514757,POLYIC_20190517_mouse37__E3_P1
axis2_+4mm,0.993556591118796,0.9286144951476357,0.9335924523287489,-0.004977957181113157,POLYIC_20190517_mouse37__E3_P1
axis2_+6mm,0.9916940432653567,0.9283320954031526,0.9335924523287489,-0.005260356925596232,POLYIC_20190517_mouse37__E3_P1
resampling_floor,1.0,0.9269929756269473,0.9269929756269473,0.0,POLYIC_20190517_mouse38__E3_P1
axis0_+1mm,0.992800343055754,0.9315628520843393,0.9269929756269473,0.004569876457392041,POLYIC_20190517_mouse38__E3_P1
axis0_+2mm,0.9943993993993994,0.9287039193171507,0.9269929756269473,0.0017109436902034147,POLYIC_20190517_mouse38__E3_P1
axis0_+4mm,0.9933805719787576,0.9313077832940401,0.9269929756269473,0.0043148076670928015,POLYIC_20190517_mouse38__E3_P1
axis0_+6mm,0.9955138784696174,0.9280069321309081,0.9269929756269473,0.0010139565039608556,POLYIC_20190517_mouse38__E3_P1
axis1_+1mm,0.9846025986361242,0.9177636796193497,0.9269929756269473,-0.009229296007597587,POLYIC_20190517_mouse38__E3_P1
axis1_+2mm,0.993221129611099,0.9311066398390342,0.9269929756269473,0.0041136642120869205,POLYIC_20190517_mouse38__E3_P1
axis1_+4mm,0.9896249239309516,0.9181094992980814,0.9269929756269473,-0.00888347632886588,POLYIC_20190517_mouse38__E3_P1
axis1_+6mm,0.9880405758073179,0.9345767157219874,0.9269929756269473,0.007583740095040148,POLYIC_20190517_mouse38__E3_P1
axis2_+1mm,0.9851877623231747,0.9157465118486411,0.9269929756269473,-0.011246463778306182,POLYIC_20190517_mouse38__E3_P1
axis2_+2mm,0.9913088810277416,0.9221571187466165,0.9269929756269473,-0.0048358568803307245,POLYIC_20190517_mouse38__E3_P1
axis2_+4mm,0.9710917888456361,0.9003976019631597,0.9269929756269473,-0.026595373663787614,POLYIC_20190517_mouse38__E3_P1
axis2_+6mm,0.9921978046544901,0.9230462837568709,0.9269929756269473,-0.0039466918700763465,POLYIC_20190517_mouse38__E3_P1
resampling_floor,0.9999844227054645,0.9224159632134526,0.922400483318789,1.5479894663661398e-05,POLYIC_20190517_mouse39__E12_P1
axis0_+1mm,0.9938470920278014,0.9261852404182359,0.922400483318789,0.0037847570994469226,POLYIC_20190517_mouse39__E12_P1
axis0_+2mm,0.995526058949834,0.9248424577433386,0.922400483318789,0.002441974424549631,POLYIC_20190517_mouse39__E12_P1
axis0_+4mm,0.9972184346877556,0.9227463127586525,0.922400483318789,0.0003458294398634987,POLYIC_20190517_mouse39__E12_P1
axis0_+6mm,0.9952877293721133,0.9238554784041426,0.922400483318789,0.0014549950853536275,POLYIC_20190517_mouse39__E12_P1
axis1_+1mm,0.992852359966987,0.9220742182257415,0.922400483318789,-0.0003262650930474509,POLYIC_20190517_mouse39__E12_P1
axis1_+2mm,0.991642581322305,0.9280305268756385,0.922400483318789,0.005630043556849484,POLYIC_20190517_mouse39__E12_P1
axis1_+4mm,0.9955709159408106,0.9218203620933997,0.922400483318789,-0.0005801212253893073,POLYIC_20190517_mouse39__E12_P1
axis1_+6mm,0.988755922587945,0.9312234749976704,0.922400483318789,0.008822991678881453,POLYIC_20190517_mouse39__E12_P1
axis2_+1mm,0.990245987642327,0.920374726866309,0.922400483318789,-0.002025756452480043,POLYIC_20190517_mouse39__E12_P1
axis2_+2mm,0.9904038757162156,0.9191196146641691,0.922400483318789,-0.0032808686546198507,POLYIC_20190517_mouse39__E12_P1
axis2_+4mm,0.993727215489969,0.9204491221019316,0.922400483318789,-0.0019513612168573502,POLYIC_20190517_mouse39__E12_P1
axis2_+6mm,0.9887201294488263,0.9261302849826045,0.922400483318789,0.003729801663815535,POLYIC_20190517_mouse39__E12_P1
resampling_floor,1.0,0.9122678663159042,0.9122678663159042,0.0,POLYIC_20190517_mouse42__E4_P1
axis0_+1mm,0.9934105101285561,0.9104186876721897,0.9122678663159042,-0.0018491786437144775,POLYIC_20190517_mouse42__E4_P1
