transform,stage,n,mean_relative_l2,sd_relative_l2,mean_cosine
axis2_+20deg,output_logits,15,0.20782752434412638,0.0022353556963044083,0.9781832615534465
axis2_+20deg,query_mask_embedding,15,0.00952291777357459,0.010091518123431044,0.9999285578727722
axis2_+30deg,input,15,0.13618724445501965,0.025095604924058008,0.9907278458277384
axis2_+30deg,encoder_level0,15,0.4567534923553467,0.01569168598704641,0.8894615809122721
axis2_+30deg,encoder_level1,15,0.3388682961463928,0.010389686200601541,0.9408591747283935
axis2_+30deg,encoder_level2,15,0.40217509468396506,0.005982715081787466,0.9158832430839539
axis2_+30deg,encoder_level3,15,0.24378707508246103,0.007876790497897319,0.9697964151700338
axis2_+30deg,encoder_level4,15,0.33545621037483214,0.015428587860563291,0.9419334332148234
axis2_+30deg,canvas_level4,15,0.33545621037483214,0.015428587860563291,0.9419334332148234
axis2_+30deg,canvas_level3,15,0.41548871199289955,0.004645287826246106,0.9110082030296326
axis2_+30deg,canvas_level2,15,0.47205446163813275,0.012415809716593462,0.8848441123962403
axis2_+30deg,canvas_level1,15,0.42678259015083314,0.011318141472418107,0.9070731202761332
axis2_+30deg,canvas_level0,15,0.451385756333669,0.01054011751809203,0.8964684685071309
axis2_+30deg,output_logits,15,0.2756038308143616,0.0024171612400848905,0.9612975358963013
axis2_+30deg,query_mask_embedding,15,0.008576698089018463,0.007989360724620484,0.9999498009681702
