dataset,subject,axis_angle_to_fixed_reference_deg,centroid_offset_x_mm,centroid_offset_y_mm,centroid_offset_z_mm,centroid_offset_mag_mm,extent_x_mm,extent_y_mm,extent_z_mm,axcodes,voxel_count,axis_angle_within_dataset_deg
Mouse (stroke lesion),20190528CH_Exp5_7764,20.863244506199095,-2.1691444738332013,-2.7972075938337397,-0.22398996567203566,3.546791448067396,5.000000074505806,5.500000081956386,6.999999999999999,RAS,15148,14.307009357895708
Mouse (stroke lesion),20170714CH_Exp7_ZFPtm1a_M30,41.07436438719734,-3.0658613440810383,-3.774774271431772,0.7382306004388591,4.9186798026317975,4.362143829930574,5.876213588286191,6.499999999999999,RAS,10026,11.10088892316829
Mouse (stroke lesion),20170627CH_Exp6_ZFPtm1a_M06,23.116470826210485,-2.5008539096075655,-4.120272762630609,-0.9415942513368982,4.9109589338362225,6.042380461469293,5.837177753448486,6.5,RAS,17952,25.737030823536866
Mouse (stroke lesion),20190205CH_Exp2_M28,18.24913595048721,-3.0679031812136373,-3.9087416595885767,-0.5952547592385216,5.00445996278321,4.90000007301569,5.800000086426734,7.5,RAS,14288,14.575037520257085
Mouse (stroke lesion),20190206CH_Exp2_M35,49.539685262549675,-2.9070442911059438,-4.278123957554326,0.8285840707964605,5.2383015061210045,4.000000059604645,5.100000075995922,4.5,RAS,5650,19.982300056554497
Mouse (stroke lesion),20170712CH_Exp7_ZFPtm1a_M02,28.838919686888595,-2.500173162232014,-3.6888544277995168,0.5991450725694216,4.496386065344651,5.0201471680775285,5.993596880696714,6.5,RAS,15089,40.263992942852454
Mouse (stroke lesion),20190221CH_Exp1_M61,35.248722794377045,-1.5892356594614778,-3.956603019668713,1.2981323266441487,4.457075832205919,3.8076252937316895,4.534674569964409,4.0,RAS,5033,9.707143328012599
Mouse (stroke lesion),20190221CH_Exp1_M59,22.753642288639803,-1.544876800278165,-4.17580175877563,0.21421433924556577,4.457561265958075,4.00803729146719,4.422455418854952,4.5,RAS,4003,23.17096772270848
Mouse (stroke lesion),20180801CH_Exp9_M16,32.09569611457418,-2.2979703312721287,-2.2963861728326815,1.246039603960396,3.479464296816659,2.500000037252903,3.500000052154064,2.999999999999999,RAS,2020,12.369708773223767
Mouse (stroke lesion),20190130CH_Exp2_M19,45.86958801552965,-1.7720899985449958,-2.873288300896381,1.5173611111111112,3.7011448721339675,3.13650109898299,2.99817256629467,3.0,RAS,2016,36.03227186415633
Mouse (stroke lesion),20190319CH_Exp4_M1,65.28325056690043,-3.095424110949938,-2.7851260247920036,0.47365339578454335,4.1908143528390935,2.406615502666682,2.9890717312227935,1.4999999999999991,RAS,854,71.16219659490896
Mouse (stroke lesion),20190220CH_Exp1_M52,29.41417502234279,-2.396033267625044,-2.7996958058188817,-0.09056868710507837,3.686119193917869,4.200000062584877,4.800000071525573,4.999999999999999,RAS,8546,2.536822803007057
Mouse (stroke lesion),20170629CH_Exp6_ZFPtm1a_M28,19.505186508278733,-2.4001155742754134,-4.170027081433719,-0.2995011927998261,4.820724177367809,5.1012194734066725,5.475914621725678,7.0,RAS,9222,11.834732015835877
Mouse (stroke lesion),200170928CH_Exp8_M33,50.385101010038746,-2.321556030629559,-3.3031219520944846,1.087215064420218,4.181180889421457,2.8000000417232513,4.000000059604645,2.999999999999999,RAS,2018,21.50549666180232
Mouse (stroke lesion),20170404CH_SC_M09,44.23229055725291,-2.0341141751209753,-3.6152717735064677,1.4891756869275603,4.407431757869526,3.0060152653604746,3.9810306718572974,3.0,RAS,2402,15.01628326105786
Mouse (stroke lesion),20190321CH_Exp4_M25,68.59259937364911,-1.9464775566185746,-2.866028939005324,1.411214953271028,3.7409122419500234,1.2579082306474447,2.4601472206413746,1.0,RAS,321,45.36529109212992
Mouse (stroke lesion),20180711CH_Exp8_M19,44.78338992862064,-1.775545050154365,-2.567535583282958,1.4500000000000002,3.4419905863543305,3.1000000461935997,3.7000000551342964,2.5,RAS,2110,17.617210296974203
Mouse (stroke lesion),20180803CH_Exp9_M37,32.53086898715464,-2.556396232833059,-2.8428763714052474,0.6341913822048126,3.875474999480731,3.9000000581145287,5.200000077486037,4.999999999999999,RAS,8935,11.188092264821847
Mouse (stroke lesion),20190827CH_Exp14_NEX_M22,67.94603976311616,-1.6468146201976541,-3.826425724042152,1.494710640945862,4.42579847203474,3.0179340057075033,3.5916942544281483,2.5,RAS,1607,57.336011471977905
Mouse (stroke lesion),20190206CH_Exp2_M37,80.25522001340737,-1.5615960332446543,-3.5950125223977922,1.6458852867830425,4.2510746387815015,1.2000000178813934,3.400000050663949,1.0,RAS,401,58.302060210710074
Mouse (stroke lesion),20190219CH_Exp1,17.100549624745693,-2.8641937710505245,-3.5685717676636246,-0.4365001230617769,4.596612097678404,4.03572840988636,5.448664458468556,6.999999999999999,RAS,12189,15.911617980847872
Mouse (stroke lesion),20190827CH_Exp14_NEX_M18,56.430142213337454,-1.8874567570467518,-3.4388880545802616,1.3270465489566612,4.141195069633166,2.480873100925237,2.5227418658323586,1.5,RAS,1246,41.619501098028216
Mouse (stroke lesion),20190221CH_Exp1_M56,38.14139439740335,-2.781020663351131,-2.8508471887822573,1.20625,4.161303243729501,2.808764244429767,2.8738038325682282,2.5,RAS,1200,35.00790891802729
Mouse (stroke lesion),20180710CH_Exp8_M03,14.730629760504078,-2.8910111205350466,-2.655451543409043,-0.789630204292733,4.004108397381639,4.283639895729721,4.619439292699099,5.499999999999999,RAS,7734,16.69704650821649
Mouse (stroke lesion),20170222CH_Exp3_zfp_M04,16.36526063775212,-2.6559664855610574,-3.9811354400286727,-0.3104547549546781,4.795829388036006,5.029950005933642,5.778379566967487,7.5,RAS,13018,15.05021250493604
Mouse (stroke lesion),20190130_CH_Exp2_M14,6.746575765557819,-2.712596043492635,-3.120716441707181,0.31273474178403776,4.146667508184392,4.0481587098911405,5.291967760305852,6.499999999999999,RAS,8520,26.89584956983756
Mouse (stroke lesion),20190820CH_Exp14_Senp7_M02,47.71967676865171,-2.5745220246375085,-3.213889137348015,0.9771400778210116,4.232262961370812,1.7408438511192799,2.6948653599247336,2.0,RAS,1028,26.993697797029014
Mouse (stroke lesion),20190528CH_Exp5_7768,19.585638200542125,-2.90690455541467,-1.6703968794066046,-0.28983008075370087,3.3651628942343312,4.482062566559762,5.1712844129651785,6.499999999999999,RAS,11888,11.90759788218179
Mouse (stroke lesion),20170921CH_Exp09_M15,39.220475684985836,-2.1922183455670967,-3.8791762586164085,1.2806539509536785,4.636151880832573,2.7538693505339324,2.754293989390135,2.999999999999999,RAS,1468,31.157165176313644
Mouse (stroke lesion),20170921CH_Exp09_M22,22.746231525786282,-2.374383616548824,-3.8333033019303993,-0.270701696042567,4.51721055202946,5.700000084936619,6.2000000923871985,7.999999999999999,RAS,21049,12.059440573757636
Mouse (stroke lesion),20190221CH_Exp1_M54,24.79751414980432,-2.2634492490053413,-3.445876880754618,1.0520316141453034,4.254884310683805,4.686453684233129,4.929917718283832,5.999999999999999,RAS,9869,6.555390655375216
Mouse (stroke lesion),20181023CH_Exp13_M01,42.19565396804475,-2.4379515245181187,-3.0951912334961618,0.9637750238322211,4.056190171130356,4.500000067055225,5.200000077486037,5.499999999999999,RAS,9441,15.396852373321792
Mouse (stroke lesion),20170926CH_Exp8_M01,43.0266073456545,-2.565298747849028,-3.2204359670731137,0.9110288935870332,4.216863660196325,4.132402004674078,5.99634513258934,3.999999999999999,RAS,5676,55.90246900263558
Mouse (stroke lesion),20170926CH_Exp8_M08,70.9078103475484,-2.6442655847090832,-3.465388666975983,1.2151975683890577,4.52523637237892,2.4067534846253693,3.989284624811262,2.499999999999999,RAS,1645,53.64260577657518
Mouse (stroke lesion),20190528CH_Exp5_7765,32.10232839574812,-2.532879117445824,-1.8685183150152018,0.7554471175669542,3.2369024799305595,4.488058457151055,5.117833061143756,5.499999999999999,RAS,8812,15.507755786030172
Mouse (stroke lesion),20170928CH_Exp8_M26,22.928313386412768,-1.770928414711089,-3.5288548845793755,0.1922246220302375,3.9529678156753967,3.8726956266909838,5.037015124224126,6.499999999999999,RAS,4630,27.57572619013182
Mouse (stroke lesion),20190820CH_Exp14_Senp7_M14,84.29842988239646,-1.8215293791296627,-3.253089634690021,1.5246470447475473,4.028040474153354,3.5017323456704625,4.920044969767332,3.0,RAS,4179,60.89514706791605
Mouse (stroke lesion),20180801CH_Exp9_M19,48.56607585051448,-1.4384143001756007,-3.437732481089843,0.9913014160485503,3.856127436684329,4.244587445631623,4.996371034532785,5.0,RAS,7415,17.85050858802051
