slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.4225108225108225,0.2678375411635565,1334,0,1334,488,first 20%,True,True
1,0.6817102137767221,0.5171171171171172,1072,0,1072,1148,first 20%,True,True
2,0.9034731619305367,0.8239407651172357,428,0,428,2003,first 20%,True,True
3,0.9405848388899236,0.8878340365682138,303,16,319,2541,first 20%,True,True
4,0.9476963436628956,0.900592084761608,276,43,319,2933,first 20%,True,True
5,0.9545180722891566,0.912993373667531,242,60,302,3229,first 20%,True,True
6,0.9296163400496826,0.8684889118102115,232,278,510,3646,first 20%,True,True
7,0.9278131634819533,0.8653465346534653,269,275,544,3771,middle 60%,True,True
8,0.9293796332422942,0.8680758017492711,420,123,543,3696,middle 60%,True,True
9,0.9340290719344018,0.8762237762237762,478,53,531,3812,middle 60%,True,True
10,0.9444700460829493,0.8947827985156079,383,99,482,4198,middle 60%,True,True
11,0.9489716509171762,0.9028982441294691,360,99,459,4367,middle 60%,True,True
12,0.9697841726618706,0.9413407821229051,215,79,294,4797,middle 60%,True,True
13,0.9657097288676236,0.9336931380107941,302,42,344,4886,middle 60%,True,True
14,0.9682479682479682,0.9384502656164133,281,55,336,5178,middle 60%,True,True
15,0.966991341991342,0.9360921948664223,336,30,366,5391,middle 60%,True,True
16,0.9693152164132097,0.9404574821023224,297,44,341,5430,middle 60%,True,True
17,0.9711844377783838,0.9439830358720622,283,34,317,5376,middle 60%,True,True
18,0.9711926605504587,0.9439985732120564,272,42,314,5335,middle 60%,True,True
19,0.9674067076051016,0.9368709972552608,315,30,345,5150,middle 60%,True,True
20,0.9581734081291211,0.9197052711127904,394,31,425,4899,middle 60%,True,True
21,0.9567126725219574,0.9170174383644016,380,34,414,4609,middle 60%,True,True
22,0.9602056785155376,0.9234573210062352,326,30,356,4325,middle 60%,True,True
23,0.9570743405275779,0.9176822257990342,345,13,358,4004,middle 60%,True,True
24,0.9566820276497696,0.9169611307420494,318,11,329,3644,middle 60%,True,True
25,0.954931226221832,0.913749649957995,299,9,308,3272,middle 60%,True,True
26,0.9418244406196213,0.8900455432661027,299,39,338,2775,middle 60%,True,True
27,0.8828076039273031,0.7902019446522064,512,49,561,2162,middle 60%,True,True
28,0.8324514991181657,0.7129909365558912,632,33,665,1685,last 20%,True,True
29,0.8178269355888094,0.6917996697853604,525,35,560,1292,last 20%,True,True
30,0.8407423392317652,0.7252419955323902,326,43,369,1017,last 20%,True,True
31,0.9066305818673883,0.8292079207920792,157,50,207,1055,last 20%,True,True
32,0.9399899142713061,0.8867745004757374,49,70,119,1002,last 20%,True,True
33,0.9139784946236559,0.8415841584158416,64,80,144,845,last 20%,True,True
34,0.9012048192771084,0.8201754385964912,93,30,123,591,last 20%,True,True
