condition,domain,subject,boundary_band_probability_std,boundary_band_intermediate_0.1_0.9_percent,boundary_band_gradient_mean_per_native_pixel,probability_isocontour_points,probability_isocontour_subvoxel_coordinate_percent,probability_isocontour_mean_fractional_offset
corrected_baseline,CAMRI,064,0.4412779211997986,18.531728700603356,0.2050527036190033,21214,49.938719713396814,0.1484709987830226
true_level0,CAMRI,064,0.43556830286979675,20.75019046538393,0.20142988860607147,20782,49.94225772302954,0.1459624183919693
corrected_baseline,CAMRI,007,0.3865818381309509,7.768506104015242,0.1297284960746765,6470,49.837712519319936,0.15434266942962946
true_level0,CAMRI,007,0.3863633871078491,8.40884123566375,0.12770912051200867,6545,49.87012987012987,0.15489092986402334
corrected_baseline,CAMRI,043,0.38082531094551086,8.59075885198073,0.13038091361522675,6242,49.983979493752,0.1565896888233693
true_level0,CAMRI,043,0.3775949776172638,9.672439577403637,0.1284339278936386,6383,49.96866677111076,0.15425110696172759
corrected_baseline,CAMRI,078,0.4372166693210602,19.379838431147913,0.20482680201530457,20379,49.95583689091712,0.1471044753063261
true_level0,CAMRI,078,0.43290674686431885,20.756326654728518,0.2030530720949173,20049,49.955109980547654,0.1459326203161311
corrected_baseline,CAMRI,009,0.38562658429145813,7.8758903871919195,0.1312909722328186,6144,49.951171875,0.15605314179802607
true_level0,CAMRI,009,0.384561151266098,8.598689171161764,0.12781035900115967,6284,49.92043284532145,0.1575823562750245
corrected_baseline,CAMRI,099,0.3801337480545044,7.762451665031454,0.1271606683731079,6695,49.932785660941,0.15478426505740536
true_level0,CAMRI,099,0.38002142310142517,8.662903305908255,0.1254410743713379,6770,49.87444608567208,0.15510800326475613
corrected_baseline,Mouse,POLYIC_20190510_mouse34__E2_P1,0.4267088770866394,24.643684425671072,0.19661402702331543,8804,49.88641526578827,0.1477357043191942
true_level0,Mouse,POLYIC_20190510_mouse34__E2_P1,0.44635453820228577,17.64004277371062,0.20611128211021423,8827,49.954684490766965,0.1586115684793812
corrected_baseline,Mouse,POLYIC_20190510_mouse35__E3_P1,0.429523766040802,24.070518887056213,0.19498133659362793,8817,49.96030395826245,0.14714416868116403
true_level0,Mouse,POLYIC_20190510_mouse35__E3_P1,0.44878312945365906,17.07544966129409,0.20502415299415588,8850,49.994350282485875,0.16058854946586879
corrected_baseline,Mouse,POLYIC_20190510_mouse37__E2_P1,0.4272752106189728,22.43521706489943,0.1979377269744873,9444,49.94176196526895,0.15039758180551666
