domain,condition,subjects,dice,iou,precision,recall,hd95_mm,assd_mm,surface_dice_0.1mm,surface_dice_0.2mm,surface_dice_0.5mm,surface_dice_1mm,fp_voxels,fn_voxels,fp_fn_ratio,total_residual_error
CAMRI,baseline_filtered,6,0.9888344176413911,0.9779172456549725,0.9889227454633153,0.9887613427188362,0.13333333532015482,0.01781695212227931,0.894310994258483,0.9390374271781865,0.9992841762771719,1.0,11622,12308,1.1407934196852862,23930
CAMRI,unetr_style_filtered,6,0.9863213340604253,0.9730219766445409,0.9823623410369035,0.9903333696272815,0.13333333532015482,0.029180969376215036,0.8715485968140685,0.9169235932136433,0.993739691123907,0.9981983224422141,20276,10542,2.090457435018051,30818
Mouse,baseline_filtered,80,0.9795373497258911,0.9599207936327362,0.9782745726101927,0.980839538566092,0.11505781976442339,0.026014212537706204,0.7986276158155088,0.9709883677088044,0.9992037904031532,0.9999015882048887,213959,178789,1.227544562114666,392748
Mouse,unetr_style_filtered,80,0.9801694930749921,0.9611308865007313,0.9793929324812425,0.9810049608379566,0.11235896200230973,0.025057841943549087,0.809149400701678,0.9715850108559618,0.9989820192254684,0.9999209311649766,208338,177238,1.275388058595237,385576
