condition,domain,subject,boundary_band_probability_std,boundary_band_intermediate_0.1_0.9_percent,boundary_band_gradient_mean_per_native_pixel,probability_isocontour_points,probability_isocontour_subvoxel_coordinate_percent,probability_isocontour_mean_fractional_offset
current_best,CAMRI,064,0.4460284411907196,16.705769652294627,0.20706593990325928,21188,49.929205210496505,0.1519586253750785
unetr_style,CAMRI,064,0.420449823141098,24.998255124118838,0.1975562423467636,21975,49.936291240045506,0.14291988297427058
current_best,CAMRI,007,0.3866519629955292,7.153972700191187,0.12423483282327652,6503,49.96924496386283,0.1534250676982862
unetr_style,CAMRI,007,0.3725326657295227,10.954568023833168,0.1230785921216011,6750,49.977777777777774,0.14296984805364593
current_best,CAMRI,043,0.3820428252220154,8.041186565334641,0.12636122107505798,6323,49.95255416732564,0.15346401807721402
unetr_style,CAMRI,043,0.3702140748500824,11.59768632508696,0.12285562604665756,6480,49.9537037037037,0.1420589476297907
current_best,CAMRI,078,0.44327569007873535,16.514329845286895,0.20677705109119415,20007,49.94002099265257,0.15378518978271655
unetr_style,CAMRI,078,0.41949400305747986,24.962845657205506,0.19855695962905884,21306,49.910823242279164,0.14469615702509583
current_best,CAMRI,009,0.3806621730327606,7.846423699083998,0.1258024275302887,6329,49.936798862379526,0.15161203191024994
unetr_style,CAMRI,009,0.37103044986724854,11.51427797554558,0.12616032361984253,6696,49.97013142174433,0.1428736365754231
current_best,CAMRI,099,0.38158491253852844,7.476146148475681,0.1248994991183281,6742,49.97033521210324,0.15353555840779237
unetr_style,CAMRI,099,0.3677436411380768,10.961465279041677,0.12299756705760956,6963,49.97845756139595,0.14334948190234878
current_best,Mouse,POLYIC_20190510_mouse34__E2_P1,0.44428229331970215,16.843670646333422,0.20510002970695496,8960,49.955357142857146,0.15047879431650685
unetr_style,Mouse,POLYIC_20190510_mouse34__E2_P1,0.4295433461666107,22.465164334980873,0.2027227133512497,9340,49.99464668094218,0.14663277295828053
current_best,Mouse,POLYIC_20190510_mouse35__E3_P1,0.4432373642921448,17.611225475780365,0.2066928744316101,9061,49.91722767906412,0.15230244680622468
