domain,subject,baseline_dice,unetr_style_dice,dice_change,baseline_hd95_mm,unetr_style_hd95_mm,hd95_change_mm,baseline_assd_mm,unetr_style_assd_mm
CAMRI,064,0.9873471741637831,0.9826753925702619,-0.004671781593521218,0.20000000298023224,0.20000000298023224,0.0,0.03804505576516614,0.07260833570177172
CAMRI,007,0.9879251379174042,0.9877208970871392,-0.00020424083026504558,0.10000000149011612,0.10000000149011612,0.0,0.011416409673941138,0.012674104095846987
CAMRI,043,0.9893833432090006,0.9883809889915242,-0.0010023542174764088,0.10000000149011612,0.10000000149011612,0.0,0.009655559352078538,0.012503546523199223
CAMRI,078,0.9902644832412222,0.9836113448999665,-0.006653138341255693,0.20000000298023224,0.20000000298023224,0.0,0.027812486582450602,0.0516086698490941
CAMRI,009,0.9887403479144617,0.9871701970236688,-0.0015701508907929318,0.10000000149011612,0.10000000149011612,0.0,0.010032371806573922,0.012402863199944303
CAMRI,099,0.9893460194024758,0.988369183789991,-0.0009768356124848498,0.10000000149011612,0.10000000149011612,0.0,0.009939829553465519,0.013288296887433881
Mouse,POLYIC_20190510_mouse34__E2_P1,0.9749279593539092,0.9758137860472167,0.000885826693307501,0.20000000298023224,0.20000000298023224,0.0,0.03470856034128311,0.03305907735022473
Mouse,POLYIC_20190510_mouse35__E3_P1,0.9777070505673854,0.9769657139428735,-0.0007413366245119235,0.14142135834465194,0.14142135834465194,0.0,0.028407452406270656,0.029670852266360088
Mouse,POLYIC_20190510_mouse37__E2_P1,0.9810286870127125,0.9819761255087718,0.0009474384960592719,0.10000000149011612,0.10000000149011612,0.0,0.02421230213200227,0.023501603481919035
Mouse,POLYIC_20190510_mouse38__E2_P1,0.9800141178712329,0.9796245232952258,-0.0003895945760071795,0.10000000149011612,0.10000000149011612,0.0,0.02443820450517168,0.02591694014207396
Mouse,POLYIC_20190510_mouse39__E4_P1,0.9793219226819717,0.9805396426517878,0.0012177199698161223,0.10000000149011612,0.10000000149011612,0.0,0.025302355629467813,0.02353629878890688
Mouse,POLYIC_20190510_mouse42__E2_P1,0.9796471947842393,0.9795199832673905,-0.00012721151684880194,0.10000000149011612,0.10000000149011612,0.0,0.026509234064009596,0.027630361422442185
Mouse,POLYIC_20190510_mouse43__E2_P1_1,0.9722420109912477,0.9773878597818773,0.005145848790629515,0.20000000298023224,0.10000000149011612,-0.10000000149011612,0.030568430214321523,0.0247743221540168
Mouse,POLYIC_20190510_mouse43__E9_P1,0.9531438429585958,0.9616361059855552,0.008492263026959379,0.4000000059604645,0.3999999463558197,-5.960464477539063e-08,0.08674332226720438,0.07048581666549361
Mouse,POLYIC_20190517_mouse33__E2_P1,0.9780392619016323,0.9778174482095935,-0.00022181369203877477,0.14142135834465194,0.14142135834465194,0.0,0.02924265948764805,0.029039501688233285
Mouse,POLYIC_20190517_mouse35__E2_P1,0.9795426874138692,0.9798347489455134,0.00029206153164418325,0.10000000149011612,0.10000000149011612,0.0,0.025215071915302038,0.024657698188860638
Mouse,POLYIC_20190517_mouse36__E2_P1,0.9804691384715166,0.9802352130271831,-0.00023392544433353812,0.10000000149011612,0.10000000149011612,0.0,0.023005462249557407,0.023670548378732413
Mouse,POLYIC_20190517_mouse37__E3_P1,0.9742176125116561,0.9673153785813007,-0.006902233930355384,0.1988737822087165,0.25351532405606175,0.054641541847345265,0.036972372037906855,0.04918298361319829
