slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.27277131782945735,0.15792426367461432,3002,0,3002,563,first 20%,True,True
1,0.5509492444788842,0.3802139037433155,2318,0,2318,1422,first 20%,True,True
2,0.7188216039279869,0.5610628513030148,1716,2,1718,2198,first 20%,True,True
3,0.761274306992139,0.614562458249833,1721,10,1731,2770,first 20%,True,True
4,0.7921598574519537,0.6558482613277133,1588,45,1633,3157,first 20%,True,True
5,0.8096046568032985,0.6801140994295028,1481,89,1570,3427,first 20%,True,True
6,0.8063118124236026,0.6754794265499907,1448,295,1743,3923,first 20%,True,True
7,0.7945474372955289,0.659127917495929,1628,256,1884,3899,middle 60%,True,True
8,0.805957536706454,0.6749823071479123,1715,122,1837,3937,middle 60%,True,True
9,0.8191058916411724,0.6936319572121009,1781,52,1833,4202,middle 60%,True,True
10,0.8387096774193549,0.7222222222222222,1637,68,1705,4501,middle 60%,True,True
11,0.8630087209302325,0.759028443592202,1413,95,1508,4845,middle 60%,True,True
12,0.8923515270234174,0.8056270096463023,1128,81,1209,5092,middle 60%,True,True
13,0.9197131981942108,0.8513602097672894,831,76,907,5271,middle 60%,True,True
14,0.9357117626280467,0.8791901759044142,653,75,728,5373,middle 60%,True,True
15,0.9412695621593107,0.8890549742567679,613,55,668,5408,middle 60%,True,True
16,0.9428844649221942,0.8919407894736842,609,48,657,5471,middle 60%,True,True
17,0.9472379603399433,0.8997645475950219,538,58,596,5408,middle 60%,True,True
18,0.9401176260916058,0.8870018496721036,600,72,672,5347,middle 60%,True,True
19,0.9111190433696235,0.8367480740862153,923,73,996,5178,middle 60%,True,True
20,0.8850891708034565,0.7938654353562006,1175,75,1250,4889,middle 60%,True,True
21,0.8593350383631714,0.7533632286995515,1406,79,1485,4615,middle 60%,True,True
22,0.8439019549469088,0.7299570815450643,1496,77,1573,4329,middle 60%,True,True
23,0.8395562193300619,0.7234785806214378,1447,57,1504,3992,middle 60%,True,True
24,0.8374623755498958,0.7203744274048994,1359,45,1404,3662,middle 60%,True,True
25,0.8363684003668282,0.7187570367034452,1220,29,1249,3221,middle 60%,True,True
26,0.8020180400550374,0.6694742215416029,1239,56,1295,2679,middle 60%,True,True
27,0.7618685909608811,0.6153374233128834,1204,50,1254,2056,middle 60%,True,True
28,0.7212552096101986,0.5640337423312883,1090,47,1137,1518,last 20%,True,True
29,0.7415107415107415,0.5892070484581498,732,14,746,1084,last 20%,True,True
30,0.8580392156862745,0.7513736263736264,316,46,362,1140,last 20%,True,True
31,0.9105058365758755,0.8357142857142857,146,61,207,1114,last 20%,True,True
32,0.9165797705943691,0.8460057747834456,53,107,160,986,last 20%,True,True
33,0.8763906056860321,0.7799779977997799,138,62,200,771,last 20%,True,True
34,0.7845410628019324,0.6454689984101749,208,15,223,421,last 20%,True,True
