epoch,loss,epoch_seconds,balanced_validation_dice,camri_safety_eligible,camri_validation_dice,camri_validation_precision,camri_validation_recall,camri_validation_false_positives,camri_validation_false_negatives,camri_validation_volume_ratio,mouse_validation_dice,mouse_validation_precision,mouse_validation_recall,mouse_validation_false_positives,mouse_validation_false_negatives,mouse_validation_volume_ratio,lesion_validation_dice,lesion_validation_precision,lesion_validation_recall,lesion_validation_false_positives,lesion_validation_false_negatives,lesion_validation_volume_ratio
11,0.29645476670641646,47.29372692108154,0.8933186863301826,True,0.9730020028151517,0.9807664217518125,0.9665308530390906,5623.0,12537.166666666666,0.9855982680831888,0.9805790429883585,0.9726726169401904,0.9886399585001323,2398.2,985.3,1.0164479479145232,0.7263750131870376,0.7680063372765658,0.7704754437745217,835.6451612903226,1626.774193548387,1.375718373818464
12,0.23917214658699537,47.32251310348511,0.8746936410243132,False,0.9687288349265272,0.9906294113403029,0.9497634998568981,2696.1666666666665,18443.0,0.9588011029476275,0.9819133519976729,0.984297741126029,0.9796131275866238,1349.2,1768.9,0.995249168484763,0.6734387361487395,0.614079090062309,0.89254340321361,2935.7419354838707,730.3225806451613,3.429475844836768
13,0.24016486210258384,46.99776220321655,0.9113892257029121,False,0.963942688409895,0.9857061281548103,0.9457912810904081,3973.3333333333335,20296.333333333332,0.9596588689563964,0.9819244402674905,0.986460823647948,0.9774700037233319,1157.1,1953.1,0.9908850845487305,0.7883005484313512,0.8513454957633954,0.7669046509966785,439.80645161290323,1527.4516129032259,0.9814822570036469
14,0.2759524257559525,47.41644072532654,0.9000948170840358,False,0.9716404178366451,0.9887274916900536,0.9566921107060851,3278.6666666666665,15988.5,0.9676547074340845,0.9826137806722665,0.9891803821391354,0.9761589926749317,922.2,2065.4,0.986835071174798,0.7460302527431961,0.6807280880854167,0.9205547336731964,1700.6451612903227,599.8387096774194,1.974077410870883
15,0.22671077086737282,47.15437340736389,0.9004218732318628,False,0.9571422577914577,0.9917825381611252,0.9290434571667808,2432.0,26026.333333333332,0.93671221710451,0.9815329475043628,0.9796131870928019,0.9835186527085051,1767.5,1429.5,1.004000344220546,0.7625904143997678,0.7714947051730376,0.839531078443147,921.8709677419355,1178.3225806451612,1.4130748358100067
16,0.26041571654771506,47.59338855743408,0.9053304264342915,False,0.9717354490211414,0.9867093917338282,0.9586831468629974,3940.3333333333335,15301.833333333334,0.9715827895076737,0.9834982893799025,0.9821501471700451,0.9848619107576624,1545.8,1312.4,1.0027693459640052,0.7607575409018306,0.6934872825882945,0.9280758327557005,1634.225806451613,539.1290322580645,1.7934732446837294
17,0.24792486037078657,47.24882411956787,0.9180616461253642,False,0.9557779883758144,0.9928906558753402,0.925966391482893,2098.8333333333335,27168.833333333332,0.9325536335778971,0.980270121832049,0.9882038535196752,0.9727329168154935,1005.0,2366.6,0.9843964693998289,0.8181368281682294,0.8140021762362674,0.8622788606357922,688.8387096774194,954.3870967741935,1.1790724141593585
18,0.23962982485168857,47.536072969436646,0.90695407247047,False,0.9625771952154621,0.9933281570448697,0.937010990697455,1919.1666666666667,23158.333333333332,0.9433456721479682,0.9793411054122384,0.9922076665617677,0.9668943179220916,654.5,2871.3,0.9744730197342321,0.7789439167837097,0.7964748618871875,0.8271296329703433,726.483870967742,1231.0967741935483,1.2440550137060937
19,0.2122170320466945,47.79019236564636,0.927594826939146,False,0.9635018547893749,0.9927040850913521,0.938935234702755,2154.0,22426.166666666668,0.9457781218409892,0.981300901266026,0.9918957739740858,0.970971521969265,684.6,2515.5,0.9788966096405594,0.837981724762037,0.8489044464945038,0.8535021298151869,651.0967741935484,894.0967741935484,1.0557311990086828
20,0.20928177170847592,47.4210786819458,0.9188475785260114,False,0.9669967001242824,0.9822178852914614,0.9541885467205775,5342.333333333333,17155.833333333332,0.9713452339161077,0.9835209027370995,0.9816036819521516,0.9854638489816988,1594.1,1260.5,1.0039428470199325,0.8060251327166524,0.8024944926688393,0.8543617994392927,735.7741935483871,901.8064516129032,1.2326217676204287
21,0.1828588753938675,47.19700360298157,0.932468808204521,False,0.9672774613004181,0.9914470362078677,0.9466087674758549,2501.5,19657.166666666668,0.9547706855458394,0.9833739365934073,0.9854043745733841,0.9814033252233116,1255.1,1613.0,0.9959464193894926,0.8467550267197373,0.8459102278357654,0.8678755728443811,567.0322580645161,834.1290322580645,1.062508168787544
22,0.20863746404647826,46.80273985862732,0.8853827501911312,True,0.9746178718452705,0.987766531264164,0.9629319046850849,3737.5,13617.0,0.9748628683612549,0.9824566785462643,0.9810448887317154,0.9838975161959576,1641.9,1395.4,1.002913205287213,0.6990737001818589,0.6143468010194589,0.9347861286105505,2431.4193548387098,504.8709677419355,2.6320575421727392
23,0.21683415347024015,47.50649309158325,0.9266604740645743,False,0.9664204056169904,0.988387425282217,0.9482835889356221,3236.0,19464.833333333332,0.9595636837248822,0.9826396174940086,0.9891003391237655,0.9763461351485399,928.8,2052.4,0.9871092095091857,0.8309213990827237,0.9271711998939618,0.77739396315894,263.61290322580646,1290.6774193548388,0.8515911761606758
24,0.2103212747918932,46.344192028045654,0.9228152545703202,False,0.9630503380647605,0.9914113936379292,0.9394235259247795,2497.1666666666665,22429.166666666668,0.9474925758902929,0.9837169720650598,0.9846364123757327,0.9828334217229646,1325.1,1487.1,0.9981649411685742,0.8216784535811402,0.825106610015985,0.8497670854708269,768.3870967741935,897.1612903225806,1.087097064100288
25,0.22243567254198224,47.489535093307495,0.9220249332386027,False,0.9688764635372243,0.9840430921940854,0.956309210527595,4751.333333333333,16487.666666666668,0.9718222388334697,0.9798491081780423,0.968715528278579,0.9912833178150166,2765.6,756.1,1.0233229612459205,0.817349228000541,0.7938310389337357,0.8793529698831983,924.3548387096774,775.483870967742,1.2063359786622243
26,0.21560836877477796,47.020084619522095,0.9311103170671685,False,0.9587911238539796,0.9918379777296055,0.932291634946124,2252.6666666666665,25198.666666666668,0.9401002689308454,0.9795793931775801,0.9920098611155522,0.9677458555943442,674.5,2797.2,0.9755598392720686,0.8549604341699459,0.8516143078860665,0.8766472867155818,560.6129032258065,798.6774193548387,1.0638377915727708
27,0.1977220542336765,46.51192593574524,0.9057626789414065,True,0.973942614291993,0.9904150984784548,0.9593314754844583,2892.8333333333335,14926.166666666666,0.9686140325148281,0.983972830973616,0.9830276941074267,0.9849387257228857,1468.2,1305.3,1.0019413120158154,0.7593725915586105,0.6785329408243334,0.9388137520001985,1777.8064516129032,416.8709677419355,1.8279627193760488
28,0.213681715295503,46.336950063705444,0.9120116689506857,False,0.9636541351179816,0.9936414781760794,0.9382145720295023,1914.1666666666667,22481.666666666668,0.9441026769396408,0.9832448480968488,0.9894720932782975,0.9771753611103374,898.4,1977.0,0.9875734476726936,0.7891360236372269,0.7176162400889102,0.9352145312370419,1399.5806451612902,445.0,1.580719269823192
29,0.19306955243411816,46.27337288856506,0.8786869720952604,False,0.9706634130174394,0.9830125755132575,0.9603456073701815,5104.833333333333,14983.833333333334,0.9769110826211399,0.9839175968565037,0.98161872472241,0.9862442852295026,1595.0,1193.4,1.0047171038997147,0.6814799064118381,0.5795453512019508,0.9567257182153618,3248.3548387096776,247.90322580645162,3.014637615877091
30,0.20294296827755476,46.956698417663574,0.9249301175627771,False,0.9628791190938263,0.9905491508303944,0.9401003104818172,2742.3333333333335,22310.333333333332,0.9490205770782864,0.9823493906362776,0.988802666099795,0.9760666854011099,953.5,2075.1,0.9871126036461189,0.8295618429582272,0.8452324840956595,0.8479395192699625,556.8064516129032,1044.1935483870968,1.068557104171483
31,0.19057778672952402,46.857282400131226,0.9272790923374564,False,0.9544381580082649,0.9872027412993702,0.9288553194765617,3729.0,26693.5,0.9406137872556329,0.9834511217374933,0.9801238863106004,0.9868415365230636,1728.2,1140.9,1.0068561785072851,0.8439479972666112,0.8508521253769517,0.8607431228179906,549.516129032258,932.1290322580645,1.0612925418167107
32,0.17423836706500304,46.71872615814209,0.9215170257155605,False,0.9652722361541807,0.9853609507948108,0.9486007600623774,4368.666666666667,19317.166666666668,0.9625510368612851,0.9829085909618952,0.9796572210148176,0.986203461856749,1767.8,1195.9,1.0066749872427097,0.8163702500306056,0.7449359974055593,0.93856541846178,1385.8709677419354,368.3225806451613,1.3808696232009663
33,0.22257869184801454,47.08038640022278,0.9206258691002412,False,0.962933422214666,0.9901531795905744,0.9408408136231983,2875.5,22188.833333333332,0.9501572154696053,0.9832167604487958,0.9903803463899326,0.976227320639477,818.8,2060.0,0.9857004008707844,0.8157274246372618,0.9420787452253204,0.7507859689180844,227.48387096774192,1411.5483870967741,0.8066369400099374
34,0.1780729974963163,47.193734645843506,0.895674716707504,False,0.9558258378763013,0.9923842729211301,0.9265615922237277,2286.6666666666665,27040.0,0.9334838351475353,0.9825491797678833,0.9890043440404565,0.9763710666916966,938.6,2049.1,0.9872542005675269,0.7486491324783274,0.978290784558025,0.6396200840020991,55.935483870967744,2258.1290322580644,0.6571518703446092
35,0.20035213667311166,46.58053231239319,0.9258312663564284,True,0.9761753952407669,0.9885307594397702,0.965102177046623,3517.1666666666665,12870.666666666666,0.9762640953661629,0.9846296672601239,0.9846906817148122,0.9845781757230261,1323.8,1335.6,0.9998927373948474,0.8166887365683941,0.7769617836765647,0.8986247742500109,1135.516129032258,595.0,1.2756181381763645
36,0.19755036689733205,46.37825036048889,0.9342641284425891,False,0.9709749372286595,0.9905833664031407,0.9539566658564539,2868.6666666666665,17026.333333333332,0.9629429656011079,0.9839374291873648,0.9835540881724887,0.9843742447593877,1421.7,1355.1,1.0008395439029294,0.8478800189117429,0.8445519600997898,0.86825379226154,572.0645161290323,802.9354838709677,1.06715157474647
37,0.20165928504184671,46.74527955055237,0.9214370132772919,False,0.9471588367612189,0.9924335670690579,0.9092525971771609,2339.0,31491.833333333332,0.9158888081134663,0.981933771857823,0.9881662395406524,0.9759321476914569,1010.2,2086.1,0.9876415248948284,0.8352184312128337,0.8347324288206386,0.8698174697439568,552.6774193548387,915.9032258064516,1.1411503452486056
38,0.20123505890369414,47.07474207878113,0.907493245178795,False,0.963668937522305,0.9927134667822664,0.9392393956642332,2084.3333333333335,22463.0,0.9460647643631712,0.9812092824905132,0.9940237129539355,0.9687915553285444,502.6,2704.7,0.9746081600626987,0.7776015155235666,0.7089310475206061,0.9195576481990103,1482.9354838709678,535.8387096774194,1.5212920848325158
39,0.18486663189373517,47.149752140045166,0.9357216927623436,False,0.9687775758267702,0.9922700218999796,0.9486749414092287,2293.6666666666665,18979.333333333332,0.9560380467192001,0.9834037110136828,0.9893506427635851,0.9776890492976189,909.5,1935.4,0.9882325509501253,0.8549837914465778,0.9116724978972285,0.818804934536926,311.6774193548387,1104.4516129032259,0.9069877123792326
40,0.18016416704968402,46.6431200504303,0.935800926626959,False,0.9656746596605009,0.9900424711819006,0.9452367082464278,2954.8333333333335,20386.166666666668,0.9546342759191098,0.9840499315799957,0.9827444709852481,0.9854267901210886,1495.4,1263.7,1.0027397114961332,0.8576781886403803,0.8786132240122269,0.8525430201401744,420.48387096774195,903.5806451612904,0.9880245505123777
