slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3734796088719294,0.22961876832844574,2627,0,2627,783,first 20%,True,True
1,0.6640056351256164,0.49701230228471,1431,0,1431,1414,first 20%,True,True
2,0.8335067637877211,0.7145405887600357,943,17,960,2420,first 20%,True,True
3,0.9046918424064083,0.8259701492537314,495,88,583,2855,first 20%,True,True
4,0.9024812463935372,0.8222923238696109,477,199,676,3327,first 20%,True,True
5,0.9036893740500207,0.8243004789513486,473,224,697,3494,first 20%,True,True
6,0.8853290615405153,0.7942514970059881,420,439,859,3755,first 20%,True,True
7,0.869586674892042,0.7692643527614058,656,401,1057,3925,first 20%,True,True
8,0.8862676930717656,0.7957636566332219,720,196,916,3765,middle 60%,True,True
9,0.8955428571428572,0.8108443708609272,702,212,914,4130,middle 60%,True,True
10,0.8991380275383409,0.8167581858857027,802,99,901,4115,middle 60%,True,True
11,0.9119060331019755,0.8380765456329735,735,90,825,4360,middle 60%,True,True
12,0.9285198555956679,0.866576819407008,611,82,693,4583,middle 60%,True,True
13,0.9365540743710534,0.8806786050895382,564,69,633,4741,middle 60%,True,True
14,0.9326054590570719,0.8737214059884694,637,42,679,4740,middle 60%,True,True
15,0.9508005822416302,0.9062153163152054,470,37,507,4936,middle 60%,True,True
16,0.9626467449306296,0.9279835390946503,349,36,385,4997,middle 60%,True,True
17,0.9672484800941361,0.9365742499050512,292,42,334,4974,middle 60%,True,True
18,0.9642927599131978,0.931047619047619,326,36,362,4924,middle 60%,True,True
19,0.9494609830877262,0.9037845980041423,472,39,511,4839,middle 60%,True,True
20,0.9268096244840431,0.8636022514071294,692,35,727,4638,middle 60%,True,True
21,0.8976133898129972,0.8142455482661668,949,42,991,4386,middle 60%,True,True
22,0.8488646871468201,0.7374152088539807,1429,42,1471,4173,middle 60%,True,True
23,0.8361111111111111,0.7183770883054893,1492,42,1534,3955,middle 60%,True,True
24,0.8134261338123036,0.6855250709555345,1628,34,1662,3657,middle 60%,True,True
25,0.809895198635145,0.6805242678681138,1510,50,1560,3373,middle 60%,True,True
26,0.818468283326483,0.6927179962894249,1286,39,1325,3026,middle 60%,True,True
27,0.8187591597459697,0.6931348221670802,1037,76,1113,2590,middle 60%,True,True
28,0.7865074376702283,0.648135359116022,931,88,1019,1965,middle 60%,True,True
29,0.7698309492847855,0.6257928118393234,820,65,885,1545,middle 60%,True,True
30,0.7740805604203153,0.6314285714285715,601,44,645,1149,last 20%,True,True
31,0.9091738931994523,0.8334728033472804,181,18,199,1014,last 20%,True,True
32,0.9347826086956522,0.8775510204081632,79,59,138,1048,last 20%,True,True
33,0.9092815941269009,0.8336538461538462,41,132,173,999,last 20%,True,True
34,0.9025769956002514,0.8224513172966781,14,141,155,859,last 20%,True,True
35,0.8439024390243902,0.729957805907173,41,151,192,670,last 20%,True,True
36,0.8112676056338028,0.6824644549763034,38,96,134,384,last 20%,True,True
37,0.6875,0.5238095238095238,61,49,110,170,last 20%,True,True
