domain,error_type,error_voxels,<=1 voxel_count,<=1 voxel_percent,>1 to 2 voxels_count,>1 to 2 voxels_percent,>2 to 3 voxels_count,>2 to 3 voxels_percent,>3 to 5 voxels_count,>3 to 5 voxels_percent,>5 voxels_count,>5 voxels_percent,distance_voxels_mean,distance_voxels_median,distance_voxels_p95,distance_voxels_maximum,distance_mm_mean,distance_mm_median,distance_mm_p95,distance_mm_maximum,le1_voxel_distance_mm_mean,le1_voxel_distance_mm_median,le1_voxel_distance_mm_p95,le1_voxel_distance_mm_maximum,gt1_to_2_voxels_distance_mm_mean,gt1_to_2_voxels_distance_mm_median,gt1_to_2_voxels_distance_mm_p95,gt1_to_2_voxels_distance_mm_maximum,gt2_to_3_voxels_distance_mm_mean,gt2_to_3_voxels_distance_mm_median,gt2_to_3_voxels_distance_mm_p95,gt2_to_3_voxels_distance_mm_maximum,gt3_to_5_voxels_distance_mm_mean,gt3_to_5_voxels_distance_mm_median,gt3_to_5_voxels_distance_mm_p95,gt3_to_5_voxels_distance_mm_maximum,gt5_voxels_distance_mm_mean,gt5_voxels_distance_mm_median,gt5_voxels_distance_mm_p95,gt5_voxels_distance_mm_maximum
CAMRI,FP,13044,11441,87.7108249,1163,8.915976694,307,2.353572524,122,0.9352959215,11,0.08432996013,1.116989374,1,2,6.082762718,0.1720432788,0.200000003,0.3000000119,1.118034005,0.1560937613,0.1414213628,0.200000003,1,0.233303979,0.200000003,0.400000006,0.921954453,0.3688136935,0.3000000119,0.6593109488,1.039230466,0.5484949946,0.4472135901,1.004738218,1.095445156,0.6172124743,0.5830951929,0.8631551266,1.118034005
CAMRI,FN,14603,14541,99.57542971,59,0.4040265699,3,0.02054372389,0,0,0,0,0.02189785801,0,0,2.23606801,0.003045139601,0,0,0.5,0.001922050025,0,0,0.200000003,0.2622603178,0.2236067951,0.5,0.5,0.3487613499,0.3162277639,0.4341150075,0.4472135901,,,,,,,,
CAMRI,All,27647,25982,93.97764676,1222,4.420009404,310,1.121278981,122,0.4412775346,11,0.0397873187,0.5385677814,0,1.414213538,6.082762718,0.0827793479,0,0.200000003,1.118034005,0.06981051713,0,0.200000003,1,0.234702006,0.200000003,0.400000006,0.921954453,0.3686196208,0.3000000119,0.6535562158,1.039230466,0.5484949946,0.4472135901,1.004738218,1.095445156,0.6172124743,0.5830951929,0.8631551266,1.118034005
Mouse,FP,259661,215849,83.12723127,31987,12.31875407,9103,3.505724772,2440,0.9396867454,282,0.1086031402,1.154195428,1,2,7.348469257,0.1471296549,0.1000000015,0.3605551422,1.982424617,0.1269726902,0.1000000015,0.3000000119,0.4000005722,0.2028835118,0.200000003,0.3605551422,0.8000011444,0.3112207353,0.3000000119,0.4898979068,0.9899504185,0.4943594635,0.4123105705,1.077033877,1.612452865,0.950315237,0.7280110121,1.791509694,1.982424617
Mouse,FN,265552,265360,99.92769778,179,0.06740676026,13,0.004895463035,0,0,0,0,0.01011623256,0,0,2.828427076,0.001088087796,0,0,0.4242640138,0.0009536633734,0,0,0.3605551422,0.185536772,0.200000003,0.3000000119,0.4242640138,0.2052854449,0.2236067951,0.2828427255,0.2828427255,,,,,,,,
Mouse,All,525213,481209,91.62168492,32166,6.124372397,9116,1.735676764,2440,0.4645734207,282,0.0536925019,0.5757395625,0,1.414213538,7.348469257,0.07328984141,0,0.2828427255,1.982424617,0.05748020858,0,0.200000003,0.4000005722,0.2027869672,0.200000003,0.3605551422,0.8000011444,0.3110696673,0.3000000119,0.4898979068,0.9899504185,0.4943594635,0.4123105705,1.077033877,1.612452865,0.950315237,0.7280110121,1.791509694,1.982424617
Combined,FP,272705,227290,83.3464733,33150,12.15599274,9410,3.450615134,2562,0.9394767239,293,0.1074421078,1.152415872,1,2,7.348469257,0.1483213156,0.1000000015,0.3605551422,1.982424617,0.1284385473,0.1000000015,0.2828427255,1,0.2039507627,0.200000003,0.3605551422,0.921954453,0.3130997121,0.3000000119,0.4991898358,1.039230466,0.4969373345,0.4123105705,1.063014627,1.612452865,0.9378096461,0.7143018842,1.789973569,1.982424617
Combined,FN,280155,279901,99.9093359,238,0.08495297246,16,0.005711124199,0,0,0,0,0.01073034573,0,0,2.828427076,0.001190098585,0,0,0.5,0.00100397144,0,0,0.3605551422,0.204556495,0.200000003,0.3605551422,0.5,0.2321871668,0.2236067951,0.3489742205,0.4472135901,,,,,,,,
Combined,All,552860,507191,91.73950005,33388,6.039141917,9426,1.704952429,2562,0.4634084578,293,0.05299714213,0.5738807917,0,1.414213538,7.348469257,0.07376438379,0,0.2828427255,1.982424617,0.0581118539,0,0.200000003,1,0.2039550841,0.200000003,0.3605551422,0.921954453,0.312962383,0.3000000119,0.4981999993,1.039230466,0.4969373345,0.4123105705,1.063014627,1.612452865,0.9378096461,0.7143018842,1.789973569,1.982424617
