slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3408608376761243,0.20544439274080967,3415,0,3415,883,first 20%,True,True
1,0.6438322164308762,0.4747437774524158,2870,0,2870,2594,first 20%,True,True
2,0.8336166595835104,0.7147021315357989,1566,0,1566,3923,first 20%,True,True
3,0.8679111111111111,0.7666457286432161,1473,13,1486,4895,first 20%,True,True
4,0.880429631969673,0.7863995485327314,1464,50,1514,5624,first 20%,True,True
5,0.8865141481035521,0.7961611246282779,1402,106,1508,5996,first 20%,True,True
6,0.8885227109901132,0.799406987237334,1407,149,1556,6350,first 20%,True,True
7,0.8846432571315633,0.79314825753101,1423,328,1751,7042,first 20%,True,True
8,0.8735617650777595,0.7755079133460545,1528,472,2000,7381,first 20%,True,True
9,0.8785235747693085,0.7833633904418394,1498,424,1922,7374,middle 60%,True,True
10,0.8968784476604582,0.8130368278621014,1410,179,1589,7089,middle 60%,True,True
11,0.8907699010393976,0.8030524071372461,1702,53,1755,7209,middle 60%,True,True
12,0.916661833787624,0.8461456102783725,1353,84,1437,7987,middle 60%,True,True
13,0.9247692222652147,0.860065803002262,1259,102,1361,8467,middle 60%,True,True
14,0.9348148148148148,0.8776077885952712,1094,138,1232,8972,middle 60%,True,True
15,0.9476347862011981,0.9004809107861419,869,145,1014,9320,middle 60%,True,True
16,0.951997989444584,0.9083932853717026,848,107,955,9577,middle 60%,True,True
17,0.9501414772172895,0.9050185873605948,944,78,1022,9816,middle 60%,True,True
18,0.9600605716448988,0.9231889333818711,791,53,844,10197,middle 60%,True,True
19,0.9685122862016504,0.9389469920443372,620,63,683,10567,middle 60%,True,True
20,0.9586257176706461,0.9205390741226919,852,56,908,10575,middle 60%,True,True
21,0.9550855622333349,0.9140323147172462,942,37,979,10446,middle 60%,True,True
22,0.9673563218390805,0.9367764915405165,655,55,710,10575,middle 60%,True,True
23,0.9669244386471629,0.935966810966811,650,60,710,10438,middle 60%,True,True
24,0.9698809467343357,0.9415231605120177,573,62,635,10286,middle 60%,True,True
25,0.964876235202035,0.9321361058601134,640,78,718,9940,middle 60%,True,True
26,0.9646879756468798,0.9317847691855337,588,108,696,9615,middle 60%,True,True
27,0.9609222145841045,0.9247837150127226,618,121,739,9207,middle 60%,True,True
28,0.9620099392600773,0.9268007234812214,574,114,688,8825,middle 60%,True,True
29,0.9589089001573702,0.9210614712798119,636,69,705,8295,middle 60%,True,True
30,0.9578365089121081,0.9190846897853268,628,58,686,7850,middle 60%,True,True
31,0.957557412647233,0.9185708875142028,592,53,645,7329,middle 60%,True,True
32,0.9585175826489787,0.9203396684189243,551,40,591,6868,middle 60%,True,True
33,0.9576109371419843,0.9186694021101993,535,20,555,6289,middle 60%,True,True
34,0.945707179003345,0.897006182883176,601,32,633,5545,last 20%,True,True
35,0.9250253292806484,0.8605089538171536,691,49,740,4614,last 20%,True,True
36,0.8870834805133639,0.7970799830723656,941,18,959,3785,last 20%,True,True
37,0.8257255756915111,0.7031793919702948,1260,19,1279,3049,last 20%,True,True
38,0.7996669442131557,0.6662042175360711,1187,16,1203,2417,last 20%,True,True
39,0.8060852796228841,0.6751615218951902,891,14,905,1895,last 20%,True,True
40,0.8917115177610334,0.8045843045843046,499,4,503,2075,last 20%,True,True
41,0.8850334448160535,0.7937757780277466,548,2,550,2119,last 20%,True,True
42,0.910482374768089,0.8356747552149851,380,6,386,1969,last 20%,True,True
