domain,subject,size_voxels,size_mm2
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,9,0.09000000268220903
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,79,0.7900000235438349
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,9,0.09000000268220903
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,6,0.06000000178813936
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,54,0.5400000160932542
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,7,0.07000000208616258
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,8,0.08000000238418581
Mouse,POLYIC_20190524_polyic___E3_P1_4,27,0.2700000080466271
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,7,0.07000000208616258
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,8,0.08000000238418581
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,14,0.14000000417232517
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,10,0.10000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,6,0.06000000178813936
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,17,0.17000000506639484
Mouse,POLYIC_20190524_polyic___E3_P1_4,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_4,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_4,8,0.08000000238418581
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,17,0.17000000506639484
Mouse,POLYIC_20190524_polyic___E3_P1_4,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,6,0.06000000178813936
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_4,9,0.09000000268220903
Mouse,POLYIC_20190524_polyic___E3_P1_4,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_4,18,0.18000000536441807
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_4,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_4,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_4,87,0.8700000259280207
Mouse,POLYIC_20190524_polyic___E3_P1_4,9,0.09000000268220903
Mouse,POLYIC_20190524_polyic___E3_P1_4,25,0.25000000745058065
Mouse,POLYIC_20190524_polyic___E3_P1_4,9,0.09000000268220903
Mouse,POLYIC_20190524_polyic___E3_P1_4,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,77,0.7700000229477884
Mouse,POLYIC_20190524_polyic___E3_P1_5,15,0.1500000044703484
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,13,0.13000000387430194
Mouse,POLYIC_20190524_polyic___E3_P1_5,57,0.5700000169873238
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,11,0.11000000327825549
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,6,0.06000000178813936
Mouse,POLYIC_20190524_polyic___E3_P1_5,56,0.5600000166893007
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,10,0.10000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,9,0.09000000268220903
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,8,0.08000000238418581
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,8,0.08000000238418581
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,8,0.08000000238418581
Mouse,POLYIC_20190524_polyic___E3_P1_5,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,7,0.07000000208616258
Mouse,POLYIC_20190524_polyic___E3_P1_5,8,0.08000000238418581
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,11,0.11000000327825549
Mouse,POLYIC_20190524_polyic___E3_P1_5,96,0.9600000286102297
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,6,0.06000000178813936
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,35,0.3500000104308129
Mouse,POLYIC_20190524_polyic___E3_P1_5,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,6,0.06000000178813936
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,50,0.5000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,77,0.7700000229477884
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,13,0.13000000387430194
Mouse,POLYIC_20190524_polyic___E3_P1_5,6,0.06000000178813936
Mouse,POLYIC_20190524_polyic___E3_P1_5,11,0.11000000327825549
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,99,0.9900000295042994
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,32,0.32000000953674324
Mouse,POLYIC_20190524_polyic___E3_P1_5,28,0.28000000834465033
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,7,0.07000000208616258
Mouse,POLYIC_20190524_polyic___E3_P1_5,7,0.07000000208616258
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,18,0.18000000536441807
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,15,0.1500000044703484
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,10,0.10000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,13,0.13000000387430194
Mouse,POLYIC_20190524_polyic___E3_P1_5,13,0.13000000387430194
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,8,0.08000000238418581
Mouse,POLYIC_20190524_polyic___E3_P1_5,10,0.10000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,12,0.12000000357627871
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,61,0.6100000181794167
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,31,0.31000000923872
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,10,0.10000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,1,0.010000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,5,0.05000000149011613
Mouse,POLYIC_20190524_polyic___E3_P1_5,10,0.10000000298023226
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,2,0.020000000596046452
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
Mouse,POLYIC_20190524_polyic___E3_P1_5,7,0.07000000208616258
Mouse,POLYIC_20190524_polyic___E3_P1_5,3,0.03000000089406968
Mouse,POLYIC_20190524_polyic___E3_P1_5,4,0.040000001192092904
