slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.22291021671826625,0.1254355400696864,3765,0,3765,540,first 20%,True,True
1,0.5309592556945781,0.36143262721118147,2924,0,2924,1655,first 20%,True,True
2,0.6892748828232699,0.5258729490954985,2209,45,2254,2545,first 20%,True,True
3,0.7159600997506235,0.5575839968926005,2206,72,2278,2943,first 20%,True,True
4,0.746333253185862,0.5953202915228232,1997,113,2110,3217,first 20%,True,True
5,0.7632152276115124,0.6170962358613017,1844,221,2065,3549,first 20%,True,True
6,0.7664459161147903,0.6213314244810307,1811,305,2116,3777,first 20%,True,True
7,0.7619047619047619,0.6153846153846154,1970,250,2220,3802,middle 60%,True,True
8,0.7861011752682677,0.6475837683111635,1950,143,2093,3989,middle 60%,True,True
9,0.8012136635020065,0.6683540169823645,1917,114,2031,4207,middle 60%,True,True
10,0.8183458361029342,0.6925425908068146,1771,142,1913,4451,middle 60%,True,True
11,0.83841059602649,0.7217787913340935,1509,199,1708,4630,middle 60%,True,True
12,0.8641463184689356,0.7607901726427623,1254,187,1441,4770,middle 60%,True,True
13,0.8987126088602801,0.8160563864534983,870,200,1070,4947,middle 60%,True,True
14,0.9146058732612056,0.8426486294054824,693,191,884,4925,middle 60%,True,True
15,0.9395231634037604,0.8859440687260098,431,193,624,5040,middle 60%,True,True
16,0.9528357045410252,0.9099199702214777,303,181,484,5070,middle 60%,True,True
17,0.9509501542135111,0.9064871016691958,283,210,493,4989,middle 60%,True,True
18,0.9556327949294623,0.9150352388410337,253,181,434,4855,middle 60%,True,True
19,0.9418124006359301,0.8900240384615384,361,188,549,4631,middle 60%,True,True
20,0.900709219858156,0.8193548387096774,710,214,924,4405,middle 60%,True,True
21,0.8694885361552028,0.7691107644305772,967,217,1184,4161,middle 60%,True,True
22,0.8503827418232429,0.7397094430992736,1098,192,1290,3858,middle 60%,True,True
23,0.8421572257188695,0.7273502451502878,1101,178,1279,3590,middle 60%,True,True
24,0.8434607645875252,0.7292971468336813,1014,153,1167,3297,middle 60%,True,True
25,0.833258020786263,0.7141750580945004,954,153,1107,2919,middle 60%,True,True
26,0.7941332390881781,0.6585580304806565,1005,160,1165,2407,middle 60%,True,True
27,0.7471897729777386,0.5964109781843772,1026,121,1147,1816,middle 60%,True,True
28,0.6885521885521886,0.5250320924261874,998,112,1110,1339,last 20%,True,True
29,0.6911103424420616,0.5280126849894292,872,21,893,1020,last 20%,True,True
30,0.7230320699708455,0.5662100456621004,666,94,760,1086,last 20%,True,True
31,0.7520067596113224,0.6025727826675694,469,118,587,1008,last 20%,True,True
32,0.7342026078234705,0.5800316957210776,384,146,530,878,last 20%,True,True
33,0.683404776484997,0.5190697674418605,408,109,517,667,last 20%,True,True
34,0.6132339235787512,0.4422043010752688,389,26,415,355,last 20%,True,True
