epoch,loss,epoch_seconds,balanced_validation_dice,camri_safety_eligible,camri_validation_dice,camri_validation_precision,camri_validation_recall,camri_validation_false_positives,camri_validation_false_negatives,camri_validation_volume_ratio,mouse_validation_dice,mouse_validation_precision,mouse_validation_recall,mouse_validation_false_positives,mouse_validation_false_negatives,mouse_validation_volume_ratio
1,0.646929295733571,36.652058124542236,0.9592905351714888,False,0.9557608034593232,0.969679569157862,0.9428827213239419,9519.5,19706.5,0.9722195972172457,0.9628202668836543,0.960934995087419,0.9648095854624887,3397.0,3047.7,1.004220239064364
2,0.18283204029181174,37.05331993103027,0.9696488223615551,False,0.9708322143082752,0.9753062096028516,0.9669297089266137,7876.833333333333,11602.333333333334,0.9913880764908537,0.9684654304148351,0.9746941741837052,0.9626101299045233,2186.0,3235.3,0.9881104623280109
3,0.14495509237583196,37.34484529495239,0.9762932669883105,True,0.9765665417845755,0.9804933700899071,0.9729003585259295,6725.0,8643.333333333334,0.9924656319902893,0.9760199921920456,0.9767274928467407,0.9754368733483169,2017.6,2127.3,0.9989147131107746
4,0.12515183551503078,37.11135530471802,0.9779275381242603,True,0.9766560471986486,0.9862386240284859,0.9677258216884225,4237.833333333333,11347.166666666666,0.9812302625561249,0.979199029049872,0.9851228357913548,0.9734175575309667,1274.7,2300.9,0.9881474211402068
5,0.11638658520366464,37.55985951423645,0.9781168324845647,True,0.9759274730378503,0.9782335959975454,0.9741769382652407,6299.0,9521.5,0.9959796413553624,0.9803061919312791,0.9802606615026102,0.9803718945109073,1704.6,1701.6,1.0001217048200088
6,0.10932139067777566,37.2915985584259,0.9778098969764526,True,0.9759765995264448,0.9902990942072614,0.9625859497304153,2996.3333333333335,12931.666666666666,0.9720088704863971,0.9796431944264603,0.9835928780444301,0.9757750965463513,1407.1,2097.3,0.9921013845780445
7,0.10443174865628992,37.73126745223999,0.9810662143715128,True,0.9801990587955781,0.9914887690520455,0.9694435526630283,2655.1666666666665,10459.5,0.9777627998569284,0.9819333699474475,0.9839346248353209,0.9799558094694382,1383.4,1737.3,0.9959724793033666
8,0.09770861826837063,37.29141616821289,0.9810451637390356,True,0.9815369082520956,0.9811599713856864,0.9820620829894584,5894.833333333333,6291.166666666667,1.0009440492717538,0.9805534192259756,0.9812862184641926,0.9798663889706974,1615.7,1744.5,0.998637542384364
9,0.09925267166857209,37.332789182662964,0.979549132157812,True,0.9793639598929794,0.9857003601352218,0.9734919343224829,4484.666666666667,9352.833333333334,0.9876260420523865,0.9797343044226448,0.9918810562153922,0.9679002418702819,684.6,2780.6,0.9758212424498612
10,0.09302933593945843,37.528239011764526,0.9813627835193041,True,0.9813331451929286,0.9880401489886795,0.9750547381314988,3610.3333333333335,8899.333333333334,0.9868646204836259,0.9813924218456795,0.9873098961718292,0.9755622567833605,1083.4,2118.0,0.9881069430332576
11,0.09664502433900322,37.235424280166626,0.9804766660286712,True,0.9789636374980738,0.982392749106013,0.9759355438144701,5392.166666666667,8812.5,0.9934122136396194,0.9819896945592687,0.9801858833463697,0.9838220718846461,1722.6,1401.5,1.0037516622064786
12,0.09057288869683232,37.08104705810547,0.9814417820856244,True,0.9806976297823192,0.9866854973718059,0.9751033941762063,4128.666666666667,8875.833333333334,0.9882403893345145,0.9821859343889295,0.9793557263425136,0.9850666868359333,1798.8,1295.2,1.0059038969846608
13,0.08681782627744335,37.526424169540405,0.982216516689849,True,0.9815505406820068,0.9906820783162024,0.9728473904772676,2839.8333333333335,9516.833333333334,0.981984018203503,0.9828824926976912,0.9856086787020711,0.9801855664178216,1237.6,1717.3,0.9945155139594121
14,0.08893329956169639,37.23240280151367,0.9834892141575801,True,0.9840680111636737,0.9918875391836303,0.9765014453027581,2623.0,7888.5,0.9844921263856125,0.9829104171514864,0.9903188404599439,0.9756276722237723,823.0,2113.3,0.9851768440746664
15,0.08411701529153756,37.2754328250885,0.981589804731843,True,0.9797426966067676,0.9922513413756469,0.967986174359241,2342.8333333333335,11393.166666666666,0.9755149087177628,0.9834369128569183,0.9863571899715765,0.9805486609665583,1173.0,1685.7,0.9941295335494938
16,0.08553061168640852,37.368265867233276,0.983265919709662,True,0.9830045584571349,0.9858877520134071,0.9803239536023066,4570.5,6909.333333333333,0.994350782446026,0.9835272809621893,0.9843886964505362,0.9826868613347729,1346.0,1500.6,0.998294496789425
17,0.08301977986203772,37.47270703315735,0.9824013392076145,True,0.9815705934665319,0.9890918512077045,0.9743805800190647,3494.0,8939.166666666666,0.9850888688146712,0.9832320849486973,0.9811418459260659,0.9853649855131262,1639.6,1267.4,1.0043690427419347
18,0.08071478569347944,37.82423806190491,0.981216409490824,True,0.978920544079403,0.9884396128729179,0.9700836656409978,3510.8333333333335,10811.833333333334,0.9813976246141483,0.9835122749022451,0.9864690920693644,0.9805891211955157,1164.3,1681.4,0.9940660057381618
19,0.08180734056181141,37.298216581344604,0.9827368310510067,True,0.9817379906057412,0.9869610678461912,0.9768105284169106,4139.166666666667,8229.666666666666,0.9897042028228116,0.9837356714962722,0.9899214034483524,0.9776385773771998,860.6,1938.2,0.9875999896729963
