domain,subject,baseline_dice,baseline_precision,baseline_recall,baseline_hd95_mm,baseline_false_positives,baseline_false_negatives,baseline_volume_ratio,baseline_connected_components,filter_dice,filter_precision,filter_recall,filter_hd95,filter_false_positives,filter_false_negatives,filter_volume_ratio,filter_connected_components,learned_dice,learned_precision,learned_recall,learned_hd95_mm,learned_false_positives,learned_false_negatives,learned_volume_ratio,learned_connected_components,learned_inference_seconds,image_path,ground_truth_path,baseline_prediction_path,filter_prediction_path,learned_prediction_path,learned_probability_path
Mouse,POLYIC_20190524_polyic___E3_P1_1,0.9668679799077432,0.9887401987347162,0.9459425017886683,0.20000000298023224,1268,6363,0.9567149216705746,1,0.9668679799077432,0.9887401987347162,0.9459425017886683,0.20000000298023224,1268,6363,0.9567149216705746,1,0.9658637248200891,0.9905258552179231,0.9423998368844938,0.20000000298023224,1061,6780,0.9514136677201209,1,8.783732500000013,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190524_polyic___E3_P1_1_probability.nii.gz
Mouse,POLYIC_20190612_polyic___E10_P1_1,0.9696746905255144,0.9878625444449382,0.9521444538229515,0.20000000298023224,1345,5502,0.9638430560750102,1,0.9696746905255144,0.9878625444449382,0.9521444538229515,0.20000000298023224,1345,5502,0.9638430560750102,1,0.9686871512100265,0.9893263929193268,0.9488914595854607,0.20000000298023224,1177,5876,0.9591288237903471,1,8.602126999999996,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E10_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E10_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E10_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190612_polyic___E10_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190612_polyic___E10_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190612_polyic___E10_P1_1_probability.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1,0.9664633745339789,0.9870589288924361,0.9467097295160833,0.20000000298023224,1445,6204,0.9591217928345029,1,0.9664633745339789,0.9870589288924361,0.9467097295160833,0.20000000298023224,1445,6204,0.9591217928345029,1,0.9655126937026047,0.9888254574268838,0.9432738642317835,0.20000000298023224,1241,6604,0.9539336362621221,1,9.079462916000011,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190531_polyic_m__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_probability.nii.gz
Mouse,POLYIC_20190524_polyic___E3_P1_13,0.9550453122370517,0.9592445602667387,0.9508826697381307,4.275511762454734,4426,5381,0.9912828376873505,6,0.9672381536019815,0.9841661234414906,0.9508826697381307,0.20000000298023224,1676,5381,0.9661810613943809,1,0.9541252334213358,0.9615997923310836,0.9467659784216003,4.253234185864105,4142,5832,0.9845738174781387,5,8.563972250000006,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190524_polyic___E3_P1_13_probability.nii.gz
Mouse,POLYIC_20190517_mouse33__E2_P1,0.9631881309627239,0.9824957329809885,0.9446247538523244,0.22360680108197992,1846,6074,0.9614543067609949,1,0.9631881309627239,0.9824957329809885,0.9446247538523244,0.22360680108197992,1846,6074,0.9614543067609949,1,0.9622785825552436,0.9850753394572503,0.9405130916782146,0.22360680108197992,1563,6525,0.9547625993727664,1,8.307876291000014,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse33__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse33__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190517_mouse33__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190517_mouse33__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190517_mouse33__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190517_mouse33__E2_P1_probability.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,0.9607333299957317,0.9876229976324888,0.9352690841444038,0.22360680108197992,1322,7301,0.9469899813813282,1,0.9607333299957317,0.9876229976324888,0.9352690841444038,0.22360680108197992,1322,7301,0.9469899813813282,1,0.9598246495273757,0.9896045197740113,0.9317847326890681,0.2828427166893039,1104,7694,0.941572834471141,2,8.671798499999966,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190531_polyic_m__E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_12_probability.nii.gz
Mouse,POLYIC_20190524_polyic___E3_P1_10,0.9672414881069095,0.9798905946082784,0.9549147866368607,0.20000000298023224,2202,5066,0.974511636185645,1,0.9672414881069095,0.9798905946082784,0.9549147866368607,0.20000000298023224,2202,5066,0.974511636185645,1,0.9663360072308214,0.9816637590671197,0.9514795532416678,0.20000000298023224,1997,5452,0.969251991278423,1,8.779422750000037,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_10.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_10.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190524_polyic___E3_P1_10_probability.nii.gz
Mouse,POLYIC_20190618_mouse34__E3_P1,0.9696456823296642,0.9832022906830817,0.9564578324224055,0.20000000298023224,1801,4799,0.972798620877376,1,0.9696456823296642,0.9832022906830817,0.9564578324224055,0.20000000298023224,1801,4799,0.972798620877376,1,0.9687403451980762,0.9849502091030137,0.9530553917343374,0.20000000298023224,1605,5174,0.9676178378623599,1,8.510885417000054,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190618_mouse34__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190618_mouse34__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190618_mouse34__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190618_mouse34__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190618_mouse34__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190618_mouse34__E3_P1_probability.nii.gz
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,0.9681749332632545,0.9870827929845162,0.9499778299681426,0.20000000298023224,1514,6092,0.962409472353144,1,0.9681749332632545,0.9870827929845162,0.9499778299681426,0.20000000298023224,1514,6092,0.962409472353144,1,0.967280901138165,0.988497274316865,0.9469561361732876,0.20000000298023224,1342,6460,0.957975465160199,1,8.663584792000051,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E4_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E4_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190629_polyic_mo__E4_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190629_polyic_mo__E4_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190629_polyic_mo__E4_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190629_polyic_mo__E4_P1_2_probability.nii.gz
Mouse,POLYIC_20190524_polyic___E4_P1_1,0.9657053180968236,0.9837009600693146,0.9483562653826774,0.22360680108197992,1769,5814,0.9640696755167483,2,0.9657184206971318,0.9837281514052457,0.9483562653826774,0.22360680108197992,1766,5814,0.964043027562867,1,0.9648559693169763,0.9853146788396189,0.9452295721226872,0.22360680108197992,1586,6166,0.9593174570745876,1,8.674231874999975,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E4_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E4_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E4_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190524_polyic___E4_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190524_polyic___E4_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190524_polyic___E4_P1_1_probability.nii.gz
Mouse,POLYIC_20190614_polyic___E3_P1_6,0.9679186469306662,0.9856289677045182,0.9508335492829892,0.20000000298023224,1605,5692,0.9646972445365811,1,0.9679186469306662,0.9856289677045182,0.9508335492829892,0.20000000298023224,1605,5692,0.9646972445365811,1,0.9670786972545009,0.9875218322919855,0.9474648008983328,0.20000000298023224,1386,6082,0.9594368143733264,1,8.582195625000054,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190614_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190614_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190614_polyic___E3_P1_6_probability.nii.gz
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,0.9672800042661363,0.982481131605398,0.9525420991032959,0.22360680108197992,2103,5876,0.9695271170698219,2,0.9673038043736829,0.9825302409291771,0.9525420991032959,0.22360680108197992,2097,5876,0.9694786576747567,1,0.966449464531645,0.9841915766557816,0.9493357024593143,0.22360680108197992,1888,6273,0.9645842587731697,2,8.813910875000033,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190629_polyic_mo__E3_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190629_polyic_mo__E3_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190629_polyic_mo__E3_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190629_polyic_mo__E3_P1_2_probability.nii.gz
Mouse,POLYIC_20190629_polyic_mo__E3_P1,0.9674369886600518,0.9875113431157392,0.948162525884389,0.20000000298023224,1390,6009,0.9601535541752934,2,0.9674966000181554,0.9876355728892291,0.948162525884389,0.20000000298023224,1376,6009,0.9600327812284334,1,0.9666091697951729,0.9891295515488583,0.9450914423740511,0.20000000298023224,1204,6365,0.9554779158040028,2,8.497815499999888,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190629_polyic_mo__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190629_polyic_mo__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190629_polyic_mo__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190629_polyic_mo__E3_P1_probability.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_5,0.9664615098317332,0.9832216882909544,0.9502631487269297,0.20000000298023224,1861,5708,0.966479035237531,2,0.966551449084173,0.9834078776526288,0.9502631487269297,0.20000000298023224,1840,5708,0.9662960510264543,1,0.9656429336640573,0.9856529669591731,0.9464291938238472,0.20000000298023224,1581,6148,0.9602052908577603,2,8.85074987500002,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190531_polyic_m__E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_5_probability.nii.gz
Mouse,POLYIC_20190614_polyic___E3_P1_1,0.9663392599560632,0.9865304471692371,0.9469579968143608,0.20000000298023224,1532,6285,0.9598872488205855,3,0.9669346707700192,0.9877723491361616,0.9469579968143608,0.20000000298023224,1389,6285,0.958680406106793,1,0.9655252777226313,0.9880227884997571,0.9440295043505413,0.20000000298023224,1356,6632,0.9554734114827287,3,8.458482666999998,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190614_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190614_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190614_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190614_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190614_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190614_polyic___E3_P1_1_probability.nii.gz
CAMRI,064,0.9778291597425771,0.9973627599395521,0.9590460028592699,0.20000000298023224,662,10691,0.9615819252324276,4,0.9782303329632139,0.9981978390017066,0.9590460028592699,0.20000000298023224,452,10691,0.9607774785576654,1,0.9770287731671987,0.9975928528087376,0.9572953736654805,0.20000000298023224,603,11148,0.9596052848315834,4,21.247672625,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-064/ses-1/anat/sub-064_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-064_ses-1_acq-RARE_T2w_077.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/camri_mixed/064_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/CAMRI_064_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_camri/064_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_camri/064_probability.nii.gz
Mouse,POLYIC_20190612_polyic___E3_P1_1,0.9647382288938142,0.9869118046908513,0.9435391344928885,0.20000000298023224,1396,6299,0.9560521315119572,1,0.9647382288938142,0.9869118046908513,0.9435391344928885,0.20000000298023224,1396,6299,0.9560521315119572,1,0.9639414462016301,0.9888482494673931,0.9402585063282062,0.22360680108197992,1183,6665,0.9508622853250153,1,8.478301915999964,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190612_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190612_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190612_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190612_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190612_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190612_polyic___E3_P1_1_probability.nii.gz
