transform,stage,n,mean_relative_l2,sd_relative_l2,mean_cosine
axis1_+30deg,encoder_level2,15,0.4590130031108856,0.005198973572619875,0.8892741044362386
axis1_+30deg,encoder_level3,15,0.3184290607770284,0.017738999944374514,0.9477690537770589
axis1_+30deg,encoder_level4,15,0.41158488194147747,0.017841310088583844,0.9112025539080302
axis1_+30deg,output_logits,15,0.298542328675588,0.017480651980041454,0.954442811012268
axis2_+5deg,input,15,0.13945199300845465,0.0254085017526983,0.9902359088261922
axis2_+5deg,encoder_level0,15,0.33876633445421855,0.019978237428408426,0.9416031161944072
axis2_+5deg,encoder_level1,15,0.21411393185456593,0.016703135657264244,0.9766965905825297
axis2_+5deg,encoder_level2,15,0.2602563520272573,0.008684885250593018,0.9655503074328105
axis2_+5deg,encoder_level3,15,0.2393307993809382,0.011546059737379122,0.9708721558252971
axis2_+5deg,encoder_level4,15,0.16991889973481497,0.01692882641997762,0.9856034318606058
axis2_+5deg,output_logits,15,0.13984167079130808,0.008212529045538436,0.9901466886202495
axis2_+10deg,input,15,0.13957504232724507,0.02524375748627385,0.9902281483014425
axis2_+10deg,encoder_level0,15,0.3532595078150431,0.018539972152795486,0.9362004439036051
axis2_+10deg,encoder_level1,15,0.2305729627609253,0.016725977249610124,0.972920290629069
axis2_+10deg,encoder_level2,15,0.2791349172592163,0.007460784855392569,0.9602229674657186
axis2_+10deg,encoder_level3,15,0.2656765470902125,0.012956911383480282,0.963972020149231
axis2_+10deg,encoder_level4,15,0.22686625520388284,0.019453679390748893,0.9742896596590678
axis2_+10deg,output_logits,15,0.15746166010697682,0.007202786569045362,0.987510101000468
axis2_+20deg,input,15,0.13784904778003693,0.025228638817563622,0.9904822905858358
axis2_+20deg,encoder_level0,15,0.4047862927118937,0.01653825094337856,0.9146068811416626
axis2_+20deg,encoder_level1,15,0.29154910643895465,0.013913663213347955,0.9564480225245158
axis2_+20deg,encoder_level2,15,0.3460475007692973,0.006016430626541012,0.9382447997728983
axis2_+20deg,encoder_level3,15,0.26818282107512154,0.012877497355994092,0.9632778843243917
axis2_+20deg,encoder_level4,15,0.3066537082195282,0.01878945696164114,0.9519675095876058
axis2_+20deg,output_logits,15,0.21514481504758198,0.008687431057974216,0.976562496026357
axis2_+30deg,input,15,0.13618724495172502,0.025095596479026375,0.9907278696695964
axis2_+30deg,encoder_level0,15,0.4575606922308604,0.015920767644086665,0.8890371521313986
axis2_+30deg,encoder_level1,15,0.34890961050987246,0.011451883447513541,0.9371562997500101
axis2_+30deg,encoder_level2,15,0.41300350427627563,0.005419769753007849,0.9110808610916138
axis2_+30deg,encoder_level3,15,0.2987532834211985,0.011418574887979854,0.9542568802833558
axis2_+30deg,encoder_level4,15,0.3702314635117849,0.017438284065549713,0.9287645816802979
axis2_+30deg,output_logits,15,0.2719135483105977,0.01502329967804638,0.9622565150260926
