transform,self_consistency_dice,transformed_vs_expert_dice,baseline_vs_expert_dice,accuracy_delta,subject
axis1_+30deg,0.973153939359981,0.8978509051040046,0.8967843040853012,0.0010666010187033725,POLYIC_20190510_mouse43__E9_P1
axis2_+5deg,0.9909210276863015,0.8959690005920026,0.8967843040853012,-0.0008153034932986136,POLYIC_20190510_mouse43__E9_P1
axis2_+10deg,0.9888659562220069,0.8952619603984749,0.8967843040853012,-0.001522343686826244,POLYIC_20190510_mouse43__E9_P1
axis2_+20deg,0.9852719324712139,0.8939746633171234,0.8967843040853012,-0.0028096407681778013,POLYIC_20190510_mouse43__E9_P1
axis2_+30deg,0.9801495771300762,0.8906211750305998,0.8967843040853012,-0.0061631290547013995,POLYIC_20190510_mouse43__E9_P1
resampling_floor,1.0,0.9293075055599884,0.9293075055599884,0.0,POLYIC_20190517_mouse33__E2_P1
axis0_+5deg,0.976606360571186,0.9350396557759129,0.9293075055599884,0.005732150215924436,POLYIC_20190517_mouse33__E2_P1
axis0_+10deg,0.9736094845426981,0.9365977970855853,0.9293075055599884,0.007290291525596904,POLYIC_20190517_mouse33__E2_P1
axis0_+20deg,0.9733070866141732,0.9179844051312149,0.9293075055599884,-0.011323100428773492,POLYIC_20190517_mouse33__E2_P1
axis0_+30deg,0.9674771225415562,0.9149455250317492,0.9293075055599884,-0.014361980528239227,POLYIC_20190517_mouse33__E2_P1
axis1_+5deg,0.9717142121192608,0.9402413692468798,0.9293075055599884,0.01093386368689142,POLYIC_20190517_mouse33__E2_P1
axis1_+10deg,0.967407169781057,0.936781805745554,0.9293075055599884,0.007474300185565608,POLYIC_20190517_mouse33__E2_P1
axis1_+20deg,0.9595590571192579,0.9273154964376978,0.9293075055599884,-0.0019920091222905834,POLYIC_20190517_mouse33__E2_P1
axis1_+30deg,0.9549967782754846,0.9052798493595302,0.9293075055599884,-0.024027656200458214,POLYIC_20190517_mouse33__E2_P1
axis2_+5deg,0.9794408491227504,0.941100635147098,0.9293075055599884,0.011793129587109541,POLYIC_20190517_mouse33__E2_P1
axis2_+10deg,0.971652241563746,0.946483841405426,0.9293075055599884,0.01717633584543754,POLYIC_20190517_mouse33__E2_P1
axis2_+20deg,0.9650145537521266,0.9417419793108786,0.9293075055599884,0.01243447375089013,POLYIC_20190517_mouse33__E2_P1
axis2_+30deg,0.9547755465316794,0.9274483739596474,0.9293075055599884,-0.001859131600341013,POLYIC_20190517_mouse33__E2_P1
resampling_floor,1.0,0.9237987647500226,0.9237987647500226,0.0,POLYIC_20190517_mouse35__E2_P1
axis0_+5deg,0.9831567715875315,0.914353797566489,0.9237987647500226,-0.009444967183533604,POLYIC_20190517_mouse35__E2_P1
axis0_+10deg,0.9795526810512227,0.9293296182041331,0.9237987647500226,0.005530853454110418,POLYIC_20190517_mouse35__E2_P1
axis0_+20deg,0.9745525575338537,0.9286189130796078,0.9237987647500226,0.0048201483295851055,POLYIC_20190517_mouse35__E2_P1
axis0_+30deg,0.9725583455736635,0.9307511541474309,0.9237987647500226,0.006952389397408276,POLYIC_20190517_mouse35__E2_P1
axis1_+5deg,0.9854426916763638,0.9256267961549896,0.9237987647500226,0.001828031404966901,POLYIC_20190517_mouse35__E2_P1
axis1_+10deg,0.9842723749255394,0.9284363805227545,0.9237987647500226,0.004637615772731807,POLYIC_20190517_mouse35__E2_P1
axis1_+20deg,0.9761514117089026,0.9338458459793884,0.9237987647500226,0.010047081229365706,POLYIC_20190517_mouse35__E2_P1
axis1_+30deg,0.9764294157183582,0.9284093731887058,0.9237987647500226,0.004610608438683106,POLYIC_20190517_mouse35__E2_P1
axis2_+5deg,0.9817296166502516,0.9162265138259774,0.9237987647500226,-0.007572250924045232,POLYIC_20190517_mouse35__E2_P1
axis2_+10deg,0.9829149419658911,0.9183957780181597,0.9237987647500226,-0.005402986731862902,POLYIC_20190517_mouse35__E2_P1
axis2_+20deg,0.9838521596095482,0.9272471445124979,0.9237987647500226,0.003448379762475251,POLYIC_20190517_mouse35__E2_P1
axis2_+30deg,0.9771249141702092,0.9262480776544905,0.9237987647500226,0.0024493129044678152,POLYIC_20190517_mouse35__E2_P1
resampling_floor,0.9999930020503992,0.8946958539914104,0.8946889553711871,6.8986202232945715e-06,POLYIC_20190517_mouse36__E2_P1
axis0_+5deg,0.9822082018927445,0.8959533999783686,0.8946889553711871,0.0012644446071815585,POLYIC_20190517_mouse36__E2_P1
axis0_+10deg,0.9823629945085733,0.8952917567150355,0.8946889553711871,0.0006028013438483804,POLYIC_20190517_mouse36__E2_P1
