transform,stage,relative_l2,cosine,subject
resampling_floor,output_logits,0.00012934287951793522,1.0,POLYIC_20190510_mouse35__E3_P1
axis0_+5deg,input,0.1511421799659729,0.9889264106750488,POLYIC_20190510_mouse35__E3_P1
axis0_+5deg,encoder_level0,0.37162280082702637,0.9295118451118469,POLYIC_20190510_mouse35__E3_P1
axis0_+5deg,encoder_level1,0.2557830512523651,0.9667884111404419,POLYIC_20190510_mouse35__E3_P1
axis0_+5deg,encoder_level2,0.2863682806491852,0.9581892490386963,POLYIC_20190510_mouse35__E3_P1
axis0_+5deg,encoder_level3,0.23979048430919647,0.9708406329154968,POLYIC_20190510_mouse35__E3_P1
axis0_+5deg,encoder_level4,0.16315428912639618,0.9869672060012817,POLYIC_20190510_mouse35__E3_P1
axis0_+5deg,output_logits,0.15020498633384705,0.9886572360992432,POLYIC_20190510_mouse35__E3_P1
axis0_+10deg,input,0.1519869863986969,0.9888039231300354,POLYIC_20190510_mouse35__E3_P1
axis0_+10deg,encoder_level0,0.39071428775787354,0.9214771389961243,POLYIC_20190510_mouse35__E3_P1
axis0_+10deg,encoder_level1,0.26447170972824097,0.964417576789856,POLYIC_20190510_mouse35__E3_P1
axis0_+10deg,encoder_level2,0.30324292182922363,0.9529169797897339,POLYIC_20190510_mouse35__E3_P1
axis0_+10deg,encoder_level3,0.29280540347099304,0.9561792612075806,POLYIC_20190510_mouse35__E3_P1
axis0_+10deg,encoder_level4,0.22234173119068146,0.9760767817497253,POLYIC_20190510_mouse35__E3_P1
axis0_+10deg,output_logits,0.1679600477218628,0.9858008623123169,POLYIC_20190510_mouse35__E3_P1
axis0_+20deg,input,0.15014539659023285,0.9891021251678467,POLYIC_20190510_mouse35__E3_P1
axis0_+20deg,encoder_level0,0.44084957242012024,0.897882342338562,POLYIC_20190510_mouse35__E3_P1
axis0_+20deg,encoder_level1,0.3180907070636749,0.9480606913566589,POLYIC_20190510_mouse35__E3_P1
axis0_+20deg,encoder_level2,0.3609903156757355,0.9326326847076416,POLYIC_20190510_mouse35__E3_P1
axis0_+20deg,encoder_level3,0.29887914657592773,0.954291045665741,POLYIC_20190510_mouse35__E3_P1
axis0_+20deg,encoder_level4,0.3215395212173462,0.9481598734855652,POLYIC_20190510_mouse35__E3_P1
axis0_+20deg,output_logits,0.22310322523117065,0.974868893623352,POLYIC_20190510_mouse35__E3_P1
axis0_+30deg,input,0.1484387367963791,0.9893730878829956,POLYIC_20190510_mouse35__E3_P1
axis0_+30deg,encoder_level0,0.49286267161369324,0.8701081275939941,POLYIC_20190510_mouse35__E3_P1
axis0_+30deg,encoder_level1,0.3743915855884552,0.9273543357849121,POLYIC_20190510_mouse35__E3_P1
axis0_+30deg,encoder_level2,0.42381009459495544,0.9062409996986389,POLYIC_20190510_mouse35__E3_P1
axis0_+30deg,encoder_level3,0.3036772310733795,0.9527755975723267,POLYIC_20190510_mouse35__E3_P1
axis0_+30deg,encoder_level4,0.39482200145721436,0.9188250303268433,POLYIC_20190510_mouse35__E3_P1
axis0_+30deg,output_logits,0.28195127844810486,0.9597954750061035,POLYIC_20190510_mouse35__E3_P1
axis1_+5deg,input,0.1503053903579712,0.9890127182006836,POLYIC_20190510_mouse35__E3_P1
axis1_+5deg,encoder_level0,0.37360265851020813,0.9283803105354309,POLYIC_20190510_mouse35__E3_P1
axis1_+5deg,encoder_level1,0.2468925416469574,0.96913081407547,POLYIC_20190510_mouse35__E3_P1
axis1_+5deg,encoder_level2,0.2865563929080963,0.9581056237220764,POLYIC_20190510_mouse35__E3_P1
axis1_+5deg,encoder_level3,0.22888104617595673,0.973488450050354,POLYIC_20190510_mouse35__E3_P1
axis1_+5deg,encoder_level4,0.14364798367023468,0.9898697733879089,POLYIC_20190510_mouse35__E3_P1
axis1_+5deg,output_logits,0.14755694568157196,0.9890576004981995,POLYIC_20190510_mouse35__E3_P1
axis1_+10deg,input,0.14878439903259277,0.9892477989196777,POLYIC_20190510_mouse35__E3_P1
axis1_+10deg,encoder_level0,0.38520166277885437,0.9234923124313354,POLYIC_20190510_mouse35__E3_P1
axis1_+10deg,encoder_level1,0.262849360704422,0.9648934602737427,POLYIC_20190510_mouse35__E3_P1
axis1_+10deg,encoder_level2,0.318080335855484,0.9480640888214111,POLYIC_20190510_mouse35__E3_P1
axis1_+10deg,encoder_level3,0.27004531025886536,0.9628518223762512,POLYIC_20190510_mouse35__E3_P1
axis1_+10deg,encoder_level4,0.2308262586593628,0.9734717607498169,POLYIC_20190510_mouse35__E3_P1
axis1_+10deg,output_logits,0.17805702984333038,0.9840331673622131,POLYIC_20190510_mouse35__E3_P1
axis1_+20deg,input,0.14777526259422302,0.9893999695777893,POLYIC_20190510_mouse35__E3_P1
axis1_+20deg,encoder_level0,0.4394994378089905,0.8983396291732788,POLYIC_20190510_mouse35__E3_P1
axis1_+20deg,encoder_level1,0.32636168599128723,0.9452450275421143,POLYIC_20190510_mouse35__E3_P1
axis1_+20deg,encoder_level2,0.39021584391593933,0.9208799004554749,POLYIC_20190510_mouse35__E3_P1
axis1_+20deg,encoder_level3,0.28430959582328796,0.9587368369102478,POLYIC_20190510_mouse35__E3_P1
axis1_+20deg,encoder_level4,0.3349129557609558,0.9425297975540161,POLYIC_20190510_mouse35__E3_P1
axis1_+20deg,output_logits,0.2431129664182663,0.9701124429702759,POLYIC_20190510_mouse35__E3_P1
axis1_+30deg,input,0.14668744802474976,0.9895719885826111,POLYIC_20190510_mouse35__E3_P1
axis1_+30deg,encoder_level0,0.4921056628227234,0.8706286549568176,POLYIC_20190510_mouse35__E3_P1
axis1_+30deg,encoder_level1,0.3859730660915375,0.9226038455963135,POLYIC_20190510_mouse35__E3_P1
axis1_+30deg,encoder_level2,0.46095865964889526,0.8883153200149536,POLYIC_20190510_mouse35__E3_P1
axis1_+30deg,encoder_level3,0.3117540776729584,0.9501702785491943,POLYIC_20190510_mouse35__E3_P1
axis1_+30deg,encoder_level4,0.40852105617523193,0.9127917885780334,POLYIC_20190510_mouse35__E3_P1
axis1_+30deg,output_logits,0.29336586594581604,0.9561538696289062,POLYIC_20190510_mouse35__E3_P1
axis2_+5deg,input,0.12900693714618683,0.9918962717056274,POLYIC_20190510_mouse35__E3_P1
axis2_+5deg,encoder_level0,0.3309074342250824,0.9445428848266602,POLYIC_20190510_mouse35__E3_P1
axis2_+5deg,encoder_level1,0.20886239409446716,0.9779881238937378,POLYIC_20190510_mouse35__E3_P1
axis2_+5deg,encoder_level2,0.26228246092796326,0.9650492668151855,POLYIC_20190510_mouse35__E3_P1
axis2_+5deg,encoder_level3,0.23514403402805328,0.9719651937484741,POLYIC_20190510_mouse35__E3_P1
axis2_+5deg,encoder_level4,0.16982412338256836,0.9858168363571167,POLYIC_20190510_mouse35__E3_P1
axis2_+5deg,output_logits,0.1460958868265152,0.9892868995666504,POLYIC_20190510_mouse35__E3_P1
axis2_+10deg,input,0.13135722279548645,0.9915996193885803,POLYIC_20190510_mouse35__E3_P1
axis2_+10deg,encoder_level0,0.34945520758628845,0.9377678036689758,POLYIC_20190510_mouse35__E3_P1
axis2_+10deg,encoder_level1,0.2241801768541336,0.974568247795105,POLYIC_20190510_mouse35__E3_P1
axis2_+10deg,encoder_level2,0.2816092073917389,0.959530234336853,POLYIC_20190510_mouse35__E3_P1
axis2_+10deg,encoder_level3,0.262591153383255,0.9649079442024231,POLYIC_20190510_mouse35__E3_P1
axis2_+10deg,encoder_level4,0.22564911842346191,0.9749158620834351,POLYIC_20190510_mouse35__E3_P1
axis2_+10deg,output_logits,0.15922418236732483,0.9872526526451111,POLYIC_20190510_mouse35__E3_P1
axis2_+20deg,input,0.12946422398090363,0.9918583631515503,POLYIC_20190510_mouse35__E3_P1
axis2_+20deg,encoder_level0,0.4018239974975586,0.9160440564155579,POLYIC_20190510_mouse35__E3_P1
axis2_+20deg,encoder_level1,0.28666359186172485,0.9580322504043579,POLYIC_20190510_mouse35__E3_P1
axis2_+20deg,encoder_level2,0.34747275710105896,0.9377334117889404,POLYIC_20190510_mouse35__E3_P1
axis2_+20deg,encoder_level3,0.2656794786453247,0.9640614986419678,POLYIC_20190510_mouse35__E3_P1
